,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,updated_github_id,npm_id,npm_url,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,snap_id,maven_id,maven_url,dnf_id,yay_id
419,lets-plot,JetBrains/lets-plot,data-viz,,https://github.com/JetBrains/lets-plot,https://github.com/JetBrains/lets-plot,MIT,2019-03-20 16:13:03.000,2022-06-16 01:16:23.000000,2022-06-16 01:16:17,2605,172.0,32.0,132.0,304.0,59.0,178.0,749,An open-source plotting library for statistical data.,16.0,26,True,2022-03-21 18:58:35,2.3.0,49.0,lets-plot,,,,,17.0,17.0,https://pypi.org/project/lets-plot,1347.0,1356.0,,,,,,,,3.0,279.0,,,,,,,,,,,,,,
420,SALib,SALib/SALib,probabilistics,,https://github.com/SALib/SALib,https://github.com/SALib/SALib,MIT,2013-05-30 13:38:10.000,2022-06-05 10:40:18.000000,2022-06-05 10:40:15,1537,12.0,178.0,21.0,243.0,38.0,231.0,602,"Sensitivity Analysis Library in Python. Contains Sobol, Morris, FAST, and other methods.",37.0,26,True,2021-09-04 09:49:51,1.4.5,28.0,salib,conda-forge/salib,,,,,,https://pypi.org/project/salib,157670.0,158904.0,https://anaconda.org/conda-forge/salib,2021-09-04 07:03:28.179,82699.0,,,,,3.0,,,,,,,,,,,,,,,
421,responsible-ai-widgets,microsoft/responsible-ai-toolbox,interpretability,,https://github.com/microsoft/responsible-ai-toolbox,https://github.com/microsoft/responsible-ai-toolbox,MIT,2020-07-06 20:46:53.000,2022-06-16 04:23:06.000000,2022-06-16 04:23:05,1091,168.0,118.0,16.0,1239.0,33.0,212.0,504,"This project provides responsible AI user interfaces for Fairlearn, interpret-community, and Error Analysis, as well..",25.0,26,True,2022-06-10 13:59:31,0.19.0,21.0,raiwidgets,,,,"['pytorch', 'tensorflow', 'jupyter']",31.0,31.0,https://pypi.org/project/raiwidgets,10590.0,10590.0,,,,,,,,2.0,,,,,,,,,,,,,,,
422,EarthPy,earthlab/earthpy,geospatial-data,,https://github.com/earthlab/earthpy,https://github.com/earthlab/earthpy,BSD-3-Clause,2018-02-20 03:02:42.000,2022-06-03 00:37:57.000000,2021-12-20 23:24:01,1186,,136.0,22.0,547.0,18.0,207.0,373,A package built to support working with spatial data using open source python.,40.0,26,True,2021-10-01 22:50:41,0.9.4,14.0,earthpy,conda-forge/earthpy,,,,146.0,146.0,https://pypi.org/project/earthpy,8588.0,9767.0,https://anaconda.org/conda-forge/earthpy,2021-10-04 19:35:49.510,44813.0,,,,,3.0,,,,,,,,,,,,,,,
423,Dopamine,google/dopamine,reinforcement-learning,,https://github.com/google/dopamine,https://github.com/google/dopamine,Apache-2.0,2018-07-26 09:58:36.000,2022-06-13 19:24:53.000000,2022-06-13 19:24:52,299,17.0,1282.0,446.0,43.0,65.0,85.0,9823,Dopamine is a research framework for fast prototyping of reinforcement learning algorithms.,15.0,25,True,2019-09-26 14:58:33,2,2.0,dopamine-rl,,,,['tensorflow'],,,https://pypi.org/project/dopamine-rl,54920.0,54920.0,,,,,,,,2.0,,,,,,,,,,,,,,,
424,cortex,cortexlabs/cortex,model-serialisation,,https://github.com/cortexlabs/cortex,https://github.com/cortexlabs/cortex,Apache-2.0,2019-01-24 04:43:14.000,2022-04-24 20:38:41.000000,2022-04-23 04:02:53,2321,4.0,582.0,147.0,1345.0,107.0,983.0,7759,Production infrastructure for machine learning at scale.,24.0,25,True,2022-01-10 17:48:15,0.42.0,62.0,cortex,,,,,,,https://pypi.org/project/cortex,1380.0,1380.0,,,,,,,,3.0,,,,,,,,,,,,,,,
425,snownlp,isnowfy/snownlp,chinese-nlp,,https://github.com/isnowfy/snownlp,https://github.com/isnowfy/snownlp,MIT,2013-11-26 11:46:56.000,2020-01-19 02:39:05.000000,2020-01-19 02:39:03,57,,1323.0,351.0,14.0,40.0,65.0,5837,Python library for processing Chinese text.,8.0,25,False,,,,snownlp,,,,,892.0,892.0,https://pypi.org/project/snownlp,10644.0,10644.0,,,,,,,,3.0,,,,,,,,,,,,,,,
426,Face Alignment,1adrianb/face-alignment,image,,https://github.com/1adrianb/face-alignment,https://github.com/1adrianb/face-alignment,BSD-3-Clause,2017-09-15 20:32:44.000,2022-03-28 09:19:03.000000,2021-08-04 06:54:21,205,,1191.0,169.0,39.0,56.0,218.0,5734,2D and 3D Face alignment library build using pytorch.,23.0,25,True,2021-04-28 22:15:40,1.3.4,10.0,face-alignment,,,,['pytorch'],,,https://pypi.org/project/face-alignment,10327.0,10327.0,,,,,,,,3.0,,,,,,,,,,,,,,,
427,mmdnn,Microsoft/MMdnn,model-serialisation,,https://github.com/microsoft/MMdnn,https://github.com/microsoft/MMdnn,MIT,2017-08-16 08:03:52.000,2021-03-01 14:17:24.000000,2020-08-14 02:32:30,1083,,952.0,185.0,323.0,320.0,287.0,5591,MMdnn is a set of tools to help users inter-operate among different deep learning frameworks. E.g. model conversion..,85.0,25,False,2020-07-24 06:14:52,0.3.1,12.0,mmdnn,,,,,79.0,79.0,https://pypi.org/project/mmdnn,581.0,645.0,,,,,,,,3.0,3564.0,,,,,,,,,,,,,,
428,MMF,facebookresearch/mmf,image,,https://github.com/facebookresearch/mmf,https://github.com/facebookresearch/mmf,BSD-3-Clause,2018-06-27 04:52:40.000,2022-06-10 23:08:10.000000,2022-06-10 23:04:56,1055,13.0,825.0,110.0,635.0,185.0,430.0,4935,A modular framework for vision & language multimodal research from Facebook AI Research (FAIR).,102.0,25,True,2019-08-26 19:04:21,0.3.1,2.0,mmf,,,,['pytorch'],12.0,12.0,https://pypi.org/project/mmf,434.0,434.0,,,,,,,,3.0,,,,,,,,,,,,,,,
429,Augmentor,mdbloice/Augmentor,image,,https://github.com/mdbloice/Augmentor,https://github.com/mdbloice/Augmentor,MIT,2016-03-01 18:29:55.000,2022-05-24 12:15:11.000000,2022-05-24 12:15:11,544,7.0,822.0,126.0,58.0,112.0,72.0,4737,Image augmentation library in Python for machine learning.,22.0,25,True,,,,Augmentor,,,,,463.0,463.0,https://pypi.org/project/Augmentor,20527.0,20527.0,,,,,,,,3.0,,,,,,,,,,,,,,,
430,TensorTrade,tensortrade-org/tensortrade,financial-data,,https://github.com/tensortrade-org/tensortrade,https://github.com/tensortrade-org/tensortrade,Apache-2.0,2019-07-30 21:28:32.000,2022-05-30 19:39:19.000000,2022-03-02 13:05:43,1042,,883.0,230.0,212.0,37.0,194.0,3876,"An open source reinforcement learning framework for training, evaluating, and deploying robust trading agents.",61.0,25,True,2021-05-10 18:04:30,1.0.3,6.0,tensortrade,conda-forge/tensortrade,,,,36.0,36.0,https://pypi.org/project/tensortrade,557.0,640.0,https://anaconda.org/conda-forge/tensortrade,2021-05-10 20:10:14.115,1173.0,,,,,3.0,,,,,,,,,,,,,,,
431,Lasagne,Lasagne/Lasagne,ml-frameworks,,https://github.com/Lasagne/Lasagne,https://github.com/Lasagne/Lasagne,,2014-09-11 15:31:41.000,2022-03-26 02:58:32.000000,2019-11-20 20:28:30,1161,,938.0,215.0,408.0,115.0,402.0,3817,Lightweight library to build and train neural networks in Theano.,72.0,25,False,2015-08-13 21:00:09,0.1,1.0,lasagne,,,,,918.0,918.0,https://pypi.org/project/lasagne,2427.0,2427.0,,,,,,,,3.0,,,,,,,,,,,,,,,
432,Chartify,spotify/chartify,data-viz,,https://github.com/spotify/chartify,https://github.com/spotify/chartify,Apache-2.0,2018-09-17 14:12:05.000,2022-01-31 12:20:49.000000,2021-02-05 18:49:02,195,,282.0,84.0,65.0,41.0,31.0,3171,Python library that makes it easy for data scientists to create charts.,21.0,25,False,2020-11-02 22:13:24,3.0.3,16.0,chartify,conda-forge/chartify,,,,62.0,62.0,https://pypi.org/project/chartify,17750.0,18201.0,https://anaconda.org/conda-forge/chartify,2020-11-07 19:52:50.628,19409.0,,,,,3.0,,,,,,,,,,,,,,,
433,xLearn,aksnzhy/xlearn,ml-frameworks,,https://github.com/aksnzhy/xlearn,https://github.com/aksnzhy/xlearn,Apache-2.0,2017-06-10 08:09:31.000,2022-06-05 10:44:18.000000,2022-06-05 10:44:18,1342,2.0,510.0,109.0,70.0,181.0,114.0,3005,"High performance, easy-to-use, and scalable machine learning (ML) package, including linear model (LR), factorization..",30.0,25,True,2019-04-25 02:10:05,0.4.4,15.0,xlearn,,,,,87.0,87.0,https://pypi.org/project/xlearn,3064.0,3128.0,,,,,,,,3.0,3281.0,,,,,,,,,,,,,,
434,facenet-pytorch,timesler/facenet-pytorch,image,,https://github.com/timesler/facenet-pytorch,https://github.com/timesler/facenet-pytorch,MIT,2019-05-25 01:29:24.000,2021-12-13 14:59:32.000000,2021-12-13 12:07:11,235,,627.0,40.0,44.0,58.0,90.0,2915,Pretrained Pytorch face detection (MTCNN) and facial recognition (InceptionResnet) models.,14.0,25,True,2020-09-07 23:53:20,2.4.1,6.0,facenet-pytorch,,,,['pytorch'],796.0,796.0,https://pypi.org/project/facenet-pytorch,15736.0,26014.0,,,,,,,,3.0,318634.0,,,,,,,,,,,,,,
435,Porcupine,Picovoice/Porcupine,audio,,https://github.com/Picovoice/porcupine,https://github.com/Picovoice/porcupine,Apache-2.0,2018-03-08 01:55:25.000,2022-06-15 18:21:27.000000,2022-06-15 18:21:27,736,42.0,379.0,60.0,352.0,1.0,377.0,2720,On-device wake word detection powered by deep learning.,31.0,25,True,2022-01-21 17:58:25,2.1,12.0,pvporcupine,,,,,9.0,9.0,https://pypi.org/project/pvporcupine,1249.0,1249.0,,,,,,,,3.0,,,,,,,,,,,,,,,
436,analytics-zoo,intel-analytics/analytics-zoo,distributed-ml,,https://github.com/intel-analytics/analytics-zoo,https://github.com/intel-analytics/analytics-zoo,Apache-2.0,2017-05-05 02:27:30.000,2022-06-01 01:54:06.000000,2022-06-01 01:54:06,3427,2.0,701.0,104.0,3833.0,413.0,845.0,2509,"Distributed Tensorflow, Keras and PyTorch on Apache Spark/Flink & Ray.",105.0,25,True,2022-01-24 01:44:53,0.11.2,15.0,analytics-zoo,,,,['spark'],3.0,3.0,https://pypi.org/project/analytics-zoo,2528.0,2528.0,,,,,,,,3.0,,,,,,,,,,,,,,,
437,Hyperas,maxpumperla/hyperas,hyperopt,,https://github.com/maxpumperla/hyperas,https://github.com/maxpumperla/hyperas,MIT,2016-02-19 14:45:10.000,2021-11-19 13:23:59.000000,2021-11-19 13:23:56,211,,300.0,62.0,37.0,93.0,158.0,2130,Keras + Hyperopt: A very simple wrapper for convenient hyperparameter optimization.,21.0,25,True,,,,hyperas,,,,['tensorflow'],241.0,241.0,https://pypi.org/project/hyperas,14670.0,14670.0,,,,,,,,2.0,,,,,,,,,,,,,,,
438,mtcnn,ipazc/mtcnn,image,,https://github.com/ipazc/mtcnn,https://github.com/ipazc/mtcnn,MIT,2018-01-05 04:08:32.000,2022-06-07 08:07:35.000000,2021-07-09 11:06:18,56,,454.0,41.0,22.0,61.0,38.0,1789,"MTCNN face detection implementation for TensorFlow, as a PIP package.",15.0,25,True,,,2.0,mtcnn,conda-forge/mtcnn,,,['tensorflow'],2336.0,2336.0,https://pypi.org/project/mtcnn,30968.0,31146.0,https://anaconda.org/conda-forge/mtcnn,2021-08-17 17:36:21.436,5009.0,,,,,3.0,,,,,,,,,,,,,,,
439,Karate Club,benedekrozemberczki/karateclub,graph,,https://github.com/benedekrozemberczki/karateclub,https://github.com/benedekrozemberczki/karateclub,GPL-3.0,2019-12-05 17:35:56.000,2022-06-04 20:12:40.000000,2022-06-04 20:01:51,2233,27.0,200.0,38.0,19.0,2.0,76.0,1641,Karate Club: An API Oriented Open-source Python Framework for Unsupervised Learning on Graphs (CIKM 2020).,14.0,25,False,2022-06-04 20:12:40,_10300,100.0,karateclub,conda-forge/karateclub,,,,95.0,95.0,https://pypi.org/project/karateclub,2609.0,3022.0,https://anaconda.org/conda-forge/karateclub,2022-01-28 14:45:25.910,9513.0,,,,,2.0,,,,,,,,,,,,,,,
440,FinTA,peerchemist/finta,financial-data,,https://github.com/peerchemist/finta,https://github.com/peerchemist/finta,LGPL-3.0,2016-09-01 21:02:46.000,2022-05-05 20:54:50.000000,2021-10-19 18:06:53,392,,517.0,77.0,47.0,19.0,63.0,1639,Common financial technical indicators implemented in Pandas.,27.0,25,False,2021-04-03 08:51:49,1.3,18.0,finta,,,,,210.0,210.0,https://pypi.org/project/finta,8574.0,8574.0,,,,,,,,3.0,,,,,,,,,,,,,,,
441,pytorch_geometric_temporal,benedekrozemberczki/pytorch_geometric_temporal,graph,,https://github.com/benedekrozemberczki/pytorch_geometric_temporal,https://github.com/benedekrozemberczki/pytorch_geometric_temporal,MIT,2020-06-27 01:11:33.000,2022-04-24 20:12:59.000000,2022-04-24 20:12:59,1878,16.0,236.0,39.0,63.0,11.0,102.0,1590,PyTorch Geometric Temporal: Spatiotemporal Signal Processing with Neural Machine Learning Models (CIKM 2021).,21.0,25,True,2022-04-04 19:21:59,0.52.0,40.0,torch-geometric-temporal,,,,['pytorch'],,,https://pypi.org/project/torch-geometric-temporal,2057.0,2057.0,,,,,,,,2.0,,,,,,,,,,,,,,,
442,Elephas,maxpumperla/elephas,distributed-ml,,https://github.com/maxpumperla/elephas,https://github.com/maxpumperla/elephas,MIT,2015-08-13 12:09:19.000,2022-03-30 23:22:34.000000,2022-03-30 23:22:31,502,1.0,294.0,104.0,46.0,18.0,138.0,1542,Distributed Deep learning with Keras & Spark.,27.0,25,True,2021-08-17 01:14:44,3.0.0,9.0,elephas,conda-forge/elephas,,,"['keras', 'spark']",56.0,56.0,https://pypi.org/project/elephas,108376.0,108623.0,https://anaconda.org/conda-forge/elephas,2021-06-02 18:33:53.270,8413.0,,,,,3.0,,,,,,,,,,,,,,,
443,whylogs,whylabs/whylogs,data-pipelines,,https://github.com/whylabs/whylogs,https://github.com/whylabs/whylogs,Apache-2.0,2020-08-14 23:25:32.000,2022-06-16 11:05:50.000000,2022-06-15 19:10:35,285,273.0,62.0,22.0,489.0,18.0,141.0,1391,Open standard for end-to-end data and ML monitoring for any scale in any infrastructure.,9.0,25,True,2022-06-14 23:52:52,1.0.1,55.0,whylogs,,,,,,,https://pypi.org/project/whylogs,23091.0,23093.0,,,,,,,,3.0,50.0,,,,,,,,,,,,,,
444,NiftyNet,NifTK/NiftyNet,medical-data,,https://github.com/NifTK/NiftyNet,https://github.com/NifTK/NiftyNet,Apache-2.0,2017-08-30 07:55:43.000,2020-04-21 19:54:52.000000,2020-04-21 19:54:51,3284,,390.0,90.0,165.0,100.0,224.0,1310,[unmaintained] An open-source convolutional neural networks platform for research in medical image analysis and image-..,59.0,25,False,2019-10-09 19:33:30,0.6.0,8.0,niftynet,,,,['tensorflow'],38.0,38.0,https://pypi.org/project/niftynet,3202.0,3202.0,,,,,,,,3.0,,,,,,,,,,,,,,,
445,pyts,johannfaouzi/pyts,time-series-data,,https://github.com/johannfaouzi/pyts,https://github.com/johannfaouzi/pyts,BSD-3-Clause,2017-07-31 09:23:16.000,2022-06-16 08:52:20.000000,2022-06-16 08:52:20,381,1.0,134.0,22.0,69.0,36.0,26.0,1281,A Python package for time series classification.,11.0,25,True,2021-10-31 13:50:40,0.12.0,7.0,pyts,conda-forge/pyts,,,,215.0,215.0,https://pypi.org/project/pyts,162666.0,163003.0,https://anaconda.org/conda-forge/pyts,2021-10-31 15:13:32.850,11490.0,,,,,2.0,,,,,,,,,,,,,,,
446,sklearn-porter,nok/sklearn-porter,model-serialisation,,https://github.com/nok/sklearn-porter,https://github.com/nok/sklearn-porter,BSD-3-Clause,2016-06-22 22:21:34.000,2022-05-22 23:59:55.000000,2022-05-22 23:59:48,1219,17.0,159.0,33.0,21.0,34.0,34.0,1160,"Transpile trained scikit-learn estimators to C, Java, JavaScript and others.",12.0,25,True,2019-01-20 13:14:03,0.7.2,15.0,sklearn-porter,,,,['sklearn'],43.0,43.0,https://pypi.org/project/sklearn-porter,303.0,303.0,,,,,,,,3.0,,,,,,,,,,,,,,,
447,Explainability 360,Trusted-AI/AIX360,interpretability,,https://github.com/Trusted-AI/AIX360,https://github.com/Trusted-AI/AIX360,Apache-2.0,2019-07-11 07:17:48.000,2022-06-14 09:50:35.000000,2022-02-18 23:37:54,320,,225.0,50.0,88.0,34.0,26.0,1121,Interpretability and explainability of data and machine learning models.,29.0,25,True,2020-10-28 09:32:21,0.2.1,2.0,aix360,,,,,46.0,46.0,https://pypi.org/project/aix360,1157.0,1157.0,,,,,,,,2.0,,,,,,,,,,,,,,,
448,Labml,labmlai/labml,ml-experiments,,https://github.com/labmlai/labml,https://github.com/labmlai/labml,MIT,2018-11-16 09:34:48.000,2022-06-10 16:56:12.000000,2022-06-10 16:55:57,1240,44.0,74.0,27.0,69.0,14.0,12.0,1097,Monitor deep learning model training and hardware usage from your mobile phone.,7.0,25,True,2021-08-27 10:19:56,0.4.132,3.0,labml,,,,,50.0,50.0,https://pypi.org/project/labml,3748.0,3748.0,,,,,,,,3.0,,,,,,,,,,,,,,,
449,fancyimpute,iskandr/fancyimpute,sklearn-utils,,https://github.com/iskandr/fancyimpute,https://github.com/iskandr/fancyimpute,Apache-2.0,2015-11-05 23:39:34.000,2021-10-21 17:45:20.000000,2021-10-21 17:45:17,202,,165.0,25.0,35.0,2.0,111.0,1075,Multivariate imputation and matrix completion algorithms implemented in Python.,12.0,25,True,2021-03-30 16:22:41,0.5.5,5.0,fancyimpute,,,,['sklearn'],1195.0,1195.0,https://pypi.org/project/fancyimpute,17381.0,17381.0,,,,,,,,2.0,,,,,,,,,,,,,,,
450,PySAL,pysal/pysal,geospatial-data,,https://github.com/pysal/pysal,https://github.com/pysal/pysal,BSD-3-Clause,2013-02-19 17:27:42.000,2022-05-26 02:48:57.000000,2022-01-30 22:27:10,4173,,260.0,79.0,626.0,8.0,599.0,1037,PySAL: Python Spatial Analysis Library Meta-Package.,75.0,25,True,2022-01-30 19:37:34,2.6.0,23.0,pysal,conda-forge/pysal,,,,,,https://pypi.org/project/pysal,23139.0,29347.0,https://anaconda.org/conda-forge/pysal,2022-01-31 17:47:09.921,440791.0,,,,,3.0,,,,,,,,,,,,,,,
451,openTSNE,pavlin-policar/openTSNE,data-viz,,https://github.com/pavlin-policar/openTSNE,https://github.com/pavlin-policar/openTSNE,BSD-3-Clause,2018-06-08 18:42:09.000,2022-05-27 21:10:04.647000,2022-03-18 13:03:22,603,,115.0,25.0,107.0,4.0,100.0,1012,"Extensible, parallel implementations of t-SNE.",10.0,25,True,2022-03-18 13:55:30,0.6.2,17.0,opentsne,conda-forge/opentsne,,,,349.0,349.0,https://pypi.org/project/opentsne,14107.0,17521.0,https://anaconda.org/conda-forge/opentsne,2022-05-27 21:10:04.647,143423.0,,,,,3.0,,,,,,,,,,,,,,,
452,audiomentations,iver56/audiomentations,audio,,https://github.com/iver56/audiomentations,https://github.com/iver56/audiomentations,MIT,2019-02-12 16:36:24.000,2022-06-15 13:24:23.000000,2022-06-15 13:24:21,766,43.0,128.0,15.0,84.0,30.0,92.0,1009,A Python library for audio data augmentation. Inspired by albumentations. Useful for machine learning.,21.0,25,True,2022-06-15 13:23:38,0.25.1,26.0,audiomentations,,,,,143.0,143.0,https://pypi.org/project/audiomentations,3427.0,3427.0,,,,,,,,3.0,,,,,,,,,,,,,,,
453,PyKEEN,pykeen/pykeen,graph,,https://github.com/pykeen/pykeen,https://github.com/pykeen/pykeen,MIT,2020-02-24 07:26:03.000,2022-06-16 12:42:15.000000,2022-06-09 13:14:32,2695,97.0,119.0,22.0,553.0,96.0,294.0,876,A Python library for learning and evaluating knowledge graph embeddings.,29.0,25,True,2022-05-24 15:35:40,1.8.2,16.0,pykeen,,,,,,,https://pypi.org/project/pykeen,1424.0,1430.0,,,,,,,,2.0,144.0,,,,,,,,,,,,,,
454,GPyOpt,SheffieldML/GPyOpt,hyperopt,,https://github.com/SheffieldML/GPyOpt,https://github.com/SheffieldML/GPyOpt,BSD-3-Clause,2014-08-13 09:58:25.000,2020-11-17 10:32:02.000000,2020-11-05 15:16:04,514,,248.0,42.0,72.0,100.0,186.0,819,Gaussian Process Optimization using GPy.,49.0,25,False,2020-03-19 21:21:18,1.2.6,1.0,gpyopt,,,,,287.0,287.0,https://pypi.org/project/gpyopt,12222.0,12222.0,,,,,,,,2.0,,,,,,,,,,,,,,,
455,bambi,bambinos/bambi,probabilistics,,https://github.com/bambinos/bambi,https://github.com/bambinos/bambi,MIT,2016-05-16 03:21:00.000,2022-06-16 01:49:04.000000,2022-06-15 20:22:11,675,35.0,85.0,27.0,279.0,43.0,214.0,784,BAyesian Model-Building Interface (Bambi) in Python.,26.0,25,True,2022-06-06 17:17:14,0.9.0,16.0,bambi,conda-forge/bambi,,,,28.0,28.0,https://pypi.org/project/bambi,5510.0,5764.0,https://anaconda.org/conda-forge/bambi,2022-06-07 14:46:23.212,8663.0,,,,,3.0,,,,,,,,,,,,,,,
456,scikit-multilearn,scikit-multilearn/scikit-multilearn,sklearn-utils,,https://github.com/scikit-multilearn/scikit-multilearn,https://github.com/scikit-multilearn/scikit-multilearn,BSD-2-Clause,2014-04-30 13:05:44.000,2022-06-07 05:49:14.000000,2019-05-21 11:29:06,487,,140.0,35.0,65.0,81.0,94.0,751,A scikit-learn based module for multi-label et. al. classification.,15.0,25,False,2018-12-10 10:51:36,0.2.0,4.0,scikit-multilearn,,,,['sklearn'],772.0,772.0,https://pypi.org/project/scikit-multilearn,67104.0,67104.0,,,,,,,,2.0,,,,,,,,,,,,,,,
457,SMAC3,automl/SMAC3,hyperopt,,https://github.com/automl/SMAC3,https://github.com/automl/SMAC3,,2016-08-17 10:58:05.000,2022-06-14 20:06:05.000000,2022-06-14 15:12:44,2301,124.0,170.0,41.0,475.0,78.0,297.0,703,Sequential Model-based Algorithm Configuration.,48.0,25,False,2022-05-19 17:47:57,1.3.3,34.0,smac,conda-forge/smac,,,,,,https://pypi.org/project/smac,43906.0,44143.0,https://anaconda.org/conda-forge/smac,2022-05-21 15:08:33.801,3566.0,,,,,2.0,,,,,,,,,,,,,,,
458,Cornac,PreferredAI/cornac,recommender-systems,,https://github.com/PreferredAI/cornac,https://github.com/PreferredAI/cornac,Apache-2.0,2018-07-17 06:31:35.000,2022-06-16 03:46:52.000000,2022-04-29 17:24:25,1233,1.0,97.0,23.0,383.0,7.0,88.0,596,A Comparative Framework for Multimodal Recommender Systems.,13.0,25,True,2022-02-19 03:37:13,1.14.2,41.0,cornac,conda-forge/cornac,,,,111.0,111.0,https://pypi.org/project/cornac,117800.0,123886.0,https://anaconda.org/conda-forge/cornac,2022-02-19 07:51:09.542,225194.0,,,,,2.0,,,,,,,,,,,,,,,
459,scikit-surprise,NicolasHug/Surprise,recommender-systems,,https://github.com/NicolasHug/Surprise,https://github.com/NicolasHug/Surprise,BSD-3-Clause,2016-10-23 14:59:38.000,2022-02-02 21:13:06.000000,2020-08-05 17:45:59,622,,908.0,150.0,66.0,53.0,292.0,5411,A Python scikit for building and analyzing recommender systems.,38.0,24,False,,,6.0,scikit-surprise,conda-forge/scikit-surprise,,,,,,https://pypi.org/project/scikit-surprise,195845.0,200181.0,https://anaconda.org/conda-forge/scikit-surprise,2021-11-18 20:15:44.176,229821.0,,,,,3.0,,,,,,,,,,,,,,,
460,flashtext,vi3k6i5/flashtext,nlp,,https://github.com/vi3k6i5/flashtext,https://github.com/vi3k6i5/flashtext,MIT,2017-08-15 18:03:01.000,2021-07-26 20:38:52.000000,2020-05-03 07:13:22,108,,567.0,140.0,30.0,50.0,51.0,5205,Extract Keywords from sentence or Replace keywords in sentences.,7.0,24,False,,,1.0,flashtext,conda-forge/flashtext,,,,788.0,788.0,https://pypi.org/project/flashtext,710408.0,710826.0,https://anaconda.org/conda-forge/flashtext,2020-07-16 16:37:59.996,9630.0,,,,,3.0,,,,,,,,,,,,,,,
461,mace,XiaoMi/mace,ml-frameworks,,https://github.com/XiaoMi/mace,https://github.com/XiaoMi/mace,Apache-2.0,2018-06-27 03:50:12.000,2022-05-27 15:07:43.000000,2022-02-11 11:53:32,3328,,794.0,230.0,108.0,46.0,616.0,4625,MACE is a deep learning inference framework optimized for mobile heterogeneous computing platforms.,63.0,24,True,2022-01-13 09:55:14,1.1.1,12.0,,,,,,,,,,30.0,,,,,,,,3.0,1410.0,,,,,,,,,,,,,,
462,AugLy,facebookresearch/AugLy,others,,https://github.com/facebookresearch/AugLy,https://github.com/facebookresearch/AugLy,,2021-06-09 17:57:28.000,2022-06-13 16:49:34.000000,2022-06-13 16:47:07,175,19.0,244.0,59.0,155.0,11.0,53.0,4481,"A data augmentations library for audio, image, text, and video.",25.0,24,False,2022-03-29 11:42:50,1.0.0,7.0,augly,,,,,38.0,38.0,https://pypi.org/project/augly,1254.0,1254.0,,,,,,,,3.0,,,,,,,,,,,,,,,
463,segmentation_models,qubvel/segmentation_models,image,,https://github.com/qubvel/segmentation_models,https://github.com/qubvel/segmentation_models,MIT,2018-06-05 13:27:56.000,2022-05-23 16:25:02.000000,2020-04-17 09:51:20,204,,897.0,97.0,58.0,216.0,257.0,3916,Segmentation models with pretrained backbones. Keras and TensorFlow Keras.,14.0,24,False,2020-01-10 11:28:38,1.0.1,4.0,segmentation_models,,,,['tensorflow'],,,https://pypi.org/project/segmentation_models,64970.0,64970.0,,,,,,,,3.0,,,,,,,,,,,,,,,
464,DALI,NVIDIA/DALI,gpu-utilities,,https://github.com/NVIDIA/DALI,https://github.com/NVIDIA/DALI,Apache-2.0,2018-06-01 22:18:01.000,2022-06-15 16:25:55.000000,2022-06-15 13:07:27,2555,160.0,494.0,82.0,2809.0,175.0,1000.0,3890,A GPU-accelerated library containing highly optimized building blocks and an execution engine for data processing to..,74.0,24,True,2022-05-30 20:49:21,1.14.0,53.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,
465,PyAlgoTrade,gbeced/pyalgotrade,financial-data,,https://github.com/gbeced/pyalgotrade,https://github.com/gbeced/pyalgotrade,Apache-2.0,2012-03-07 01:09:54.000,2022-06-06 23:53:25.000000,2018-08-21 02:42:52,1156,,1222.0,347.0,54.0,39.0,84.0,3697,Python Algorithmic Trading Library.,11.0,24,False,,,,pyalgotrade,,,,,113.0,113.0,https://pypi.org/project/pyalgotrade,637.0,637.0,,,,,,,,3.0,,,,,,,,,,,,,,,
466,Alpha Vantage,RomelTorres/alpha_vantage,financial-data,,https://github.com/RomelTorres/alpha_vantage,https://github.com/RomelTorres/alpha_vantage,MIT,2017-04-29 17:23:00.000,2022-01-04 14:23:20.000000,2021-06-14 05:10:42,518,,639.0,173.0,76.0,6.0,249.0,3659,A python wrapper for Alpha Vantage API for financial data.,39.0,24,True,2020-12-21 02:37:29,2.3.1,5.0,alpha_vantage,conda-forge/alpha_vantage,,,,,,https://pypi.org/project/alpha_vantage,15747.0,15823.0,https://anaconda.org/conda-forge/alpha_vantage,2021-01-14 18:10:30.064,1306.0,,,,,3.0,,,,,,,,,,,,,,,
