,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,docs_url,npm_id,npm_url,npm_monthly_downloads,dockerhub_id,helm_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,updated_github_id,brew_id,apt_id,yum_id,snap_id,maven_id,maven_url,dnf_id,yay_id
387,scikit-surprise,NicolasHug/Surprise,recommender-systems,,https://github.com/NicolasHug/Surprise,https://github.com/NicolasHug/Surprise,BSD-3-Clause,2016-10-23 14:59:38.000,2022-08-29 12:36:40.229000,2022-08-29 09:48:24,644.0,22.0,921.0,149.0,84.0,54.0,295.0,5510.0,A Python scikit for building and analyzing recommender systems.,43.0,26,True,,,7.0,scikit-surprise,conda-forge/scikit-surprise,,,110959.0,,,https://pypi.org/project/scikit-surprise,106516.0,https://anaconda.org/conda-forge/scikit-surprise,2022-08-29 12:36:40.229,248828.0,2.0,,,,,,,,,,,,,,,,,,,,
388,pyAudioAnalysis,tyiannak/pyAudioAnalysis,audio,,https://github.com/tyiannak/pyAudioAnalysis,https://github.com/tyiannak/pyAudioAnalysis,Apache-2.0,2014-08-27 12:43:13.000,2022-07-14 21:54:26.000000,2022-04-19 21:26:51,771.0,,1077.0,210.0,88.0,171.0,118.0,4965.0,"Python Audio Analysis Library: Feature Extraction, Classification, Segmentation and Applications.",26.0,26,True,,,,pyAudioAnalysis,,,,19050.0,295.0,295.0,https://pypi.org/project/pyAudioAnalysis,19050.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
389,Edward,blei-lab/edward,probabilistics,,https://github.com/blei-lab/edward,https://github.com/blei-lab/edward,,2016-02-10 20:06:05.000,2019-10-22 20:30:48.000000,2018-07-25 01:28:08,1796.0,,755.0,279.0,437.0,185.0,328.0,4735.0,"A probabilistic programming language in TensorFlow. Deep generative models, variational inference.",87.0,26,False,2018-01-22 06:03:37,1.3.5,28.0,edward,,['tensorflow'],15.0,1965.0,277.0,277.0,https://pypi.org/project/edward,1965.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
390,Lucid,tensorflow/lucid,interpretability,,https://github.com/tensorflow/lucid,https://github.com/tensorflow/lucid,Apache-2.0,2018-01-25 17:41:44.000,2022-04-18 14:51:39.000000,2021-03-19 15:48:33,667.0,,599.0,158.0,128.0,74.0,100.0,4436.0,A collection of infrastructure and tools for research in neural network interpretability.,40.0,26,False,2021-03-19 15:59:35,0.3.10,15.0,lucid,,['tensorflow'],,1830.0,652.0,652.0,https://pypi.org/project/lucid,1830.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
391,T5,google-research/text-to-text-transfer-transformer,nlp,,https://github.com/google-research/text-to-text-transfer-transformer,https://github.com/google-research/text-to-text-transfer-transformer,Apache-2.0,2019-10-17 21:45:14.000,2022-09-07 21:10:32.000000,2022-09-07 21:09:06,569.0,9.0,594.0,98.0,547.0,48.0,341.0,4390.0,Code for the paper Exploring the Limits of Transfer Learning with a Unified Text-to-Text Transformer.,51.0,26,True,2020-04-03 19:06:25,0.4.0,1.0,t5,,['tensorflow'],,10952.0,114.0,114.0,https://pypi.org/project/t5,10952.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
392,triton,openai/triton,model-serialisation,,https://github.com/openai/triton,https://github.com/openai/triton,MIT,2014-08-30 17:07:16.000,2022-09-08 00:52:33.000000,2022-08-30 21:20:12,525.0,41.0,305.0,95.0,364.0,89.0,159.0,3967.0,Development repository for the Triton language and compiler.,42.0,26,True,,,,triton,,,,31377.0,126.0,126.0,https://pypi.org/project/triton,31377.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
393,cleanlab,cleanlab/cleanlab,others,,https://github.com/cleanlab/cleanlab,https://github.com/cleanlab/cleanlab,AGPL-3.0,2018-05-11 01:55:21.000,2022-09-08 13:57:08.000000,2022-09-07 22:57:56,1035.0,92.0,352.0,60.0,220.0,64.0,104.0,3886.0,"The standard data-centric AI package for data quality and machine learning with messy, real-world data and labels.",18.0,26,False,2022-04-20 19:08:48,2.0.0,4.0,cleanlab,conda-forge/cleanlab,,,7676.0,61.0,61.0,https://pypi.org/project/cleanlab,7445.0,https://anaconda.org/conda-forge/cleanlab,2022-04-30 16:01:09.036,6710.0,3.0,,,,,,,,,,,,,,,,,,,,
394,pytorch-summary,sksq96/pytorch-summary,pytorch-utils,,https://github.com/sksq96/pytorch-summary,https://github.com/sksq96/pytorch-summary,MIT,2018-04-23 13:58:04.000,2022-08-05 09:55:03.000000,2021-05-10 18:34:53,57.0,,402.0,35.0,53.0,94.0,42.0,3645.0,Model summary in PyTorch similar to `model.summary()` in Keras.,11.0,26,False,,,,torchsummary,,['pytorch'],,116353.0,5807.0,5807.0,https://pypi.org/project/torchsummary,116353.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
395,Chartify,spotify/chartify,data-viz,,https://github.com/spotify/chartify,https://github.com/spotify/chartify,Apache-2.0,2018-09-17 14:12:05.000,2022-08-14 07:19:07.000000,2021-02-05 18:49:02,195.0,,284.0,85.0,66.0,41.0,31.0,3203.0,Python library that makes it easy for data scientists to create charts.,21.0,26,False,2020-11-02 22:13:24,3.0.3,16.0,chartify,conda-forge/chartify,,,10853.0,66.0,66.0,https://pypi.org/project/chartify,10388.0,https://anaconda.org/conda-forge/chartify,2020-11-07 19:52:50.628,21392.0,3.0,,,,,,,,,,,,,,,,,,,,
396,xLearn,aksnzhy/xlearn,ml-frameworks,,https://github.com/aksnzhy/xlearn,https://github.com/aksnzhy/xlearn,Apache-2.0,2017-06-10 08:09:31.000,2022-08-23 09:45:09.000000,2022-06-05 10:44:18,1342.0,,514.0,109.0,71.0,182.0,114.0,3010.0,"High performance, easy-to-use, and scalable machine learning (ML) package, including linear model (LR), factorization..",30.0,26,True,2019-04-25 02:10:05,0.4.4,15.0,xlearn,,,3422.0,5926.0,95.0,95.0,https://pypi.org/project/xlearn,5863.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
397,PyQtGraph,pyqtgraph/pyqtgraph,data-viz,,https://github.com/pyqtgraph/pyqtgraph,https://github.com/pyqtgraph/pyqtgraph,,2013-09-12 07:18:21.000,2022-09-07 19:29:39.000000,2022-09-07 18:49:40,3346.0,110.0,928.0,147.0,1273.0,327.0,719.0,2938.0,Fast data visualization and GUI tools for scientific / engineering applications.,233.0,26,False,2022-03-04 18:36:49,pyqtgraph-0.12.4,9.0,pyqtgraph,conda-forge/pyqtgraph,,,103418.0,,,https://pypi.org/project/pyqtgraph,99233.0,https://anaconda.org/conda-forge/pyqtgraph,2022-03-05 00:25:53.937,284618.0,3.0,,,,,,,,,,,-7.0,,,,,,,,,
398,SHOGUN,shogun-toolbox/shogun,ml-frameworks,,https://github.com/shogun-toolbox/shogun,https://github.com/shogun-toolbox/shogun,BSD-3-Clause,2011-04-01 10:44:32.000,2022-01-18 22:03:55.000000,2020-12-08 16:56:38,17588.0,,1026.0,217.0,3648.0,415.0,1106.0,2902.0,Unified and efficient Machine Learning.,248.0,26,False,2019-07-05 10:23:31,shogun_6.1.4,10.0,,conda-forge/shogun,,,1890.0,,,,,https://anaconda.org/conda-forge/shogun,2018-06-25 20:49:17.070,116560.0,3.0,,,,,shogun/shogun,,https://hub.docker.com/r/shogun/shogun,2019-01-31 13:45:10.435327,1.0,1489.0,,,shogun,,,,,,,
399,PARL,PaddlePaddle/PARL,reinforcement-learning,,https://github.com/PaddlePaddle/PARL,https://github.com/PaddlePaddle/PARL,Apache-2.0,2018-04-25 17:54:22.000,2022-08-26 08:47:39.000000,2022-08-26 08:47:33,458.0,12.0,735.0,62.0,542.0,68.0,348.0,2725.0,A high-performance distributed training framework for Reinforcement Learning.,31.0,26,True,2021-06-03 09:31:59,2.0.0,7.0,parl,,['paddle'],,483.0,94.0,94.0,https://pypi.org/project/parl,483.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
400,Neural Network Libraries,sony/nnabla,ml-frameworks,,https://github.com/sony/nnabla,https://github.com/sony/nnabla,Apache-2.0,2017-06-26 01:07:10.000,2022-09-08 09:44:26.000000,2022-09-06 09:43:54,3125.0,37.0,310.0,162.0,1029.0,23.0,49.0,2555.0,Neural Network Libraries.,67.0,26,True,2022-09-05 09:53:01,1.30.0,62.0,nnabla,,,535.0,3244.0,,,https://pypi.org/project/nnabla,3236.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
401,mljar-supervised,mljar/mljar-supervised,hyperopt,,https://github.com/mljar/mljar-supervised,https://github.com/mljar/mljar-supervised,MIT,2018-11-05 12:58:04.000,2022-09-02 03:33:42.000000,2022-08-16 08:55:34,1010.0,5.0,292.0,40.0,51.0,95.0,401.0,2226.0,"Python package for AutoML on Tabular Data with Feature Engineering, Hyper-Parameters Tuning, Explanations and..",19.0,26,True,2022-08-16 08:57:03,0.11.3,48.0,mljar-supervised,conda-forge/mljar-supervised,,,6994.0,50.0,50.0,https://pypi.org/project/mljar-supervised,6730.0,https://anaconda.org/conda-forge/mljar-supervised,2022-08-17 07:50:57.660,3971.0,2.0,,,,,,,,,,,,,,,,,,,,
402,m2cgen,BayesWitnesses/m2cgen,model-serialisation,,https://github.com/BayesWitnesses/m2cgen,https://github.com/BayesWitnesses/m2cgen,MIT,2019-01-13 02:32:55.000,2022-09-08 08:35:02.000000,2022-08-30 18:49:52,371.0,9.0,198.0,45.0,447.0,24.0,69.0,2189.0,"Transform ML models into a native code (Java, C, Python, Go, JavaScript, Visual Basic, C#, R, PowerShell, PHP, Dart,..",13.0,26,True,2022-04-25 18:51:36,0.10.0,13.0,m2cgen,,,34.0,46935.0,63.0,63.0,https://pypi.org/project/m2cgen,46935.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
403,PyFunctional,EntilZha/PyFunctional,data-pipelines,,https://github.com/EntilZha/PyFunctional,https://github.com/EntilZha/PyFunctional,MIT,2015-02-05 17:17:51.000,2022-08-05 20:47:44.000000,2022-08-05 20:47:30,522.0,1.0,113.0,52.0,44.0,7.0,120.0,2067.0,Python library for creating data pipelines with chain functional programming.,26.0,26,True,2021-01-12 19:21:07,1.4.3,11.0,pyfunctional,,,,225432.0,466.0,466.0,https://pypi.org/project/pyfunctional,225432.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
404,Deep Checks,deepchecks/deepchecks,interpretability,,https://github.com/deepchecks/deepchecks,https://github.com/deepchecks/deepchecks,,2021-10-11 14:48:38.000,2022-09-08 13:54:50.000000,2022-09-08 11:29:45,1117.0,169.0,130.0,11.0,1209.0,183.0,578.0,1991.0,Test Suites for Validating ML Models & Data. Deepchecks is a Python package for comprehensively validating your..,28.0,26,False,2022-08-23 07:37:39,0.8.3,41.0,deepchecks,,,309.0,23736.0,26.0,26.0,https://pypi.org/project/deepchecks,23708.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
405,efficientnet,qubvel/efficientnet,tensorflow-utils,,https://github.com/qubvel/efficientnet,https://github.com/qubvel/efficientnet,Apache-2.0,2019-05-30 20:21:09.000,2022-01-14 10:29:02.172000,2021-07-16 09:03:20,66.0,,454.0,36.0,41.0,54.0,58.0,1985.0,Implementation of EfficientNet model. Keras and TensorFlow Keras.,10.0,26,False,2020-09-15 16:22:45,1.1.1,8.0,efficientnet,anaconda/efficientnet,['tensorflow'],240072.0,60083.0,1120.0,1120.0,https://pypi.org/project/efficientnet,54074.0,https://anaconda.org/anaconda/efficientnet,2022-01-14 10:29:02.172,176.0,3.0,,,,,,,,,,,,,,,,,,,,
406,pygraphistry,graphistry/pygraphistry,graph,,https://github.com/graphistry/pygraphistry,https://github.com/graphistry/pygraphistry,BSD-3-Clause,2015-06-02 20:28:42.000,2022-09-08 00:00:11.000000,2022-09-07 23:59:25,857.0,16.0,175.0,46.0,169.0,100.0,125.0,1697.0,"PyGraphistry is a Python library to quickly load, shape, embed, and explore big graphs with the GPU-accelerated..",25.0,26,True,2020-08-31 21:05:46,0.11.8,5.0,graphistry,,['jupyter'],,2302.0,73.0,73.0,https://pypi.org/project/graphistry,2302.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
407,TensorFlow Privacy,tensorflow/privacy,privacy-ml,,https://github.com/tensorflow/privacy,https://github.com/tensorflow/privacy,Apache-2.0,2018-12-21 18:46:46.000,2022-09-07 16:33:09.000000,2022-09-06 21:36:43,731.0,48.0,355.0,57.0,164.0,67.0,87.0,1644.0,Library for training machine learning models with privacy for training data.,49.0,26,True,2022-08-31 20:56:52,0.8.5,13.0,tensorflow-privacy,,['tensorflow'],84.0,28804.0,,,https://pypi.org/project/tensorflow-privacy,28802.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
408,TabPy,tableau/TabPy,others,,https://github.com/tableau/TabPy,https://github.com/tableau/TabPy,MIT,2016-09-27 21:26:03.000,2022-06-10 20:11:23.000000,2022-06-10 20:11:23,891.0,,486.0,110.0,247.0,5.0,288.0,1304.0,Execute Python code on the fly and display results in Tableau visualizations:.,47.0,26,True,2022-01-20 21:47:12,2.5.0,18.0,tabpy,anaconda/tabpy-client,,,20298.0,94.0,94.0,https://pypi.org/project/tabpy,20249.0,https://anaconda.org/anaconda/tabpy-client,2022-05-02 20:36:07.551,3207.0,3.0,,,,,,,,,,,,,,,,,,,,
409,Optimus,hi-primus/optimus,data-pipelines,,https://github.com/hi-primus/optimus,https://github.com/hi-primus/optimus,Apache-2.0,2017-07-13 02:31:18.000,2022-09-05 14:11:07.000000,2022-06-21 18:44:25,6394.0,15.0,215.0,39.0,1009.0,32.0,196.0,1256.0,"Agile Data Preparation Workflows madeeasy with Pandas, Dask, cuDF, Dask-cuDF, Vaex and PySpark.",23.0,26,True,2020-07-19 03:05:40,2.2.32,83.0,optimuspyspark,,['spark'],,46716.0,,,https://pypi.org/project/optimuspyspark,46716.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
410,gplearn,trevorstephens/gplearn,others,,https://github.com/trevorstephens/gplearn,https://github.com/trevorstephens/gplearn,BSD-3-Clause,2015-03-26 01:01:14.000,2022-08-04 10:28:06.000000,2022-08-04 10:15:01,159.0,1.0,202.0,50.0,84.0,16.0,177.0,1189.0,"Genetic Programming in Python, with a scikit-learn inspired API.",10.0,26,True,2022-05-03 10:56:08,0.4.2,2.0,gplearn,conda-forge/gplearn,['sklearn'],,4954.0,277.0,277.0,https://pypi.org/project/gplearn,4835.0,https://anaconda.org/conda-forge/gplearn,2022-05-04 12:26:24.517,3220.0,3.0,,,,,,,,,,,,,,,,,,,,
411,audiomentations,iver56/audiomentations,audio,,https://github.com/iver56/audiomentations,https://github.com/iver56/audiomentations,MIT,2019-02-12 16:36:24.000,2022-09-01 09:35:54.000000,2022-08-28 07:47:40,809.0,45.0,135.0,15.0,92.0,30.0,98.0,1107.0,A Python library for audio data augmentation. Inspired by albumentations. Useful for machine learning.,22.0,26,True,2022-08-19 12:09:58,0.26.0,27.0,audiomentations,,,,3489.0,162.0,162.0,https://pypi.org/project/audiomentations,3489.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
412,fancyimpute,iskandr/fancyimpute,sklearn-utils,,https://github.com/iskandr/fancyimpute,https://github.com/iskandr/fancyimpute,Apache-2.0,2015-11-05 23:39:34.000,2021-10-21 17:45:20.000000,2021-10-21 17:45:17,202.0,,165.0,24.0,35.0,2.0,111.0,1101.0,Multivariate imputation and matrix completion algorithms implemented in Python.,12.0,26,True,2021-03-30 16:22:41,0.5.5,5.0,fancyimpute,,['sklearn'],,18095.0,1225.0,1225.0,https://pypi.org/project/fancyimpute,18095.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
413,PySAL,pysal/pysal,geospatial-data,,https://github.com/pysal/pysal,https://github.com/pysal/pysal,BSD-3-Clause,2013-02-19 17:27:42.000,2022-08-01 15:32:54.853000,2022-07-23 22:25:53,4188.0,13.0,260.0,79.0,633.0,9.0,600.0,1060.0,PySAL: Python Spatial Analysis Library Meta-Package.,77.0,26,True,2022-07-31 21:00:14,2.7.0,25.0,pysal,conda-forge/pysal,,,34087.0,,,https://pypi.org/project/pysal,27996.0,https://anaconda.org/conda-forge/pysal,2022-08-01 15:32:54.853,450768.0,3.0,,,,,,,,,,,,,,,,,,,,
414,pyclustering,annoviko/pyclustering,others,,https://github.com/annoviko/pyclustering,https://github.com/annoviko/pyclustering,BSD-3-Clause,2014-02-25 18:59:03.000,2022-04-08 00:39:29.000000,2021-02-12 19:04:59,2079.0,,226.0,39.0,34.0,62.0,589.0,989.0,"pyclustering is a Python, C++ data mining library.",26.0,26,False,2020-11-25 22:33:07,0.10.1.2,18.0,pyclustering,conda-forge/pyclustering,,411.0,50269.0,356.0,356.0,https://pypi.org/project/pyclustering,49003.0,https://anaconda.org/conda-forge/pyclustering,2021-09-13 14:29:08.300,41618.0,3.0,,,,,,,,,,,,,,,,,,,,
415,empyrical,quantopian/empyrical,financial-data,,https://github.com/quantopian/empyrical,https://github.com/quantopian/empyrical,Apache-2.0,2016-03-18 10:22:52.000,2020-10-14 13:28:13.625000,2020-10-14 13:22:39,167.0,,300.0,71.0,83.0,23.0,26.0,968.0,Common financial risk and performance metrics. Used by zipline and pyfolio.,22.0,26,False,2020-10-13 21:28:25,0.5.5,9.0,empyrical,conda-forge/empyrical,,,27592.0,943.0,943.0,https://pypi.org/project/empyrical,27265.0,https://anaconda.org/conda-forge/empyrical,2020-10-14 13:28:13.625,17999.0,3.0,,,,,,,,,,,,,,,,,,,,
416,bambi,bambinos/bambi,probabilistics,,https://github.com/bambinos/bambi,https://github.com/bambinos/bambi,MIT,2016-05-16 03:21:00.000,2022-08-29 20:20:30.000000,2022-08-29 20:15:45,689.0,15.0,90.0,28.0,292.0,52.0,221.0,824.0,BAyesian Model-Building Interface (Bambi) in Python.,26.0,26,True,2022-08-27 16:41:52,0.9.1,17.0,bambi,conda-forge/bambi,,,8702.0,33.0,33.0,https://pypi.org/project/bambi,8366.0,https://anaconda.org/conda-forge/bambi,2022-08-29 12:18:36.495,12454.0,3.0,,,,,,,,,,,,,,,,,,,,
417,lets-plot,JetBrains/lets-plot,data-viz,,https://github.com/JetBrains/lets-plot,https://github.com/JetBrains/lets-plot,MIT,2019-03-20 16:13:03.000,2022-09-08 14:36:41.000000,2022-09-06 09:18:48,2679.0,88.0,34.0,135.0,318.0,72.0,197.0,784.0,An open-source plotting library for statistical data.,17.0,26,True,2022-06-20 17:10:47,2.4.0,50.0,lets-plot,,,302.0,1976.0,17.0,17.0,https://pypi.org/project/lets-plot,1968.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
418,mahotas,luispedro/mahotas,image,,https://github.com/luispedro/mahotas,https://github.com/luispedro/mahotas,,2010-01-31 00:13:06.000,2022-07-28 01:17:04.704000,2022-06-28 07:53:54,1293.0,7.0,141.0,47.0,53.0,16.0,63.0,777.0,Computer Vision in Python.,32.0,26,False,2022-06-28 14:25:55,1.4.13,10.0,mahotas,conda-forge/mahotas,,,13801.0,869.0,869.0,https://pypi.org/project/mahotas,9538.0,https://anaconda.org/conda-forge/mahotas,2022-07-28 01:17:04.704,332534.0,3.0,,,,,,,,,,,,,,,,,,,,
419,CLTK,cltk/cltk,nlp,,https://github.com/cltk/cltk,https://github.com/cltk/cltk,MIT,2014-01-11 23:59:47.000,2022-08-30 20:57:57.000000,2022-08-30 20:57:57,3629.0,7.0,308.0,66.0,654.0,27.0,499.0,740.0,The Classical Language Toolkit.,117.0,26,True,2021-06-10 16:34:40,1.0.15,66.0,cltk,,,25.0,653.0,208.0,208.0,https://pypi.org/project/cltk,653.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
420,CellProfiler,CellProfiler/CellProfiler,image,,https://github.com/CellProfiler/CellProfiler,https://github.com/CellProfiler/CellProfiler,,2011-04-05 12:10:12.000,2022-09-07 22:07:28.000000,2022-09-07 22:07:27,15510.0,103.0,324.0,44.0,1538.0,182.0,2919.0,699.0,An open-source application for biological image analysis.,131.0,26,False,2022-08-15 20:12:40,4.2.4,46.0,cellprofiler,,,3521.0,963.0,9.0,9.0,https://pypi.org/project/cellprofiler,930.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
421,SALib,SALib/SALib,probabilistics,,https://github.com/SALib/SALib,https://github.com/SALib/SALib,MIT,2013-05-30 13:38:10.000,2022-09-08 09:54:23.000000,2022-09-07 14:45:24,1577.0,38.0,188.0,22.0,250.0,41.0,241.0,629.0,"Sensitivity Analysis Library in Python. Contains Sobol, Morris, FAST, and other methods.",38.0,26,True,2021-09-04 09:49:51,1.4.5,29.0,salib,conda-forge/salib,,,149860.0,,,https://pypi.org/project/salib,148557.0,https://anaconda.org/conda-forge/salib,2021-09-04 07:03:28.179,91255.0,3.0,,,,,,,,,,,,,,,,,,,,
422,NiBabel,nipy/nibabel,medical-data,,https://github.com/nipy/nibabel,https://github.com/nipy/nibabel,,2010-07-22 16:28:30.000,2022-09-07 13:47:37.000000,2022-09-07 13:47:37,5223.0,59.0,233.0,39.0,692.0,117.0,325.0,495.0,Python package to access a cacophony of neuro-imaging file formats.,94.0,26,False,2022-06-17 23:19:01,4.0.0,35.0,nibabel,conda-forge/nibabel,,,247849.0,,,https://pypi.org/project/nibabel,241616.0,https://anaconda.org/conda-forge/nibabel,2022-08-31 19:30:48.313,473755.0,2.0,,,,,,,,,,,-7.0,,,,,,,,,
423,GeoViews,holoviz/geoviews,geospatial-data,,https://github.com/holoviz/geoviews,https://github.com/holoviz/geoviews,BSD-3-Clause,2016-04-19 16:27:01.000,2022-08-28 06:43:25.000000,2022-08-24 06:50:20,706.0,9.0,66.0,30.0,285.0,104.0,197.0,431.0,"Simple, concise geographical visualization in Python.",28.0,26,True,2022-03-08 14:53:17,1.9.5,27.0,geoviews,conda-forge/geoviews,,,10240.0,476.0,476.0,https://pypi.org/project/geoviews,7978.0,https://anaconda.org/conda-forge/geoviews,2022-03-08 21:16:14.407,122179.0,3.0,,,,,,,,,,,,,,,,,,,,
424,EarthPy,earthlab/earthpy,geospatial-data,,https://github.com/earthlab/earthpy,https://github.com/earthlab/earthpy,BSD-3-Clause,2018-02-20 03:02:42.000,2022-09-08 11:52:39.000000,2021-12-20 23:24:01,1186.0,,140.0,23.0,558.0,19.0,207.0,388.0,A package built to support working with spatial data using open source python.,40.0,26,True,2021-10-01 22:50:41,0.9.4,14.0,earthpy,conda-forge/earthpy,,,10411.0,156.0,156.0,https://pypi.org/project/earthpy,9192.0,https://anaconda.org/conda-forge/earthpy,2021-10-04 19:35:49.510,49991.0,3.0,,,,,,,,,,,,,,,,,,,,
425,Orion,Epistimio/orion,hyperopt,,https://github.com/Epistimio/orion,https://github.com/Epistimio/orion,,2017-09-07 06:05:21.000,2022-09-07 05:55:26.000000,2022-09-02 17:36:56,3709.0,296.0,43.0,15.0,630.0,187.0,166.0,239.0,Asynchronous Distributed Hyperparameter Optimization.,27.0,26,False,2022-08-22 15:02:45,0.2.6,25.0,orion,,,,3240.0,73.0,73.0,https://pypi.org/project/orion,3240.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
426,Face Alignment,1adrianb/face-alignment,image,,https://github.com/1adrianb/face-alignment,https://github.com/1adrianb/face-alignment,BSD-3-Clause,2017-09-15 20:32:44.000,2022-06-21 07:33:21.000000,2021-08-04 06:54:21,205.0,,1198.0,167.0,41.0,62.0,220.0,5869.0,2D and 3D Face alignment library build using pytorch.,23.0,25,False,2021-04-28 22:15:40,1.3.4,10.0,face-alignment,,['pytorch'],,11315.0,,,https://pypi.org/project/face-alignment,11315.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
427,flashtext,vi3k6i5/flashtext,nlp,,https://github.com/vi3k6i5/flashtext,https://github.com/vi3k6i5/flashtext,MIT,2017-08-15 18:03:01.000,2021-07-26 20:38:52.000000,2020-05-03 07:13:22,108.0,,572.0,139.0,30.0,52.0,52.0,5256.0,Extract Keywords from sentence or Replace keywords in sentences.,7.0,25,False,,,1.0,flashtext,conda-forge/flashtext,,,737298.0,859.0,859.0,https://pypi.org/project/flashtext,736879.0,https://anaconda.org/conda-forge/flashtext,2020-07-16 16:37:59.996,10911.0,3.0,,,,,,,,,,,,,,,,,,,,
428,TensorTrade,tensortrade-org/tensortrade,financial-data,,https://github.com/tensortrade-org/tensortrade,https://github.com/tensortrade-org/tensortrade,Apache-2.0,2019-07-30 21:28:32.000,2022-08-23 22:54:25.000000,2022-08-23 22:54:23,1046.0,4.0,893.0,230.0,212.0,38.0,195.0,3938.0,"An open source reinforcement learning framework for training, evaluating, and deploying robust trading agents.",61.0,25,True,2021-05-10 18:04:30,1.0.3,6.0,tensortrade,conda-forge/tensortrade,,,578.0,36.0,36.0,https://pypi.org/project/tensortrade,486.0,https://anaconda.org/conda-forge/tensortrade,2021-05-10 20:10:14.115,1579.0,3.0,,,,,,,,,,,,,,,,,,,,
429,Lasagne,Lasagne/Lasagne,ml-frameworks,,https://github.com/Lasagne/Lasagne,https://github.com/Lasagne/Lasagne,,2014-09-11 15:31:41.000,2022-03-26 02:58:32.000000,2019-11-20 20:28:30,1161.0,,935.0,216.0,408.0,115.0,402.0,3817.0,Lightweight library to build and train neural networks in Theano.,72.0,25,False,2015-08-13 21:00:09,0.1,1.0,lasagne,,,,1197.0,928.0,928.0,https://pypi.org/project/lasagne,1197.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
430,vaderSentiment,cjhutto/vaderSentiment,nlp,,https://github.com/cjhutto/vaderSentiment,https://github.com/cjhutto/vaderSentiment,MIT,2014-11-17 16:31:45.000,2022-04-01 13:57:36.000000,2022-04-01 13:57:36,131.0,,885.0,139.0,29.0,36.0,76.0,3701.0,VADER Sentiment Analysis. VADER (Valence Aware Dictionary and sEntiment Reasoner) is a lexicon and rule-based..,11.0,25,True,2014-11-17 16:34:37,0.5,1.0,vadersentiment,conda-forge/vadersentiment,,,197861.0,4172.0,4172.0,https://pypi.org/project/vadersentiment,197331.0,https://anaconda.org/conda-forge/vadersentiment,2021-03-22 07:41:03.629,9550.0,3.0,,,,,,,,,,,,,,,,,,,,
431,layout-parser,Layout-Parser/layout-parser,image,,https://github.com/Layout-Parser/layout-parser,https://github.com/Layout-Parser/layout-parser,Apache-2.0,2020-06-10 20:22:54.000,2022-09-06 14:31:28.000000,2022-08-06 21:47:18,182.0,1.0,308.0,56.0,47.0,51.0,51.0,3155.0,A Unified Toolkit for Deep Learning Based Document Image Analysis.,8.0,25,True,2022-04-06 04:37:32,0.3.4,10.0,layoutparser,,,,28471.0,92.0,92.0,https://pypi.org/project/layoutparser,28471.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
432,Porcupine,Picovoice/Porcupine,audio,,https://github.com/Picovoice/porcupine,https://github.com/Picovoice/porcupine,Apache-2.0,2018-03-08 01:55:25.000,2022-09-08 01:12:37.000000,2022-09-07 23:55:30,792.0,59.0,379.0,57.0,388.0,3.0,390.0,2758.0,On-device wake word detection powered by deep learning.,31.0,25,True,2022-01-21 17:58:25,2.1,12.0,pvporcupine,,,,1169.0,9.0,9.0,https://pypi.org/project/pvporcupine,1169.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
