,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,docs_url,npm_id,npm_url,npm_monthly_downloads,dockerhub_id,helm_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,updated_github_id,brew_id,apt_id,yum_id,maven_id,maven_url,snap_id,dnf_id,yay_id
353,Hummingbird,microsoft/hummingbird,model-serialisation,,https://github.com/microsoft/hummingbird,https://github.com/microsoft/hummingbird,MIT,2020-03-12 20:27:03.000,2022-07-28 03:41:07.000000,2022-07-13 16:25:15,388.0,15.0,238.0,46.0,366.0,42.0,199.0,2974,Hummingbird compiles trained ML models into tensor computation for faster inference.,31.0,27,True,2022-04-25 22:09:52,0.4.4,17.0,hummingbird-ml,conda-forge/hummingbird-ml,,174.0,3402.0,38.0,38.0,https://pypi.org/project/hummingbird-ml,2715.0,https://anaconda.org/conda-forge/hummingbird-ml,2022-05-02 19:54:06.683,10910.0,2.0,,,,,,,,,,,,,,,,,,,,
354,PyQtGraph,pyqtgraph/pyqtgraph,data-viz,,https://github.com/pyqtgraph/pyqtgraph,https://github.com/pyqtgraph/pyqtgraph,,2013-09-12 07:18:21.000,2022-07-27 14:51:49.000000,2022-07-25 16:27:54,3305.0,101.0,916.0,147.0,1257.0,319.0,716.0,2882,Fast data visualization and GUI tools for scientific / engineering applications.,229.0,27,False,2022-03-04 18:36:49,pyqtgraph-0.12.4,9.0,pyqtgraph,conda-forge/pyqtgraph,,,104894.0,,,https://pypi.org/project/pyqtgraph,100813.0,https://anaconda.org/conda-forge/pyqtgraph,2022-03-05 00:25:53.937,269409.0,3.0,,,,,,,,,,,,,,,,,,,,
355,Cufflinks,santosjorge/cufflinks,data-viz,,https://github.com/santosjorge/cufflinks,https://github.com/santosjorge/cufflinks,MIT,2014-11-19 20:59:33.000,2022-02-11 16:25:24.000000,2021-02-25 05:05:09,452.0,,597.0,107.0,73.0,86.0,123.0,2631,Productivity Tools for Plotly + Pandas.,38.0,27,False,,,,cufflinks,,['pandas'],,321289.0,6326.0,6326.0,https://pypi.org/project/cufflinks,321289.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
356,neuralcoref,huggingface/neuralcoref,nlp,,https://github.com/huggingface/neuralcoref,https://github.com/huggingface/neuralcoref,MIT,2017-07-03 13:04:16.000,2022-03-11 12:17:58.000000,2021-06-22 10:51:48,116.0,,438.0,95.0,46.0,49.0,253.0,2572,Fast Coreference Resolution in spaCy with Neural Networks.,21.0,27,False,2019-04-08 11:28:27,4.0.0,5.0,neuralcoref,conda-forge/neuralcoref,,437.0,229755.0,518.0,518.0,https://pypi.org/project/neuralcoref,229342.0,https://anaconda.org/conda-forge/neuralcoref,2020-02-21 22:10:40.453,11788.0,2.0,,,,,,,,,,,,,,,,,,,,
357,DeepVariant,google/deepvariant,medical-data,,https://github.com/google/deepvariant,https://github.com/google/deepvariant,BSD-3-Clause,2017-11-23 01:56:22.000,2022-06-13 17:38:49.000000,2022-06-02 05:29:11,1945.0,45.0,618.0,162.0,53.0,1.0,493.0,2543,DeepVariant is an analysis pipeline that uses a deep neural network to call genetic variants from next-generation DNA..,24.0,27,True,2022-06-02 18:41:21,1.4.0,18.0,,bioconda/deepvariant,['tensorflow'],4087.0,873.0,,,,,https://anaconda.org/bioconda/deepvariant,2022-06-05 19:39:33.507,43168.0,3.0,,,,,,,,,,,,,,,,,,,,
358,pytorch-optimizer,jettify/pytorch-optimizer,pytorch-utils,,https://github.com/jettify/pytorch-optimizer,https://github.com/jettify/pytorch-optimizer,Apache-2.0,2020-01-03 03:16:39.000,2022-07-25 10:15:48.000000,2021-11-11 16:56:57,430.0,,242.0,32.0,404.0,17.0,29.0,2484,torch-optimizer -- collection of optimizers for Pytorch.,25.0,27,True,2021-10-31 02:57:04,0.3.0,20.0,torch_optimizer,conda-forge/torch-optimizer,['pytorch'],,41853.0,645.0,645.0,https://pypi.org/project/torch_optimizer,41637.0,https://anaconda.org/conda-forge/torch-optimizer,2021-10-31 17:20:09.384,3242.0,2.0,,,,,,,,,,,,,,,,,,,,
359,StellarGraph,stellargraph/stellargraph,graph,,https://github.com/stellargraph/stellargraph,https://github.com/stellargraph/stellargraph,Apache-2.0,2018-04-13 07:35:51.000,2022-03-12 00:28:06.000000,2021-10-29 06:15:49,2535.0,,373.0,61.0,926.0,268.0,736.0,2448,StellarGraph - Machine Learning on Graphs.,36.0,27,True,2020-06-30 05:15:21,1.2.1,25.0,stellargraph,,['tensorflow'],,17772.0,153.0,153.0,https://pypi.org/project/stellargraph,17772.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
360,Alphalens,quantopian/alphalens,financial-data,,https://github.com/quantopian/alphalens,https://github.com/quantopian/alphalens,Apache-2.0,2016-06-03 21:49:15.000,2021-12-05 06:35:06.000000,2020-04-27 18:40:41,522.0,,872.0,164.0,213.0,38.0,145.0,2347,Performance analysis of predictive (alpha) stock factors.,25.0,27,False,2020-04-30 15:42:52,0.4.0,10.0,alphalens,conda-forge/alphalens,,,8157.0,560.0,560.0,https://pypi.org/project/alphalens,7864.0,https://anaconda.org/conda-forge/alphalens,2020-05-16 13:52:44.922,15544.0,2.0,,,,,,,,,,,,,,,,,,,,
361,scikit-plot,reiinakano/scikit-plot,interpretability,,https://github.com/reiinakano/scikit-plot,https://github.com/reiinakano/scikit-plot,MIT,2017-02-04 06:22:59.000,2021-08-11 23:58:11.000000,2018-08-19 12:37:47,130.0,,259.0,65.0,57.0,19.0,39.0,2230,An intuitive library to add plotting functionality to scikit-learn objects.,13.0,27,False,2018-08-19 12:21:01,0.3.7,17.0,scikit-plot,conda-forge/scikit-plot,['sklearn'],,586231.0,2210.0,2210.0,https://pypi.org/project/scikit-plot,584267.0,https://anaconda.org/conda-forge/scikit-plot,2019-06-05 14:23:59.043,117877.0,2.0,,,,,,,,,,,,,,,,,,,,
362,zenml,zenml-io/zenml,data-pipelines,,https://github.com/zenml-io/zenml,https://github.com/zenml-io/zenml,Apache-2.0,2020-11-19 09:25:46.000,2022-07-28 14:08:20.000000,2022-07-20 11:10:26,4863.0,392.0,186.0,35.0,689.0,22.0,80.0,2230,"ZenML : Build portable, production-ready MLOps pipelines. https://zenml.io.",45.0,27,True,2022-07-20 07:33:46,0.11.0,34.0,zenml,,,,1961.0,,,https://pypi.org/project/zenml,1961.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
363,Essentia,MTG/essentia,audio,,https://github.com/MTG/essentia,https://github.com/MTG/essentia,AGPL-3.0,2013-06-03 14:53:47.000,2022-07-21 10:28:01.000000,2022-07-13 13:11:51,3167.0,37.0,453.0,109.0,308.0,339.0,605.0,2152,"C++ library for audio and music analysis, description and synthesis, including Python bindings.",74.0,27,False,2015-03-31 16:33:30,2.0,6.0,essentia,,,,1966.0,314.0,314.0,https://pypi.org/project/essentia,1966.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
364,tesserocr,sirfz/tesserocr,ocr,,https://github.com/sirfz/tesserocr,https://github.com/sirfz/tesserocr,MIT,2015-12-17 23:29:36.000,2022-07-18 06:18:24.000000,2022-07-05 13:31:55,179.0,1.0,215.0,54.0,61.0,78.0,168.0,1665,A Python wrapper for the tesseract-ocr API.,26.0,27,True,2021-06-19 21:08:11,2.5.2,13.0,tesserocr,conda-forge/tesserocr,,,46639.0,684.0,684.0,https://pypi.org/project/tesserocr,44284.0,https://anaconda.org/conda-forge/tesserocr,2022-05-04 23:34:17.279,77731.0,2.0,,,,,,,,,,,,,,,,,,,,
365,chainercv,chainer/chainercv,image,,https://github.com/chainer/chainercv,https://github.com/chainer/chainercv,MIT,2017-02-13 04:15:10.000,2021-07-01 16:54:50.000000,2020-01-07 11:48:31,4930.0,,302.0,73.0,742.0,37.0,168.0,1472,ChainerCV: a Library for Deep Learning in Computer Vision.,39.0,27,False,2019-06-12 11:55:02,0.13.1,13.0,chainercv,,,,2818.0,302.0,302.0,https://pypi.org/project/chainercv,2818.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
366,petastorm,uber/petastorm,distributed-ml,,https://github.com/uber/petastorm,https://github.com/uber/petastorm,Apache-2.0,2018-06-15 23:15:29.000,2022-07-28 07:11:01.000000,2022-07-28 06:48:12,676.0,4.0,246.0,41.0,484.0,138.0,142.0,1467,Petastorm library enables single machine or distributed training and evaluation of deep learning models from datasets..,45.0,27,True,2022-07-28 07:16:45,0.11.5,40.0,petastorm,,,309.0,57979.0,74.0,74.0,https://pypi.org/project/petastorm,57973.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
367,bt,pmorissette/bt,financial-data,,https://github.com/pmorissette/bt,https://github.com/pmorissette/bt,MIT,2014-06-19 16:06:28.000,2022-07-01 15:54:43.000000,2022-07-01 15:54:31,484.0,21.0,319.0,79.0,84.0,66.0,229.0,1447,bt - flexible backtesting for Python.,27.0,27,True,2021-04-21 02:49:56,0.2.9,2.0,bt,conda-forge/bt,,,5769.0,125.0,125.0,https://pypi.org/project/bt,5368.0,https://anaconda.org/conda-forge/bt,2022-06-24 15:03:04.364,6024.0,2.0,,,,,,,,,,,,,,,,,,,,
368,ogb,snap-stanford/ogb,graph,,https://github.com/snap-stanford/ogb,https://github.com/snap-stanford/ogb,MIT,2019-11-22 22:13:57.000,2022-07-16 18:39:56.000000,2022-07-01 13:30:47,588.0,4.0,300.0,38.0,34.0,10.0,214.0,1410,"Benchmark datasets, data loaders, and evaluators for graph machine learning.",20.0,27,True,2021-09-29 04:42:13,1.3.2,13.0,ogb,conda-forge/ogb,,,17543.0,358.0,358.0,https://pypi.org/project/ogb,17085.0,https://anaconda.org/conda-forge/ogb,2022-02-23 11:52:44.440,10086.0,2.0,,,,,,,,,,,,,,,,,,,,
369,Paddle Graph Learning,PaddlePaddle/PGL,graph,,https://github.com/PaddlePaddle/PGL,https://github.com/PaddlePaddle/PGL,Apache-2.0,2019-06-11 03:23:28.000,2022-07-16 04:00:52.000000,2022-07-13 02:17:50,1157.0,56.0,267.0,27.0,300.0,45.0,92.0,1371,Paddle Graph Learning (PGL) is an efficient and flexible graph learning framework based on PaddlePaddle.,27.0,27,True,2022-04-21 09:53:00,2.2.3post0,7.0,pgl,,['paddle'],,3079.0,32.0,32.0,https://pypi.org/project/pgl,3079.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
370,TabPy,tableau/TabPy,others,,https://github.com/tableau/TabPy,https://github.com/tableau/TabPy,MIT,2016-09-27 21:26:03.000,2022-06-10 20:11:23.000000,2022-06-10 20:11:23,891.0,3.0,476.0,111.0,247.0,4.0,288.0,1293,Execute Python code on the fly and display results in Tableau visualizations:.,47.0,27,True,2022-01-20 21:47:12,2.5.0,18.0,tabpy,anaconda/tabpy-client,,,20544.0,93.0,93.0,https://pypi.org/project/tabpy,20496.0,https://anaconda.org/anaconda/tabpy-client,2022-05-02 20:36:07.551,3027.0,3.0,,,,,,,,,,,,,,,,,,,,
371,metric-learn,scikit-learn-contrib/metric-learn,others,,https://github.com/scikit-learn-contrib/metric-learn,https://github.com/scikit-learn-contrib/metric-learn,MIT,2013-11-02 08:29:47.000,2022-07-25 13:39:49.000000,2022-06-21 11:53:05,286.0,5.0,221.0,49.0,182.0,43.0,119.0,1259,Metric learning algorithms in Python.,22.0,27,True,2020-07-02 12:55:51,0.6.2,10.0,metric-learn,conda-forge/metric-learn,['sklearn'],,48319.0,224.0,224.0,https://pypi.org/project/metric-learn,48088.0,https://anaconda.org/conda-forge/metric-learn,2020-07-02 13:51:25.681,6484.0,3.0,,,,,,,,,,,,,,,,,,,,
372,gplearn,trevorstephens/gplearn,others,,https://github.com/trevorstephens/gplearn,https://github.com/trevorstephens/gplearn,BSD-3-Clause,2015-03-26 01:01:14.000,2022-05-04 12:26:24.517000,2022-05-03 10:51:47,158.0,9.0,200.0,49.0,84.0,13.0,176.0,1165,"Genetic Programming in Python, with a scikit-learn inspired API.",10.0,27,True,2022-05-03 10:56:08,0.4.2,2.0,gplearn,conda-forge/gplearn,['sklearn'],,5616.0,267.0,267.0,https://pypi.org/project/gplearn,5500.0,https://anaconda.org/conda-forge/gplearn,2022-05-04 12:26:24.517,2903.0,3.0,,,,,,,,,,,,,,,,,,,,
373,Neural Structured Learning,tensorflow/neural-structured-learning,tensorflow-utils,,https://github.com/tensorflow/neural-structured-learning,https://github.com/tensorflow/neural-structured-learning,Apache-2.0,2019-08-27 21:48:16.000,2022-06-29 23:11:13.000000,2022-06-29 23:11:10,530.0,18.0,171.0,44.0,57.0,3.0,62.0,932,Training neural models with structured signals.,34.0,27,True,2020-08-18 00:30:03,1.3.1,6.0,neural-structured-learning,,['tensorflow'],,14223.0,251.0,251.0,https://pypi.org/project/neural-structured-learning,14223.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
374,patsy,pydata/patsy,probabilistics,,https://github.com/pydata/patsy,https://github.com/pydata/patsy,,2012-07-10 12:30:06.000,2021-09-26 16:29:44.000000,2021-09-26 16:29:39,539.0,,86.0,29.0,52.0,62.0,69.0,842,Describing statistical models in Python using symbolic formulas.,16.0,27,False,2021-09-27 02:10:26,0.5.2,9.0,patsy,conda-forge/patsy,,,6975917.0,54774.0,54774.0,https://pypi.org/project/patsy,6901698.0,https://anaconda.org/conda-forge/patsy,2021-09-26 14:43:31.594,5269567.0,3.0,,,,,,,,,,,,,,,,,,,,
375,Sentinelsat,sentinelsat/sentinelsat,geospatial-data,,https://github.com/sentinelsat/sentinelsat,https://github.com/sentinelsat/sentinelsat,GPL-3.0,2015-05-22 20:32:26.000,2022-06-15 06:45:42.000000,2022-06-15 06:45:42,1122.0,6.0,196.0,62.0,239.0,12.0,317.0,790,Search and download Copernicus Sentinel satellite images.,42.0,27,False,2022-01-05 19:57:25,1.1.1,12.0,sentinelsat,conda-forge/sentinelsat,,230.0,11213.0,344.0,344.0,https://pypi.org/project/sentinelsat,10781.0,https://anaconda.org/conda-forge/sentinelsat,2022-01-06 09:30:10.449,9021.0,3.0,,,,,,,,,,,,,,,,,,,,
376,responsible-ai-widgets,microsoft/responsible-ai-toolbox,interpretability,,https://github.com/microsoft/responsible-ai-toolbox,https://github.com/microsoft/responsible-ai-toolbox,MIT,2020-07-06 20:46:53.000,2022-07-28 14:24:44.000000,2022-07-28 14:24:42,1167.0,153.0,130.0,16.0,1320.0,33.0,215.0,532,"This project provides responsible AI user interfaces for Fairlearn, interpret-community, and Error Analysis, as well..",28.0,27,True,2022-07-25 16:01:22,0.20.0,22.0,raiwidgets,,"['pytorch', 'tensorflow', 'jupyter']",,9400.0,34.0,34.0,https://pypi.org/project/raiwidgets,9400.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
377,huggingface_hub,huggingface/huggingface_hub,model-serialisation,,https://github.com/huggingface/huggingface_hub,https://github.com/huggingface/huggingface_hub,Apache-2.0,2020-12-22 10:20:28.000,2022-07-27 09:30:43.000000,2022-07-27 09:30:43,676.0,42.0,117.0,41.0,632.0,70.0,178.0,486,All the open source things related to the Hugging Face Hub.,68.0,27,True,2022-06-15 15:53:39,0.8.1,31.0,huggingface_hub,conda-forge/huggingface_hub,,,4182992.0,,,https://pypi.org/project/huggingface_hub,4168956.0,https://anaconda.org/conda-forge/huggingface_hub,2022-06-25 10:15:06.306,238621.0,2.0,,,,,,,,,,,,,,,,,,,,
378,datalad,datalad/datalad,others,,https://github.com/datalad/datalad,https://github.com/datalad/datalad,,2013-11-01 19:40:08.000,2022-07-28 08:31:23.000000,2022-07-24 22:22:33,15919.0,305.0,90.0,25.0,3224.0,509.0,3084.0,335,"Keep code, data, containers under control with git and git-annex.",47.0,27,False,2022-07-16 13:03:27,0.17.2,80.0,datalad,conda-forge/datalad,,,12848.0,,,https://pypi.org/project/datalad,8408.0,https://anaconda.org/conda-forge/datalad,2022-07-16 18:44:44.999,230884.0,3.0,,,,,,,,,,,,,,,,,,,,
379,Trax,google/trax,others,,https://github.com/google/trax,https://github.com/google/trax,Apache-2.0,2019-10-05 15:09:14.000,2022-07-14 08:24:59.000000,2022-06-27 20:24:36,1606.0,3.0,715.0,144.0,1541.0,89.0,123.0,7021,Trax Deep Learning with Clear Code and Speed.,78.0,26,True,2021-10-26 20:29:38,1.4.1,18.0,trax,,,,3858.0,74.0,74.0,https://pypi.org/project/trax,3858.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
380,OCRmyPDF,ocrmypdf/OCRmyPDF,ocr,,https://github.com/ocrmypdf/OCRmyPDF,https://github.com/ocrmypdf/OCRmyPDF,MPL-2.0,2013-12-20 08:26:28.000,2022-07-26 23:28:32.000000,2022-07-26 06:48:22,3274.0,86.0,588.0,124.0,122.0,85.0,792.0,6880,"OCRmyPDF adds an OCR text layer to scanned PDF files, allowing them to be searched.",72.0,26,True,2016-02-17 09:22:48,4.0,38.0,ocrmypdf,conda-forge/ocrmypdf,,,26684.0,,,https://pypi.org/project/ocrmypdf,25551.0,https://anaconda.org/conda-forge/ocrmypdf,2022-07-26 14:19:34.399,19275.0,3.0,,,,,,,,,,,,,ocrmypdf,ocrmypdf,,,,,,
381,tsfresh,blue-yonder/tsfresh,time-series-data,,https://github.com/blue-yonder/tsfresh,https://github.com/blue-yonder/tsfresh,MIT,2016-10-26 11:29:17.000,2022-07-13 09:31:21.000000,2021-12-21 03:31:43,507.0,,985.0,152.0,405.0,48.0,440.0,6523,Automatic extraction of relevant features from time series:.,82.0,26,True,2021-12-21 03:36:40,0.19.0,11.0,tsfresh,conda-forge/tsfresh,['sklearn'],,340318.0,,,https://pypi.org/project/tsfresh,336746.0,https://anaconda.org/conda-forge/tsfresh,2021-12-21 18:56:28.651,200053.0,2.0,,,,,,,,,,,,,,,,,,,,
382,PyText,facebookresearch/pytext,nlp,,https://github.com/facebookresearch/pytext,https://github.com/facebookresearch/pytext,,2018-07-31 23:40:46.000,2022-07-21 22:34:42.000000,2022-07-21 22:31:34,1724.0,16.0,790.0,166.0,1584.0,61.0,74.0,6339,A natural language modeling framework based on PyTorch.,230.0,26,False,2020-06-08 23:30:58,0.3.3,9.0,pytext-nlp,,['pytorch'],296.0,302.0,109.0,109.0,https://pypi.org/project/pytext-nlp,296.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
383,Face Alignment,1adrianb/face-alignment,image,,https://github.com/1adrianb/face-alignment,https://github.com/1adrianb/face-alignment,BSD-3-Clause,2017-09-15 20:32:44.000,2022-06-21 07:33:21.000000,2021-08-04 06:54:21,205.0,,1196.0,168.0,41.0,58.0,219.0,5803,2D and 3D Face alignment library build using pytorch.,23.0,26,True,2021-04-28 22:15:40,1.3.4,10.0,face-alignment,,['pytorch'],,8843.0,,,https://pypi.org/project/face-alignment,8843.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
384,pyAudioAnalysis,tyiannak/pyAudioAnalysis,audio,,https://github.com/tyiannak/pyAudioAnalysis,https://github.com/tyiannak/pyAudioAnalysis,Apache-2.0,2014-08-27 12:43:13.000,2022-07-14 21:54:26.000000,2022-04-19 21:26:51,771.0,,1063.0,210.0,88.0,171.0,118.0,4887,"Python Audio Analysis Library: Feature Extraction, Classification, Segmentation and Applications.",26.0,26,True,,,,pyAudioAnalysis,,,,28740.0,285.0,285.0,https://pypi.org/project/pyAudioAnalysis,28740.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
385,Edward,blei-lab/edward,probabilistics,,https://github.com/blei-lab/edward,https://github.com/blei-lab/edward,,2016-02-10 20:06:05.000,2019-10-22 20:30:48.000000,2018-07-25 01:28:08,1796.0,,753.0,280.0,437.0,185.0,328.0,4722,"A probabilistic programming language in TensorFlow. Deep generative models, variational inference.",87.0,26,False,2018-01-22 06:03:37,1.3.5,28.0,edward,,['tensorflow'],15.0,1935.0,273.0,273.0,https://pypi.org/project/edward,1935.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
386,Lucid,tensorflow/lucid,interpretability,,https://github.com/tensorflow/lucid,https://github.com/tensorflow/lucid,Apache-2.0,2018-01-25 17:41:44.000,2022-04-18 14:51:39.000000,2021-03-19 15:48:33,667.0,,595.0,159.0,128.0,73.0,100.0,4427,A collection of infrastructure and tools for research in neural network interpretability.,40.0,26,False,2021-03-19 15:59:35,0.3.10,15.0,lucid,,['tensorflow'],,1325.0,648.0,648.0,https://pypi.org/project/lucid,1325.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
387,TensorFlowOnSpark,yahoo/TensorFlowOnSpark,distributed-ml,,https://github.com/yahoo/TensorFlowOnSpark,https://github.com/yahoo/TensorFlowOnSpark,Apache-2.0,2017-01-20 18:15:57.000,2022-04-21 20:08:19.000000,2022-04-21 18:24:14,631.0,,923.0,283.0,222.0,9.0,355.0,3804,TensorFlowOnSpark brings TensorFlow programs to Apache Spark clusters.,34.0,26,True,2022-04-21 20:41:22,2.2.5,23.0,tensorflowonspark,conda-forge/tensorflowonspark,"['tensorflow', 'spark']",,400897.0,,,https://pypi.org/project/tensorflowonspark,400517.0,https://anaconda.org/conda-forge/tensorflowonspark,2022-03-27 02:58:05.206,11809.0,3.0,,,,,,,,,,,,,,,,,,,,
388,cleanlab,cleanlab/cleanlab,others,,https://github.com/cleanlab/cleanlab,https://github.com/cleanlab/cleanlab,AGPL-3.0,2018-05-11 01:55:21.000,2022-07-28 07:32:56.000000,2022-07-28 07:11:05,993.0,92.0,339.0,61.0,186.0,35.0,90.0,3697,"The standard data-centric AI package for data quality and machine learning with messy, real-world data and labels.",17.0,26,False,2022-04-20 19:08:48,2.0.0,4.0,cleanlab,conda-forge/cleanlab,,,7333.0,53.0,53.0,https://pypi.org/project/cleanlab,7123.0,https://anaconda.org/conda-forge/cleanlab,2022-04-30 16:01:09.036,5682.0,3.0,,,,,,,,,,,,,,,,,,,,
389,pytorch-summary,sksq96/pytorch-summary,pytorch-utils,,https://github.com/sksq96/pytorch-summary,https://github.com/sksq96/pytorch-summary,MIT,2018-04-23 13:58:04.000,2022-06-09 13:11:58.000000,2021-05-10 18:34:53,57.0,,400.0,35.0,52.0,93.0,42.0,3615,Model summary in PyTorch similar to `model.summary()` in Keras.,11.0,26,False,,,,torchsummary,,['pytorch'],,89115.0,5563.0,5563.0,https://pypi.org/project/torchsummary,89115.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
390,facenet-pytorch,timesler/facenet-pytorch,image,,https://github.com/timesler/facenet-pytorch,https://github.com/timesler/facenet-pytorch,MIT,2019-05-25 01:29:24.000,2022-07-20 00:52:45.000000,2021-12-13 12:07:11,235.0,,636.0,42.0,45.0,60.0,91.0,2988,Pretrained Pytorch face detection (MTCNN) and facial recognition (InceptionResnet) models.,14.0,26,True,2020-09-07 23:53:20,2.4.1,6.0,facenet-pytorch,,['pytorch'],356039.0,27599.0,834.0,834.0,https://pypi.org/project/facenet-pytorch,16473.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
391,SHOGUN,shogun-toolbox/shogun,ml-frameworks,,https://github.com/shogun-toolbox/shogun,https://github.com/shogun-toolbox/shogun,BSD-3-Clause,2011-04-01 10:44:32.000,2022-01-18 22:03:55.000000,2020-12-08 16:56:38,17588.0,,1028.0,217.0,3648.0,415.0,1105.0,2898,Unified and efficient Machine Learning.,248.0,26,False,2019-07-05 10:23:31,shogun_6.1.4,10.0,,conda-forge/shogun,,,1929.0,,,,,https://anaconda.org/conda-forge/shogun,2018-06-25 20:49:17.070,115084.0,3.0,,,,,shogun/shogun,,https://hub.docker.com/r/shogun/shogun,2019-01-31 13:45:10.435327,1.0,1485.0,,,shogun,,,,,,,
392,PARL,PaddlePaddle/PARL,reinforcement-learning,,https://github.com/PaddlePaddle/PARL,https://github.com/PaddlePaddle/PARL,Apache-2.0,2018-04-25 17:54:22.000,2022-07-28 09:47:26.000000,2022-07-27 02:15:31,451.0,21.0,726.0,62.0,535.0,59.0,343.0,2677,A high-performance distributed training framework for Reinforcement Learning.,31.0,26,True,2021-06-03 09:31:59,2.0.0,7.0,parl,,['paddle'],,612.0,93.0,93.0,https://pypi.org/project/parl,612.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
393,Neural Network Libraries,sony/nnabla,ml-frameworks,,https://github.com/sony/nnabla,https://github.com/sony/nnabla,Apache-2.0,2017-06-26 01:07:10.000,2022-07-26 10:19:23.000000,2022-07-26 07:47:40,3101.0,34.0,308.0,162.0,1015.0,23.0,48.0,2550,Neural Network Libraries.,67.0,26,True,2022-06-20 00:38:12,1.29.0,61.0,nnabla,,,535.0,4128.0,,,https://pypi.org/project/nnabla,4120.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
394,m2cgen,BayesWitnesses/m2cgen,model-serialisation,,https://github.com/BayesWitnesses/m2cgen,https://github.com/BayesWitnesses/m2cgen,MIT,2019-01-13 02:32:55.000,2022-07-11 02:07:06.000000,2022-06-26 20:22:50,365.0,7.0,190.0,45.0,438.0,23.0,66.0,2151,"Transform ML models into a native code (Java, C, Python, Go, JavaScript, Visual Basic, C#, R, PowerShell, PHP, Dart,..",13.0,26,True,2022-04-25 18:51:36,0.10.0,13.0,m2cgen,,,21.0,44752.0,48.0,48.0,https://pypi.org/project/m2cgen,44752.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
395,Hyperas,maxpumperla/hyperas,hyperopt,,https://github.com/maxpumperla/hyperas,https://github.com/maxpumperla/hyperas,MIT,2016-02-19 14:45:10.000,2022-06-27 15:05:42.000000,2021-11-19 13:23:56,211.0,,305.0,62.0,38.0,94.0,158.0,2134,Keras + Hyperopt: A very simple wrapper for convenient hyperparameter optimization.,21.0,26,True,,,,hyperas,,['tensorflow'],,16278.0,245.0,245.0,https://pypi.org/project/hyperas,16278.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
396,PyFunctional,EntilZha/PyFunctional,data-pipelines,,https://github.com/EntilZha/PyFunctional,https://github.com/EntilZha/PyFunctional,MIT,2015-02-05 17:17:51.000,2022-06-04 16:06:45.000000,2022-06-04 16:06:23,521.0,1.0,112.0,52.0,43.0,7.0,120.0,2048,Python library for creating data pipelines with chain functional programming.,25.0,26,True,2021-01-12 19:21:07,1.4.3,11.0,pyfunctional,,,,243278.0,456.0,456.0,https://pypi.org/project/pyfunctional,243278.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
397,RecBole,RUCAIBox/RecBole,recommender-systems,,https://github.com/RUCAIBox/RecBole,https://github.com/RUCAIBox/RecBole,MIT,2020-06-11 15:18:11.000,2022-07-28 07:35:04.000000,2022-07-28 07:35:04,3552.0,24.0,370.0,38.0,850.0,49.0,386.0,1985,"A unified, comprehensive and efficient recommendation library.",45.0,26,True,2022-02-25 13:56:32,1.0.1,7.0,recbole,aibox/recbole,['pytorch'],,4829.0,,,https://pypi.org/project/recbole,4740.0,https://anaconda.org/aibox/recbole,2022-02-25 14:10:37.696,1798.0,2.0,,,,,,,,,,,,,,,,,,,,
