,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,updated_github_id,npm_id,npm_url,npm_monthly_downloads,trending,brew_id,apt_id,yum_id,maven_id,maven_url,snap_id,dnf_id,yay_id
423,mmdnn,Microsoft/MMdnn,model-serialisation,,https://github.com/microsoft/MMdnn,https://github.com/microsoft/MMdnn,MIT,2017-08-16 08:03:52.000,2023-10-03 15:31:03.000000,2022-09-22 23:59:07,1084.0,,959.0,185.0,327.0,324.0,292.0,5757.0,MMdnn is a set of tools to help users inter-operate among different deep learning frameworks. E.g. model conversion..,86.0,26,False,2020-07-24 06:14:52,0.3.1,12.0,mmdnn,,,,,113.0,113.0,https://pypi.org/project/mmdnn,422.0,473.0,,,,,,,,2.0,3709.0,,,,,,,,,,,,,,
424,flashtext,vi3k6i5/flashtext,nlp,,https://github.com/vi3k6i5/flashtext,https://github.com/vi3k6i5/flashtext,MIT,2017-08-15 18:03:01.000,2023-10-23 02:26:28.000000,2020-05-03 07:13:22,108.0,,583.0,140.0,31.0,57.0,53.0,5467.0,Extract Keywords from sentence or Replace keywords in sentences.,7.0,26,False,,,1.0,flashtext,conda-forge/flashtext,,,,1367.0,1367.0,https://pypi.org/project/flashtext,1048374.0,1048823.0,https://anaconda.org/conda-forge/flashtext,2023-06-16 19:20:49.106,17970.0,,,,,3.0,,,,,,,,,,,,,,,
425,Edward,blei-lab/edward,probabilistics,,https://github.com/blei-lab/edward,https://github.com/blei-lab/edward,,2016-02-10 20:06:05.000,2023-10-03 15:08:28.000000,2018-07-25 01:28:08,1796.0,,750.0,276.0,438.0,186.0,328.0,4802.0,"A probabilistic programming language in TensorFlow. Deep generative models, variational inference.",87.0,26,False,2018-01-22 06:03:37,1.3.5,28.0,edward,,,,['tensorflow'],301.0,301.0,https://pypi.org/project/edward,421.0,421.0,,,,,,,,3.0,16.0,,,,,,,,,,,,,,
426,facenet-pytorch,timesler/facenet-pytorch,image,,https://github.com/timesler/facenet-pytorch,https://github.com/timesler/facenet-pytorch,MIT,2019-05-25 01:29:24.000,2023-11-02 03:20:32.000000,2023-11-02 03:20:28,249.0,2.0,787.0,51.0,50.0,59.0,106.0,3807.0,Pretrained Pytorch face detection (MTCNN) and facial recognition (InceptionResnet) models.,16.0,26,True,2023-04-07 19:27:35,2.5.3,7.0,facenet-pytorch,,,,['pytorch'],1340.0,1340.0,https://pypi.org/project/facenet-pytorch,29230.0,43820.0,,,,,,,,3.0,700330.0,,,,,,,,,,,,,,
427,TensorForce,tensorforce/tensorforce,reinforcement-learning,,https://github.com/tensorforce/tensorforce,https://github.com/tensorforce/tensorforce,Apache-2.0,2017-03-19 16:24:22.000,2023-08-14 20:14:15.000000,2023-08-14 20:14:08,2108.0,6.0,522.0,146.0,237.0,34.0,631.0,3254.0,Tensorforce: a TensorFlow library for applied reinforcement learning.,84.0,26,True,2021-08-30 20:20:58,0.6.5,14.0,tensorforce,,,,['tensorflow'],429.0,429.0,https://pypi.org/project/tensorforce,625.0,625.0,,,,,,,,2.0,,,,,,,,,,,,,,,
428,sahi,obss/sahi,image,,https://github.com/obss/sahi,https://github.com/obss/sahi,MIT,2021-01-30 12:54:53.000,2023-10-20 18:50:06.000000,2023-08-26 22:58:04,470.0,1.0,461.0,36.0,491.0,,,3153.0,Framework agnostic sliced/tiled inference + interactive ui + error analysis plots.,31.0,26,True,2023-05-15 21:06:44,0.11.14,87.0,sahi,conda-forge/sahi,,,,700.0,700.0,https://pypi.org/project/sahi,105528.0,108122.0,https://anaconda.org/conda-forge/sahi,2023-06-16 19:27:36.658,50371.0,,,,,3.0,19172.0,,,,,,,,,,,,,,
429,SHOGUN,shogun-toolbox/shogun,ml-frameworks,,https://github.com/shogun-toolbox/shogun,https://github.com/shogun-toolbox/shogun,BSD-3-Clause,2011-04-01 10:44:32.000,2023-06-16 13:22:38.816000,2020-12-08 16:56:38,17588.0,,1019.0,218.0,3648.0,416.0,1110.0,2975.0,Unified and efficient Machine Learning.,248.0,26,False,2019-07-05 10:23:31,shogun_6.1.4,10.0,,conda-forge/shogun,shogun/shogun,,,,,,,1697.0,https://anaconda.org/conda-forge/shogun,2023-06-16 13:22:38.816,128299.0,https://hub.docker.com/r/shogun/shogun,2019-01-31 13:45:10.435327,1.0,1502.0,3.0,,,,,,,,shogun,,,,,,,
430,RecBole,RUCAIBox/RecBole,recommender-systems,,https://github.com/RUCAIBox/RecBole,https://github.com/RUCAIBox/RecBole,MIT,2020-06-11 15:18:11.000,2023-11-02 03:07:07.000000,2023-11-02 03:07:07,4306.0,82.0,541.0,41.0,986.0,156.0,653.0,2902.0,"A unified, comprehensive and efficient recommendation library.",69.0,26,True,2022-10-05 02:45:00,1.1.1,10.0,recbole,aibox/recbole,,,['pytorch'],,,https://pypi.org/project/recbole,3072.0,3186.0,https://anaconda.org/aibox/recbole,2023-11-01 15:53:42.380,4137.0,,,,,2.0,,,,,,,,,,,,,,,
431,Alphalens,quantopian/alphalens,financial-data,,https://github.com/quantopian/alphalens,https://github.com/quantopian/alphalens,Apache-2.0,2016-06-03 21:49:15.000,2023-06-16 16:09:06.563000,2020-04-27 18:40:41,522.0,,980.0,169.0,214.0,41.0,146.0,2862.0,Performance analysis of predictive (alpha) stock factors.,25.0,26,False,2020-04-30 15:42:52,0.4.0,10.0,alphalens,conda-forge/alphalens,,,,655.0,655.0,https://pypi.org/project/alphalens,2378.0,2665.0,https://anaconda.org/conda-forge/alphalens,2023-06-16 16:09:06.563,19818.0,,,,,3.0,,,,,,,,,,,,,,,
432,TF Ranking,tensorflow/ranking,recommender-systems,,https://github.com/tensorflow/ranking,https://github.com/tensorflow/ranking,Apache-2.0,2018-12-03 20:48:57.000,2023-09-26 21:01:12.000000,2023-09-26 21:01:10,548.0,8.0,468.0,97.0,43.0,72.0,240.0,2677.0,Learning to Rank in TensorFlow.,33.0,26,True,2023-06-03 06:14:49,0.5.3,18.0,tensorflow_ranking,,,,['tensorflow'],,,https://pypi.org/project/tensorflow_ranking,95854.0,95854.0,,,,,,,,2.0,,,,,,,,,,,,,,,
433,Neural Network Libraries,sony/nnabla,ml-frameworks,,https://github.com/sony/nnabla,https://github.com/sony/nnabla,Apache-2.0,2017-06-26 01:07:10.000,2023-11-01 09:59:22.000000,2023-10-30 09:09:13,3456.0,36.0,329.0,157.0,1151.0,20.0,59.0,2655.0,Neural Network Libraries.,73.0,26,True,2023-07-14 02:40:27,1.36.0,71.0,nnabla,,,,,,,https://pypi.org/project/nnabla,4194.0,4205.0,,,,,,,,3.0,906.0,,,,,,,,,,,,,,
434,PyFunctional,EntilZha/PyFunctional,data-pipelines,,https://github.com/EntilZha/PyFunctional,https://github.com/EntilZha/PyFunctional,MIT,2015-02-05 17:17:51.000,2023-09-27 04:58:22.000000,2023-09-27 04:58:22,537.0,2.0,126.0,49.0,61.0,9.0,123.0,2252.0,Python library for creating data pipelines with chain functional programming.,31.0,26,True,2021-01-12 19:21:07,1.4.3,11.0,pyfunctional,,,,,700.0,700.0,https://pypi.org/project/pyfunctional,325775.0,325775.0,,,,,,,,3.0,,,,,,,,,,,,,,,
435,lazypredict,shankarpandala/lazypredict,hyperopt,,https://github.com/shankarpandala/lazypredict,https://github.com/shankarpandala/lazypredict,MIT,2019-11-16 09:56:35.000,2023-10-29 12:51:53.000000,2022-09-28 17:12:28,249.0,,251.0,26.0,316.0,72.0,37.0,2235.0,Lazy Predict help build a lot of basic models without much code and helps understand which models works better without..,17.0,26,False,2022-09-28 06:56:26,0.2.10,2.0,lazypredict,conda-forge/lazypredict,,,['sklearn'],703.0,703.0,https://pypi.org/project/lazypredict,36906.0,37001.0,https://anaconda.org/conda-forge/lazypredict,2023-06-16 19:27:14.287,2589.0,,,,,2.0,,,,,,,,,,,,,,,
436,Fairness 360,Trusted-AI/AIF360,interpretability,,https://github.com/Trusted-AI/AIF360,https://github.com/Trusted-AI/AIF360,Apache-2.0,2018-08-22 20:47:15.000,2023-10-25 14:45:59.000000,2023-10-11 19:24:30,416.0,3.0,771.0,91.0,263.0,145.0,92.0,2183.0,"A comprehensive set of fairness metrics for datasets and machine learning models, explanations for these metrics, and..",69.0,26,True,2022-09-03 03:41:16,0.5.0,10.0,aif360,conda-forge/aif360,,,,315.0,315.0,https://pypi.org/project/aif360,5746.0,5937.0,https://anaconda.org/conda-forge/aif360,2023-10-14 06:57:34.052,7291.0,,,,,2.0,,,,,,,,,,,,,,,
437,CausalNex,quantumblacklabs/causalnex,interpretability,,https://github.com/mckinsey/causalnex,https://github.com/mckinsey/causalnex,Apache-2.0,2019-12-12 15:26:09.000,2023-09-27 23:50:48.000000,2023-07-11 07:11:36,210.0,,227.0,46.0,84.0,16.0,115.0,2017.0,A Python library that helps data scientists to infer causation rather than observing correlation.,35.0,26,True,2023-06-22 13:11:20,0.12.1,20.0,causalnex,,,,"['pytorch', 'sklearn']",100.0,100.0,https://pypi.org/project/causalnex,3765.0,3765.0,,,,,,,,2.0,,,mckinsey/causalnex,,,,,,,,,,,,
438,arq,samuelcolvin/arq,data-pipelines,,https://github.com/samuelcolvin/arq,https://github.com/samuelcolvin/arq,MIT,2016-07-21 18:24:42.000,2023-10-30 18:09:26.000000,2023-10-30 18:09:26,376.0,1.0,138.0,32.0,224.0,52.0,140.0,1717.0,Fast job queuing and RPC in python with asyncio and redis.,55.0,26,True,2022-12-02 13:19:42,0.25.0,55.0,arq,conda-forge/arq,,,,461.0,461.0,https://pypi.org/project/arq,71946.0,72236.0,https://anaconda.org/conda-forge/arq,2023-06-16 19:25:38.090,8995.0,,,,,3.0,,,,,,,,,,,,,,,
439,petastorm,uber/petastorm,distributed-ml,,https://github.com/uber/petastorm,https://github.com/uber/petastorm,Apache-2.0,2018-06-15 23:15:29.000,2023-05-12 18:37:24.000000,2023-02-03 00:10:35,690.0,,272.0,41.0,494.0,153.0,151.0,1684.0,Petastorm library enables single machine or distributed training and evaluation of deep learning models from datasets..,49.0,26,True,2022-12-16 20:51:38,0.12.1,48.0,petastorm,,,,,139.0,139.0,https://pypi.org/project/petastorm,30241.0,30247.0,,,,,,,,3.0,432.0,,,,,,,,,,,,,,
440,AutoViz,AutoViML/AutoViz,data-viz,,https://github.com/AutoViML/AutoViz,https://github.com/AutoViML/AutoViz,Apache-2.0,2019-07-17 17:14:06.000,2023-10-30 14:26:22.000000,2023-10-30 14:25:51,171.0,1.0,181.0,30.0,18.0,4.0,77.0,1480.0,"Automatically Visualize any dataset, any size with a single line of code. Created by Ram Seshadri. Collaborators..",14.0,26,True,,,34.0,autoviz,conda-forge/autoviz,,,,566.0,566.0,https://pypi.org/project/autoviz,557110.0,558713.0,https://anaconda.org/conda-forge/autoviz,2023-07-21 21:17:07.584,43292.0,,,,,3.0,,,,,,,,,,,,,,,
441,cuGraph,rapidsai/cugraph,gpu-utilities,,https://github.com/rapidsai/cugraph,https://github.com/rapidsai/cugraph,Apache-2.0,2018-11-15 18:07:11.000,2023-11-02 14:13:49.000000,2023-11-01 23:19:22,6158.0,130.0,254.0,47.0,2405.0,249.0,1317.0,1401.0,cuGraph - RAPIDS Graph Analytics Library.,105.0,26,True,2023-10-11 18:08:26,23.10.00,32.0,cugraph,conda-forge/libcugraph,,,,2.0,2.0,https://pypi.org/project/cugraph,178.0,731.0,https://anaconda.org/conda-forge/libcugraph,2023-06-16 19:25:39.870,17171.0,,,,,3.0,,,,,,,,,,,,,,,
442,minisom,JustGlowing/minisom,others,,https://github.com/JustGlowing/minisom,https://github.com/JustGlowing/minisom,CC-BY-3.0,2013-07-03 10:10:06.000,2023-10-24 10:43:29.000000,2023-10-24 10:43:29,519.0,7.0,385.0,32.0,43.0,10.0,117.0,1304.0,MiniSom is a minimalistic implementation of the Self Organizing Maps.,26.0,26,False,2023-03-02 15:10:38,2.3.1,3.0,minisom,,,,,467.0,467.0,https://pypi.org/project/minisom,23064.0,23064.0,,,,,,,,3.0,,,,,,,,,,,,,,,
443,iNNvestigate,albermax/innvestigate,interpretability,,https://github.com/albermax/innvestigate,https://github.com/albermax/innvestigate,BSD-2-Clause,2017-12-13 18:11:20.000,2023-10-12 14:57:26.000000,2023-10-12 14:56:47,1107.0,5.0,230.0,39.0,67.0,51.0,205.0,1179.0,A toolbox to iNNvestigate neural networks predictions!.,20.0,26,True,2023-10-12 14:58:48,2.1.2,6.0,innvestigate,,,,['tensorflow'],109.0,109.0,https://pypi.org/project/innvestigate,779.0,784.0,,,,,,,,2.0,82.0,,,,,,,,,,,,,,
444,dstack,dstackai/dstack,others,,https://github.com/dstackai/dstack,https://github.com/dstackai/dstack,MPL-2.0,2022-01-04 10:29:46.000,2023-11-01 10:11:11.000000,2023-11-01 10:11:07,1355.0,212.0,49.0,13.0,334.0,6.0,396.0,848.0,An open-source cloud platform for generative AI workloads orchestration. Discord: https://discord.gg/u8SmfwPpMd.,13.0,26,True,2023-10-31 13:44:57,0.12.2,37.0,dstack,,,,,13.0,13.0,https://pypi.org/project/dstack,1533.0,1533.0,,,,,,,,3.0,,,,,,,15.0,,,,,,,,
445,datalad,datalad/datalad,others,,https://github.com/datalad/datalad,https://github.com/datalad/datalad,,2013-11-01 19:40:08.000,2023-10-30 20:09:52.000000,2023-10-30 20:09:52,17047.0,53.0,105.0,26.0,3548.0,471.0,3375.0,460.0,"Keep code, data, containers under control with git and git-annex.",55.0,26,False,2023-08-10 15:56:23,0.19.3,98.0,datalad,conda-forge/datalad,,,,,,https://pypi.org/project/datalad,17535.0,27315.0,https://anaconda.org/conda-forge/datalad,2023-08-10 20:20:25.522,401002.0,,,,,3.0,,,,,,,,,,,,,,,
446,Trax,google/trax,others,,https://github.com/google/trax,https://github.com/google/trax,Apache-2.0,2019-10-05 15:09:14.000,2023-10-23 21:05:10.000000,2023-10-23 21:05:04,1616.0,2.0,790.0,146.0,1558.0,106.0,125.0,7776.0,Trax Deep Learning with Clear Code and Speed.,79.0,25,True,2021-10-26 20:29:38,1.4.1,18.0,trax,,,,,121.0,121.0,https://pypi.org/project/trax,3983.0,3983.0,,,,,,,,3.0,,,,,,,,,,,,,,,
447,FATE,FederatedAI/FATE,privacy-ml,,https://github.com/FederatedAI/FATE,https://github.com/FederatedAI/FATE,Apache-2.0,2019-01-24 10:32:43.000,2023-11-02 04:04:28.000000,2023-09-20 10:18:52,11547.0,43.0,1496.0,142.0,3378.0,789.0,1021.0,5263.0,An Industrial Grade Federated Learning Framework.,92.0,25,True,2023-09-12 07:58:53,1.11.3,46.0,ETAF,,,,,,,https://pypi.org/project/ETAF,1.0,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,
448,Augmentor,mdbloice/Augmentor,image,,https://github.com/mdbloice/Augmentor,https://github.com/mdbloice/Augmentor,MIT,2016-03-01 18:29:55.000,2023-10-16 20:29:38.000000,2023-03-29 07:02:37,553.0,,845.0,123.0,63.0,119.0,74.0,4967.0,Image augmentation library in Python for machine learning.,23.0,25,True,,,,Augmentor,,,,,659.0,659.0,https://pypi.org/project/Augmentor,11705.0,11705.0,,,,,,,,3.0,,,,,,,,,,,,,,,
449,DALI,NVIDIA/DALI,gpu-utilities,,https://github.com/NVIDIA/DALI,https://github.com/NVIDIA/DALI,Apache-2.0,2018-06-01 22:18:01.000,2023-11-02 13:06:16.000000,2023-10-31 17:21:17,3305.0,106.0,574.0,92.0,3650.0,251.0,1233.0,4652.0,A GPU-accelerated library containing highly optimized building blocks and an execution engine for data processing to..,87.0,25,True,2023-10-30 18:27:16,1.31.0,71.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,
450,Lucid,tensorflow/lucid,interpretability,,https://github.com/tensorflow/lucid,https://github.com/tensorflow/lucid,Apache-2.0,2018-01-25 17:41:44.000,2023-02-06 16:41:16.000000,2021-03-19 15:48:33,667.0,,610.0,160.0,130.0,75.0,101.0,4576.0,A collection of infrastructure and tools for research in neural network interpretability.,40.0,25,False,2021-03-19 15:59:35,0.3.10,15.0,lucid,,,,['tensorflow'],749.0,749.0,https://pypi.org/project/lucid,531.0,531.0,,,,,,,,3.0,,,,,,,,,,,,,,,
451,TensorTrade,tensortrade-org/tensortrade,financial-data,,https://github.com/tensortrade-org/tensortrade,https://github.com/tensortrade-org/tensortrade,Apache-2.0,2019-07-30 21:28:32.000,2023-06-16 19:25:40.006000,2022-08-23 22:54:23,1046.0,,946.0,240.0,214.0,46.0,199.0,4258.0,"An open source reinforcement learning framework for training, evaluating, and deploying robust trading agents.",61.0,25,False,2021-05-10 18:04:30,1.0.3,6.0,tensortrade,conda-forge/tensortrade,,,,49.0,49.0,https://pypi.org/project/tensortrade,507.0,608.0,https://anaconda.org/conda-forge/tensortrade,2023-06-16 19:25:40.006,3149.0,,,,,3.0,,,,,,,,,,,,,,,
452,vaderSentiment,cjhutto/vaderSentiment,nlp,,https://github.com/cjhutto/vaderSentiment,https://github.com/cjhutto/vaderSentiment,MIT,2014-11-17 16:31:45.000,2023-06-16 19:25:16.902000,2022-04-01 13:57:36,131.0,,949.0,144.0,30.0,40.0,77.0,4104.0,VADER Sentiment Analysis. VADER (Valence Aware Dictionary and sEntiment Reasoner) is a lexicon and rule-based..,11.0,25,False,2014-11-17 16:34:37,0.5,1.0,vadersentiment,conda-forge/vadersentiment,,,,7435.0,7435.0,https://pypi.org/project/vadersentiment,174094.0,174510.0,https://anaconda.org/conda-forge/vadersentiment,2023-06-16 19:25:16.902,13325.0,,,,,3.0,,,,,,,,,,,,,,,
453,pytorch-summary,sksq96/pytorch-summary,pytorch-utils,,https://github.com/sksq96/pytorch-summary,https://github.com/sksq96/pytorch-summary,MIT,2018-04-23 13:58:04.000,2023-08-21 13:36:56.000000,2021-05-10 18:34:53,57.0,,404.0,39.0,55.0,99.0,43.0,3878.0,Model summary in PyTorch similar to `model.summary()` in Keras.,11.0,25,False,,,,torchsummary,,,,['pytorch'],11262.0,11262.0,https://pypi.org/project/torchsummary,133559.0,133559.0,,,,,,,,2.0,,,,,,,,,,,,,,,
454,OpenPrompt,thunlp/OpenPrompt,nlp,,https://github.com/thunlp/OpenPrompt,https://github.com/thunlp/OpenPrompt,Apache-2.0,2021-09-30 09:38:45.000,2023-05-31 10:01:38.000000,2023-05-06 14:09:10,264.0,,401.0,40.0,49.0,70.0,173.0,3861.0,An Open-Source Framework for Prompt-Learning.,22.0,25,True,2022-04-20 04:58:40,1.0.0,4.0,openprompt,,,,,81.0,81.0,https://pypi.org/project/openprompt,1866.0,1866.0,,,,,,,,3.0,,,,,,,,,,,,,,,
455,TensorFlowOnSpark,yahoo/TensorFlowOnSpark,distributed-ml,,https://github.com/yahoo/TensorFlowOnSpark,https://github.com/yahoo/TensorFlowOnSpark,Apache-2.0,2017-01-20 18:15:57.000,2023-07-10 10:34:11.000000,2023-04-27 20:08:56,632.0,,924.0,282.0,227.0,12.0,355.0,3855.0,TensorFlowOnSpark brings TensorFlow programs to Apache Spark clusters.,34.0,25,True,2022-04-21 20:41:22,2.2.5,23.0,tensorflowonspark,conda-forge/tensorflowonspark,,,"['tensorflow', 'spark']",,,https://pypi.org/project/tensorflowonspark,436744.0,437176.0,https://anaconda.org/conda-forge/tensorflowonspark,2023-06-16 16:19:28.736,20319.0,,,,,3.0,,,,,,,,,,,,,,,
456,Lasagne,Lasagne/Lasagne,ml-frameworks,,https://github.com/Lasagne/Lasagne,https://github.com/Lasagne/Lasagne,,2014-09-11 15:31:41.000,2022-03-26 02:58:32.000000,2019-11-20 20:28:30,1161.0,,925.0,219.0,408.0,115.0,402.0,3842.0,Lightweight library to build and train neural networks in Theano.,72.0,25,False,2015-08-13 21:00:09,0.1,1.0,lasagne,,,,,1015.0,1015.0,https://pypi.org/project/lasagne,2017.0,2017.0,,,,,,,,3.0,,,,,,,,,,,,,,,
457,Chartify,spotify/chartify,data-viz,,https://github.com/spotify/chartify,https://github.com/spotify/chartify,Apache-2.0,2018-09-17 14:12:05.000,2023-10-12 09:43:46.000000,2023-10-12 08:57:51,209.0,2.0,302.0,86.0,92.0,43.0,32.0,3397.0,Python library that makes it easy for data scientists to create charts.,25.0,25,True,2023-10-12 09:01:22,4.0.5,25.0,chartify,conda-forge/chartify,,,,73.0,73.0,https://pypi.org/project/chartify,3201.0,3681.0,https://anaconda.org/conda-forge/chartify,2023-06-16 16:11:58.064,28839.0,,,,,3.0,,,,,,,,,,,,,,,
458,Hummingbird,microsoft/hummingbird,model-serialisation,,https://github.com/microsoft/hummingbird,https://github.com/microsoft/hummingbird,MIT,2020-03-12 20:27:03.000,2023-11-01 02:15:52.000000,2023-10-13 15:09:00,448.0,4.0,264.0,46.0,439.0,54.0,245.0,3233.0,Hummingbird compiles trained ML models into tensor computation for faster inference.,39.0,25,True,2023-07-12 16:55:59,0.4.9,22.0,hummingbird-ml,conda-forge/hummingbird-ml,,,,,,https://pypi.org/project/hummingbird-ml,11571.0,12710.0,https://anaconda.org/conda-forge/hummingbird-ml,2023-07-12 18:59:37.482,36210.0,,,,,3.0,350.0,,,,,,,,,,,,,,
459,ploomber,ploomber/ploomber,data-pipelines,,https://github.com/ploomber/ploomber,https://github.com/ploomber/ploomber,Apache-2.0,2020-01-20 20:13:06.000,2023-08-30 22:44:45.813000,2023-08-30 20:19:15,3036.0,8.0,214.0,28.0,283.0,99.0,753.0,3231.0,"The fastest way to build data pipelines. Develop iteratively, deploy anywhere.",76.0,25,True,,,70.0,ploomber,conda-forge/ploomber,,,,113.0,113.0,https://pypi.org/project/ploomber,4915.0,7608.0,https://anaconda.org/conda-forge/ploomber,2023-08-30 22:44:45.813,78118.0,,,,,3.0,,,,,,,,,,,,,,,
460,xLearn,aksnzhy/xlearn,ml-frameworks,,https://github.com/aksnzhy/xlearn,https://github.com/aksnzhy/xlearn,Apache-2.0,2017-06-10 08:09:31.000,2023-08-28 05:14:10.000000,2022-06-05 10:44:18,1342.0,,510.0,110.0,73.0,185.0,115.0,3072.0,"High performance, easy-to-use, and scalable machine learning (ML) package, including linear model (LR), factorization..",30.0,25,False,2019-04-25 02:10:05,0.4.4,15.0,xlearn,,,,,123.0,123.0,https://pypi.org/project/xlearn,2633.0,2695.0,,,,,,,,3.0,4278.0,,,,,,,,,,,,,,
461,pytorchvideo,facebookresearch/pytorchvideo,image,,https://github.com/facebookresearch/pytorchvideo,https://github.com/facebookresearch/pytorchvideo,Apache-2.0,2021-03-09 20:39:13.000,2023-10-30 16:50:13.000000,2023-10-30 16:34:46,179.0,3.0,362.0,164.0,82.0,69.0,99.0,3032.0,A deep learning library for video understanding research.,55.0,25,True,2021-09-10 17:02:20,0.1.3,2.0,pytorchvideo,,,,['pytorch'],,,https://pypi.org/project/pytorchvideo,76277.0,76277.0,,,,,,,,3.0,,,,,,,,,,,,,,,
462,neuralcoref,huggingface/neuralcoref,nlp,,https://github.com/huggingface/neuralcoref,https://github.com/huggingface/neuralcoref,MIT,2017-07-03 13:04:16.000,2023-06-16 19:17:56.088000,2021-06-22 10:51:48,116.0,,469.0,102.0,49.0,58.0,253.0,2756.0,Fast Coreference Resolution in spaCy with Neural Networks.,21.0,25,False,2019-04-08 11:28:27,4.0.0,5.0,neuralcoref,conda-forge/neuralcoref,,,,665.0,665.0,https://pypi.org/project/neuralcoref,2979.0,3318.0,https://anaconda.org/conda-forge/neuralcoref,2023-06-16 19:17:56.088,14833.0,,,,,3.0,806.0,,,,,,,,,,,,,,
463,Mars,mars-project/mars,others,,https://github.com/mars-project/mars,https://github.com/mars-project/mars,Apache-2.0,2018-12-05 16:04:03.000,2023-11-02 03:31:23.000000,2023-11-02 03:13:52,1297.0,3.0,312.0,93.0,2156.0,194.0,982.0,2653.0,"Mars is a tensor-based unified framework for large-scale data computation which scales numpy, pandas, scikit-learn and..",52.0,25,True,2023-01-10 09:30:53,0.10.0,100.0,pymars,,,,,,,https://pypi.org/project/pymars,59028.0,59028.0,,,,,,,,3.0,,,,,,,,,,,,,,,
464,m2cgen,BayesWitnesses/m2cgen,model-serialisation,,https://github.com/BayesWitnesses/m2cgen,https://github.com/BayesWitnesses/m2cgen,MIT,2019-01-13 02:32:55.000,2023-11-01 10:12:46.000000,2022-10-05 16:26:03,376.0,,213.0,48.0,481.0,33.0,70.0,2636.0,"Transform ML models into a native code (Java, C, Python, Go, JavaScript, Visual Basic, C#, R, PowerShell, PHP, Dart,..",14.0,25,False,2022-04-25 18:51:36,0.10.0,13.0,m2cgen,,,,,173.0,173.0,https://pypi.org/project/m2cgen,22318.0,22318.0,,,,,,,,3.0,54.0,,,,,,,,,,,,,,
465,HiPlot,facebookresearch/hiplot,data-viz,,https://github.com/facebookresearch/hiplot,https://github.com/facebookresearch/hiplot,MIT,2019-11-08 13:06:41.000,2023-10-18 12:30:19.000000,2023-07-19 07:40:10,212.0,,128.0,30.0,198.0,15.0,73.0,2581.0,HiPlot makes understanding high dimensional data easy.,9.0,25,True,2021-11-04 14:24:43,0.1.32,35.0,hiplot,conda-forge/hiplot,,,,340.0,340.0,https://pypi.org/project/hiplot,25032.0,28731.0,https://anaconda.org/conda-forge/hiplot,2023-06-16 19:18:10.488,166494.0,,,,,3.0,,,,,,,,,,,,,,,
466,IB-insync,erdewit/ib_insync,financial-data,,https://github.com/erdewit/ib_insync,https://github.com/erdewit/ib_insync,BSD-2-Clause,2017-07-12 12:09:24.000,2023-10-17 16:57:10.000000,2023-10-17 16:57:08,762.0,22.0,581.0,177.0,72.0,5.0,536.0,2422.0,Python sync/async framework for Interactive Brokers API.,36.0,25,True,,,22.0,ib_insync,conda-forge/ib-insync,,,,,,https://pypi.org/project/ib_insync,28577.0,29286.0,https://anaconda.org/conda-forge/ib-insync,2023-06-16 16:16:07.159,36902.0,,,,,3.0,,,,,,,,,,,,,,,
467,TabNet,dreamquark-ai/tabnet,pytorch-utils,,https://github.com/dreamquark-ai/tabnet,https://github.com/dreamquark-ai/tabnet,MIT,2019-10-17 11:17:32.000,2023-11-01 01:51:35.000000,2023-07-23 14:42:27,191.0,,441.0,37.0,237.0,20.0,265.0,2318.0,PyTorch implementation of TabNet paper : https://arxiv.org/pdf/1908.07442.pdf.,21.0,25,True,2023-07-23 13:34:05,4.1.0,17.0,pytorch-tabnet,conda-forge/pytorch-tabnet,,,['pytorch'],,,https://pypi.org/project/pytorch-tabnet,34519.0,34767.0,https://anaconda.org/conda-forge/pytorch-tabnet,2023-06-16 19:28:15.390,5726.0,,,,,2.0,,,,,,,,,,,,,,,
468,python_speech_features,jameslyons/python_speech_features,audio,,https://github.com/jameslyons/python_speech_features,https://github.com/jameslyons/python_speech_features,MIT,2013-10-31 02:42:08.000,2021-10-20 10:08:48.000000,2020-12-31 13:27:01,120.0,,605.0,91.0,29.0,20.0,51.0,2292.0,This library provides common speech features for ASR including MFCCs and filterbank energies.,19.0,25,False,2020-01-14 14:12:10,0.6.1,3.0,python_speech_features,,,,,446.0,446.0,https://pypi.org/project/python_speech_features,161249.0,161249.0,,,,,,,,3.0,,,,,,,,,,,,,,,
