,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,npm_id,npm_url,npm_monthly_downloads,helm_id,updated_github_id,brew_id,apt_id,yum_id,maven_id,maven_url,snap_id,dnf_id,yay_id
404,Neural Tangents,google/neural-tangents,ml-frameworks,,https://github.com/google/neural-tangents,https://github.com/google/neural-tangents,Apache-2.0,2019-04-08 16:48:48.000,2022-06-09 02:30:14.000000,2022-06-09 02:30:09,500,15.0,198.0,63.0,27.0,38.0,77.0,1779,Fast and Easy Infinite Neural Networks in Python.,22.0,26,True,2022-02-23 16:58:57,0.5.0,12.0,neural-tangents,,,,,40.0,40.0,https://pypi.org/project/neural-tangents,2805.0,2814.0,,,,,,,,3.0,233.0,,,,,,,,,,,,,,
405,lightly,lightly-ai/lightly,image,,https://github.com/lightly-ai/lightly,https://github.com/lightly-ai/lightly,MIT,2020-10-13 13:02:56.000,2022-06-09 14:13:13.000000,2022-06-09 14:13:12,723,68.0,126.0,25.0,510.0,62.0,258.0,1635,A python library for self-supervised learning on images.,18.0,26,True,2022-05-24 11:41:22,1.2.17,51.0,lightly,,,,['pytorch'],37.0,37.0,https://pypi.org/project/lightly,3409.0,3409.0,,,,,,,,3.0,,,,,,,,,,,,,,,
406,pygraphistry,graphistry/pygraphistry,graph,,https://github.com/graphistry/pygraphistry,https://github.com/graphistry/pygraphistry,BSD-3-Clause,2015-06-02 20:28:42.000,2022-06-09 07:31:17.000000,2022-05-12 23:59:17,841,24.0,162.0,45.0,151.0,90.0,119.0,1618,"PyGraphistry is a Python library to quickly load, shape, embed, and explore big graphs with the GPU-accelerated..",21.0,26,True,2020-08-31 21:05:46,0.11.8,5.0,graphistry,,,,['jupyter'],70.0,70.0,https://pypi.org/project/graphistry,2775.0,2775.0,,,,,,,,2.0,,,,,,,,,,,,,,,
407,streamparse,Parsely/streamparse,data-pipelines,,https://github.com/Parsely/streamparse,https://github.com/Parsely/streamparse,Apache-2.0,2014-05-02 20:33:50.000,2022-01-10 21:46:17.000000,2022-01-10 21:42:18,1069,,213.0,102.0,167.0,62.0,263.0,1460,"Run Python in Apache Storm topologies. Pythonic API, CLI tooling, and a topology DSL.",42.0,26,True,2022-01-10 21:46:17,4.1.2,44.0,streamparse,,,,,55.0,55.0,https://pypi.org/project/streamparse,4191.0,4191.0,,,,,,,,3.0,,,,,,,,,,,,,,,
408,bt,pmorissette/bt,financial-data,,https://github.com/pmorissette/bt,https://github.com/pmorissette/bt,MIT,2014-06-19 16:06:28.000,2022-05-26 02:33:08.000000,2022-05-26 02:33:08,463,9.0,312.0,78.0,79.0,59.0,227.0,1400,bt - flexible backtesting for Python.,25.0,26,True,2021-04-21 02:49:56,0.2.9,2.0,bt,conda-forge/bt,,,,113.0,113.0,https://pypi.org/project/bt,4420.0,4747.0,https://anaconda.org/conda-forge/bt,2022-01-18 18:09:55.903,4591.0,,,,,2.0,,,,,,,,,,,,,,,
409,ogb,snap-stanford/ogb,graph,,https://github.com/snap-stanford/ogb,https://github.com/snap-stanford/ogb,MIT,2019-11-22 22:13:57.000,2022-05-14 18:25:00.000000,2022-05-14 18:24:18,585,2.0,292.0,38.0,32.0,9.0,204.0,1358,"Benchmark datasets, data loaders, and evaluators for graph machine learning.",19.0,26,True,2021-09-29 04:42:13,1.3.2,13.0,ogb,conda-forge/ogb,,,,309.0,309.0,https://pypi.org/project/ogb,10836.0,11234.0,https://anaconda.org/conda-forge/ogb,2022-02-23 11:52:44.440,8367.0,,,,,2.0,,,,,,,,,,,,,,,
410,PyCUDA,inducer/pycuda,gpu-utilities,,https://github.com/inducer/pycuda,https://github.com/inducer/pycuda,,2011-04-06 02:53:31.000,2022-06-01 15:55:25.000000,2022-06-01 15:55:25,1520,1.0,255.0,54.0,119.0,55.0,159.0,1316,"CUDA integration for Python, plus shiny features.",76.0,26,False,,,2.0,pycuda,conda-forge/pycuda,,,,1331.0,1331.0,https://pypi.org/project/pycuda,30180.0,34999.0,https://anaconda.org/conda-forge/pycuda,2022-05-05 00:39:41.933,72285.0,,,,,2.0,,,,,,,,,,,,,,,
411,fairlearn,fairlearn/fairlearn,interpretability,,https://github.com/fairlearn/fairlearn,https://github.com/fairlearn/fairlearn,MIT,2018-05-15 01:51:35.000,2022-06-09 13:09:40.000000,2022-06-09 10:19:49,705,34.0,300.0,34.0,707.0,139.0,218.0,1286,A Python package to assess and improve fairness of machine learning models.,67.0,26,True,2021-07-07 08:16:09,0.7.0,11.0,fairlearn,conda-forge/fairlearn,,,['sklearn'],,,https://pypi.org/project/fairlearn,95683.0,96335.0,https://anaconda.org/conda-forge/fairlearn,2021-07-07 15:56:16.605,18268.0,,,,,2.0,,,,,,,,,,,,,,,
412,Mesh,tensorflow/mesh,distributed-ml,,https://github.com/tensorflow/mesh,https://github.com/tensorflow/mesh,Apache-2.0,2018-09-20 20:23:34.000,2022-06-07 20:37:37.000000,2022-05-12 18:44:41,652,5.0,211.0,41.0,304.0,64.0,14.0,1272,Mesh TensorFlow: Model Parallelism Made Easier.,48.0,26,True,2018-12-11 00:09:43,0.0.5,4.0,mesh-tensorflow,,,,['tensorflow'],684.0,684.0,https://pypi.org/project/mesh-tensorflow,21931.0,21931.0,,,,,,,,3.0,,,,,,,,,,,,,,,
413,pycm,sepandhaghighi/pycm,others,,https://github.com/sepandhaghighi/pycm,https://github.com/sepandhaghighi/pycm,MIT,2018-01-22 19:46:54.000,2022-05-28 12:08:33.000000,2022-04-27 15:01:18,2962,8.0,105.0,35.0,255.0,11.0,172.0,1249,Multi-class confusion matrix library in Python.,17.0,26,True,2022-04-27 15:18:08,3.5,38.0,pycm,,,,,147.0,147.0,https://pypi.org/project/pycm,36367.0,36367.0,,,,,,,,3.0,,,,,,,,,,,,,,,
414,openTSNE,pavlin-policar/openTSNE,data-viz,,https://github.com/pavlin-policar/openTSNE,https://github.com/pavlin-policar/openTSNE,BSD-3-Clause,2018-06-08 18:42:09.000,2022-05-27 21:10:04.647000,2022-03-18 13:03:22,603,17.0,114.0,25.0,107.0,4.0,100.0,1009,"Extensible, parallel implementations of t-SNE.",10.0,26,True,2022-03-18 13:55:30,0.6.2,17.0,opentsne,conda-forge/opentsne,,,,342.0,342.0,https://pypi.org/project/opentsne,15078.0,18449.0,https://anaconda.org/conda-forge/opentsne,2022-05-27 21:10:04.647,141621.0,,,,,3.0,,,,,,,,,,,,,,,
415,empyrical,quantopian/empyrical,financial-data,,https://github.com/quantopian/empyrical,https://github.com/quantopian/empyrical,Apache-2.0,2016-03-18 10:22:52.000,2020-10-14 13:28:13.625000,2020-10-14 13:22:39,167,,288.0,71.0,83.0,23.0,26.0,930,Common financial risk and performance metrics. Used by zipline and pyfolio.,22.0,26,False,2020-10-13 21:28:25,0.5.5,9.0,empyrical,conda-forge/empyrical,,,,894.0,894.0,https://pypi.org/project/empyrical,31150.0,31460.0,https://anaconda.org/conda-forge/empyrical,2020-10-14 13:28:13.625,16171.0,,,,,2.0,,,,,,,,,,,,,,,
416,Neural Structured Learning,tensorflow/neural-structured-learning,tensorflow-utils,,https://github.com/tensorflow/neural-structured-learning,https://github.com/tensorflow/neural-structured-learning,Apache-2.0,2019-08-27 21:48:16.000,2022-06-09 00:23:28.000000,2022-06-01 19:03:35,517,7.0,170.0,44.0,57.0,4.0,60.0,923,Training neural models with structured signals.,33.0,26,True,2020-08-18 00:30:03,1.3.1,6.0,neural-structured-learning,,,,['tensorflow'],236.0,236.0,https://pypi.org/project/neural-structured-learning,17072.0,17072.0,,,,,,,,3.0,,,,,,,,,,,,,,,
417,scikit-lego,koaning/scikit-lego,sklearn-utils,,https://github.com/koaning/scikit-lego,https://github.com/koaning/scikit-lego,MIT,2019-01-21 15:30:15.000,2022-06-06 08:45:38.549000,2022-06-05 14:34:32,435,14.0,87.0,15.0,274.0,21.0,219.0,828,Extra blocks for scikit-learn pipelines.,51.0,26,True,2022-06-05 14:36:08,0.6.12,30.0,scikit-lego,conda-forge/scikit-lego,,,['sklearn'],50.0,50.0,https://pypi.org/project/scikit-lego,14055.0,14648.0,https://anaconda.org/conda-forge/scikit-lego,2022-06-06 08:45:38.549,18988.0,,,,,2.0,,,,,,,,,,,,,,,
418,lets-plot,JetBrains/lets-plot,data-viz,,https://github.com/JetBrains/lets-plot,https://github.com/JetBrains/lets-plot,MIT,2019-03-20 16:13:03.000,2022-06-09 10:00:32.000000,2022-06-09 09:53:30,2562,151.0,32.0,133.0,304.0,60.0,176.0,746,An open-source plotting library for statistical data.,16.0,26,True,2022-03-21 18:58:35,2.3.0,48.0,lets-plot,,,,,17.0,17.0,https://pypi.org/project/lets-plot,1513.0,1521.0,,,,,,,,3.0,271.0,,,,,,,,,,,,,,
419,SALib,SALib/SALib,probabilistics,,https://github.com/SALib/SALib,https://github.com/SALib/SALib,MIT,2013-05-30 13:38:10.000,2022-06-05 10:40:18.000000,2022-06-05 10:40:15,1537,14.0,178.0,21.0,243.0,38.0,231.0,600,"Sensitivity Analysis Library in Python. Contains Sobol, Morris, FAST, and other methods.",37.0,26,True,2021-09-04 09:49:51,1.4.5,28.0,salib,conda-forge/salib,,,,,,https://pypi.org/project/salib,139128.0,140352.0,https://anaconda.org/conda-forge/salib,2021-09-04 07:03:28.179,82034.0,,,,,3.0,,,,,,,,,,,,,,,
420,responsible-ai-widgets,microsoft/responsible-ai-toolbox,interpretability,,https://github.com/microsoft/responsible-ai-toolbox,https://github.com/microsoft/responsible-ai-toolbox,MIT,2020-07-06 20:46:53.000,2022-06-09 13:34:59.000000,2022-06-09 03:54:10,1065,154.0,118.0,15.0,1213.0,32.0,212.0,500,"This project provides responsible AI user interfaces for Fairlearn, interpret-community, and Error Analysis, as well..",24.0,26,True,2022-05-18 21:34:02,0.18.2,20.0,raiwidgets,,,,"['pytorch', 'tensorflow', 'jupyter']",30.0,30.0,https://pypi.org/project/raiwidgets,10917.0,10917.0,,,,,,,,2.0,,,,,,,,,,,,,,,
421,EarthPy,earthlab/earthpy,geospatial-data,,https://github.com/earthlab/earthpy,https://github.com/earthlab/earthpy,BSD-3-Clause,2018-02-20 03:02:42.000,2022-06-03 00:37:57.000000,2021-12-20 23:24:01,1186,,136.0,22.0,547.0,18.0,207.0,370,A package built to support working with spatial data using open source python.,40.0,26,True,2021-10-01 22:50:41,0.9.4,14.0,earthpy,conda-forge/earthpy,,,,146.0,146.0,https://pypi.org/project/earthpy,8618.0,9784.0,https://anaconda.org/conda-forge/earthpy,2021-10-04 19:35:49.510,44337.0,,,,,3.0,,,,,,,,,,,,,,,
422,Dopamine,google/dopamine,reinforcement-learning,,https://github.com/google/dopamine,https://github.com/google/dopamine,Apache-2.0,2018-07-26 09:58:36.000,2022-05-20 19:48:41.000000,2022-05-20 19:48:41,296,14.0,1284.0,446.0,43.0,65.0,85.0,9822,Dopamine is a research framework for fast prototyping of reinforcement learning algorithms.,15.0,25,True,2019-09-26 14:58:33,2,2.0,dopamine-rl,,,,['tensorflow'],,,https://pypi.org/project/dopamine-rl,50573.0,50573.0,,,,,,,,2.0,,,,,,,,,,,,,,,
423,cortex,cortexlabs/cortex,model-serialisation,,https://github.com/cortexlabs/cortex,https://github.com/cortexlabs/cortex,Apache-2.0,2019-01-24 04:43:14.000,2022-04-24 20:38:41.000000,2022-04-23 04:02:53,2321,4.0,581.0,147.0,1345.0,107.0,983.0,7754,Production infrastructure for machine learning at scale.,24.0,25,True,2022-01-10 17:48:15,0.42.0,62.0,cortex,,,,,,,https://pypi.org/project/cortex,1606.0,1606.0,,,,,,,,3.0,,,,,,,,,,,,,,,
424,snownlp,isnowfy/snownlp,chinese-nlp,,https://github.com/isnowfy/snownlp,https://github.com/isnowfy/snownlp,MIT,2013-11-26 11:46:56.000,2020-01-19 02:39:05.000000,2020-01-19 02:39:03,57,,1324.0,351.0,14.0,40.0,65.0,5821,Python library for processing Chinese text.,8.0,25,False,,,,snownlp,,,,,888.0,888.0,https://pypi.org/project/snownlp,10874.0,10874.0,,,,,,,,3.0,,,,,,,,,,,,,,,
425,Face Alignment,1adrianb/face-alignment,image,,https://github.com/1adrianb/face-alignment,https://github.com/1adrianb/face-alignment,BSD-3-Clause,2017-09-15 20:32:44.000,2022-03-28 09:19:03.000000,2021-08-04 06:54:21,205,,1188.0,169.0,39.0,56.0,218.0,5722,2D and 3D Face alignment library build using pytorch.,23.0,25,True,2021-04-28 22:15:40,1.3.4,10.0,face-alignment,,,,['pytorch'],,,https://pypi.org/project/face-alignment,10168.0,10168.0,,,,,,,,3.0,,,,,,,,,,,,,,,
426,mmdnn,Microsoft/MMdnn,model-serialisation,,https://github.com/microsoft/MMdnn,https://github.com/microsoft/MMdnn,MIT,2017-08-16 08:03:52.000,2021-03-01 14:17:24.000000,2020-08-14 02:32:30,1083,,953.0,185.0,323.0,320.0,287.0,5588,MMdnn is a set of tools to help users inter-operate among different deep learning frameworks. E.g. model conversion..,85.0,25,False,2020-07-24 06:14:52,0.3.1,12.0,mmdnn,,,,,79.0,79.0,https://pypi.org/project/mmdnn,512.0,576.0,,,,,,,,3.0,3564.0,,,,,,,,,,,,,,
427,MMF,facebookresearch/mmf,image,,https://github.com/facebookresearch/mmf,https://github.com/facebookresearch/mmf,BSD-3-Clause,2018-06-27 04:52:40.000,2022-06-04 07:56:51.000000,2022-06-04 07:55:21,1054,14.0,823.0,110.0,635.0,186.0,429.0,4927,A modular framework for vision & language multimodal research from Facebook AI Research (FAIR).,102.0,25,True,2019-08-26 19:04:21,0.3.1,2.0,mmf,,,,['pytorch'],12.0,12.0,https://pypi.org/project/mmf,462.0,462.0,,,,,,,,3.0,,,,,,,,,,,,,,,
428,Augmentor,mdbloice/Augmentor,image,,https://github.com/mdbloice/Augmentor,https://github.com/mdbloice/Augmentor,MIT,2016-03-01 18:29:55.000,2022-05-24 12:15:11.000000,2022-05-24 12:15:11,544,7.0,823.0,126.0,58.0,112.0,72.0,4728,Image augmentation library in Python for machine learning.,22.0,25,True,,,,Augmentor,,,,,460.0,460.0,https://pypi.org/project/Augmentor,19216.0,19216.0,,,,,,,,3.0,,,,,,,,,,,,,,,
429,TensorTrade,tensortrade-org/tensortrade,financial-data,,https://github.com/tensortrade-org/tensortrade,https://github.com/tensortrade-org/tensortrade,Apache-2.0,2019-07-30 21:28:32.000,2022-05-30 19:39:19.000000,2022-03-02 13:05:43,1042,,881.0,230.0,212.0,36.0,194.0,3870,"An open source reinforcement learning framework for training, evaluating, and deploying robust trading agents.",61.0,25,True,2021-05-10 18:04:30,1.0.3,6.0,tensortrade,conda-forge/tensortrade,,,,36.0,36.0,https://pypi.org/project/tensortrade,611.0,691.0,https://anaconda.org/conda-forge/tensortrade,2021-05-10 20:10:14.115,1129.0,,,,,3.0,,,,,,,,,,,,,,,
430,Lasagne,Lasagne/Lasagne,ml-frameworks,,https://github.com/Lasagne/Lasagne,https://github.com/Lasagne/Lasagne,,2014-09-11 15:31:41.000,2022-03-26 02:58:32.000000,2019-11-20 20:28:30,1161,,938.0,215.0,408.0,115.0,402.0,3817,Lightweight library to build and train neural networks in Theano.,72.0,25,False,2015-08-13 21:00:09,0.1,1.0,lasagne,,,,,914.0,914.0,https://pypi.org/project/lasagne,2709.0,2709.0,,,,,,,,3.0,,,,,,,,,,,,,,,
431,Chartify,spotify/chartify,data-viz,,https://github.com/spotify/chartify,https://github.com/spotify/chartify,Apache-2.0,2018-09-17 14:12:05.000,2022-01-31 12:20:49.000000,2021-02-05 18:49:02,195,,282.0,84.0,65.0,41.0,31.0,3168,Python library that makes it easy for data scientists to create charts.,21.0,25,False,2020-11-02 22:13:24,3.0.3,16.0,chartify,conda-forge/chartify,,,,62.0,62.0,https://pypi.org/project/chartify,13899.0,14345.0,https://anaconda.org/conda-forge/chartify,2020-11-07 19:52:50.628,19205.0,,,,,3.0,,,,,,,,,,,,,,,
432,xLearn,aksnzhy/xlearn,ml-frameworks,,https://github.com/aksnzhy/xlearn,https://github.com/aksnzhy/xlearn,Apache-2.0,2017-06-10 08:09:31.000,2022-06-05 10:44:18.000000,2022-06-05 10:44:18,1342,2.0,510.0,109.0,70.0,181.0,114.0,3002,"High performance, easy-to-use, and scalable machine learning (ML) package, including linear model (LR), factorization..",30.0,25,True,2019-04-25 02:10:05,0.4.4,15.0,xlearn,,,,,87.0,87.0,https://pypi.org/project/xlearn,3163.0,3227.0,,,,,,,,3.0,3270.0,,,,,,,,,,,,,,
433,facenet-pytorch,timesler/facenet-pytorch,image,,https://github.com/timesler/facenet-pytorch,https://github.com/timesler/facenet-pytorch,MIT,2019-05-25 01:29:24.000,2021-12-13 14:59:32.000000,2021-12-13 12:07:11,235,,627.0,40.0,44.0,58.0,90.0,2907,Pretrained Pytorch face detection (MTCNN) and facial recognition (InceptionResnet) models.,14.0,25,True,2020-09-07 23:53:20,2.4.1,6.0,facenet-pytorch,,,,['pytorch'],790.0,790.0,https://pypi.org/project/facenet-pytorch,16151.0,26168.0,,,,,,,,3.0,310539.0,,,,,,,,,,,,,,
434,eli5,TeamHG-Memex/eli5,interpretability,,https://github.com/TeamHG-Memex/eli5,https://github.com/TeamHG-Memex/eli5,MIT,2016-09-15 01:04:57.000,2022-05-14 05:59:23.776000,2020-01-22 07:39:36,1198,,315.0,69.0,167.0,139.0,111.0,2546,A library for debugging/inspecting machine learning classifiers and explaining their predictions.,14.0,25,False,,,11.0,eli5,conda-forge/eli5,,,,,,https://pypi.org/project/eli5,3445109.0,3446966.0,https://anaconda.org/conda-forge/eli5,2022-05-14 05:59:23.776,113294.0,,,,,2.0,,,,,,,,,,,,,,,
435,analytics-zoo,intel-analytics/analytics-zoo,distributed-ml,,https://github.com/intel-analytics/analytics-zoo,https://github.com/intel-analytics/analytics-zoo,Apache-2.0,2017-05-05 02:27:30.000,2022-06-01 01:54:06.000000,2022-06-01 01:54:06,3427,2.0,701.0,105.0,3833.0,414.0,845.0,2509,"Distributed Tensorflow, Keras and PyTorch on Apache Spark/Flink & Ray.",105.0,25,True,2022-01-24 01:44:53,0.11.2,15.0,analytics-zoo,,,,['spark'],3.0,3.0,https://pypi.org/project/analytics-zoo,3018.0,3018.0,,,,,,,,3.0,,,,,,,,,,,,,,,
436,Hyperas,maxpumperla/hyperas,hyperopt,,https://github.com/maxpumperla/hyperas,https://github.com/maxpumperla/hyperas,MIT,2016-02-19 14:45:10.000,2021-11-19 13:23:59.000000,2021-11-19 13:23:56,211,,301.0,62.0,37.0,93.0,158.0,2128,Keras + Hyperopt: A very simple wrapper for convenient hyperparameter optimization.,21.0,25,True,,,,hyperas,,,,['tensorflow'],241.0,241.0,https://pypi.org/project/hyperas,14003.0,14003.0,,,,,,,,2.0,,,,,,,,,,,,,,,
437,mtcnn,ipazc/mtcnn,image,,https://github.com/ipazc/mtcnn,https://github.com/ipazc/mtcnn,MIT,2018-01-05 04:08:32.000,2022-06-07 08:07:35.000000,2021-07-09 11:06:18,56,,452.0,41.0,22.0,60.0,38.0,1785,"MTCNN face detection implementation for TensorFlow, as a PIP package.",15.0,25,True,,,2.0,mtcnn,conda-forge/mtcnn,,,['tensorflow'],2311.0,2311.0,https://pypi.org/project/mtcnn,32274.0,32449.0,https://anaconda.org/conda-forge/mtcnn,2021-08-17 17:36:21.436,4926.0,,,,,3.0,,,,,,,,,,,,,,,
438,Fairness 360,Trusted-AI/AIF360,interpretability,,https://github.com/Trusted-AI/AIF360,https://github.com/Trusted-AI/AIF360,Apache-2.0,2018-08-22 20:47:15.000,2022-06-08 21:52:56.000000,2022-05-05 17:04:01,348,3.0,553.0,87.0,172.0,75.0,61.0,1737,"A comprehensive set of fairness metrics for datasets and machine learning models, explanations for these metrics, and..",49.0,25,True,2021-03-04 18:01:29,0.4.0,9.0,aif360,conda-forge/aif360,,,,163.0,163.0,https://pypi.org/project/aif360,7279.0,7382.0,https://anaconda.org/conda-forge/aif360,2021-09-29 17:08:47.878,2183.0,,,,,2.0,,,,,,,,,,,,,,,
439,HyperTools,ContextLab/hypertools,data-viz,,https://github.com/ContextLab/hypertools,https://github.com/ContextLab/hypertools,MIT,2016-09-27 21:31:25.000,2022-02-12 03:29:55.000000,2022-02-12 02:32:06,1636,,155.0,60.0,65.0,70.0,123.0,1728,A Python toolbox for gaining geometric insights into high-dimensional data.,21.0,25,True,2022-02-12 03:29:55,0.8.0,21.0,hypertools,,,,,189.0,189.0,https://pypi.org/project/hypertools,964.0,964.0,,,,,,,,3.0,14.0,,,,,,,,,,,,,,
440,Karate Club,benedekrozemberczki/karateclub,graph,,https://github.com/benedekrozemberczki/karateclub,https://github.com/benedekrozemberczki/karateclub,GPL-3.0,2019-12-05 17:35:56.000,2022-06-04 20:12:40.000000,2022-06-04 20:01:51,2233,27.0,198.0,38.0,19.0,1.0,76.0,1637,Karate Club: An API Oriented Open-source Python Framework for Unsupervised Learning on Graphs (CIKM 2020).,14.0,25,False,2022-06-04 20:12:40,_10300,100.0,karateclub,conda-forge/karateclub,,,,93.0,93.0,https://pypi.org/project/karateclub,2696.0,3098.0,https://anaconda.org/conda-forge/karateclub,2022-01-28 14:45:25.910,9255.0,,,,,2.0,,,,,,,,,,,,,,,
441,pytorch_geometric_temporal,benedekrozemberczki/pytorch_geometric_temporal,graph,,https://github.com/benedekrozemberczki/pytorch_geometric_temporal,https://github.com/benedekrozemberczki/pytorch_geometric_temporal,MIT,2020-06-27 01:11:33.000,2022-04-24 20:12:59.000000,2022-04-24 20:12:59,1878,16.0,235.0,39.0,63.0,8.0,101.0,1582,PyTorch Geometric Temporal: Spatiotemporal Signal Processing with Neural Machine Learning Models (CIKM 2021).,21.0,25,True,2022-04-04 19:21:59,0.52.0,40.0,torch-geometric-temporal,,,,['pytorch'],,,https://pypi.org/project/torch-geometric-temporal,2064.0,2064.0,,,,,,,,2.0,,,,,,,,,,,,,,,
442,Deep Checks,deepchecks/deepchecks,interpretability,,https://github.com/deepchecks/deepchecks,https://github.com/deepchecks/deepchecks,,2021-10-11 14:48:38.000,2022-06-09 11:44:29.000000,2022-06-09 09:47:16,947,302.0,101.0,9.0,1024.0,141.0,413.0,1579,Test Suites for Validating ML Models & Data. Deepchecks is a Python package for comprehensively validating your..,24.0,25,False,2022-06-07 07:40:24,0.7.2,37.0,deepchecks,,,,,8.0,8.0,https://pypi.org/project/deepchecks,28110.0,28133.0,,,,,,,,2.0,189.0,,,,,,,,,,,,,,
443,Elephas,maxpumperla/elephas,distributed-ml,,https://github.com/maxpumperla/elephas,https://github.com/maxpumperla/elephas,MIT,2015-08-13 12:09:19.000,2022-03-30 23:22:34.000000,2022-03-30 23:22:31,502,1.0,295.0,104.0,46.0,18.0,138.0,1542,Distributed Deep learning with Keras & Spark.,27.0,25,True,2021-08-17 01:14:44,3.0.0,9.0,elephas,conda-forge/elephas,,,"['keras', 'spark']",56.0,56.0,https://pypi.org/project/elephas,102032.0,102276.0,https://anaconda.org/conda-forge/elephas,2021-06-02 18:33:53.270,8302.0,,,,,3.0,,,,,,,,,,,,,,,
444,whylogs,whylabs/whylogs,data-pipelines,,https://github.com/whylabs/whylogs,https://github.com/whylabs/whylogs,Apache-2.0,2020-08-14 23:25:32.000,2022-06-09 13:13:16.000000,2022-06-09 02:09:42,274,262.0,60.0,22.0,482.0,40.0,114.0,1318,Open standard for end-to-end data and ML monitoring for any scale in any infrastructure.,9.0,25,True,2022-05-31 21:23:49,1.0.0,54.0,whylogs,,,,,,,https://pypi.org/project/whylogs,21781.0,21783.0,,,,,,,,3.0,50.0,,,,,,,,,,,,,,
445,NiftyNet,NifTK/NiftyNet,medical-data,,https://github.com/NifTK/NiftyNet,https://github.com/NifTK/NiftyNet,Apache-2.0,2017-08-30 07:55:43.000,2020-04-21 19:54:52.000000,2020-04-21 19:54:51,3284,,390.0,90.0,165.0,100.0,224.0,1307,[unmaintained] An open-source convolutional neural networks platform for research in medical image analysis and image-..,59.0,25,False,2019-10-09 19:33:30,0.6.0,8.0,niftynet,,,,['tensorflow'],38.0,38.0,https://pypi.org/project/niftynet,1702.0,1702.0,,,,,,,,3.0,,,,,,,,,,,,,,,
446,pyts,johannfaouzi/pyts,time-series-data,,https://github.com/johannfaouzi/pyts,https://github.com/johannfaouzi/pyts,BSD-3-Clause,2017-07-31 09:23:16.000,2022-03-02 08:31:33.000000,2022-03-02 08:31:33,380,,134.0,22.0,68.0,35.0,26.0,1277,A Python package for time series classification.,11.0,25,True,2021-10-31 13:50:40,0.12.0,7.0,pyts,conda-forge/pyts,,,,214.0,214.0,https://pypi.org/project/pyts,154865.0,155198.0,https://anaconda.org/conda-forge/pyts,2021-10-31 15:13:32.850,11333.0,,,,,2.0,,,,,,,,,,,,,,,
447,arq,samuelcolvin/arq,data-pipelines,,https://github.com/samuelcolvin/arq,https://github.com/samuelcolvin/arq,MIT,2016-07-21 18:24:42.000,2022-06-08 14:40:41.000000,2022-03-28 11:37:46,328,3.0,104.0,27.0,175.0,37.0,102.0,1220,Fast job queuing and RPC in python with asyncio and redis.,39.0,25,True,2021-09-02 12:45:02,0.22,52.0,arq,conda-forge/arq,,,,229.0,229.0,https://pypi.org/project/arq,23138.0,23305.0,https://anaconda.org/conda-forge/arq,2021-09-03 10:08:17.446,2342.0,,,,,3.0,,,,,,,,,,,,,,,
448,sklearn-porter,nok/sklearn-porter,model-serialisation,,https://github.com/nok/sklearn-porter,https://github.com/nok/sklearn-porter,BSD-3-Clause,2016-06-22 22:21:34.000,2022-05-22 23:59:55.000000,2022-05-22 23:59:48,1219,17.0,158.0,33.0,21.0,33.0,34.0,1157,"Transpile trained scikit-learn estimators to C, Java, JavaScript and others.",12.0,25,True,2019-01-20 13:14:03,0.7.2,15.0,sklearn-porter,,,,['sklearn'],43.0,43.0,https://pypi.org/project/sklearn-porter,282.0,282.0,,,,,,,,3.0,,,,,,,,,,,,,,,
449,Explainability 360,Trusted-AI/AIX360,interpretability,,https://github.com/Trusted-AI/AIX360,https://github.com/Trusted-AI/AIX360,Apache-2.0,2019-07-11 07:17:48.000,2022-06-05 10:27:40.000000,2022-02-18 23:37:54,320,,224.0,50.0,87.0,34.0,26.0,1116,Interpretability and explainability of data and machine learning models.,29.0,25,True,2020-10-28 09:32:21,0.2.1,2.0,aix360,,,,,45.0,45.0,https://pypi.org/project/aix360,1184.0,1184.0,,,,,,,,2.0,,,,,,,,,,,,,,,
450,fancyimpute,iskandr/fancyimpute,sklearn-utils,,https://github.com/iskandr/fancyimpute,https://github.com/iskandr/fancyimpute,Apache-2.0,2015-11-05 23:39:34.000,2021-10-21 17:45:20.000000,2021-10-21 17:45:17,202,,165.0,25.0,35.0,1.0,111.0,1073,Multivariate imputation and matrix completion algorithms implemented in Python.,12.0,25,True,2021-03-30 16:22:41,0.5.5,5.0,fancyimpute,,,,['sklearn'],1189.0,1189.0,https://pypi.org/project/fancyimpute,16266.0,16266.0,,,,,,,,2.0,,,,,,,,,,,,,,,
