,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,updated_github_id,npm_id,npm_url,npm_monthly_downloads,trending,brew_id,apt_id,yum_id,maven_id,maven_url,dnf_id,yay_id,snap_id
441,EarthPy,earthlab/earthpy,geospatial-data,,https://github.com/earthlab/earthpy,https://github.com/earthlab/earthpy,BSD-3-Clause,2018-02-20 03:02:42.000,2023-09-14 05:15:34.000000,2023-08-23 17:20:54,1241.0,24.0,148.0,20.0,680.0,24.0,208.0,457.0,A package built to support working with spatial data using open source python.,44.0,26,True,2021-10-01 22:50:41,0.9.4,14.0,earthpy,conda-forge/earthpy,,,,246.0,246.0,https://pypi.org/project/earthpy,5706.0,6988.0,https://anaconda.org/conda-forge/earthpy,2023-06-16 16:14:50.280,67956.0,,,,,3.0,,,,,,,,,,,,,,,
442,datalad,datalad/datalad,others,,https://github.com/datalad/datalad,https://github.com/datalad/datalad,,2013-11-01 19:40:08.000,2023-09-11 02:29:34.000000,2023-08-10 15:56:19,17006.0,66.0,103.0,26.0,3532.0,455.0,3368.0,451.0,"Keep code, data, containers under control with git and git-annex.",55.0,26,False,2023-08-10 15:56:23,0.19.3,98.0,datalad,conda-forge/datalad,,,,,,https://pypi.org/project/datalad,14298.0,24266.0,https://anaconda.org/conda-forge/datalad,2023-08-10 20:20:25.522,388785.0,,,,,3.0,,,,,,,,,,,,,,,
443,Neptune.ai,neptune-ai/neptune-client,ml-experiments,,https://github.com/neptune-ai/neptune-client,https://github.com/neptune-ai/neptune-client,Apache-2.0,2019-02-11 11:25:57.000,2023-09-14 10:03:08.000000,2023-09-13 12:51:01,1638.0,116.0,48.0,14.0,1250.0,19.0,194.0,407.0,The MLOps stack component for experiment tracking.,49.0,26,True,2023-09-14 07:06:52,1.7.0rc0,112.0,neptune-client,conda-forge/neptune-client,,,,,,https://pypi.org/project/neptune-client,576668.0,581941.0,https://anaconda.org/conda-forge/neptune-client,2023-09-06 15:00:56.038,210928.0,,,,,3.0,,,,,,,,,,,,,,,
444,scikit-surprise,NicolasHug/Surprise,recommender-systems,,https://github.com/NicolasHug/Surprise,https://github.com/NicolasHug/Surprise,BSD-3-Clause,2016-10-23 14:59:38.000,2023-06-16 16:08:26.431000,2023-01-27 13:12:44,652.0,,964.0,146.0,93.0,73.0,304.0,5940.0,A Python scikit for building and analyzing recommender systems.,45.0,25,True,,,8.0,scikit-surprise,conda-forge/scikit-surprise,,,,13.0,13.0,https://pypi.org/project/scikit-surprise,129889.0,134822.0,https://anaconda.org/conda-forge/scikit-surprise,2023-06-16 16:08:26.431,335467.0,,,,,2.0,,,,,,,,,,,,,,,
445,flashtext,vi3k6i5/flashtext,nlp,,https://github.com/vi3k6i5/flashtext,https://github.com/vi3k6i5/flashtext,MIT,2017-08-15 18:03:01.000,2023-06-16 19:20:49.106000,2020-05-03 07:13:22,108.0,,582.0,140.0,30.0,57.0,53.0,5442.0,Extract Keywords from sentence or Replace keywords in sentences.,7.0,25,False,,,1.0,flashtext,conda-forge/flashtext,,,,1317.0,1317.0,https://pypi.org/project/flashtext,921520.0,921977.0,https://anaconda.org/conda-forge/flashtext,2023-06-16 19:20:49.106,17388.0,,,,,3.0,,,,,,,,,,,,,,,
446,Edward,blei-lab/edward,probabilistics,,https://github.com/blei-lab/edward,https://github.com/blei-lab/edward,,2016-02-10 20:06:05.000,2019-10-22 20:30:48.000000,2018-07-25 01:28:08,1796.0,,748.0,277.0,437.0,186.0,328.0,4799.0,"A probabilistic programming language in TensorFlow. Deep generative models, variational inference.",87.0,25,False,2018-01-22 06:03:37,1.3.5,28.0,edward,,,,['tensorflow'],300.0,300.0,https://pypi.org/project/edward,207.0,207.0,,,,,,,,3.0,16.0,,,,,,,,,,,,,,
447,Image Deduplicator,idealo/imagededup,image,,https://github.com/idealo/imagededup,https://github.com/idealo/imagededup,Apache-2.0,2019-04-05 12:10:54.000,2023-09-02 01:51:06.000000,2023-04-28 16:55:30,521.0,,421.0,60.0,88.0,26.0,88.0,4683.0,Finding duplicate images made easy!.,15.0,25,True,2023-04-28 17:26:08,0.3.2,8.0,imagededup,,,,['tensorflow'],58.0,58.0,https://pypi.org/project/imagededup,1486.0,1486.0,,,,,,,,3.0,,,,,,,,,,,,,,,
448,DALI,NVIDIA/DALI,gpu-utilities,,https://github.com/NVIDIA/DALI,https://github.com/NVIDIA/DALI,Apache-2.0,2018-06-01 22:18:01.000,2023-09-13 23:23:39.000000,2023-09-12 12:58:03,3250.0,98.0,569.0,91.0,3585.0,238.0,1222.0,4596.0,A GPU-accelerated library containing highly optimized building blocks and an execution engine for data processing to..,87.0,25,True,2023-08-24 13:24:42,1.29.0,69.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,
449,Lucid,tensorflow/lucid,interpretability,,https://github.com/tensorflow/lucid,https://github.com/tensorflow/lucid,Apache-2.0,2018-01-25 17:41:44.000,2023-02-06 16:41:16.000000,2021-03-19 15:48:33,667.0,,612.0,160.0,130.0,75.0,101.0,4573.0,A collection of infrastructure and tools for research in neural network interpretability.,40.0,25,False,2021-03-19 15:59:35,0.3.10,15.0,lucid,,,,['tensorflow'],742.0,742.0,https://pypi.org/project/lucid,526.0,526.0,,,,,,,,3.0,,,,,,,,,,,,,,,
450,TensorTrade,tensortrade-org/tensortrade,financial-data,,https://github.com/tensortrade-org/tensortrade,https://github.com/tensortrade-org/tensortrade,Apache-2.0,2019-07-30 21:28:32.000,2023-06-16 19:25:40.006000,2022-08-23 22:54:23,1046.0,,945.0,240.0,214.0,47.0,198.0,4237.0,"An open source reinforcement learning framework for training, evaluating, and deploying robust trading agents.",61.0,25,False,2021-05-10 18:04:30,1.0.3,6.0,tensortrade,conda-forge/tensortrade,,,,49.0,49.0,https://pypi.org/project/tensortrade,441.0,544.0,https://anaconda.org/conda-forge/tensortrade,2023-06-16 19:25:40.006,3012.0,,,,,3.0,,,,,,,,,,,,,,,
451,vaderSentiment,cjhutto/vaderSentiment,nlp,,https://github.com/cjhutto/vaderSentiment,https://github.com/cjhutto/vaderSentiment,MIT,2014-11-17 16:31:45.000,2023-06-16 19:25:16.902000,2022-04-01 13:57:36,131.0,,951.0,144.0,30.0,40.0,77.0,4053.0,VADER Sentiment Analysis. VADER (Valence Aware Dictionary and sEntiment Reasoner) is a lexicon and rule-based..,11.0,25,False,2014-11-17 16:34:37,0.5,1.0,vadersentiment,conda-forge/vadersentiment,,,,7198.0,7198.0,https://pypi.org/project/vadersentiment,231304.0,231737.0,https://anaconda.org/conda-forge/vadersentiment,2023-06-16 19:25:16.902,13016.0,,,,,3.0,,,,,,,,,,,,,,,
452,Lasagne,Lasagne/Lasagne,ml-frameworks,,https://github.com/Lasagne/Lasagne,https://github.com/Lasagne/Lasagne,,2014-09-11 15:31:41.000,2022-03-26 02:58:32.000000,2019-11-20 20:28:30,1161.0,,924.0,219.0,408.0,115.0,402.0,3848.0,Lightweight library to build and train neural networks in Theano.,72.0,25,False,2015-08-13 21:00:09,0.1,1.0,lasagne,,,,,1007.0,1007.0,https://pypi.org/project/lasagne,1955.0,1955.0,,,,,,,,3.0,,,,,,,,,,,,,,,
453,OpenPrompt,thunlp/OpenPrompt,nlp,,https://github.com/thunlp/OpenPrompt,https://github.com/thunlp/OpenPrompt,Apache-2.0,2021-09-30 09:38:45.000,2023-05-31 10:01:38.000000,2023-05-06 14:09:10,264.0,,394.0,40.0,49.0,69.0,173.0,3739.0,An Open-Source Framework for Prompt-Learning.,22.0,25,True,2022-04-20 04:58:40,1.0.0,4.0,openprompt,,,,,72.0,72.0,https://pypi.org/project/openprompt,2339.0,2339.0,,,,,,,,3.0,,,,,,,,,,,,,,,
454,Chartify,spotify/chartify,data-viz,,https://github.com/spotify/chartify,https://github.com/spotify/chartify,Apache-2.0,2018-09-17 14:12:05.000,2023-08-23 08:49:31.000000,2023-08-23 08:47:21,208.0,1.0,299.0,86.0,90.0,43.0,31.0,3385.0,Python library that makes it easy for data scientists to create charts.,25.0,25,True,2023-08-23 08:49:31,4.0.4,24.0,chartify,conda-forge/chartify,,,,73.0,73.0,https://pypi.org/project/chartify,2286.0,2773.0,https://anaconda.org/conda-forge/chartify,2023-06-16 16:11:58.064,28290.0,,,,,3.0,,,,,,,,,,,,,,,
455,Hummingbird,microsoft/hummingbird,model-serialisation,,https://github.com/microsoft/hummingbird,https://github.com/microsoft/hummingbird,MIT,2020-03-12 20:27:03.000,2023-09-08 21:47:32.000000,2023-08-07 19:43:13,445.0,7.0,262.0,46.0,434.0,52.0,242.0,3211.0,Hummingbird compiles trained ML models into tensor computation for faster inference.,39.0,25,True,2023-07-12 16:55:59,0.4.9,22.0,hummingbird-ml,conda-forge/hummingbird-ml,,,,,,https://pypi.org/project/hummingbird-ml,8601.0,9738.0,https://anaconda.org/conda-forge/hummingbird-ml,2023-07-12 18:59:37.482,33904.0,,,,,3.0,288.0,,,,,,,,,,,,,,
456,RecBole,RUCAIBox/RecBole,recommender-systems,,https://github.com/RUCAIBox/RecBole,https://github.com/RUCAIBox/RecBole,MIT,2020-06-11 15:18:11.000,2023-09-13 11:45:24.000000,2023-08-30 06:33:19,4235.0,12.0,524.0,42.0,974.0,140.0,645.0,2819.0,"A unified, comprehensive and efficient recommendation library.",65.0,25,True,2022-10-05 02:45:00,1.1.1,9.0,recbole,aibox/recbole,,,['pytorch'],,,https://pypi.org/project/recbole,2602.0,2709.0,https://anaconda.org/aibox/recbole,2023-06-16 19:23:31.659,3670.0,,,,,2.0,,,,,,,,,,,,,,,
457,neuralcoref,huggingface/neuralcoref,nlp,,https://github.com/huggingface/neuralcoref,https://github.com/huggingface/neuralcoref,MIT,2017-07-03 13:04:16.000,2023-06-16 19:17:56.088000,2021-06-22 10:51:48,116.0,,468.0,101.0,49.0,56.0,253.0,2742.0,Fast Coreference Resolution in spaCy with Neural Networks.,21.0,25,False,2019-04-08 11:28:27,4.0.0,5.0,neuralcoref,conda-forge/neuralcoref,,,,661.0,661.0,https://pypi.org/project/neuralcoref,2698.0,3051.0,https://anaconda.org/conda-forge/neuralcoref,2023-06-16 19:17:56.088,14755.0,,,,,3.0,781.0,,,,,,,,,,,,,,
458,TF Ranking,tensorflow/ranking,recommender-systems,,https://github.com/tensorflow/ranking,https://github.com/tensorflow/ranking,Apache-2.0,2018-12-03 20:48:57.000,2023-06-07 20:30:52.000000,2023-06-03 05:02:19,540.0,,461.0,97.0,42.0,71.0,240.0,2665.0,Learning to Rank in TensorFlow.,32.0,25,True,2023-06-03 06:14:49,0.5.3,18.0,tensorflow_ranking,,,,['tensorflow'],,,https://pypi.org/project/tensorflow_ranking,101807.0,101807.0,,,,,,,,2.0,,,,,,,,,,,,,,,
459,Mars,mars-project/mars,others,,https://github.com/mars-project/mars,https://github.com/mars-project/mars,Apache-2.0,2018-12-05 16:04:03.000,2023-09-11 07:57:34.000000,2023-09-01 08:51:23,1295.0,2.0,310.0,94.0,2151.0,194.0,982.0,2638.0,"Mars is a tensor-based unified framework for large-scale data computation which scales numpy, pandas, scikit-learn and..",52.0,25,True,2023-01-10 09:30:53,0.10.0,100.0,pymars,,,,,,,https://pypi.org/project/pymars,109499.0,109499.0,,,,,,,,3.0,,,,,,,,,,,,,,,
460,HiPlot,facebookresearch/hiplot,data-viz,,https://github.com/facebookresearch/hiplot,https://github.com/facebookresearch/hiplot,MIT,2019-11-08 13:06:41.000,2023-07-19 07:53:13.000000,2023-07-19 07:40:10,212.0,8.0,126.0,30.0,196.0,12.0,73.0,2544.0,HiPlot makes understanding high dimensional data easy.,9.0,25,True,2021-11-04 14:24:43,0.1.32,35.0,hiplot,conda-forge/hiplot,,,,302.0,302.0,https://pypi.org/project/hiplot,25757.0,29421.0,https://anaconda.org/conda-forge/hiplot,2023-06-16 19:18:10.488,157560.0,,,,,3.0,,,,,,,,,,,,,,,
461,IB-insync,erdewit/ib_insync,financial-data,,https://github.com/erdewit/ib_insync,https://github.com/erdewit/ib_insync,BSD-2-Clause,2017-07-12 12:09:24.000,2023-09-01 16:05:58.000000,2023-09-01 16:05:55,759.0,32.0,576.0,176.0,71.0,15.0,518.0,2346.0,Python sync/async framework for Interactive Brokers API.,36.0,25,True,,,22.0,ib_insync,conda-forge/ib-insync,,,,,,https://pypi.org/project/ib_insync,28889.0,29600.0,https://anaconda.org/conda-forge/ib-insync,2023-06-16 16:16:07.159,35599.0,,,,,3.0,,,,,,,,,,,,,,,
462,TabNet,dreamquark-ai/tabnet,pytorch-utils,,https://github.com/dreamquark-ai/tabnet,https://github.com/dreamquark-ai/tabnet,MIT,2019-10-17 11:17:32.000,2023-09-13 03:00:45.000000,2023-07-23 14:42:27,191.0,5.0,435.0,36.0,236.0,17.0,260.0,2270.0,PyTorch implementation of TabNet paper : https://arxiv.org/pdf/1908.07442.pdf.,21.0,25,True,2023-07-23 13:34:05,4.1.0,17.0,pytorch-tabnet,conda-forge/pytorch-tabnet,,,['pytorch'],,,https://pypi.org/project/pytorch-tabnet,35726.0,35982.0,https://anaconda.org/conda-forge/pytorch-tabnet,2023-06-16 19:28:15.390,5390.0,,,,,2.0,,,,,,,,,,,,,,,
463,python_speech_features,jameslyons/python_speech_features,audio,,https://github.com/jameslyons/python_speech_features,https://github.com/jameslyons/python_speech_features,MIT,2013-10-31 02:42:08.000,2021-10-20 10:08:48.000000,2020-12-31 13:27:01,120.0,,603.0,91.0,29.0,20.0,51.0,2268.0,This library provides common speech features for ASR including MFCCs and filterbank energies.,19.0,25,False,2020-01-14 14:12:10,0.6.1,3.0,python_speech_features,,,,,407.0,407.0,https://pypi.org/project/python_speech_features,100970.0,100970.0,,,,,,,,3.0,,,,,,,,,,,,,,,
464,pytorch-nlp,PetrochukM/PyTorch-NLP,nlp,,https://github.com/PetrochukM/PyTorch-NLP,https://github.com/PetrochukM/PyTorch-NLP,BSD-3-Clause,2018-02-25 05:00:36.000,2023-07-04 21:11:26.000000,2023-07-04 21:11:26,451.0,4.0,257.0,58.0,56.0,19.0,50.0,2190.0,Basic Utilities for PyTorch Natural Language Processing (NLP).,18.0,25,True,2019-11-04 05:16:00,0.5.0,5.0,pytorch-nlp,,,,['pytorch'],564.0,564.0,https://pypi.org/project/pytorch-nlp,5934.0,5934.0,,,,,,,,3.0,,,,,,,,,,,,,,,
465,Hyperas,maxpumperla/hyperas,hyperopt,,https://github.com/maxpumperla/hyperas,https://github.com/maxpumperla/hyperas,MIT,2016-02-19 14:45:10.000,2023-01-05 06:02:49.000000,2023-01-05 06:02:49,213.0,,313.0,66.0,38.0,96.0,160.0,2164.0,Keras + Hyperopt: A very simple wrapper for convenient hyperparameter optimization.,22.0,25,True,,,,hyperas,,,,['tensorflow'],322.0,322.0,https://pypi.org/project/hyperas,11137.0,11137.0,,,,,,,,2.0,,,,,,,,,,,,,,,
466,lazypredict,shankarpandala/lazypredict,hyperopt,,https://github.com/shankarpandala/lazypredict,https://github.com/shankarpandala/lazypredict,MIT,2019-11-16 09:56:35.000,2023-06-16 19:27:14.287000,2022-09-28 17:12:28,249.0,,239.0,25.0,315.0,70.0,37.0,2117.0,Lazy Predict help build a lot of basic models without much code and helps understand which models works better without..,17.0,25,True,2022-09-28 06:56:26,0.2.10,2.0,lazypredict,conda-forge/lazypredict,,,['sklearn'],665.0,665.0,https://pypi.org/project/lazypredict,33612.0,33709.0,https://anaconda.org/conda-forge/lazypredict,2023-06-16 19:27:14.287,2442.0,,,,,2.0,,,,,,,,,,,,,,,
467,efficientnet,qubvel/efficientnet,tensorflow-utils,,https://github.com/qubvel/efficientnet,https://github.com/qubvel/efficientnet,Apache-2.0,2019-05-30 20:21:09.000,2023-06-16 19:23:39.686000,2021-07-16 09:03:20,66.0,,457.0,38.0,42.0,56.0,58.0,2034.0,Implementation of EfficientNet model. Keras and TensorFlow Keras.,10.0,25,False,2020-09-15 16:22:45,1.1.1,8.0,efficientnet,anaconda/efficientnet,,,['tensorflow'],1726.0,1726.0,https://pypi.org/project/efficientnet,45452.0,50291.0,https://anaconda.org/anaconda/efficientnet,2023-06-16 19:23:39.686,431.0,,,,,3.0,251052.0,,,,,,,,,,,,,,
468,Norfair,tryolabs/norfair,image,,https://github.com/tryolabs/norfair,https://github.com/tryolabs/norfair,BSD-3-Clause,2020-07-01 20:15:44.000,2023-09-12 11:08:58.000000,2023-05-15 21:21:45,660.0,,190.0,35.0,133.0,5.0,125.0,1922.0,Lightweight Python library for adding real-time multi-object tracking to any detector.,24.0,25,True,2023-01-04 21:22:30,2.2.0,13.0,norfair,,,,,130.0,130.0,https://pypi.org/project/norfair,6158.0,6165.0,,,,,,,,3.0,279.0,,,,,,,,,,,,,,
469,TensorFlow Privacy,tensorflow/privacy,privacy-ml,,https://github.com/tensorflow/privacy,https://github.com/tensorflow/privacy,Apache-2.0,2018-12-21 18:46:46.000,2023-09-13 14:56:51.000000,2023-09-13 14:56:42,831.0,24.0,410.0,62.0,289.0,78.0,91.0,1806.0,Library for training machine learning models with privacy for training data.,55.0,25,True,2023-06-28 19:58:57,0.8.10,15.0,tensorflow-privacy,,,,['tensorflow'],,,https://pypi.org/project/tensorflow-privacy,15841.0,15843.0,,,,,,,,2.0,118.0,,,,,,,,,,,,,,
470,Paddle Graph Learning,PaddlePaddle/PGL,graph,,https://github.com/PaddlePaddle/PGL,https://github.com/PaddlePaddle/PGL,Apache-2.0,2019-06-11 03:23:28.000,2023-08-04 02:52:06.000000,2023-08-04 02:52:06,1364.0,2.0,304.0,28.0,368.0,73.0,120.0,1539.0,Paddle Graph Learning (PGL) is an efficient and flexible graph learning framework based on PaddlePaddle.,31.0,25,True,2023-05-18 06:27:52,2.2.5,10.0,pgl,,,,['paddle'],45.0,45.0,https://pypi.org/project/pgl,571.0,571.0,,,,,,,,2.0,,,,,,,,,,,,,,,
471,sense2vec,explosion/sense2vec,nlp,,https://github.com/explosion/sense2vec,https://github.com/explosion/sense2vec,MIT,2016-01-23 22:15:49.000,2023-06-16 16:17:11.586000,2023-04-20 14:53:46,460.0,,232.0,51.0,48.0,20.0,91.0,1531.0,Contextually-keyed word vectors.,19.0,25,True,2023-04-17 13:11:14,2.0.2,18.0,sense2vec,conda-forge/sense2vec,,,,283.0,283.0,https://pypi.org/project/sense2vec,1824.0,3431.0,https://anaconda.org/conda-forge/sense2vec,2023-06-16 16:17:11.586,34370.0,,,,,3.0,57976.0,,,,,,,,,,,,,,
472,fklearn,nubank/fklearn,ml-frameworks,,https://github.com/nubank/fklearn,https://github.com/nubank/fklearn,Apache-2.0,2019-02-27 14:32:57.000,2023-08-24 17:27:15.000000,2023-04-11 16:36:03,155.0,,159.0,99.0,183.0,26.0,24.0,1456.0,fklearn: Functional Machine Learning.,52.0,25,True,2023-04-12 12:55:38,2.3.1,28.0,fklearn,,,,,13.0,13.0,https://pypi.org/project/fklearn,2043.0,2043.0,,,,,,,,3.0,,,,,,,,,,,,,,,
473,gplearn,trevorstephens/gplearn,others,,https://github.com/trevorstephens/gplearn,https://github.com/trevorstephens/gplearn,BSD-3-Clause,2015-03-26 01:01:14.000,2023-08-12 06:34:31.000000,2023-08-12 06:34:27,161.0,2.0,247.0,50.0,86.0,20.0,188.0,1409.0,"Genetic Programming in Python, with a scikit-learn inspired API.",10.0,25,True,2022-05-03 10:56:08,0.4.2,2.0,gplearn,conda-forge/gplearn,,,['sklearn'],434.0,434.0,https://pypi.org/project/gplearn,4726.0,4879.0,https://anaconda.org/conda-forge/gplearn,2023-06-16 19:20:25.471,5996.0,,,,,3.0,,,,,,,,,,,,,,,
474,Optimus,hi-primus/optimus,data-pipelines,,https://github.com/hi-primus/optimus,https://github.com/hi-primus/optimus,Apache-2.0,2017-07-13 02:31:18.000,2023-09-04 14:09:14.000000,2023-05-19 04:32:00,6411.0,,226.0,39.0,1037.0,7.0,209.0,1404.0,"Agile Data Preparation Workflows madeeasy with Pandas, Dask, cuDF, Dask-cuDF, Vaex and PySpark.",24.0,25,True,2020-07-19 03:05:40,2.2.32,87.0,optimuspyspark,,,,['spark'],,,https://pypi.org/project/optimuspyspark,9122.0,9122.0,,,,,,,,3.0,,,,,,,,,,,,,,,
475,PySAL,pysal/pysal,geospatial-data,,https://github.com/pysal/pysal,https://github.com/pysal/pysal,BSD-3-Clause,2013-02-19 17:27:42.000,2023-09-05 02:08:04.000000,2023-09-05 02:07:57,4200.0,4.0,274.0,85.0,638.0,14.0,604.0,1186.0,PySAL: Python Spatial Analysis Library Meta-Package.,78.0,25,True,2023-08-01 02:38:24,23.07,28.0,pysal,conda-forge/pysal,,,,,,https://pypi.org/project/pysal,21646.0,27644.0,https://anaconda.org/conda-forge/pysal,2023-06-16 13:25:31.155,515892.0,,,,,3.0,,,,,,,,,,,,,,,
476,Streamz,python-streamz/streamz,time-series-data,,https://github.com/python-streamz/streamz,https://github.com/python-streamz/streamz,BSD-3-Clause,2017-04-04 21:45:49.000,2023-06-16 13:22:22.238000,2022-12-22 14:52:10,805.0,,142.0,37.0,214.0,104.0,152.0,1181.0,Real-time stream processing for python.,48.0,25,True,,,16.0,streamz,conda-forge/streamz,,,,420.0,420.0,https://pypi.org/project/streamz,19129.0,29148.0,https://anaconda.org/conda-forge/streamz,2023-06-16 13:22:22.238,721398.0,,,,,3.0,,,,,,,,,,,,,,,
477,Madmom,CPJKU/madmom,audio,,https://github.com/CPJKU/madmom,https://github.com/CPJKU/madmom,,2015-09-08 08:19:06.000,2023-09-10 06:54:58.000000,2023-09-10 06:51:22,1752.0,6.0,178.0,42.0,254.0,50.0,211.0,1137.0,Python audio and music signal processing library.,20.0,25,False,2018-11-14 14:57:41,0.16.1,10.0,madmom,,,,,364.0,364.0,https://pypi.org/project/madmom,2842.0,2842.0,,,,,,,,3.0,,,,,,,,,,,,,,,
478,Prince,MaxHalford/prince,others,,https://github.com/MaxHalford/prince,https://github.com/MaxHalford/prince,MIT,2016-10-22 12:36:06.000,2023-09-12 21:13:07.000000,2023-09-12 21:13:02,378.0,11.0,169.0,24.0,30.0,3.0,127.0,1071.0,"Multivariate exploratory data analysis in Python PCA, CA, MCA, MFA, FAMD, GPA.",16.0,25,True,,,5.0,prince,conda-forge/prince-factor-analysis,,,['sklearn'],408.0,408.0,https://pypi.org/project/prince,50237.0,50604.0,https://anaconda.org/conda-forge/prince-factor-analysis,2023-06-16 16:19:02.748,16888.0,,,,,3.0,,,,,,,,,,,,,,,
479,scikit-lego,koaning/scikit-lego,sklearn-utils,,https://github.com/koaning/scikit-lego,https://github.com/koaning/scikit-lego,MIT,2019-01-21 15:30:15.000,2023-09-08 07:30:45.000000,2023-07-18 19:07:12,454.0,1.0,101.0,22.0,302.0,30.0,244.0,1055.0,Extra blocks for scikit-learn pipelines.,58.0,25,True,2023-07-18 19:07:59,0.6.15,33.0,scikit-lego,conda-forge/scikit-lego,,,['sklearn'],111.0,111.0,https://pypi.org/project/scikit-lego,35488.0,36555.0,https://anaconda.org/conda-forge/scikit-lego,2023-07-19 07:17:55.286,42685.0,,,,,2.0,,,,,,,,,,,,,,,
480,Submit it,facebookincubator/submitit,distributed-ml,,https://github.com/facebookincubator/submitit,https://github.com/facebookincubator/submitit,MIT,2020-04-24 07:41:09.000,2023-08-16 14:00:45.000000,2023-08-16 14:00:41,129.0,2.0,105.0,22.0,92.0,27.0,71.0,940.0,Python 3.6+ toolbox for submitting jobs to Slurm.,23.0,25,True,2021-02-01 10:18:48,1.2.0,7.0,submitit,conda-forge/submitit,,,,1565.0,1565.0,https://pypi.org/project/submitit,156149.0,156929.0,https://anaconda.org/conda-forge/submitit,2023-06-16 19:21:24.805,28875.0,,,,,3.0,,,,,,,,,,,,,,,
481,Guild AI,guildai/guildai,ml-experiments,,https://github.com/guildai/guildai,https://github.com/guildai/guildai,Apache-2.0,2017-09-27 18:57:50.000,2023-08-14 08:41:19.000000,2023-08-12 20:19:05,5777.0,91.0,77.0,14.0,77.0,217.0,218.0,816.0,"Experiment tracking, ML developer tools.",29.0,25,True,2022-05-11 01:13:36,0.8.1,2.0,guildai,,,,,82.0,82.0,https://pypi.org/project/guildai,886.0,886.0,,,,,,,,3.0,14.0,,,,,,,,,,,,,,
482,mahotas,luispedro/mahotas,image,,https://github.com/luispedro/mahotas,https://github.com/luispedro/mahotas,,2010-01-31 00:13:06.000,2023-07-26 22:41:29.989000,2023-06-09 22:11:37,1299.0,,147.0,49.0,56.0,21.0,65.0,811.0,Computer Vision in Python.,34.0,25,False,2022-06-28 14:25:55,1.4.13,10.0,mahotas,conda-forge/mahotas,,,,1108.0,1108.0,https://pypi.org/project/mahotas,8902.0,18754.0,https://anaconda.org/conda-forge/mahotas,2023-07-26 22:41:29.989,384258.0,,,,,3.0,,,,,,,,,,,,,,,
483,dstack,dstackai/dstack,others,,https://github.com/dstackai/dstack,https://github.com/dstackai/dstack,MPL-2.0,2022-01-04 10:29:46.000,2023-09-14 11:37:52.000000,2023-09-13 09:07:56,1236.0,231.0,47.0,13.0,310.0,8.0,367.0,789.0,dstack is an open-source toolkit for orchestrating LLM workloads in any cloud. It provides a cloud-agnostic interface..,13.0,25,True,2023-08-31 16:19:24,0.11.1,29.0,dstack,,,,,12.0,12.0,https://pypi.org/project/dstack,1047.0,1047.0,,,,,,,,3.0,,,,,,,14.0,,,,,,,,
484,Baal,ElementAI/baal,probabilistics,,https://github.com/baal-org/baal,https://github.com/baal-org/baal,Apache-2.0,2019-09-30 20:16:26.000,2023-09-13 13:47:03.000000,2023-09-13 13:47:03,214.0,13.0,80.0,21.0,151.0,24.0,79.0,779.0,Library to enable Bayesian active learning in your research or labeling work.,21.0,25,True,2023-07-13 22:01:29,1.8.0,12.0,baal,conda-forge/baal,,,,51.0,51.0,https://pypi.org/project/baal,1003.0,1218.0,https://anaconda.org/conda-forge/baal,2023-06-12 15:14:19.747,6903.0,,,,,3.0,,,baal-org/baal,,,,,,,,,,,,
485,pySBD,nipunsadvilkar/pySBD,nlp,,https://github.com/nipunsadvilkar/pySBD,https://github.com/nipunsadvilkar/pySBD,MIT,2017-06-11 06:15:20.000,2023-08-27 04:36:31.000000,2021-02-11 16:40:18,279.0,,69.0,12.0,48.0,19.0,52.0,647.0,pySBD (Python Sentence Boundary Disambiguation) is a rule-based sentence boundary detection that works out-of-the-box.,7.0,25,False,2021-02-11 16:42:37,0.3.4,15.0,pysbd,conda-forge/pysbd,,,,879.0,879.0,https://pypi.org/project/pysbd,156041.0,156230.0,https://anaconda.org/conda-forge/pysbd,2023-06-16 19:27:37.870,4363.0,,,,,3.0,,,,,,,,,,,,,,,
486,quinn,MrPowers/quinn,ml-experiments,,https://github.com/MrPowers/quinn,https://github.com/MrPowers/quinn,,2017-09-15 13:02:42.000,2023-09-04 15:38:12.000000,2023-09-04 15:37:03,153.0,13.0,71.0,22.0,50.0,30.0,32.0,508.0,pyspark methods to enhance developer productivity.,21.0,25,False,2023-02-17 21:55:30,0.10.0,2.0,quinn,,,,['spark'],69.0,69.0,https://pypi.org/project/quinn,844408.0,844408.0,,,,,,,,3.0,9.0,,,,,,,,,,,,,,
