,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_monthly_downloads,trending,brew_id,apt_id,yum_id,updated_github_id,maven_id,maven_url,snap_id,dnf_id,yay_id
350,shapash,MAIF/shapash,interpretability,,https://github.com/MAIF/shapash,https://github.com/MAIF/shapash,Apache-2.0,2020-04-29 07:34:23.000,2023-06-09 13:36:08.000000,2023-05-09 14:57:30,1417.0,16.0,268.0,40.0,287.0,23.0,132.0,2211.0,Shapash: User-friendly Explainability and Interpretability to Develop Reliable and Transparent Machine Learning Models.,35.0,28,True,2023-05-09 15:32:32,2.3.4,26.0,shapash,,,,['jupyter'],113.0,113.0,https://pypi.org/project/shapash,6738.0,6738.0,,,,,,,,2.0,,,,,,,,,,,,,,,
351,pygraphistry,graphistry/pygraphistry,graph,,https://github.com/graphistry/pygraphistry,https://github.com/graphistry/pygraphistry,BSD-3-Clause,2015-06-02 20:28:42.000,2023-06-16 09:47:07.000000,2023-05-04 00:22:15,1284.0,116.0,189.0,49.0,211.0,134.0,144.0,1864.0,"PyGraphistry is a Python library to quickly load, shape, embed, and explore big graphs with the GPU-accelerated..",37.0,28,True,2020-08-31 21:05:46,0.11.8,5.0,graphistry,,,,['jupyter'],93.0,93.0,https://pypi.org/project/graphistry,2589.0,2589.0,,,,,,,,2.0,,,,,,,,,,,,,,,
352,explainerdashboard,oegedijk/explainerdashboard,interpretability,,https://github.com/oegedijk/explainerdashboard,https://github.com/oegedijk/explainerdashboard,MIT,2019-10-30 08:26:16.000,2023-06-16 19:23:52.178000,2023-05-09 20:45:56,1324.0,5.0,239.0,22.0,41.0,20.0,191.0,1844.0,Quickly build Explainable AI dashboards that show the inner workings of so-called blackbox machine learning models.,19.0,28,True,2023-05-04 07:26:58,0.4.2.2,75.0,explainerdashboard,conda-forge/explainerdashboard,,,,314.0,314.0,https://pypi.org/project/explainerdashboard,42215.0,43408.0,https://anaconda.org/conda-forge/explainerdashboard,2023-06-16 19:23:52.178,35790.0,,,,,2.0,,,,,,,,,,,,,,,
353,tesserocr,sirfz/tesserocr,ocr,,https://github.com/sirfz/tesserocr,https://github.com/sirfz/tesserocr,MIT,2015-12-17 23:29:36.000,2023-06-16 16:18:15.161000,2023-04-16 18:18:45,185.0,1.0,241.0,55.0,65.0,74.0,179.0,1797.0,A Python wrapper for the tesseract-ocr API.,29.0,28,True,2023-03-14 12:53:23,2.6.0,14.0,tesserocr,conda-forge/tesserocr,,,,843.0,843.0,https://pypi.org/project/tesserocr,41356.0,43981.0,https://anaconda.org/conda-forge/tesserocr,2023-06-16 16:18:15.161,115521.0,,,,,2.0,,,,,,,,,,,,,,,
354,Elephas,maxpumperla/elephas,distributed-ml,,https://github.com/maxpumperla/elephas,https://github.com/maxpumperla/elephas,MIT,2015-08-13 12:09:19.000,2023-06-16 16:16:35.554000,2022-08-31 01:52:51,509.0,,303.0,104.0,49.0,7.0,151.0,1563.0,Distributed Deep learning with Keras & Spark.,27.0,28,True,2022-09-01 11:59:24,3.2.0,10.0,elephas,conda-forge/elephas,,,"['keras', 'spark']",71.0,71.0,https://pypi.org/project/elephas,72590.0,72853.0,https://anaconda.org/conda-forge/elephas,2023-06-16 16:16:35.554,12128.0,,,,,2.0,,,,,,,,,,,,,,,
355,ViZDoom,mwydmuch/ViZDoom,reinforcement-learning,,https://github.com/Farama-Foundation/ViZDoom,https://github.com/Farama-Foundation/ViZDoom,,2015-06-26 18:38:23.000,2023-06-19 17:12:52.000000,2023-06-19 15:27:54,1664.0,42.0,360.0,58.0,91.0,50.0,403.0,1553.0,Reinforcement Learning environments based on the 1993 game Doom.,52.0,28,False,2023-05-12 10:16:57,1.2.0,26.0,vizdoom,,,,,191.0,191.0,https://pypi.org/project/vizdoom,1231.0,1365.0,,,,,,,,2.0,11681.0,,,,,,,,,Farama-Foundation/ViZDoom,,,,,
356,audiomentations,iver56/audiomentations,audio,,https://github.com/iver56/audiomentations,https://github.com/iver56/audiomentations,MIT,2019-02-12 16:36:24.000,2023-06-21 07:40:31.000000,2023-06-21 07:40:30,1016.0,59.0,164.0,20.0,129.0,36.0,118.0,1413.0,A Python library for audio data augmentation. Inspired by albumentations. Useful for machine learning.,24.0,28,True,2023-06-21 07:28:24,0.31.0,32.0,audiomentations,,,,,290.0,290.0,https://pypi.org/project/audiomentations,5803.0,5803.0,,,,,,,,2.0,,,,,,,,,,,,,,,
357,tensorly,tensorly/tensorly,others,,https://github.com/tensorly/tensorly,https://github.com/tensorly/tensorly,,2016-10-21 23:14:52.000,2023-06-16 16:08:38.154000,2023-06-01 14:04:59,1772.0,7.0,263.0,44.0,251.0,52.0,184.0,1408.0,TensorLy: Tensor Learning in Python.,62.0,28,False,2023-01-15 00:40:26,0.8.0,8.0,tensorly,conda-forge/tensorly,,,,429.0,429.0,https://pypi.org/project/tensorly,12174.0,18077.0,https://anaconda.org/conda-forge/tensorly,2023-06-16 16:08:38.154,360099.0,,,,,2.0,,,,,,,,,,,,,,,
358,pycm,sepandhaghighi/pycm,others,,https://github.com/sepandhaghighi/pycm,https://github.com/sepandhaghighi/pycm,MIT,2018-01-22 19:46:54.000,2023-06-21 11:53:58.000000,2023-06-07 07:35:59,3033.0,13.0,116.0,38.0,318.0,8.0,186.0,1384.0,Multi-class confusion matrix library in Python.,17.0,28,True,2023-06-07 14:06:28,4.0,43.0,pycm,,,,,226.0,226.0,https://pypi.org/project/pycm,36152.0,36152.0,,,,,,,,2.0,,,,,,,,,,,,,,,
359,pingouin,raphaelvallat/pingouin,probabilistics,,https://github.com/raphaelvallat/pingouin,https://github.com/raphaelvallat/pingouin,GPL-3.0,2018-04-01 01:10:22.000,2023-06-16 16:12:34.261000,2023-06-04 12:33:17,1222.0,2.0,127.0,31.0,91.0,33.0,226.0,1361.0,Statistical package in Python based on Pandas.,42.0,28,False,2022-12-29 22:57:18,0.5.3,38.0,pingouin,conda-forge/pingouin,,,,1314.0,1314.0,https://pypi.org/project/pingouin,66496.0,68302.0,https://anaconda.org/conda-forge/pingouin,2023-06-16 16:12:34.261,97571.0,,,,,3.0,,,,,,,,,,,,,,,
360,kmodes,nicodv/kmodes,others,,https://github.com/nicodv/kmodes,https://github.com/nicodv/kmodes,MIT,2013-08-01 11:54:40.000,2023-06-16 19:18:39.600000,2023-04-20 04:36:19,526.0,2.0,396.0,51.0,37.0,16.0,138.0,1154.0,"Python implementations of the k-modes and k-prototypes clustering algorithms, for clustering categorical data.",22.0,28,True,2022-09-06 19:52:23,0.12.2,11.0,kmodes,conda-forge/kmodes,,,,2086.0,2086.0,https://pypi.org/project/kmodes,193443.0,194257.0,https://anaconda.org/conda-forge/kmodes,2023-06-16 19:18:39.600,30964.0,,,,,2.0,,,,,,,,,,,,,,,
361,pyclustering,annoviko/pyclustering,others,,https://github.com/annoviko/pyclustering,https://github.com/annoviko/pyclustering,BSD-3-Clause,2014-02-25 18:59:03.000,2023-06-16 16:20:28.705000,2021-02-12 19:04:59,2079.0,,238.0,40.0,36.0,65.0,590.0,1078.0,"pyclustering is a Python, C++ data mining library.",26.0,28,False,2020-11-25 22:33:07,0.10.1.2,18.0,pyclustering,conda-forge/pyclustering,,,,498.0,498.0,https://pypi.org/project/pyclustering,63776.0,65081.0,https://anaconda.org/conda-forge/pyclustering,2023-06-16 16:20:28.705,54619.0,,,,,2.0,452.0,,,,,,,,,,,,,,
362,Sentinelsat,sentinelsat/sentinelsat,geospatial-data,,https://github.com/sentinelsat/sentinelsat,https://github.com/sentinelsat/sentinelsat,GPL-3.0,2015-05-22 20:32:26.000,2023-06-16 19:22:55.678000,2023-03-10 19:47:48,1140.0,,213.0,59.0,244.0,19.0,333.0,893.0,Search and download Copernicus Sentinel satellite images.,43.0,28,False,2023-03-10 17:50:22,1.2.1,13.0,sentinelsat,conda-forge/sentinelsat,,,,449.0,449.0,https://pypi.org/project/sentinelsat,32342.0,33018.0,https://anaconda.org/conda-forge/sentinelsat,2023-06-16 19:22:55.678,21551.0,,,,,3.0,257.0,,,,,,,,,,,,,,
363,patsy,pydata/patsy,probabilistics,,https://github.com/pydata/patsy,https://github.com/pydata/patsy,,2012-07-10 12:30:06.000,2023-06-16 13:22:54.711000,2022-10-09 20:27:52,544.0,,93.0,31.0,54.0,65.0,73.0,888.0,Describing statistical models in Python using symbolic formulas.,17.0,28,False,2022-10-09 20:34:35,0.5.3,10.0,patsy,conda-forge/patsy,,,,74173.0,74173.0,https://pypi.org/project/patsy,9579940.0,9680036.0,https://anaconda.org/conda-forge/patsy,2023-06-16 13:22:54.711,8207911.0,,,,,3.0,,,,,,,,,,,,,,,
364,dask-ml,dask/dask-ml,distributed-ml,,https://github.com/dask/dask-ml,https://github.com/dask/dask-ml,BSD-3-Clause,2017-06-15 15:56:06.000,2023-06-16 13:24:06.152000,2023-03-24 22:04:13,811.0,1.0,234.0,43.0,501.0,220.0,250.0,853.0,Scalable Machine Learning with Dask.,77.0,28,True,2023-03-24 22:04:58,2023.3.24,28.0,dask-ml,conda-forge/dask-ml,,,,827.0,827.0,https://pypi.org/project/dask-ml,170819.0,181566.0,https://anaconda.org/conda-forge/dask-ml,2023-06-16 13:24:06.152,730831.0,,,,,2.0,,,,,,,,,,,,,,,
365,data-validation,tensorflow/data-validation,data-viz,,https://github.com/tensorflow/data-validation,https://github.com/tensorflow/data-validation,Apache-2.0,2018-07-02 15:47:02.000,2023-06-20 20:33:26.000000,2023-06-20 20:33:25,907.0,19.0,147.0,47.0,80.0,23.0,138.0,721.0,Library for exploring and validating machine learning data.,25.0,28,True,2023-04-14 17:05:11,1.13.0,42.0,tensorflow-data-validation,,,,"['tensorflow', 'jupyter']",701.0,701.0,https://pypi.org/project/tensorflow-data-validation,341729.0,341736.0,,,,,,,,3.0,452.0,,,,,,,,,,,,,,
366,ml-metadata,google/ml-metadata,ml-experiments,,https://github.com/google/ml-metadata,https://github.com/google/ml-metadata,Apache-2.0,2019-01-15 21:02:09.000,2023-06-20 18:15:15.000000,2023-06-20 18:15:13,763.0,54.0,108.0,28.0,80.0,25.0,72.0,542.0,For recording and retrieving metadata associated with ML developer and data scientist workflows.,17.0,28,True,2023-04-12 21:00:26,1.13.1,36.0,ml-metadata,,,,,334.0,334.0,https://pypi.org/project/ml-metadata,227324.0,227364.0,,,,,,,,2.0,2046.0,,,,,,,,,,,,,,
367,GeoViews,holoviz/geoviews,geospatial-data,,https://github.com/holoviz/geoviews,https://github.com/holoviz/geoviews,BSD-3-Clause,2016-04-19 16:27:01.000,2023-06-22 08:02:03.000000,2023-06-22 08:02:01,759.0,35.0,69.0,28.0,331.0,103.0,217.0,488.0,"Simple, concise geographical visualization in Python.",28.0,28,True,2023-05-25 11:28:27,1.10.0,29.0,geoviews,conda-forge/geoviews,,,,701.0,701.0,https://pypi.org/project/geoviews,5982.0,8771.0,https://anaconda.org/conda-forge/geoviews,2023-06-16 16:08:46.610,175750.0,,,,,3.0,,,,,,,,,,,,,,,
368,audioread,beetbox/audioread,audio,,https://github.com/beetbox/audioread,https://github.com/beetbox/audioread,MIT,2011-11-08 19:53:18.000,2023-06-16 13:18:56.097000,2022-11-18 23:21:14,272.0,,102.0,24.0,49.0,33.0,52.0,441.0,cross-library (GStreamer + Core Audio + MAD + FFmpeg) audio decoding for Python.,23.0,28,True,,,6.0,audioread,conda-forge/audioread,,,,13625.0,13625.0,https://pypi.org/project/audioread,1608197.0,1616160.0,https://anaconda.org/conda-forge/audioread,2023-06-16 13:18:56.097,660991.0,,,,,2.0,,,,,,,,,,,,,,,
369,Ciphey,Ciphey/Ciphey,nlp,,https://github.com/Ciphey/Ciphey,https://github.com/Ciphey/Ciphey,MIT,2019-07-16 20:20:39.000,2023-05-30 18:01:25.000000,2022-12-05 17:31:41,1886.0,,801.0,219.0,450.0,46.0,259.0,13576.0,"Automatically decrypt encryptions without knowing the key or cipher, decode encodings, and crack hashes.",47.0,27,True,2021-06-06 17:14:16,5.14.0,29.0,ciphey,,remnux/ciphey,,,,,https://pypi.org/project/ciphey,32826.0,33235.0,,,,https://hub.docker.com/r/remnux/ciphey,2023-03-10 03:01:44.209724,14.0,19247.0,2.0,,,,,,,,,,,,,,,
370,GluonCV,dmlc/gluon-cv,image,,https://github.com/dmlc/gluon-cv,https://github.com/dmlc/gluon-cv,Apache-2.0,2018-02-26 01:33:21.000,2023-01-19 00:37:33.000000,2023-01-19 00:37:33,900.0,,1181.0,154.0,950.0,42.0,778.0,5579.0,Gluon CV Toolkit.,118.0,27,True,2021-03-09 00:20:06,0.10.0,10.0,gluoncv,,,,['mxnet'],,,https://pypi.org/project/gluoncv,460988.0,460988.0,,,,,,,,3.0,,,,,,,,,,,,,,,
371,FATE,FederatedAI/FATE,privacy-ml,,https://github.com/FederatedAI/FATE,https://github.com/FederatedAI/FATE,Apache-2.0,2019-01-24 10:32:43.000,2023-06-21 10:57:26.000000,2023-06-14 07:01:38,11504.0,157.0,1469.0,140.0,3157.0,748.0,979.0,5066.0,An Industrial Grade Federated Learning Framework.,92.0,27,True,2023-06-02 10:06:56,1.11.2,44.0,ETAF,,,,,,,https://pypi.org/project/ETAF,27.0,27.0,,,,,,,,2.0,,,,,,,,,,,,,,,
372,Tesseract,madmaze/pytesseract,ocr,,https://github.com/madmaze/pytesseract,https://github.com/madmaze/pytesseract,Apache-2.0,2010-10-27 23:02:49.000,2023-06-20 00:56:56.000000,2023-06-16 19:21:13,532.0,11.0,647.0,109.0,155.0,29.0,307.0,4899.0,Python-tesseract is an optical character recognition (OCR) tool for python.,42.0,27,True,2022-03-14 19:28:46,0.3.10,23.0,pytesseract,conda-forge/pytesseract,,,,,,https://pypi.org/project/pytesseract,945514.0,957618.0,https://anaconda.org/conda-forge/pytesseract,2023-06-16 16:15:55.452,568903.0,,,,,3.0,,,,,,,,,,,,,,,
373,TensorTrade,tensortrade-org/tensortrade,financial-data,,https://github.com/tensortrade-org/tensortrade,https://github.com/tensortrade-org/tensortrade,Apache-2.0,2019-07-30 21:28:32.000,2023-06-16 19:25:40.006000,2022-08-23 22:54:23,1046.0,,937.0,239.0,214.0,46.0,198.0,4202.0,"An open source reinforcement learning framework for training, evaluating, and deploying robust trading agents.",61.0,27,True,2021-05-10 18:04:30,1.0.3,6.0,tensortrade,conda-forge/tensortrade,,,,46.0,46.0,https://pypi.org/project/tensortrade,1108.0,1213.0,https://anaconda.org/conda-forge/tensortrade,2023-06-16 19:25:40.006,2744.0,,,,,2.0,,,,,,,,,,,,,,,
374,Acme,deepmind/acme,reinforcement-learning,,https://github.com/deepmind/acme,https://github.com/deepmind/acme,Apache-2.0,2020-05-01 09:18:12.000,2023-06-21 13:57:12.000000,2023-06-13 15:37:14,1177.0,3.0,386.0,82.0,52.0,50.0,199.0,3135.0,A library of reinforcement learning components and agents.,83.0,27,True,2022-02-10 06:52:01,0.4.0,12.0,dm-acme,conda-forge/dm-acme,,,['tensorflow'],147.0,147.0,https://pypi.org/project/dm-acme,2853.0,3071.0,https://anaconda.org/conda-forge/dm-acme,2023-06-16 19:23:44.096,6771.0,,,,,2.0,,,,,,,,,,,,,,,
375,ploomber,ploomber/ploomber,data-pipelines,,https://github.com/ploomber/ploomber,https://github.com/ploomber/ploomber,Apache-2.0,2020-01-20 20:13:06.000,2023-06-21 22:49:12.000000,2023-06-21 22:49:09,3012.0,22.0,207.0,28.0,271.0,97.0,747.0,3093.0,"The fastest way to build data pipelines. Develop iteratively, deploy anywhere.",73.0,27,True,,,67.0,ploomber,conda-forge/ploomber,,,,82.0,82.0,https://pypi.org/project/ploomber,4786.0,7488.0,https://anaconda.org/conda-forge/ploomber,2023-06-02 04:46:56.471,64866.0,,,,,3.0,,,,,,,,,,,,,,,
376,Porcupine,Picovoice/Porcupine,audio,,https://github.com/Picovoice/porcupine,https://github.com/Picovoice/porcupine,Apache-2.0,2018-03-08 01:55:25.000,2023-06-21 21:36:59.000000,2023-06-21 21:36:59,1023.0,66.0,424.0,61.0,550.0,,461.0,3049.0,On-device wake word detection powered by deep learning.,35.0,27,True,2023-04-13 00:20:36,2.2,13.0,pvporcupine,,,,,19.0,19.0,https://pypi.org/project/pvporcupine,3509.0,3509.0,,,,,,,,3.0,,,,,,,,,,,,,,,
377,SHOGUN,shogun-toolbox/shogun,ml-frameworks,,https://github.com/shogun-toolbox/shogun,https://github.com/shogun-toolbox/shogun,BSD-3-Clause,2011-04-01 10:44:32.000,2023-06-16 13:22:38.816000,2020-12-08 16:56:38,17588.0,,1021.0,218.0,3648.0,418.0,1108.0,2951.0,Unified and efficient Machine Learning.,248.0,27,False,2019-07-05 10:23:31,shogun_6.1.4,10.0,,conda-forge/shogun,shogun/shogun,,,,,,,1788.0,https://anaconda.org/conda-forge/shogun,2023-06-16 13:22:38.816,126295.0,https://hub.docker.com/r/shogun/shogun,2019-01-31 13:45:10.435327,1.0,1501.0,3.0,,,,,,,shogun,,,,,,,,
378,Cufflinks,santosjorge/cufflinks,data-viz,,https://github.com/santosjorge/cufflinks,https://github.com/santosjorge/cufflinks,MIT,2014-11-19 20:59:33.000,2022-02-11 16:25:24.000000,2021-02-25 05:05:09,452.0,,639.0,110.0,73.0,88.0,123.0,2829.0,Productivity Tools for Plotly + Pandas.,38.0,27,False,,,,cufflinks,,,,['pandas'],8558.0,8558.0,https://pypi.org/project/cufflinks,111846.0,111846.0,,,,,,,,3.0,,,,,,,,,,,,,,,
379,vidgear,abhiTronix/vidgear,image,,https://github.com/abhiTronix/vidgear,https://github.com/abhiTronix/vidgear,Apache-2.0,2019-03-17 02:42:42.000,2023-06-14 20:20:45.000000,2023-01-26 03:44:01,995.0,,221.0,62.0,102.0,7.0,250.0,2819.0,A High-performance cross-platform Video Processing Python framework powerpacked with unique trailblazing features.,13.0,27,True,2023-01-26 04:30:59,idgear-0.3.0,19.0,vidgear,,,,,412.0,412.0,https://pypi.org/project/vidgear,8771.0,8787.0,,,,,,,,3.0,849.0,,,,,,,,,,,,,,
380,Alphalens,quantopian/alphalens,financial-data,,https://github.com/quantopian/alphalens,https://github.com/quantopian/alphalens,Apache-2.0,2016-06-03 21:49:15.000,2023-06-16 16:09:06.563000,2020-04-27 18:40:41,522.0,,949.0,166.0,214.0,38.0,146.0,2701.0,Performance analysis of predictive (alpha) stock factors.,25.0,27,False,2020-04-30 15:42:52,0.4.0,10.0,alphalens,conda-forge/alphalens,,,,628.0,628.0,https://pypi.org/project/alphalens,3143.0,3436.0,https://anaconda.org/conda-forge/alphalens,2023-06-16 16:09:06.563,18786.0,,,,,2.0,,,,,,,,,,,,,,,
381,mljar-supervised,mljar/mljar-supervised,hyperopt,,https://github.com/mljar/mljar-supervised,https://github.com/mljar/mljar-supervised,MIT,2018-11-05 12:58:04.000,2023-06-21 13:11:10.000000,2023-05-16 12:39:34,1022.0,3.0,345.0,45.0,59.0,118.0,428.0,2650.0,"Python package for AutoML on Tabular Data with Feature Engineering, Hyper-Parameters Tuning, Explanations and..",21.0,27,True,2022-12-30 13:43:48,0.11.5,50.0,mljar-supervised,conda-forge/mljar-supervised,,,,76.0,76.0,https://pypi.org/project/mljar-supervised,9345.0,9721.0,https://anaconda.org/conda-forge/mljar-supervised,2023-06-16 19:26:16.798,9026.0,,,,,2.0,,,,,,,,,,,,,,,
382,TF Ranking,tensorflow/ranking,recommender-systems,,https://github.com/tensorflow/ranking,https://github.com/tensorflow/ranking,Apache-2.0,2018-12-03 20:48:57.000,2023-06-07 20:30:52.000000,2023-06-03 05:02:19,540.0,13.0,457.0,96.0,42.0,69.0,237.0,2638.0,Learning to Rank in TensorFlow.,32.0,27,True,2023-06-03 06:14:49,0.5.3,18.0,tensorflow_ranking,,,,['tensorflow'],,,https://pypi.org/project/tensorflow_ranking,151124.0,151124.0,,,,,,,,2.0,,,,,,,,,,,,,,,
383,Mars,mars-project/mars,others,,https://github.com/mars-project/mars,https://github.com/mars-project/mars,Apache-2.0,2018-12-05 16:04:03.000,2023-06-02 08:34:01.000000,2023-06-02 08:34:01,1293.0,8.0,309.0,92.0,2147.0,193.0,980.0,2606.0,"Mars is a tensor-based unified framework for large-scale data computation which scales numpy, pandas, scikit-learn and..",51.0,27,True,2023-01-10 09:30:53,0.10.0,100.0,pymars,,,,,,,https://pypi.org/project/pymars,64843.0,64843.0,,,,,,,,3.0,,,,,,,,,,,,,,,
384,Towhee,towhee-io/towhee,ml-frameworks,,https://github.com/towhee-io/towhee,https://github.com/towhee-io/towhee,Apache-2.0,2021-07-13 08:28:50.000,2023-06-16 09:30:37.000000,2023-06-16 09:30:36,1522.0,63.0,206.0,47.0,1963.0,7.0,605.0,2346.0,Towhee is a framework that is dedicated to making neural data processing pipelines simple and fast.,30.0,27,True,2023-06-09 08:45:09,1.1.0,13.0,towhee,,,,,,,https://pypi.org/project/towhee,2083.0,2147.0,,,,,,,,3.0,1156.0,,,,,,,,,,,,,,
385,scikit-plot,reiinakano/scikit-plot,interpretability,,https://github.com/reiinakano/scikit-plot,https://github.com/reiinakano/scikit-plot,MIT,2017-02-04 06:22:59.000,2023-06-16 13:22:21.652000,2018-08-19 12:37:47,130.0,,275.0,65.0,58.0,20.0,39.0,2332.0,An intuitive library to add plotting functionality to scikit-learn objects.,13.0,27,False,2018-08-19 12:21:01,0.3.7,17.0,scikit-plot,conda-forge/scikit-plot,,,['sklearn'],3519.0,3519.0,https://pypi.org/project/scikit-plot,438912.0,441104.0,https://anaconda.org/conda-forge/scikit-plot,2023-06-16 13:22:21.652,155678.0,,,,,2.0,,,,,,,,,,,,,,,
386,efficientnet,qubvel/efficientnet,tensorflow-utils,,https://github.com/qubvel/efficientnet,https://github.com/qubvel/efficientnet,Apache-2.0,2019-05-30 20:21:09.000,2023-06-16 19:23:39.686000,2021-07-16 09:03:20,66.0,,453.0,37.0,42.0,56.0,58.0,2026.0,Implementation of EfficientNet model. Keras and TensorFlow Keras.,10.0,27,False,2020-09-15 16:22:45,1.1.1,8.0,efficientnet,anaconda/efficientnet,,,['tensorflow'],1609.0,1609.0,https://pypi.org/project/efficientnet,58824.0,63934.0,https://anaconda.org/anaconda/efficientnet,2023-06-16 19:23:39.686,380.0,,,,,3.0,249847.0,,,,,,,,,,,,,,
387,Neural Tangents,google/neural-tangents,ml-frameworks,,https://github.com/google/neural-tangents,https://github.com/google/neural-tangents,Apache-2.0,2019-04-08 16:48:48.000,2023-05-08 19:08:58.000000,2023-05-08 19:08:52,605.0,11.0,220.0,64.0,30.0,52.0,83.0,2025.0,Fast and Easy Infinite Neural Networks in Python.,25.0,27,True,2023-02-11 00:45:44,0.6.2,15.0,neural-tangents,,,,,74.0,74.0,https://pypi.org/project/neural-tangents,2346.0,2354.0,,,,,,,,3.0,313.0,,,,,,,,,,,,,,
388,CausalNex,quantumblacklabs/causalnex,interpretability,,https://github.com/quantumblacklabs/causalnex,https://github.com/quantumblacklabs/causalnex,Apache-2.0,2019-12-12 15:26:09.000,2023-06-22 13:11:20.000000,2023-06-21 05:28:29,207.0,19.0,216.0,43.0,81.0,9.0,115.0,1884.0,A Python library that helps data scientists to infer causation rather than observing correlation.,34.0,27,True,2023-06-22 13:11:20,0.12.1,20.0,causalnex,,,,"['pytorch', 'sklearn']",95.0,95.0,https://pypi.org/project/causalnex,5547.0,5547.0,,,,,,,,2.0,,,,,,,,,,,,,,,
389,petastorm,uber/petastorm,distributed-ml,,https://github.com/uber/petastorm,https://github.com/uber/petastorm,Apache-2.0,2018-06-15 23:15:29.000,2023-05-12 18:37:24.000000,2023-02-03 00:10:35,690.0,,267.0,43.0,494.0,151.0,149.0,1631.0,Petastorm library enables single machine or distributed training and evaluation of deep learning models from datasets..,48.0,27,True,2022-12-16 20:51:38,0.12.1,48.0,petastorm,,,,,124.0,124.0,https://pypi.org/project/petastorm,39273.0,39279.0,,,,,,,,3.0,402.0,,,,,,,,,,,,,,
390,PyCUDA,inducer/pycuda,gpu-utilities,,https://github.com/inducer/pycuda,https://github.com/inducer/pycuda,,2011-04-06 02:53:31.000,2023-06-19 19:39:48.000000,2023-06-19 19:00:00,1583.0,4.0,269.0,55.0,133.0,65.0,175.0,1567.0,"CUDA integration for Python, plus shiny features.",80.0,27,False,2022-11-21 18:58:03,2022.2,5.0,pycuda,conda-forge/pycuda,,,,2191.0,2191.0,https://pypi.org/project/pycuda,40223.0,48543.0,https://anaconda.org/conda-forge/pycuda,2023-06-16 19:25:22.090,224648.0,,,,,2.0,,,,,,,,,,,,,,,
391,Paddle Graph Learning,PaddlePaddle/PGL,graph,,https://github.com/PaddlePaddle/PGL,https://github.com/PaddlePaddle/PGL,Apache-2.0,2019-06-11 03:23:28.000,2023-06-13 06:30:05.000000,2023-06-13 06:30:05,1362.0,24.0,300.0,28.0,367.0,68.0,119.0,1517.0,Paddle Graph Learning (PGL) is an efficient and flexible graph learning framework based on PaddlePaddle.,31.0,27,True,2023-05-18 06:27:52,2.2.5,10.0,pgl,,,,['paddle'],44.0,44.0,https://pypi.org/project/pgl,810.0,810.0,,,,,,,,2.0,,,,,,,,,,,,,,,
392,pyts,johannfaouzi/pyts,time-series-data,,https://github.com/johannfaouzi/pyts,https://github.com/johannfaouzi/pyts,BSD-3-Clause,2017-07-31 09:23:16.000,2023-06-20 13:16:51.000000,2023-06-20 13:16:50,391.0,5.0,148.0,25.0,80.0,39.0,33.0,1513.0,A Python package for time series classification.,14.0,27,True,2023-06-18 12:34:19,0.13.0,8.0,pyts,conda-forge/pyts,,,,417.0,417.0,https://pypi.org/project/pyts,127473.0,128445.0,https://anaconda.org/conda-forge/pyts,2023-06-18 16:28:23.633,19454.0,,,,,3.0,,,,,,,,,,,,,,,
393,chainercv,chainer/chainercv,image,,https://github.com/chainer/chainercv,https://github.com/chainer/chainercv,MIT,2017-02-13 04:15:10.000,2021-07-01 16:54:50.000000,2020-01-07 11:48:31,4930.0,,304.0,74.0,742.0,37.0,168.0,1479.0,ChainerCV: a Library for Deep Learning in Computer Vision.,39.0,27,False,2019-06-12 11:55:02,0.13.1,13.0,chainercv,,,,,348.0,348.0,https://pypi.org/project/chainercv,5297.0,5297.0,,,,,,,,3.0,,,,,,,,,,,,,,,
394,metric-learn,scikit-learn-contrib/metric-learn,others,,https://github.com/scikit-learn-contrib/metric-learn,https://github.com/scikit-learn-contrib/metric-learn,MIT,2013-11-02 08:29:47.000,2023-06-16 19:18:35.492000,2022-06-21 11:53:05,286.0,,224.0,50.0,183.0,43.0,119.0,1336.0,Metric learning algorithms in Python.,22.0,27,True,2020-07-02 12:55:51,0.6.2,10.0,metric-learn,conda-forge/metric-learn,,,['sklearn'],282.0,282.0,https://pypi.org/project/metric-learn,21970.0,22217.0,https://anaconda.org/conda-forge/metric-learn,2023-06-16 19:18:35.492,9667.0,,,,,3.0,,,,,,,,,,,,,,,
