,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,helm_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,docs_url,npm_id,npm_url,npm_monthly_downloads,brew_id,apt_id,yum_id,trending,updated_github_id,maven_id,maven_url,dnf_id,yay_id,snap_id
368,fairlearn,fairlearn/fairlearn,interpretability,,https://github.com/fairlearn/fairlearn,https://github.com/fairlearn/fairlearn,MIT,2018-05-15 01:51:35.000,2023-01-05 02:07:10.000000,2022-12-22 13:38:09,748.0,20.0,324.0,34.0,750.0,144.0,231.0,1439,A Python package to assess and improve fairness of machine learning models.,69.0,27,True,2022-10-28 22:10:03,0.8.0,12.0,fairlearn,conda-forge/fairlearn,['sklearn'],,107057.0,,,https://pypi.org/project/fairlearn,106386.0,https://anaconda.org/conda-forge/fairlearn,2022-12-02 16:03:10.727,23501.0,2.0,,,,,,,,,,,,,,,,,,,,
369,TabPy,tableau/TabPy,others,,https://github.com/tableau/TabPy,https://github.com/tableau/TabPy,MIT,2016-09-27 21:26:03.000,2022-12-28 19:02:13.000000,2022-10-06 16:19:55,898.0,,508.0,110.0,251.0,13.0,289.0,1349,Execute Python code on the fly and display results in Tableau visualizations:.,46.0,27,True,2022-01-20 21:47:12,2.5.0,18.0,tabpy,anaconda/tabpy-client,,,18732.0,103.0,103.0,https://pypi.org/project/tabpy,18682.0,https://anaconda.org/anaconda/tabpy-client,2022-05-02 20:36:07.551,3503.0,3.0,,,,,,,,,,,,,,,,,,,,
370,pycm,sepandhaghighi/pycm,others,,https://github.com/sepandhaghighi/pycm,https://github.com/sepandhaghighi/pycm,MIT,2018-01-22 19:46:54.000,2023-01-04 19:26:18.000000,2022-12-15 14:13:41,2999.0,18.0,113.0,35.0,288.0,11.0,176.0,1341,Multi-class confusion matrix library in Python.,17.0,27,True,2022-12-15 14:32:26,3.7,40.0,pycm,,,,37796.0,184.0,184.0,https://pypi.org/project/pycm,37796.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
371,audiomentations,iver56/audiomentations,audio,,https://github.com/iver56/audiomentations,https://github.com/iver56/audiomentations,MIT,2019-02-12 16:36:24.000,2023-01-02 08:12:40.000000,2023-01-02 08:12:37,932.0,28.0,152.0,17.0,110.0,39.0,102.0,1201,A Python library for audio data augmentation. Inspired by albumentations. Useful for machine learning.,23.0,27,True,2022-09-13 10:14:07,0.27.0,28.0,audiomentations,,,,3526.0,194.0,194.0,https://pypi.org/project/audiomentations,3526.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
372,openTSNE,pavlin-policar/openTSNE,data-viz,,https://github.com/pavlin-policar/openTSNE,https://github.com/pavlin-policar/openTSNE,BSD-3-Clause,2018-06-08 18:42:09.000,2022-12-06 10:06:16.449000,2022-12-02 20:32:35,623.0,17.0,127.0,25.0,111.0,4.0,108.0,1118,"Extensible, parallel implementations of t-SNE.",10.0,27,True,2022-03-18 13:55:30,0.6.2,17.0,opentsne,conda-forge/opentsne,,,113331.0,427.0,427.0,https://pypi.org/project/opentsne,109680.0,https://anaconda.org/conda-forge/opentsne,2022-12-06 10:06:16.449,178899.0,3.0,,,,,,,,,,,,,,,,,,,,
373,pyclustering,annoviko/pyclustering,others,,https://github.com/annoviko/pyclustering,https://github.com/annoviko/pyclustering,BSD-3-Clause,2014-02-25 18:59:03.000,2022-11-21 17:15:03.000000,2021-02-12 19:04:59,2079.0,,233.0,39.0,35.0,63.0,590.0,1032,"pyclustering is a Python, C++ data mining library.",26.0,27,False,2020-11-25 22:33:07,0.10.1.2,18.0,pyclustering,conda-forge/pyclustering,,428.0,33274.0,417.0,417.0,https://pypi.org/project/pyclustering,31977.0,https://anaconda.org/conda-forge/pyclustering,2021-09-13 14:29:08.300,47809.0,3.0,,,,,,,,,,,,,,,,,,,,
374,Neural Structured Learning,tensorflow/neural-structured-learning,tensorflow-utils,,https://github.com/tensorflow/neural-structured-learning,https://github.com/tensorflow/neural-structured-learning,Apache-2.0,2019-08-27 21:48:16.000,2022-12-28 02:44:58.000000,2022-12-28 02:44:56,549.0,11.0,181.0,47.0,59.0,3.0,65.0,955,Training neural models with structured signals.,37.0,27,True,2022-07-29 20:57:47,1.4.0,7.0,neural-structured-learning,,['tensorflow'],,17224.0,286.0,286.0,https://pypi.org/project/neural-structured-learning,17224.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
375,lets-plot,JetBrains/lets-plot,data-viz,,https://github.com/JetBrains/lets-plot,https://github.com/JetBrains/lets-plot,MIT,2019-03-20 16:13:03.000,2023-01-04 18:08:48.000000,2023-01-04 18:08:35,2930.0,200.0,40.0,136.0,350.0,70.0,233.0,818,An open-source plotting library for statistical data.,18.0,27,True,2022-12-15 13:02:37,3.0.0,57.0,lets-plot,,,370.0,3134.0,20.0,20.0,https://pypi.org/project/lets-plot,3125.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
376,scikit-multilearn,scikit-multilearn/scikit-multilearn,sklearn-utils,,https://github.com/scikit-multilearn/scikit-multilearn,https://github.com/scikit-multilearn/scikit-multilearn,BSD-2-Clause,2014-04-30 13:05:44.000,2022-12-16 11:43:56.000000,2022-07-09 14:15:15,490.0,,151.0,37.0,70.0,89.0,95.0,802,A scikit-learn based module for multi-label et. al. classification.,17.0,27,True,2018-12-10 10:51:36,0.2.0,4.0,scikit-multilearn,,['sklearn'],,85786.0,937.0,937.0,https://pypi.org/project/scikit-multilearn,85786.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
377,geojson,jazzband/geojson,geospatial-data,,https://github.com/jazzband/geojson,https://github.com/jazzband/geojson,BSD-3-Clause,2011-07-01 20:39:48.000,2023-01-02 19:04:17.000000,2022-11-13 10:39:21,463.0,2.0,101.0,32.0,103.0,22.0,64.0,764,Python bindings and utilities for GeoJSON.,50.0,27,True,,,9.0,geojson,conda-forge/geojson,,,736872.0,10850.0,10850.0,https://pypi.org/project/geojson,729149.0,https://anaconda.org/conda-forge/geojson,2019-08-11 12:10:34.426,633302.0,3.0,,,,,,,,,,,,,,,,,,,,
378,TensorFlow I/O,tensorflow/io,tensorflow-utils,,https://github.com/tensorflow/io,https://github.com/tensorflow/io,Apache-2.0,2018-11-09 22:44:05.000,2022-12-19 02:08:17.000000,2022-12-18 18:12:21,1584.0,7.0,228.0,40.0,1185.0,221.0,346.0,606,"Dataset, streaming, and file system extensions maintained by TensorFlow SIG-IO.",96.0,27,True,2022-12-19 02:08:17,0.29.0,36.0,tensorflow-io,,['tensorflow'],,600285.0,,,https://pypi.org/project/tensorflow-io,600285.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
379,DIPY,dipy/dipy,medical-data,,https://github.com/dipy/dipy,https://github.com/dipy/dipy,,2010-02-06 11:43:08.000,2023-01-04 16:56:00.000000,2022-12-21 19:34:55,12361.0,42.0,351.0,52.0,1795.0,121.0,681.0,562,"DIPY is the paragon 3D/4D+ imaging library in Python. Contains generic methods for spatial normalization, signal..",135.0,27,False,,,13.0,dipy,conda-forge/dipy,,,14050.0,664.0,664.0,https://pypi.org/project/dipy,9666.0,https://anaconda.org/conda-forge/dipy,2022-12-21 20:16:06.839,350726.0,2.0,,,,,,,,,,,,,,,,,,,,
380,GeoViews,holoviz/geoviews,geospatial-data,,https://github.com/holoviz/geoviews,https://github.com/holoviz/geoviews,BSD-3-Clause,2016-04-19 16:27:01.000,2023-01-05 11:19:43.000000,2023-01-05 11:13:48,718.0,11.0,65.0,29.0,298.0,103.0,204.0,446,"Simple, concise geographical visualization in Python.",28.0,27,True,2022-03-08 14:53:17,1.9.5,27.0,geoviews,conda-forge/geoviews,,,8914.0,540.0,540.0,https://pypi.org/project/geoviews,6410.0,https://anaconda.org/conda-forge/geoviews,2022-03-08 21:16:14.407,145254.0,3.0,,,,,,,,,,,,,,,,,,,,
381,datalad,datalad/datalad,others,,https://github.com/datalad/datalad,https://github.com/datalad/datalad,,2013-11-01 19:40:08.000,2023-01-05 08:15:17.000000,2022-12-31 20:18:17,16623.0,424.0,96.0,25.0,3419.0,441.0,3299.0,378,"Keep code, data, containers under control with git and git-annex.",53.0,27,False,2022-12-31 20:18:20,0.18.0,89.0,datalad,conda-forge/datalad,,,11859.0,,,https://pypi.org/project/datalad,6854.0,https://anaconda.org/conda-forge/datalad,2022-12-14 21:16:51.902,290344.0,3.0,,,,,,,,,,,,,,,,,,,,
382,Neptune.ai,neptune-ai/neptune-client,ml-experiments,,https://github.com/neptune-ai/neptune-client,https://github.com/neptune-ai/neptune-client,Apache-2.0,2019-02-11 11:25:57.000,2022-12-28 15:14:21.000000,2022-12-28 15:14:20,1227.0,148.0,35.0,16.0,1001.0,15.0,154.0,354,Experiment tracking tool and model registry.,38.0,27,True,2022-12-13 12:43:31,0.16.15,100.0,neptune-client,conda-forge/neptune-client,,,559812.0,,,https://pypi.org/project/neptune-client,555680.0,https://anaconda.org/conda-forge/neptune-client,2022-12-13 23:52:49.755,148754.0,2.0,,,,,,,,,,,,,,,,,,,,
383,CNTK,microsoft/CNTK,ml-frameworks,,https://github.com/microsoft/CNTK,https://github.com/microsoft/CNTK,,2015-11-26 09:52:06.000,2022-09-30 05:08:36.000000,2022-09-23 14:06:50,16117.0,,4258.0,1275.0,557.0,756.0,2534.0,17281,"Microsoft Cognitive Toolkit (CNTK), an open source deep-learning toolkit.",272.0,26,False,2019-04-26 14:13:32,2.7,32.0,cntk,,,14070.0,956.0,,,https://pypi.org/project/cntk,789.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
384,Ciphey,Ciphey/Ciphey,nlp,,https://github.com/Ciphey/Ciphey,https://github.com/Ciphey/Ciphey,MIT,2019-07-16 20:20:39.000,2022-12-29 03:06:53.000000,2022-12-05 17:31:41,1886.0,1.0,693.0,202.0,448.0,42.0,256.0,11218,"Automatically decrypt encryptions without knowing the key or cipher, decode encodings, and crack hashes.",46.0,26,True,2021-06-06 17:14:16,5.14.0,29.0,ciphey,,,,20039.0,,,https://pypi.org/project/ciphey,19629.0,,,,2.0,remnux/ciphey,,https://hub.docker.com/r/remnux/ciphey,2022-12-17 18:33:06.431131,9.0,17252.0,,,,,,,,,,,,,,
385,faust,robinhood/faust,data-pipelines,,https://github.com/robinhood/faust,https://github.com/robinhood/faust,,2017-03-08 18:36:11.000,2022-07-23 14:20:04.000000,2020-10-09 12:59:42,4137.0,,533.0,137.0,291.0,231.0,241.0,6430,Python Stream Processing.,94.0,26,False,2018-05-24 05:44:13,1.0.10d3,3.0,faust,,,,24580.0,1210.0,1210.0,https://pypi.org/project/faust,24580.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
386,Face Alignment,1adrianb/face-alignment,image,,https://github.com/1adrianb/face-alignment,https://github.com/1adrianb/face-alignment,BSD-3-Clause,2017-09-15 20:32:44.000,2022-11-17 00:36:25.000000,2021-08-04 06:54:21,205.0,,1230.0,167.0,42.0,59.0,228.0,6051,2D and 3D Face alignment library build using pytorch.,23.0,26,False,2021-04-28 22:15:40,1.3.4,10.0,face-alignment,,['pytorch'],,16855.0,,,https://pypi.org/project/face-alignment,16855.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
387,pyAudioAnalysis,tyiannak/pyAudioAnalysis,audio,,https://github.com/tyiannak/pyAudioAnalysis,https://github.com/tyiannak/pyAudioAnalysis,Apache-2.0,2014-08-27 12:43:13.000,2022-11-14 14:53:09.000000,2022-09-18 19:55:03,775.0,,1091.0,210.0,90.0,172.0,120.0,5080,"Python Audio Analysis Library: Feature Extraction, Classification, Segmentation and Applications.",27.0,26,True,,,,pyAudioAnalysis,,,,10447.0,327.0,327.0,https://pypi.org/project/pyAudioAnalysis,10447.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
388,Edward,blei-lab/edward,probabilistics,,https://github.com/blei-lab/edward,https://github.com/blei-lab/edward,,2016-02-10 20:06:05.000,2019-10-22 20:30:48.000000,2018-07-25 01:28:08,1796.0,,751.0,277.0,437.0,186.0,328.0,4748,"A probabilistic programming language in TensorFlow. Deep generative models, variational inference.",87.0,26,False,2018-01-22 06:03:37,1.3.5,28.0,edward,,['tensorflow'],15.0,1576.0,284.0,284.0,https://pypi.org/project/edward,1576.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
389,T5,google-research/text-to-text-transfer-transformer,nlp,,https://github.com/google-research/text-to-text-transfer-transformer,https://github.com/google-research/text-to-text-transfer-transformer,Apache-2.0,2019-10-17 21:45:14.000,2023-01-05 13:24:28.000000,2023-01-05 13:22:42,581.0,9.0,621.0,97.0,562.0,49.0,342.0,4605,Code for the paper Exploring the Limits of Transfer Learning with a Unified Text-to-Text Transformer.,54.0,26,True,2020-04-03 19:06:25,0.4.0,1.0,t5,,['tensorflow'],,10970.0,135.0,135.0,https://pypi.org/project/t5,10970.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
390,Lucid,tensorflow/lucid,interpretability,,https://github.com/tensorflow/lucid,https://github.com/tensorflow/lucid,Apache-2.0,2018-01-25 17:41:44.000,2022-04-18 14:51:39.000000,2021-03-19 15:48:33,667.0,,604.0,160.0,128.0,74.0,100.0,4477,A collection of infrastructure and tools for research in neural network interpretability.,40.0,26,False,2021-03-19 15:59:35,0.3.10,15.0,lucid,,['tensorflow'],,3120.0,674.0,674.0,https://pypi.org/project/lucid,3120.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
391,vaderSentiment,cjhutto/vaderSentiment,nlp,,https://github.com/cjhutto/vaderSentiment,https://github.com/cjhutto/vaderSentiment,MIT,2014-11-17 16:31:45.000,2022-11-11 08:07:23.000000,2022-04-01 13:57:36,131.0,,905.0,138.0,30.0,37.0,77.0,3826,VADER Sentiment Analysis. VADER (Valence Aware Dictionary and sEntiment Reasoner) is a lexicon and rule-based..,11.0,26,True,2014-11-17 16:34:37,0.5,1.0,vadersentiment,conda-forge/vadersentiment,,,109033.0,4591.0,4591.0,https://pypi.org/project/vadersentiment,108544.0,https://anaconda.org/conda-forge/vadersentiment,2021-03-22 07:41:03.629,10773.0,2.0,,,,,,,,,,,,,,,,,,,,
392,causalml,uber/causalml,others,,https://github.com/uber/causalml,https://github.com/uber/causalml,,2019-07-09 02:08:58.000,2022-12-27 14:46:53.000000,2022-12-12 01:29:51,493.0,4.0,582.0,76.0,249.0,76.0,234.0,3694,Uplift modeling and causal inference with machine learning algorithms.,48.0,26,False,2022-09-02 21:17:27,0.13.0,10.0,causalml,,,,45326.0,59.0,59.0,https://pypi.org/project/causalml,45326.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
393,facenet-pytorch,timesler/facenet-pytorch,image,,https://github.com/timesler/facenet-pytorch,https://github.com/timesler/facenet-pytorch,MIT,2019-05-25 01:29:24.000,2022-07-20 00:52:45.000000,2021-12-13 12:07:11,235.0,,715.0,42.0,45.0,63.0,94.0,3252,Pretrained Pytorch face detection (MTCNN) and facial recognition (InceptionResnet) models.,14.0,26,False,2020-09-07 23:53:20,2.4.1,6.0,facenet-pytorch,,['pytorch'],528109.0,28189.0,955.0,955.0,https://pypi.org/project/facenet-pytorch,14292.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
394,Chartify,spotify/chartify,data-viz,,https://github.com/spotify/chartify,https://github.com/spotify/chartify,Apache-2.0,2018-09-17 14:12:05.000,2022-12-24 09:12:34.000000,2022-12-13 09:35:15,200.0,3.0,291.0,88.0,76.0,41.0,31.0,3250,Python library that makes it easy for data scientists to create charts.,23.0,26,True,2022-12-13 09:38:21,3.0.5,18.0,chartify,conda-forge/chartify,,,7646.0,71.0,71.0,https://pypi.org/project/chartify,7168.0,https://anaconda.org/conda-forge/chartify,2020-11-07 19:52:50.628,23949.0,3.0,,,,,,,,,,,,,,,,,,,,
395,LIT,PAIR-code/lit,interpretability,,https://github.com/PAIR-code/lit,https://github.com/PAIR-code/lit,Apache-2.0,2020-07-28 13:07:26.000,2023-01-05 02:32:12.000000,2022-12-02 19:48:37,904.0,104.0,317.0,71.0,886.0,42.0,72.0,3054,The Learning Interpretability Tool: Interactively analyze ML models to understand their behavior in an extensible and..,27.0,26,True,2022-12-02 03:32:59,0.5,7.0,lit-nlp,conda-forge/lit-nlp,,,2646.0,12.0,12.0,https://pypi.org/project/lit-nlp,833.0,https://anaconda.org/conda-forge/lit-nlp,2021-11-09 18:19:30.401,50765.0,2.0,,,,,,,,,,,,,,,,,,,,
396,SHOGUN,shogun-toolbox/shogun,ml-frameworks,,https://github.com/shogun-toolbox/shogun,https://github.com/shogun-toolbox/shogun,BSD-3-Clause,2011-04-01 10:44:32.000,2022-01-18 22:03:55.000000,2020-12-08 16:56:38,17588.0,,1023.0,217.0,3648.0,417.0,1106.0,2923,Unified and efficient Machine Learning.,248.0,26,False,2019-07-05 10:23:31,shogun_6.1.4,10.0,,conda-forge/shogun,,,1850.0,,,,,https://anaconda.org/conda-forge/shogun,2018-06-25 20:49:17.070,121446.0,3.0,shogun/shogun,,https://hub.docker.com/r/shogun/shogun,2019-01-31 13:45:10.435327,1.0,1492.0,,,,,shogun,,,,,,,,,
397,PARL,PaddlePaddle/PARL,reinforcement-learning,,https://github.com/PaddlePaddle/PARL,https://github.com/PaddlePaddle/PARL,Apache-2.0,2018-04-25 17:54:22.000,2022-12-06 12:58:26.000000,2022-12-06 12:58:26,478.0,20.0,765.0,60.0,574.0,82.0,373.0,2866,A high-performance distributed training framework for Reinforcement Learning.,35.0,26,True,2022-11-24 10:11:41,2.1,8.0,parl,,['paddle'],,605.0,101.0,101.0,https://pypi.org/project/parl,605.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
398,Porcupine,Picovoice/Porcupine,audio,,https://github.com/Picovoice/porcupine,https://github.com/Picovoice/porcupine,Apache-2.0,2018-03-08 01:55:25.000,2023-01-05 00:35:29.000000,2023-01-04 22:07:05,878.0,75.0,385.0,57.0,443.0,,410.0,2826,On-device wake word detection powered by deep learning.,32.0,26,True,2022-01-21 17:58:25,2.1,12.0,pvporcupine,,,,1201.0,12.0,12.0,https://pypi.org/project/pvporcupine,1201.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
399,Mars,mars-project/mars,others,,https://github.com/mars-project/mars,https://github.com/mars-project/mars,Apache-2.0,2018-12-05 16:04:03.000,2023-01-05 09:11:13.000000,2022-12-23 03:42:29,1272.0,22.0,306.0,90.0,2123.0,199.0,959.0,2531,"Mars is a tensor-based unified framework for large-scale data computation which scales numpy, pandas, scikit-learn and..",45.0,26,True,2022-06-12 11:19:30,0.9.0,100.0,pymars,,,,21815.0,,,https://pypi.org/project/pymars,21815.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
400,Alphalens,quantopian/alphalens,financial-data,,https://github.com/quantopian/alphalens,https://github.com/quantopian/alphalens,Apache-2.0,2016-06-03 21:49:15.000,2022-10-08 06:32:32.000000,2020-04-27 18:40:41,522.0,,915.0,162.0,214.0,38.0,145.0,2503,Performance analysis of predictive (alpha) stock factors.,25.0,26,False,2020-04-30 15:42:52,0.4.0,10.0,alphalens,conda-forge/alphalens,,,2389.0,586.0,586.0,https://pypi.org/project/alphalens,2097.0,https://anaconda.org/conda-forge/alphalens,2020-05-16 13:52:44.922,17284.0,2.0,,,,,,,,,,,,,,,,,,,,
401,mljar-supervised,mljar/mljar-supervised,hyperopt,,https://github.com/mljar/mljar-supervised,https://github.com/mljar/mljar-supervised,MIT,2018-11-05 12:58:04.000,2023-01-02 11:12:25.000000,2022-12-30 13:38:57,1019.0,9.0,310.0,42.0,54.0,116.0,409.0,2392,"Python package for AutoML on Tabular Data with Feature Engineering, Hyper-Parameters Tuning, Explanations and..",20.0,26,True,2022-12-30 13:43:48,0.11.5,50.0,mljar-supervised,conda-forge/mljar-supervised,,,5661.0,60.0,60.0,https://pypi.org/project/mljar-supervised,5343.0,https://anaconda.org/conda-forge/mljar-supervised,2022-12-30 21:59:46.130,6042.0,2.0,,,,,,,,,,,,,,,,,,,,
402,Essentia,MTG/essentia,audio,,https://github.com/MTG/essentia,https://github.com/MTG/essentia,AGPL-3.0,2013-06-03 14:53:47.000,2023-01-05 12:24:42.000000,2023-01-03 16:51:58,3190.0,8.0,469.0,111.0,314.0,345.0,619.0,2270,"C++ library for audio and music analysis, description and synthesis, including Python bindings.",75.0,26,False,2015-03-31 16:33:30,2.0,6.0,essentia,,,,5709.0,358.0,358.0,https://pypi.org/project/essentia,5709.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
403,PyFunctional,EntilZha/PyFunctional,data-pipelines,,https://github.com/EntilZha/PyFunctional,https://github.com/EntilZha/PyFunctional,MIT,2015-02-05 17:17:51.000,2022-12-02 09:05:25.000000,2022-10-12 16:46:46,523.0,1.0,116.0,52.0,46.0,8.0,120.0,2117,Python library for creating data pipelines with chain functional programming.,27.0,26,True,2021-01-12 19:21:07,1.4.3,11.0,pyfunctional,,,,300256.0,511.0,511.0,https://pypi.org/project/pyfunctional,300256.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
404,Fairness 360,Trusted-AI/AIF360,interpretability,,https://github.com/Trusted-AI/AIF360,https://github.com/Trusted-AI/AIF360,Apache-2.0,2018-08-22 20:47:15.000,2022-12-15 17:13:45.000000,2022-11-04 13:55:21,405.0,2.0,624.0,86.0,217.0,127.0,84.0,1929,"A comprehensive set of fairness metrics for datasets and machine learning models, explanations for these metrics, and..",63.0,26,True,2022-09-03 03:41:16,0.5.0,10.0,aif360,conda-forge/aif360,,,7967.0,200.0,200.0,https://pypi.org/project/aif360,7801.0,https://anaconda.org/conda-forge/aif360,2022-09-04 13:59:05.366,4673.0,2.0,,,,,,,,,,,,,,,,,,,,
405,pygraphistry,graphistry/pygraphistry,graph,,https://github.com/graphistry/pygraphistry,https://github.com/graphistry/pygraphistry,BSD-3-Clause,2015-06-02 20:28:42.000,2023-01-03 22:14:28.000000,2022-12-23 05:41:55,899.0,15.0,182.0,48.0,189.0,108.0,132.0,1778,"PyGraphistry is a Python library to quickly load, shape, embed, and explore big graphs with the GPU-accelerated..",31.0,26,True,2020-08-31 21:05:46,0.11.8,5.0,graphistry,,['jupyter'],,2015.0,81.0,81.0,https://pypi.org/project/graphistry,2015.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
406,CausalNex,quantumblacklabs/causalnex,interpretability,,https://github.com/quantumblacklabs/causalnex,https://github.com/quantumblacklabs/causalnex,Apache-2.0,2019-12-12 15:26:09.000,2022-12-24 01:00:34.000000,2022-11-14 06:58:52,172.0,7.0,202.0,45.0,73.0,12.0,107.0,1749,A Python library that helps data scientists to infer causation rather than observing correlation.,30.0,26,True,2022-11-16 15:09:31,0.11.1,16.0,causalnex,,"['pytorch', 'sklearn']",,5893.0,65.0,65.0,https://pypi.org/project/causalnex,5893.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
407,bt,pmorissette/bt,financial-data,,https://github.com/pmorissette/bt,https://github.com/pmorissette/bt,MIT,2014-06-19 16:06:28.000,2022-11-22 01:40:36.000000,2022-11-22 01:40:30,491.0,4.0,330.0,79.0,89.0,69.0,243.0,1550,bt - flexible backtesting for Python.,27.0,26,True,2021-04-21 02:49:56,0.2.9,2.0,bt,conda-forge/bt,,,6674.0,162.0,162.0,https://pypi.org/project/bt,6161.0,https://anaconda.org/conda-forge/bt,2022-11-12 20:42:40.483,10776.0,2.0,,,,,,,,,,,,,,,,,,,,
408,rubrix,recognai/rubrix,nlp,,https://github.com/argilla-io/argilla,https://github.com/argilla-io/argilla,Apache-2.0,2021-04-28 14:37:42.000,2023-01-05 14:38:06.000000,2023-01-05 09:58:36,1255.0,165.0,131.0,19.0,1222.0,133.0,668.0,1497,Open-source tool for data-centric NLP. Argilla helps domain experts and data teams to build better NLP datasets in..,34.0,26,True,2022-11-29 22:07:00,1.1.1,70.0,rubrix,conda-forge/rubrix,,,2230.0,6.0,6.0,https://pypi.org/project/rubrix,961.0,https://anaconda.org/conda-forge/rubrix,2022-10-06 03:07:26.056,16504.0,2.0,,,,,,,,,,,,,,,argilla-io/argilla,,,,,
409,ViZDoom,mwydmuch/ViZDoom,reinforcement-learning,,https://github.com/Farama-Foundation/ViZDoom,https://github.com/Farama-Foundation/ViZDoom,,2015-06-26 18:38:23.000,2023-01-04 01:24:35.000000,2023-01-04 01:24:25,1579.0,13.0,342.0,54.0,81.0,56.0,384.0,1451,Doom-based AI Research Platform for Reinforcement Learning from Raw Visual Information.,50.0,26,False,2022-04-18 01:40:02,1.1.13,24.0,vizdoom,,,11601.0,2332.0,162.0,162.0,https://pypi.org/project/vizdoom,2191.0,,,,2.0,,,,,,,,,,,,,,,Farama-Foundation/ViZDoom,,,,,
410,pyts,johannfaouzi/pyts,time-series-data,,https://github.com/johannfaouzi/pyts,https://github.com/johannfaouzi/pyts,BSD-3-Clause,2017-07-31 09:23:16.000,2022-12-05 09:47:45.000000,2022-12-05 09:47:44,384.0,3.0,146.0,25.0,72.0,38.0,32.0,1408,A Python package for time series classification.,13.0,26,True,2021-10-31 13:50:40,0.12.0,7.0,pyts,conda-forge/pyts,,,92746.0,298.0,298.0,https://pypi.org/project/pyts,92356.0,https://anaconda.org/conda-forge/pyts,2021-10-31 15:13:32.850,16013.0,3.0,,,,,,,,,,,,,,,,,,,,
411,metric-learn,scikit-learn-contrib/metric-learn,others,,https://github.com/scikit-learn-contrib/metric-learn,https://github.com/scikit-learn-contrib/metric-learn,MIT,2013-11-02 08:29:47.000,2022-08-19 13:16:19.000000,2022-06-21 11:53:05,286.0,,221.0,49.0,183.0,43.0,119.0,1302,Metric learning algorithms in Python.,22.0,26,True,2020-07-02 12:55:51,0.6.2,10.0,metric-learn,conda-forge/metric-learn,['sklearn'],,36967.0,253.0,253.0,https://pypi.org/project/metric-learn,36728.0,https://anaconda.org/conda-forge/metric-learn,2020-07-02 13:51:25.681,8132.0,3.0,,,,,,,,,,,,,,,,,,,,
412,Explainability 360,Trusted-AI/AIX360,interpretability,,https://github.com/Trusted-AI/AIX360,https://github.com/Trusted-AI/AIX360,Apache-2.0,2019-07-11 07:17:48.000,2022-11-09 20:58:15.000000,2022-11-03 13:41:59,433.0,11.0,257.0,51.0,100.0,42.0,29.0,1230,Interpretability and explainability of data and machine learning models.,39.0,26,True,2020-10-28 09:32:21,0.2.1,2.0,aix360,,,,2024.0,68.0,68.0,https://pypi.org/project/aix360,2024.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
413,fancyimpute,iskandr/fancyimpute,sklearn-utils,,https://github.com/iskandr/fancyimpute,https://github.com/iskandr/fancyimpute,Apache-2.0,2015-11-05 23:39:34.000,2021-10-21 17:45:20.000000,2021-10-21 17:45:17,202.0,,167.0,24.0,35.0,3.0,111.0,1130,Multivariate imputation and matrix completion algorithms implemented in Python.,12.0,26,False,2021-03-30 16:22:41,0.5.5,5.0,fancyimpute,,['sklearn'],,27169.0,1277.0,1277.0,https://pypi.org/project/fancyimpute,27169.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
