,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_monthly_downloads,trending,updated_github_id,brew_id,apt_id,yum_id,maven_id,maven_url,snap_id,dnf_id,yay_id
476,PyKEEN,pykeen/pykeen,graph,,https://github.com/pykeen/pykeen,https://github.com/pykeen/pykeen,MIT,2020-02-24 07:26:03.000,2023-06-28 19:30:57.000000,2023-05-19 20:34:02,2794,5.0,164.0,26.0,644.0,86.0,415.0,1298,A Python library for learning and evaluating knowledge graph embeddings.,35.0,25,True,2023-02-22 18:28:28,1.10.1,19.0,pykeen,,,,,,,https://pypi.org/project/pykeen,3098.0,3102.0,,,,,,,,2.0,173.0,,,,,,,,,,,,,,
477,DALEX,ModelOriented/DALEX,interpretability,,https://github.com/ModelOriented/DALEX,https://github.com/ModelOriented/DALEX,GPL-3.0,2018-02-18 03:24:12.000,2023-06-16 19:24:13.607000,2023-03-22 21:16:11,666,,157.0,47.0,161.0,18.0,375.0,1227,moDel Agnostic Language for Exploration and eXplanation.,24.0,25,False,2022-09-10 12:32:33,python-v1.5.0,6.0,dalex,conda-forge/dalex,,,,123.0,123.0,https://pypi.org/project/dalex,13410.0,13736.0,https://anaconda.org/conda-forge/dalex,2023-06-16 19:24:13.607,9800.0,,,,,3.0,,,,,,,,,,,,,,,
478,keras-ocr,faustomorales/keras-ocr,ocr,,https://github.com/faustomorales/keras-ocr,https://github.com/faustomorales/keras-ocr,MIT,2019-09-20 23:08:50.000,2023-06-16 19:23:39.693000,2022-12-24 01:52:28,204,,301.0,49.0,42.0,85.0,112.0,1210,A packaged and flexible version of the CRAFT text detector and Keras CRNN recognition model.,17.0,25,True,2020-09-13 21:05:45,0.8.4,1.0,keras-ocr,anaconda/keras-ocr,,,['tensorflow'],285.0,285.0,https://pypi.org/project/keras-ocr,9493.0,26960.0,https://anaconda.org/anaconda/keras-ocr,2023-06-16 19:23:39.693,256.0,,,,,3.0,593636.0,,,,,,,,,,,,,,
479,PySwarms,ljvmiranda921/pyswarms,others,,https://github.com/ljvmiranda921/pyswarms,https://github.com/ljvmiranda921/pyswarms,MIT,2017-07-12 12:04:45.000,2023-06-06 09:46:41.000000,2023-06-06 09:46:40,415,2.0,318.0,40.0,295.0,21.0,200.0,1119,A research toolkit for particle swarm optimization in Python.,45.0,25,True,2020-11-14 05:18:38,.1.2.0,15.0,pyswarms,,,,,283.0,283.0,https://pypi.org/project/pyswarms,7582.0,7582.0,,,,,,,,3.0,,,,,,,,,,,,,,,
480,scikit-lego,koaning/scikit-lego,sklearn-utils,,https://github.com/koaning/scikit-lego,https://github.com/koaning/scikit-lego,MIT,2019-01-21 15:30:15.000,2023-07-20 13:12:35.000000,2023-07-18 19:07:12,454,2.0,99.0,22.0,301.0,28.0,243.0,1042,Extra blocks for scikit-learn pipelines.,58.0,25,True,2023-07-18 19:07:59,0.6.15,33.0,scikit-lego,conda-forge/scikit-lego,,,['sklearn'],103.0,103.0,https://pypi.org/project/scikit-lego,27643.0,28723.0,https://anaconda.org/conda-forge/scikit-lego,2023-07-19 07:17:55.286,41047.0,,,,,2.0,,,,,,,,,,,,,,,
481,Prince,MaxHalford/prince,others,,https://github.com/MaxHalford/prince,https://github.com/MaxHalford/prince,MIT,2016-10-22 12:36:06.000,2023-06-27 14:12:32.000000,2023-06-27 14:12:28,371,34.0,168.0,23.0,29.0,3.0,125.0,1035,"Multivariate exploratory data analysis in Python PCA, CA, MCA, MFA, FAMD, GPA.",16.0,25,True,,,5.0,prince,conda-forge/prince-factor-analysis,,,['sklearn'],392.0,392.0,https://pypi.org/project/prince,53575.0,53948.0,https://anaconda.org/conda-forge/prince-factor-analysis,2023-06-16 16:19:02.748,16422.0,,,,,3.0,,,,,,,,,,,,,,,
482,Neural Structured Learning,tensorflow/neural-structured-learning,tensorflow-utils,,https://github.com/tensorflow/neural-structured-learning,https://github.com/tensorflow/neural-structured-learning,Apache-2.0,2019-08-27 21:48:16.000,2023-07-13 00:54:12.000000,2023-07-13 00:54:08,565,2.0,184.0,49.0,61.0,1.0,67.0,971,Training neural models with structured signals.,37.0,25,True,2022-07-29 20:57:47,1.4.0,7.0,neural-structured-learning,,,,['tensorflow'],367.0,367.0,https://pypi.org/project/neural-structured-learning,12587.0,12587.0,,,,,,,,3.0,,,,,,,,,,,,,,,
483,pythreejs,jupyter-widgets/pythreejs,data-viz,,https://github.com/jupyter-widgets/pythreejs,https://github.com/jupyter-widgets/pythreejs,,2013-12-23 17:02:11.000,2023-06-16 13:16:30.947000,2023-02-20 00:24:10,1723,,176.0,39.0,173.0,58.0,173.0,883,A Jupyter - Three.js bridge.,30.0,25,False,2022-08-31 09:02:38,2.4.1,18.0,pythreejs,conda-forge/pythreejs,,,['jupyter'],26.0,26.0,https://pypi.org/project/pythreejs,67360.0,77173.0,https://anaconda.org/conda-forge/pythreejs,2023-06-16 13:16:30.947,498377.0,,,,,3.0,,,jupyter-threejs,https://www.npmjs.com/package/jupyter-threejs,4018.0,,,,,,,,,,
484,GPyOpt,SheffieldML/GPyOpt,hyperopt,,https://github.com/SheffieldML/GPyOpt,https://github.com/SheffieldML/GPyOpt,BSD-3-Clause,2014-08-13 09:58:25.000,2023-01-17 18:04:41.000000,2023-01-17 18:04:41,515,,249.0,42.0,72.0,103.0,188.0,883,Gaussian Process Optimization using GPy.,49.0,25,True,2020-03-19 21:21:18,1.2.6,1.0,gpyopt,,,,,447.0,447.0,https://pypi.org/project/gpyopt,8908.0,8908.0,,,,,,,,2.0,,,,,,,,,,,,,,,
485,Guild AI,guildai/guildai,ml-experiments,,https://github.com/guildai/guildai,https://github.com/guildai/guildai,Apache-2.0,2017-09-27 18:57:50.000,2023-07-24 20:32:14.000000,2023-07-24 20:32:10,5757,118.0,74.0,14.0,75.0,216.0,218.0,808,"Experiment tracking, ML developer tools.",26.0,25,True,2022-05-11 01:13:36,0.8.1,2.0,guildai,,,,,80.0,80.0,https://pypi.org/project/guildai,1081.0,1081.0,,,,,,,,3.0,14.0,,,,,,,,,,,,,,
486,mahotas,luispedro/mahotas,image,,https://github.com/luispedro/mahotas,https://github.com/luispedro/mahotas,,2010-01-31 00:13:06.000,2023-07-26 22:41:29.989000,2023-06-09 22:11:37,1299,3.0,146.0,49.0,56.0,21.0,65.0,801,Computer Vision in Python.,34.0,25,False,2022-06-28 14:25:55,1.4.13,10.0,mahotas,conda-forge/mahotas,,,,1091.0,1091.0,https://pypi.org/project/mahotas,9915.0,20203.0,https://anaconda.org/conda-forge/mahotas,2023-07-26 22:41:29.989,380673.0,,,,,3.0,,,,,,,,,,,,,,,
487,snowballstemmer,snowballstem/snowball,nlp,,https://github.com/snowballstem/snowball,https://github.com/snowballstem/snowball,BSD-3-Clause,2013-02-23 07:17:42.000,2023-06-16 13:16:49.834000,2023-04-24 02:53:14,938,,162.0,37.0,112.0,18.0,51.0,671,Snowball compiler and stemming algorithms.,32.0,25,True,,,6.0,snowballstemmer,conda-forge/snowballstemmer,,,,4.0,4.0,https://pypi.org/project/snowballstemmer,9321661.0,9404796.0,https://anaconda.org/conda-forge/snowballstemmer,2023-06-16 13:16:49.834,6900256.0,,,,,3.0,,,,,,,,,,,,,,,
488,pymap3d,geospace-code/pymap3d,geospatial-data,,https://github.com/geospace-code/pymap3d,https://github.com/geospace-code/pymap3d,BSD-2-Clause,2014-08-03 04:28:03.000,2023-06-16 19:18:14.535000,2023-03-05 05:31:37,737,,76.0,13.0,28.0,6.0,44.0,317,pure-Python (Numpy optional) 3D coordinate conversions for geospace ecef enu eci.,14.0,25,True,2023-03-05 05:32:23,3.0.1,56.0,pymap3d,conda-forge/pymap3d,,,,291.0,291.0,https://pypi.org/project/pymap3d,65059.0,66457.0,https://anaconda.org/conda-forge/pymap3d,2023-06-16 19:18:14.535,55929.0,,,,,3.0,,,,,,,,,,,,,,,
489,Dopamine,google/dopamine,reinforcement-learning,,https://github.com/google/dopamine,https://github.com/google/dopamine,Apache-2.0,2018-07-26 09:58:36.000,2023-06-29 16:28:26.000000,2023-06-29 16:28:24,325,5.0,1323.0,441.0,46.0,73.0,86.0,10170,Dopamine is a research framework for fast prototyping of reinforcement learning algorithms.,15.0,24,True,2019-09-26 14:58:33,2,2.0,dopamine-rl,,,,['tensorflow'],,,https://pypi.org/project/dopamine-rl,41016.0,41016.0,,,,,,,,3.0,,,,,,,,,,,,,,,
490,prettymaps,marceloprates/prettymaps,geospatial-data,,https://github.com/marceloprates/prettymaps,https://github.com/marceloprates/prettymaps,AGPL-3.0,2021-03-05 12:22:05.000,2023-06-18 08:40:31.986000,2023-02-15 20:15:59,196,,466.0,80.0,36.0,48.0,26.0,9878,"A small set of Python functions to draw pretty maps from OpenStreetMap data. Based on osmnx, matplotlib and shapely..",15.0,24,False,2023-02-15 20:16:12,1.0.0,5.0,prettymaps,conda-forge/prettymaps,,,,31.0,31.0,https://pypi.org/project/prettymaps,3445.0,3549.0,https://anaconda.org/conda-forge/prettymaps,2023-06-18 08:40:31.986,1885.0,,,,,3.0,,,,,,7.0,,,,,,,,,
491,cortex,cortexlabs/cortex,model-serialisation,,https://github.com/cortexlabs/cortex,https://github.com/cortexlabs/cortex,Apache-2.0,2019-01-24 04:43:14.000,2023-06-16 18:03:39.000000,2023-03-04 05:19:44,2327,,603.0,147.0,1362.0,111.0,985.0,7948,Production infrastructure for machine learning at scale.,24.0,24,True,2022-09-23 18:01:31,0.42.1,63.0,cortex,,,,,,,https://pypi.org/project/cortex,4760.0,4760.0,,,,,,,,3.0,,,,,,,,,,,,,,,
492,snownlp,isnowfy/snownlp,chinese-nlp,,https://github.com/isnowfy/snownlp,https://github.com/isnowfy/snownlp,MIT,2013-11-26 11:46:56.000,2020-01-19 02:39:05.000000,2020-01-19 02:39:03,57,,1338.0,346.0,14.0,40.0,65.0,6140,Python library for processing Chinese text.,8.0,24,False,,,,snownlp,,,,,1188.0,1188.0,https://pypi.org/project/snownlp,5596.0,5596.0,,,,,,,,3.0,,,,,,,,,,,,,,,
493,scikit-surprise,NicolasHug/Surprise,recommender-systems,,https://github.com/NicolasHug/Surprise,https://github.com/NicolasHug/Surprise,BSD-3-Clause,2016-10-23 14:59:38.000,2023-06-16 16:08:26.431000,2023-01-27 13:12:44,652,,959.0,147.0,93.0,72.0,304.0,5889,A Python scikit for building and analyzing recommender systems.,45.0,24,True,,,8.0,scikit-surprise,conda-forge/scikit-surprise,,,,,,https://pypi.org/project/scikit-surprise,126574.0,131531.0,https://anaconda.org/conda-forge/scikit-surprise,2023-06-16 16:08:26.431,327211.0,,,,,2.0,,,,,,,,,,,,,,,
494,MMF,facebookresearch/mmf,image,,https://github.com/facebookresearch/mmf,https://github.com/facebookresearch/mmf,BSD-3-Clause,2018-06-27 04:52:40.000,2023-07-18 22:23:29.000000,2023-07-11 06:18:50,1090,5.0,882.0,117.0,673.0,106.0,540.0,5278,A modular framework for vision & language multimodal research from Facebook AI Research (FAIR).,115.0,24,True,2019-08-26 19:04:21,0.3.1,2.0,mmf,,,,['pytorch'],14.0,14.0,https://pypi.org/project/mmf,249.0,249.0,,,,,,,,3.0,,,,,,,,,,,,,,,
495,MMLSpark,microsoft/SynapseML,distributed-ml,,https://github.com/microsoft/SynapseML,https://github.com/microsoft/SynapseML,MIT,2017-06-05 08:23:44.000,2023-07-26 13:29:48.000000,2023-07-24 20:58:51,1478,62.0,736.0,144.0,1361.0,279.0,392.0,4350,Simple and Distributed Machine Learning.,112.0,24,True,2023-07-10 22:45:30,0.11.2,31.0,mmlspark,,,,['spark'],,,https://pypi.org/project/mmlspark,,,,,,,,,,3.0,,,,,,,,,,,,,,,
496,scikit-opt,guofei9987/scikit-opt,sklearn-utils,,https://github.com/guofei9987/scikit-opt,https://github.com/guofei9987/scikit-opt,MIT,2017-12-05 10:20:41.000,2023-06-10 15:03:11.000000,2023-02-19 16:29:00,327,,882.0,45.0,28.0,60.0,110.0,4264,"Genetic Algorithm, Particle Swarm Optimization, Simulated Annealing, Ant Colony Optimization Algorithm,Immune..",17.0,24,True,2021-06-28 12:45:52,0.6.5,20.0,scikit-opt,,,,['sklearn'],130.0,130.0,https://pypi.org/project/scikit-opt,2873.0,2873.0,,,,,,,,2.0,,,,,,,,,,,,,,,
497,yellowbrick,DistrictDataLabs/yellowbrick,interpretability,,https://github.com/DistrictDataLabs/yellowbrick,https://github.com/DistrictDataLabs/yellowbrick,Apache-2.0,2016-05-18 14:12:17.000,2023-07-15 17:50:31.000000,2023-07-05 18:14:28,901,1.0,527.0,105.0,617.0,81.0,606.0,4058,Visual analysis and diagnostic tools to facilitate machine learning model selection.,113.0,24,True,2022-08-21 12:49:43,1.5,24.0,yellowbrick,conda-forge/yellowbrick,,,['sklearn'],,,https://pypi.org/project/yellowbrick,444684.0,446556.0,https://anaconda.org/conda-forge/yellowbrick,2023-06-16 19:21:13.554,65532.0,,,,,3.0,,,,,,,,,,,,,,,
498,Snips NLU,snipsco/snips-nlu,nlp,,https://github.com/snipsco/snips-nlu,https://github.com/snipsco/snips-nlu,Apache-2.0,2017-02-08 16:16:36.000,2023-05-22 16:10:15.000000,2021-05-03 12:18:31,2154,,507.0,139.0,649.0,65.0,197.0,3817,Snips Python library to extract meaning from text.,22.0,24,False,2020-01-15 09:51:41,0.20.2,58.0,snips-nlu,,,,,,,https://pypi.org/project/snips-nlu,1638.0,1638.0,,,,,,,,3.0,,,,,,,,,,,,,,,
499,OpenPrompt,thunlp/OpenPrompt,nlp,,https://github.com/thunlp/OpenPrompt,https://github.com/thunlp/OpenPrompt,Apache-2.0,2021-09-30 09:38:45.000,2023-05-31 10:01:38.000000,2023-05-06 14:09:10,264,2.0,389.0,37.0,49.0,65.0,173.0,3587,An Open-Source Framework for Prompt-Learning.,20.0,24,True,2022-04-20 04:58:40,1.0.0,4.0,openprompt,,,,,64.0,64.0,https://pypi.org/project/openprompt,2711.0,2711.0,,,,,,,,3.0,,,,,,,,,,,,,,,
500,PARL,PaddlePaddle/PARL,reinforcement-learning,,https://github.com/PaddlePaddle/PARL,https://github.com/PaddlePaddle/PARL,Apache-2.0,2018-04-25 17:54:22.000,2023-07-26 22:31:12.000000,2023-05-19 17:52:25,508,2.0,801.0,62.0,627.0,97.0,394.0,3034,A high-performance distributed training framework for Reinforcement Learning.,41.0,24,True,2023-03-10 09:21:02,2.2,9.0,parl,,,,['paddle'],113.0,113.0,https://pypi.org/project/parl,669.0,669.0,,,,,,,,3.0,,,,,,,,,,,,,,,
501,pytorchvideo,facebookresearch/pytorchvideo,image,,https://github.com/facebookresearch/pytorchvideo,https://github.com/facebookresearch/pytorchvideo,Apache-2.0,2021-03-09 20:39:13.000,2023-07-25 01:34:53.000000,2023-07-25 01:15:10,176,3.0,349.0,167.0,78.0,66.0,99.0,2946,A deep learning library for video understanding research.,54.0,24,True,2021-09-10 17:02:20,0.1.3,2.0,pytorchvideo,,,,['pytorch'],,,https://pypi.org/project/pytorchvideo,33319.0,33319.0,,,,,,,,3.0,,,,,,,,,,,,,,,
502,RecBole,RUCAIBox/RecBole,recommender-systems,,https://github.com/RUCAIBox/RecBole,https://github.com/RUCAIBox/RecBole,MIT,2020-06-11 15:18:11.000,2023-07-01 05:55:46.000000,2023-05-19 07:27:25,4223,6.0,516.0,41.0,968.0,124.0,626.0,2749,"A unified, comprehensive and efficient recommendation library.",63.0,24,True,2022-10-05 02:45:00,1.1.1,9.0,recbole,aibox/recbole,,,['pytorch'],,,https://pypi.org/project/recbole,2921.0,3031.0,https://anaconda.org/aibox/recbole,2023-06-16 19:23:31.659,3527.0,,,,,2.0,,,,,,,,,,,,,,,
503,eli5,TeamHG-Memex/eli5,interpretability,,https://github.com/TeamHG-Memex/eli5,https://github.com/TeamHG-Memex/eli5,MIT,2016-09-15 01:04:57.000,2023-06-16 13:18:29.838000,2020-01-22 07:39:36,1198,,313.0,68.0,167.0,145.0,112.0,2669,A library for debugging/inspecting machine learning classifiers and explaining their predictions.,14.0,24,False,,,11.0,eli5,conda-forge/eli5,,,,,,https://pypi.org/project/eli5,441140.0,443043.0,https://anaconda.org/conda-forge/eli5,2023-06-16 13:18:29.838,140867.0,,,,,3.0,,,,,,,,,,,,,,,
504,knockknock,huggingface/knockknock,ml-experiments,,https://github.com/huggingface/knockknock,https://github.com/huggingface/knockknock,MIT,2019-03-20 13:08:55.000,2023-06-23 10:52:46.000000,2020-03-16 04:26:47,75,,215.0,64.0,42.0,17.0,23.0,2627,Knock Knock: Get notified when your training ends with only two additional lines of code.,20.0,24,False,,,5.0,knockknock,conda-forge/knockknock,,,,700.0,700.0,https://pypi.org/project/knockknock,41185.0,41481.0,https://anaconda.org/conda-forge/knockknock,2023-06-16 16:18:44.705,13357.0,,,,,3.0,,,,,,,,,,,,,,,
505,m2cgen,BayesWitnesses/m2cgen,model-serialisation,,https://github.com/BayesWitnesses/m2cgen,https://github.com/BayesWitnesses/m2cgen,MIT,2019-01-13 02:32:55.000,2023-03-18 16:45:36.000000,2022-10-05 16:26:03,376,,208.0,48.0,480.0,29.0,70.0,2583,"Transform ML models into a native code (Java, C, Python, Go, JavaScript, Visual Basic, C#, R, PowerShell, PHP, Dart,..",14.0,24,True,2022-04-25 18:51:36,0.10.0,13.0,m2cgen,,,,,144.0,144.0,https://pypi.org/project/m2cgen,17043.0,17044.0,,,,,,,,3.0,54.0,,,,,,,,,,,,,,
506,analytics-zoo,intel-analytics/analytics-zoo,distributed-ml,,https://github.com/intel-analytics/analytics-zoo,https://github.com/intel-analytics/analytics-zoo,Apache-2.0,2017-05-05 02:27:30.000,2023-07-06 00:49:19.000000,2023-07-06 00:49:11,3451,4.0,710.0,107.0,3868.0,406.0,855.0,2578,"Distributed Tensorflow, Keras and PyTorch on Apache Spark/Flink & Ray.",108.0,24,True,2022-01-24 01:44:53,0.11.2,15.0,analytics-zoo,,,,['spark'],4.0,4.0,https://pypi.org/project/analytics-zoo,841.0,841.0,,,,,,,,3.0,,,,,,,,,,,,,,,
507,ipyparallel,ipython/ipyparallel,distributed-ml,,https://github.com/ipython/ipyparallel,https://github.com/ipython/ipyparallel,,2015-04-09 07:43:55.000,2023-07-27 00:28:48.000000,2023-07-27 00:28:47,2830,25.0,941.0,122.0,475.0,52.0,289.0,2440,IPython Parallel: Interactive Parallel Computing in Python.,112.0,24,False,,,28.0,ipyparallel,conda-forge/ipyparallel,,,['jupyter'],,,https://pypi.org/project/ipyparallel,249492.0,259535.0,https://anaconda.org/conda-forge/ipyparallel,2023-06-16 13:17:51.662,873778.0,,,,,3.0,,,,,,-8.0,,,,,,,,,
508,Enigma Catalyst,scrtlabs/catalyst,financial-data,,https://github.com/scrtlabs/catalyst,https://github.com/scrtlabs/catalyst,Apache-2.0,2017-06-13 22:31:34.000,2022-11-26 14:07:55.000000,2021-09-22 15:31:55,6364,,704.0,167.0,94.0,124.0,358.0,2432,An Algorithmic Trading Library for Crypto-Assets in Python.,151.0,24,False,,,,enigma-catalyst,,,,,25.0,25.0,https://pypi.org/project/enigma-catalyst,370.0,370.0,,,,,,,,3.0,,,,,,,,,,,,,,,
509,polyglot,aboSamoor/polyglot,nlp,,https://github.com/aboSamoor/polyglot,https://github.com/aboSamoor/polyglot,,2014-06-30 02:07:45.000,2023-02-24 18:44:15.000000,2020-09-22 22:35:28,271,,325.0,79.0,54.0,151.0,68.0,2188,Multilingual text (NLP) processing toolkit.,26.0,24,False,,,,polyglot,,,,,1055.0,1055.0,https://pypi.org/project/polyglot,70178.0,70178.0,,,,,,,,3.0,,,,,,,,,,,,,,,
510,pytorch_geometric_temporal,benedekrozemberczki/pytorch_geometric_temporal,graph,,https://github.com/benedekrozemberczki/pytorch_geometric_temporal,https://github.com/benedekrozemberczki/pytorch_geometric_temporal,MIT,2020-06-27 01:11:33.000,2023-07-06 21:17:27.000000,2023-07-01 21:40:58,1936,5.0,307.0,38.0,80.0,4.0,155.0,2151,PyTorch Geometric Temporal: Spatiotemporal Signal Processing with Neural Machine Learning Models (CIKM 2021).,28.0,24,True,2022-09-04 16:37:07,0.54.0,42.0,torch-geometric-temporal,,,,['pytorch'],,,https://pypi.org/project/torch-geometric-temporal,2208.0,2208.0,,,,,,,,2.0,,,,,,,,,,,,,,,
511,langid,saffsd/langid.py,nlp,,https://github.com/saffsd/langid.py,https://github.com/saffsd/langid.py,,2011-04-29 00:16:56.000,2020-01-01 10:49:30.000000,2017-07-15 02:49:17,242,,289.0,66.0,14.0,25.0,46.0,2114,Stand-alone language identification system.,9.0,24,False,,,,langid,,,,,6426.0,6426.0,https://pypi.org/project/langid,341648.0,341648.0,,,,,,,,3.0,,,,,,,,,,,,,,,
512,scattertext,JasonKessler/scattertext,nlp,,https://github.com/JasonKessler/scattertext,https://github.com/JasonKessler/scattertext,Apache-2.0,2016-07-21 01:47:12.000,2023-06-16 13:23:09.869000,2023-05-06 19:23:59,384,2.0,276.0,57.0,14.0,18.0,78.0,2112,Beautiful visualizations of how language differs among document types.,14.0,24,True,2017-03-13 05:31:21,0.0.2.4.4,18.0,scattertext,conda-forge/scattertext,,,,415.0,415.0,https://pypi.org/project/scattertext,11217.0,12371.0,https://anaconda.org/conda-forge/scattertext,2023-06-16 13:23:09.869,81970.0,,,,,3.0,,,,,,,,,,,,,,,
513,checklist,marcotcr/checklist,interpretability,,https://github.com/marcotcr/checklist,https://github.com/marcotcr/checklist,MIT,2020-03-09 17:18:49.000,2023-07-11 19:58:44.000000,2022-08-12 15:43:09,249,,187.0,30.0,59.0,2.0,82.0,1925,Beyond Accuracy: Behavioral Testing of NLP models with CheckList.,13.0,24,True,,,2.0,checklist,conda-forge/checklist,,,['jupyter'],266.0,266.0,https://pypi.org/project/checklist,4480.0,4681.0,https://anaconda.org/conda-forge/checklist,2023-06-16 19:24:18.549,6054.0,,,,,3.0,,,,,,,,,,,,,,,
514,Norfair,tryolabs/norfair,image,,https://github.com/tryolabs/norfair,https://github.com/tryolabs/norfair,BSD-3-Clause,2020-07-01 20:15:44.000,2023-05-15 21:22:36.000000,2023-05-15 21:21:45,660,2.0,184.0,34.0,131.0,3.0,124.0,1881,Lightweight Python library for adding real-time multi-object tracking to any detector.,24.0,24,True,2023-01-04 21:22:30,2.2.0,13.0,norfair,,,,,124.0,124.0,https://pypi.org/project/norfair,5841.0,5849.0,,,,,,,,3.0,275.0,,,,,,,,,,,,,,
515,Labml,labmlai/labml,ml-experiments,,https://github.com/labmlai/labml,https://github.com/labmlai/labml,MIT,2018-11-16 09:34:48.000,2023-07-25 21:59:14.000000,2023-07-24 03:25:19,1307,20.0,101.0,30.0,84.0,14.0,20.0,1552,Monitor deep learning model training and hardware usage from your mobile phone.,8.0,24,True,2021-08-27 10:19:56,0.4.132,3.0,labml,,,,,94.0,94.0,https://pypi.org/project/labml,3902.0,3902.0,,,,,,,,3.0,,,,,,,,,,,,,,,
516,Pypeline,cgarciae/pypeln,data-pipelines,,https://github.com/cgarciae/pypeln,https://github.com/cgarciae/pypeln,MIT,2018-09-01 13:43:31.000,2023-07-20 16:18:20.000000,2023-03-22 14:52:27,240,,88.0,41.0,42.0,18.0,46.0,1440,Concurrent data pipelines in Python .,13.0,24,True,2022-01-06 15:32:49,0.4.9,14.0,pypeln,conda-forge/pypeln,,,,103.0,103.0,https://pypi.org/project/pypeln,35493.0,35880.0,https://anaconda.org/conda-forge/pypeln,2023-06-16 19:20:56.548,13936.0,,,,,3.0,,,,,,,,,,,,,,,
517,torch-scatter,rusty1s/pytorch_scatter,pytorch-utils,,https://github.com/rusty1s/pytorch_scatter,https://github.com/rusty1s/pytorch_scatter,MIT,2017-12-16 16:34:23.000,2023-06-16 19:19:31.487000,2023-06-04 07:48:29,1028,3.0,159.0,18.0,61.0,22.0,301.0,1316,PyTorch Extension Library of Optimized Scatter Operations.,27.0,24,True,2023-03-16 14:37:01,2.1.1,22.0,torch-scatter,conda-forge/pytorch_scatter,,,['pytorch'],,,https://pypi.org/project/torch-scatter,42796.0,48551.0,https://anaconda.org/conda-forge/pytorch_scatter,2023-06-16 19:19:31.487,212968.0,,,,,2.0,,,,,,,,,,,,,,,
518,TaskTiger,closeio/tasktiger,data-pipelines,,https://github.com/closeio/tasktiger,https://github.com/closeio/tasktiger,MIT,2015-05-14 00:26:32.000,2023-07-24 10:57:59.000000,2023-07-17 12:09:12,319,5.0,71.0,44.0,226.0,26.0,40.0,1297,Python task queue using Redis.,27.0,24,True,2023-03-02 08:05:51,0.17.1,11.0,tasktiger,,,,,26.0,26.0,https://pypi.org/project/tasktiger,4078.0,4078.0,,,,,,,,3.0,,,,,,,,,,,,,,,
519,PySAL,pysal/pysal,geospatial-data,,https://github.com/pysal/pysal,https://github.com/pysal/pysal,BSD-3-Clause,2013-02-19 17:27:42.000,2023-06-16 13:25:31.155000,2023-03-15 13:59:58,4196,,274.0,85.0,636.0,15.0,604.0,1171,PySAL: Python Spatial Analysis Library Meta-Package.,78.0,24,True,2023-01-31 04:15:19,23.01,27.0,pysal,conda-forge/pysal,,,,,,https://pypi.org/project/pysal,17083.0,23133.0,https://anaconda.org/conda-forge/pysal,2023-06-16 13:25:31.155,508270.0,,,,,3.0,,,,,,,,,,,,,,,
520,ChainerRL,chainer/chainerrl,reinforcement-learning,,https://github.com/chainer/chainerrl,https://github.com/chainer/chainerrl,MIT,2017-01-30 04:58:15.000,2021-08-10 18:25:48.000000,2021-04-17 06:02:30,3471,,223.0,73.0,415.0,51.0,147.0,1123,ChainerRL is a deep reinforcement learning library built on top of Chainer.,29.0,24,False,2020-02-14 05:32:03,0.8.0,8.0,chainerrl,,,,,153.0,153.0,https://pypi.org/project/chainerrl,528.0,528.0,,,,,,,,3.0,,,,,,,,,,,,,,,
521,Madmom,CPJKU/madmom,audio,,https://github.com/CPJKU/madmom,https://github.com/CPJKU/madmom,,2015-09-08 08:19:06.000,2022-11-06 01:01:06.000000,2022-01-06 15:08:19,1746,,172.0,43.0,253.0,46.0,211.0,1109,Python audio and music signal processing library.,20.0,24,False,2018-11-14 14:57:41,0.16.1,10.0,madmom,,,,,352.0,352.0,https://pypi.org/project/madmom,2881.0,2881.0,,,,,,,,3.0,,,,,,,,,,,,,,,
522,Node2Vec,eliorc/node2vec,graph,,https://github.com/eliorc/node2vec,https://github.com/eliorc/node2vec,MIT,2017-12-08 13:30:06.000,2023-06-16 16:13:35.056000,2022-10-19 11:01:06,75,,223.0,19.0,16.0,2.0,86.0,1096,Implementation of the node2vec algorithm.,11.0,24,True,2022-08-01 11:34:27,0.4.6,9.0,node2vec,conda-forge/node2vec,,,,440.0,440.0,https://pypi.org/project/node2vec,147947.0,148369.0,https://anaconda.org/conda-forge/node2vec,2023-06-16 16:13:35.056,26170.0,,,,,2.0,,,,,,,,,,,,,,,
523,RLax,deepmind/rlax,reinforcement-learning,,https://github.com/deepmind/rlax,https://github.com/deepmind/rlax,Apache-2.0,2020-02-18 07:14:59.000,2023-07-27 09:56:56.000000,2023-07-27 09:56:50,204,6.0,76.0,32.0,104.0,6.0,18.0,1063,,21.0,24,False,2023-06-29 15:03:07,0.1.6,7.0,rlax,,,,['jax'],149.0,149.0,https://pypi.org/project/rlax,178855.0,178855.0,,,,,,,,3.0,,,,,,,,,,,,,,,
