,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,brew_id,apt_id,yum_id,npm_id,npm_url,npm_monthly_downloads,updated_github_id,maven_id,maven_url,snap_id,dnf_id,yay_id
466,HiPlot,facebookresearch/hiplot,data-viz,,https://github.com/facebookresearch/hiplot,https://github.com/facebookresearch/hiplot,MIT,2019-11-08 13:06:41.000,2023-06-16 19:18:10.488000,2023-03-03 12:36:36,204.0,,122.0,29.0,193.0,13.0,71.0,2493,HiPlot makes understanding high dimensional data easy.,8.0,25,True,2021-11-04 14:24:43,0.1.32,35.0,hiplot,conda-forge/hiplot,,,,286.0,286.0,https://pypi.org/project/hiplot,31808.0,35400.0,https://anaconda.org/conda-forge/hiplot,2023-06-16 19:18:10.488,143715.0,,,,,3.0,,,,,,,,,,,,,,,
467,ipyparallel,ipython/ipyparallel,distributed-ml,,https://github.com/ipython/ipyparallel,https://github.com/ipython/ipyparallel,,2015-04-09 07:43:55.000,2023-06-16 13:17:51.662000,2023-06-06 06:37:27,2821.0,56.0,936.0,122.0,466.0,51.0,289.0,2425,IPython Parallel: Interactive Parallel Computing in Python.,112.0,25,False,,,28.0,ipyparallel,conda-forge/ipyparallel,,,['jupyter'],,,https://pypi.org/project/ipyparallel,123550.0,133509.0,https://anaconda.org/conda-forge/ipyparallel,2023-06-16 13:17:51.662,856534.0,,,,,3.0,,,-7.0,,,,,,,,,,,,
468,python_speech_features,jameslyons/python_speech_features,audio,,https://github.com/jameslyons/python_speech_features,https://github.com/jameslyons/python_speech_features,MIT,2013-10-31 02:42:08.000,2021-10-20 10:08:48.000000,2020-12-31 13:27:01,120.0,,606.0,90.0,29.0,20.0,51.0,2258,This library provides common speech features for ASR including MFCCs and filterbank energies.,19.0,25,False,2020-01-14 14:12:10,0.6.1,3.0,python_speech_features,,,,,361.0,361.0,https://pypi.org/project/python_speech_features,94798.0,94798.0,,,,,,,,3.0,,,,,,,,,,,,,,,
469,IB-insync,erdewit/ib_insync,financial-data,,https://github.com/erdewit/ib_insync,https://github.com/erdewit/ib_insync,BSD-2-Clause,2017-07-12 12:09:24.000,2023-06-16 16:16:07.159000,2023-05-05 16:16:26,722.0,15.0,557.0,174.0,70.0,10.0,493.0,2224,Python sync/async framework for Interactive Brokers API.,35.0,25,True,,,22.0,ib_insync,conda-forge/ib-insync,,,,,,https://pypi.org/project/ib_insync,20605.0,21301.0,https://anaconda.org/conda-forge/ib-insync,2023-06-16 16:16:07.159,32713.0,,,,,3.0,,,,,,,,,,,,,,,
470,pytorch-nlp,PetrochukM/PyTorch-NLP,nlp,,https://github.com/PetrochukM/PyTorch-NLP,https://github.com/PetrochukM/PyTorch-NLP,BSD-3-Clause,2018-02-25 05:00:36.000,2022-07-16 23:44:23.000000,2021-07-10 15:56:42,447.0,,254.0,57.0,56.0,19.0,50.0,2179,Basic Utilities for PyTorch Natural Language Processing (NLP).,18.0,25,False,2019-11-04 05:16:00,0.5.0,5.0,pytorch-nlp,,,,['pytorch'],545.0,545.0,https://pypi.org/project/pytorch-nlp,8693.0,8693.0,,,,,,,,3.0,,,,,,,,,,,,,,,
471,Hyperas,maxpumperla/hyperas,hyperopt,,https://github.com/maxpumperla/hyperas,https://github.com/maxpumperla/hyperas,MIT,2016-02-19 14:45:10.000,2023-01-05 06:02:49.000000,2023-01-05 06:02:49,213.0,,312.0,66.0,38.0,96.0,160.0,2153,Keras + Hyperopt: A very simple wrapper for convenient hyperparameter optimization.,22.0,25,True,,,,hyperas,,,,['tensorflow'],309.0,309.0,https://pypi.org/project/hyperas,12850.0,12850.0,,,,,,,,2.0,,,,,,,,,,,,,,,
472,scattertext,JasonKessler/scattertext,nlp,,https://github.com/JasonKessler/scattertext,https://github.com/JasonKessler/scattertext,Apache-2.0,2016-07-21 01:47:12.000,2023-06-16 13:23:09.869000,2023-05-06 19:23:59,384.0,6.0,276.0,57.0,14.0,18.0,78.0,2103,Beautiful visualizations of how language differs among document types.,14.0,25,True,2017-03-13 05:31:21,0.0.2.4.4,18.0,scattertext,conda-forge/scattertext,,,,411.0,411.0,https://pypi.org/project/scattertext,11229.0,12373.0,https://anaconda.org/conda-forge/scattertext,2023-06-16 13:23:09.869,80101.0,,,,,3.0,,,,,,,,,,,,,,,
473,Fairness 360,Trusted-AI/AIF360,interpretability,,https://github.com/Trusted-AI/AIF360,https://github.com/Trusted-AI/AIF360,Apache-2.0,2018-08-22 20:47:15.000,2023-06-29 13:51:09.000000,2023-06-13 19:17:20,409.0,1.0,666.0,89.0,227.0,142.0,87.0,2062,"A comprehensive set of fairness metrics for datasets and machine learning models, explanations for these metrics, and..",63.0,25,True,2022-09-03 03:41:16,0.5.0,10.0,aif360,conda-forge/aif360,,,,271.0,271.0,https://pypi.org/project/aif360,4780.0,4970.0,https://anaconda.org/conda-forge/aif360,2023-06-16 19:22:49.476,6275.0,,,,,2.0,,,,,,,,,,,,,,,
474,mtcnn,ipazc/mtcnn,image,,https://github.com/ipazc/mtcnn,https://github.com/ipazc/mtcnn,MIT,2018-01-05 04:08:32.000,2023-06-16 19:18:00.316000,2021-07-09 11:06:18,56.0,,476.0,40.0,23.0,64.0,38.0,2005,"MTCNN face detection implementation for TensorFlow, as a PIP package.",15.0,25,False,,,2.0,mtcnn,conda-forge/mtcnn,,,['tensorflow'],3694.0,3694.0,https://pypi.org/project/mtcnn,40757.0,40994.0,https://anaconda.org/conda-forge/mtcnn,2023-06-16 19:18:00.316,9492.0,,,,,3.0,,,,,,,,,,,,,,,
475,TensorFlow Privacy,tensorflow/privacy,privacy-ml,,https://github.com/tensorflow/privacy,https://github.com/tensorflow/privacy,Apache-2.0,2018-12-21 18:46:46.000,2023-06-29 10:16:31.000000,2023-06-28 19:46:28,807.0,16.0,410.0,62.0,264.0,77.0,89.0,1784,Library for training machine learning models with privacy for training data.,53.0,25,True,2023-06-28 19:58:57,0.8.10,15.0,tensorflow-privacy,,,,['tensorflow'],,,https://pypi.org/project/tensorflow-privacy,14291.0,14293.0,,,,,,,,3.0,108.0,,,,,,,,,,,,,,
476,HyperTools,ContextLab/hypertools,data-viz,,https://github.com/ContextLab/hypertools,https://github.com/ContextLab/hypertools,MIT,2016-09-27 21:31:25.000,2022-02-12 03:29:55.000000,2022-02-12 02:32:06,1636.0,,157.0,60.0,65.0,65.0,129.0,1779,A Python toolbox for gaining geometric insights into high-dimensional data.,21.0,25,False,2022-02-12 03:29:55,0.8.0,21.0,hypertools,,,,,302.0,302.0,https://pypi.org/project/hypertools,544.0,544.0,,,,,,,,3.0,29.0,,,,,,,,,,,,,,
477,garage,rlworkgroup/garage,reinforcement-learning,,https://github.com/rlworkgroup/garage,https://github.com/rlworkgroup/garage,MIT,2018-06-10 21:31:23.000,2023-05-04 14:44:22.000000,2023-01-04 06:06:27,1221.0,,289.0,56.0,1313.0,199.0,810.0,1704,A toolkit for reproducible reinforcement learning research.,79.0,25,True,2020-09-14 22:30:57,2020.06.3,21.0,garage,,,,['tensorflow'],86.0,86.0,https://pypi.org/project/garage,562.0,562.0,,,,,,,,2.0,,,,,,,,,,,,,,,
478,arq,samuelcolvin/arq,data-pipelines,,https://github.com/samuelcolvin/arq,https://github.com/samuelcolvin/arq,MIT,2016-07-21 18:24:42.000,2023-06-16 19:25:38.090000,2023-05-20 15:36:34,375.0,1.0,129.0,30.0,221.0,47.0,139.0,1621,Fast job queuing and RPC in python with asyncio and redis.,54.0,25,True,2022-12-02 13:19:42,0.25.0,55.0,arq,conda-forge/arq,,,,411.0,411.0,https://pypi.org/project/arq,48290.0,48587.0,https://anaconda.org/conda-forge/arq,2023-06-16 19:25:38.090,7730.0,,,,,3.0,,,,,,,,,,,,,,,
479,fairlearn,fairlearn/fairlearn,interpretability,,https://github.com/fairlearn/fairlearn,https://github.com/fairlearn/fairlearn,MIT,2018-05-15 01:51:35.000,2023-06-29 13:36:03.000000,2023-06-12 12:31:23,783.0,5.0,344.0,35.0,791.0,146.0,271.0,1598,A Python package to assess and improve fairness of machine learning models.,75.0,25,True,2022-10-28 22:10:03,0.8.0,12.0,fairlearn,conda-forge/fairlearn,,,['sklearn'],,,https://pypi.org/project/fairlearn,124593.0,125274.0,https://anaconda.org/conda-forge/fairlearn,2023-06-16 19:17:50.579,27276.0,,,,,2.0,,,,,,,,,,,,,,,
480,Hivemind,learning-at-home/hivemind,distributed-ml,,https://github.com/learning-at-home/hivemind,https://github.com/learning-at-home/hivemind,MIT,2020-02-27 13:50:19.000,2023-06-16 12:13:07.000000,2023-06-12 10:24:32,557.0,3.0,97.0,48.0,425.0,46.0,100.0,1555,Decentralized deep learning in PyTorch. Built to train models on thousands of volunteers across the world.,28.0,25,True,2023-05-01 16:13:30,1.1.8,23.0,hivemind,,,,,62.0,62.0,https://pypi.org/project/hivemind,2010.0,2010.0,,,,,,,,3.0,,,,,,,,,,,,,,,
481,streamparse,Parsely/streamparse,data-pipelines,,https://github.com/Parsely/streamparse,https://github.com/Parsely/streamparse,Apache-2.0,2014-05-02 20:33:50.000,2023-03-31 14:25:45.000000,2022-07-18 20:04:25,1071.0,,214.0,103.0,173.0,62.0,264.0,1484,"Run Python in Apache Storm topologies. Pythonic API, CLI tooling, and a topology DSL.",44.0,25,True,2022-01-10 21:46:17,4.1.2,44.0,streamparse,,,,,59.0,59.0,https://pypi.org/project/streamparse,4800.0,4800.0,,,,,,,,3.0,,,,,,,,,,,,,,,
482,Mesh,tensorflow/mesh,distributed-ml,,https://github.com/tensorflow/mesh,https://github.com/tensorflow/mesh,Apache-2.0,2018-09-20 20:23:34.000,2023-05-16 13:01:43.000000,2023-05-16 13:01:43,657.0,1.0,238.0,48.0,310.0,66.0,14.0,1434,Mesh TensorFlow: Model Parallelism Made Easier.,50.0,25,True,2018-12-11 00:09:43,0.0.5,4.0,mesh-tensorflow,,,,['tensorflow'],832.0,832.0,https://pypi.org/project/mesh-tensorflow,27485.0,27485.0,,,,,,,,3.0,,,,,,,,,,,,,,,
483,Optimus,hi-primus/optimus,data-pipelines,,https://github.com/hi-primus/optimus,https://github.com/hi-primus/optimus,Apache-2.0,2017-07-13 02:31:18.000,2023-06-29 02:02:57.000000,2023-05-19 04:32:00,6411.0,3.0,221.0,41.0,1032.0,7.0,209.0,1388,"Agile Data Preparation Workflows madeeasy with Pandas, Dask, cuDF, Dask-cuDF, Vaex and PySpark.",24.0,25,True,2020-07-19 03:05:40,2.2.32,87.0,optimuspyspark,,,,['spark'],,,https://pypi.org/project/optimuspyspark,12877.0,12877.0,,,,,,,,3.0,,,,,,,,,,,,,,,
484,PyKEEN,pykeen/pykeen,graph,,https://github.com/pykeen/pykeen,https://github.com/pykeen/pykeen,MIT,2020-02-24 07:26:03.000,2023-06-28 19:30:57.000000,2023-05-19 20:34:02,2794.0,8.0,162.0,26.0,644.0,85.0,414.0,1260,A Python library for learning and evaluating knowledge graph embeddings.,35.0,25,True,2023-02-22 18:28:28,1.10.1,19.0,pykeen,,,,,,,https://pypi.org/project/pykeen,2741.0,2745.0,,,,,,,,2.0,169.0,,,,,,,,,,,,,,
485,DALEX,ModelOriented/DALEX,interpretability,,https://github.com/ModelOriented/DALEX,https://github.com/ModelOriented/DALEX,GPL-3.0,2018-02-18 03:24:12.000,2023-06-16 19:24:13.607000,2023-03-22 21:16:11,666.0,,156.0,46.0,161.0,18.0,375.0,1218,moDel Agnostic Language for Exploration and eXplanation.,24.0,25,False,2022-09-10 12:32:33,python-v1.5.0,6.0,dalex,conda-forge/dalex,,,,121.0,121.0,https://pypi.org/project/dalex,17890.0,18210.0,https://anaconda.org/conda-forge/dalex,2023-06-16 19:24:13.607,9288.0,,,,,2.0,,,,,,,,,,,,,,,
486,keras-ocr,faustomorales/keras-ocr,ocr,,https://github.com/faustomorales/keras-ocr,https://github.com/faustomorales/keras-ocr,MIT,2019-09-20 23:08:50.000,2023-06-16 19:23:39.693000,2022-12-24 01:52:28,204.0,,297.0,49.0,42.0,83.0,111.0,1198,A packaged and flexible version of the CRAFT text detector and Keras CRNN recognition model.,17.0,25,True,2020-09-13 21:05:45,0.8.4,1.0,keras-ocr,anaconda/keras-ocr,,,['tensorflow'],269.0,269.0,https://pypi.org/project/keras-ocr,10951.0,28313.0,https://anaconda.org/anaconda/keras-ocr,2023-06-16 19:23:39.693,235.0,,,,,3.0,572717.0,,,,,,,,,,,,,,
487,PySAL,pysal/pysal,geospatial-data,,https://github.com/pysal/pysal,https://github.com/pysal/pysal,BSD-3-Clause,2013-02-19 17:27:42.000,2023-06-16 13:25:31.155000,2023-03-15 13:59:58,4196.0,,274.0,85.0,636.0,14.0,604.0,1153,PySAL: Python Spatial Analysis Library Meta-Package.,78.0,25,True,2023-01-31 04:15:19,23.01,27.0,pysal,conda-forge/pysal,,,,,,https://pypi.org/project/pysal,14179.0,20209.0,https://anaconda.org/conda-forge/pysal,2023-06-16 13:25:31.155,500505.0,,,,,3.0,,,,,,,,,,,,,,,
488,GPyOpt,SheffieldML/GPyOpt,hyperopt,,https://github.com/SheffieldML/GPyOpt,https://github.com/SheffieldML/GPyOpt,BSD-3-Clause,2014-08-13 09:58:25.000,2023-01-17 18:04:41.000000,2023-01-17 18:04:41,515.0,,249.0,42.0,72.0,103.0,188.0,880,Gaussian Process Optimization using GPy.,49.0,25,True,2020-03-19 21:21:18,1.2.6,1.0,gpyopt,,,,,443.0,443.0,https://pypi.org/project/gpyopt,8753.0,8753.0,,,,,,,,2.0,,,,,,,,,,,,,,,
489,pythreejs,jupyter-widgets/pythreejs,data-viz,,https://github.com/jupyter-widgets/pythreejs,https://github.com/jupyter-widgets/pythreejs,,2013-12-23 17:02:11.000,2023-06-16 13:16:30.947000,2023-02-20 00:24:10,1723.0,,176.0,39.0,173.0,57.0,173.0,878,A Jupyter - Three.js bridge.,30.0,25,False,2022-08-31 09:02:38,2.4.1,18.0,pythreejs,conda-forge/pythreejs,,,['jupyter'],26.0,26.0,https://pypi.org/project/pythreejs,77858.0,87959.0,https://anaconda.org/conda-forge/pythreejs,2023-06-16 13:16:30.947,491675.0,,,,,3.0,,,,,,,jupyter-threejs,https://www.npmjs.com/package/jupyter-threejs,4317.0,,,,,,
490,mahotas,luispedro/mahotas,image,,https://github.com/luispedro/mahotas,https://github.com/luispedro/mahotas,,2010-01-31 00:13:06.000,2023-06-16 13:24:53.328000,2023-06-09 22:11:37,1299.0,4.0,146.0,49.0,56.0,21.0,65.0,802,Computer Vision in Python.,34.0,25,False,2022-06-28 14:25:55,1.4.13,10.0,mahotas,conda-forge/mahotas,,,,1077.0,1077.0,https://pypi.org/project/mahotas,14980.0,19300.0,https://anaconda.org/conda-forge/mahotas,2023-06-16 13:24:53.328,375924.0,,,,,3.0,,,,,,,,,,,,,,,
491,dstack,dstackai/dstack,others,,https://github.com/dstackai/dstack,https://github.com/dstackai/dstack,MPL-2.0,2022-01-04 10:29:46.000,2023-06-29 09:55:47.000000,2023-06-29 09:55:38,1042.0,240.0,46.0,13.0,224.0,28.0,273.0,711,dstack is an open-source tool for managing dev environments and automating ML tasks on any cloud. dstack supports all..,13.0,25,True,2023-06-22 16:18:59,0.10.2,19.0,dstack,,,,,11.0,11.0,https://pypi.org/project/dstack,1418.0,1418.0,,,,,,,,3.0,,,14.0,,,,,,,,,,,,
492,snowballstemmer,snowballstem/snowball,nlp,,https://github.com/snowballstem/snowball,https://github.com/snowballstem/snowball,BSD-3-Clause,2013-02-23 07:17:42.000,2023-06-16 13:16:49.834000,2023-04-24 02:53:14,938.0,8.0,161.0,37.0,112.0,18.0,51.0,667,Snowball compiler and stemming algorithms.,32.0,25,True,,,6.0,snowballstemmer,conda-forge/snowballstemmer,,,,4.0,4.0,https://pypi.org/project/snowballstemmer,8882522.0,8964895.0,https://anaconda.org/conda-forge/snowballstemmer,2023-06-16 13:16:49.834,6754637.0,,,,,3.0,,,,,,,,,,,,,,,
493,pymap3d,geospace-code/pymap3d,geospatial-data,,https://github.com/geospace-code/pymap3d,https://github.com/geospace-code/pymap3d,BSD-2-Clause,2014-08-03 04:28:03.000,2023-06-16 19:18:14.535000,2023-03-05 05:31:37,737.0,,76.0,13.0,28.0,5.0,44.0,314,pure-Python (Numpy optional) 3D coordinate conversions for geospace ecef enu eci.,14.0,25,True,2023-03-05 05:32:23,3.0.1,56.0,pymap3d,conda-forge/pymap3d,,,,282.0,282.0,https://pypi.org/project/pymap3d,64779.0,66155.0,https://anaconda.org/conda-forge/pymap3d,2023-06-16 19:18:14.535,53700.0,,,,,3.0,,,,,,,,,,,,,,,
494,Dopamine,google/dopamine,reinforcement-learning,,https://github.com/google/dopamine,https://github.com/google/dopamine,Apache-2.0,2018-07-26 09:58:36.000,2023-06-12 16:58:00.000000,2023-06-12 16:57:58,324.0,4.0,1324.0,441.0,46.0,73.0,86.0,10151,Dopamine is a research framework for fast prototyping of reinforcement learning algorithms.,15.0,24,True,2019-09-26 14:58:33,2,2.0,dopamine-rl,,,,['tensorflow'],,,https://pypi.org/project/dopamine-rl,49121.0,49121.0,,,,,,,,3.0,,,,,,,,,,,,,,,
495,prettymaps,marceloprates/prettymaps,geospatial-data,,https://github.com/marceloprates/prettymaps,https://github.com/marceloprates/prettymaps,AGPL-3.0,2021-03-05 12:22:05.000,2023-06-18 08:40:31.986000,2023-02-15 20:15:59,196.0,,465.0,80.0,36.0,48.0,26.0,9834,"A small set of Python functions to draw pretty maps from OpenStreetMap data. Based on osmnx, matplotlib and shapely..",15.0,24,False,2023-02-15 20:16:12,1.0.0,5.0,prettymaps,conda-forge/prettymaps,,,,29.0,29.0,https://pypi.org/project/prettymaps,3535.0,3638.0,https://anaconda.org/conda-forge/prettymaps,2023-06-18 08:40:31.986,1757.0,,,,,3.0,,,7.0,,,,,,,,,,,,
496,cortex,cortexlabs/cortex,model-serialisation,,https://github.com/cortexlabs/cortex,https://github.com/cortexlabs/cortex,Apache-2.0,2019-01-24 04:43:14.000,2023-06-16 18:03:39.000000,2023-03-04 05:19:44,2327.0,,603.0,146.0,1362.0,110.0,985.0,7937,Production infrastructure for machine learning at scale.,24.0,24,True,2022-09-23 18:01:31,0.42.1,63.0,cortex,,,,,,,https://pypi.org/project/cortex,1674.0,1674.0,,,,,,,,3.0,,,,,,,,,,,,,,,
497,scikit-surprise,NicolasHug/Surprise,recommender-systems,,https://github.com/NicolasHug/Surprise,https://github.com/NicolasHug/Surprise,BSD-3-Clause,2016-10-23 14:59:38.000,2023-06-16 16:08:26.431000,2023-01-27 13:12:44,652.0,,957.0,147.0,93.0,72.0,304.0,5859,A Python scikit for building and analyzing recommender systems.,45.0,24,True,,,8.0,scikit-surprise,conda-forge/scikit-surprise,,,,,,https://pypi.org/project/scikit-surprise,121223.0,126154.0,https://anaconda.org/conda-forge/scikit-surprise,2023-06-16 16:08:26.431,320570.0,,,,,3.0,,,,,,,,,,,,,,,
498,MMLSpark,microsoft/SynapseML,distributed-ml,,https://github.com/microsoft/SynapseML,https://github.com/microsoft/SynapseML,MIT,2017-06-05 08:23:44.000,2023-06-29 00:09:17.000000,2023-06-28 23:53:47,1454.0,67.0,730.0,143.0,1334.0,273.0,391.0,4316,Simple and Distributed Machine Learning.,111.0,24,True,2023-04-24 23:13:08,0.11.1,29.0,mmlspark,,,,['spark'],,,https://pypi.org/project/mmlspark,4.0,4.0,,,,,,,,3.0,,,,,,,,,,,,,,,
499,scikit-opt,guofei9987/scikit-opt,sklearn-utils,,https://github.com/guofei9987/scikit-opt,https://github.com/guofei9987/scikit-opt,MIT,2017-12-05 10:20:41.000,2023-06-10 15:03:11.000000,2023-02-19 16:29:00,327.0,,877.0,44.0,28.0,58.0,110.0,4183,"Genetic Algorithm, Particle Swarm Optimization, Simulated Annealing, Ant Colony Optimization Algorithm,Immune..",17.0,24,True,2021-06-28 12:45:52,0.6.5,20.0,scikit-opt,,,,['sklearn'],127.0,127.0,https://pypi.org/project/scikit-opt,2992.0,2992.0,,,,,,,,2.0,,,,,,,,,,,,,,,
500,PyAlgoTrade,gbeced/pyalgotrade,financial-data,,https://github.com/gbeced/pyalgotrade,https://github.com/gbeced/pyalgotrade,Apache-2.0,2012-03-07 01:09:54.000,2023-04-28 04:08:34.000000,2023-03-05 22:07:59,1158.0,,1283.0,352.0,56.0,40.0,84.0,4062,Python Algorithmic Trading Library.,11.0,24,True,,,,pyalgotrade,,,,,163.0,163.0,https://pypi.org/project/pyalgotrade,690.0,690.0,,,,,,,,3.0,,,,,,,,,,,,,,,
501,yellowbrick,DistrictDataLabs/yellowbrick,interpretability,,https://github.com/DistrictDataLabs/yellowbrick,https://github.com/DistrictDataLabs/yellowbrick,Apache-2.0,2016-05-18 14:12:17.000,2023-06-26 22:44:06.000000,2023-03-19 17:37:07,900.0,,526.0,105.0,615.0,81.0,605.0,4034,Visual analysis and diagnostic tools to facilitate machine learning model selection.,113.0,24,True,2022-08-21 12:49:43,1.5,24.0,yellowbrick,conda-forge/yellowbrick,,,['sklearn'],,,https://pypi.org/project/yellowbrick,418546.0,420427.0,https://anaconda.org/conda-forge/yellowbrick,2023-06-16 19:21:13.554,63978.0,,,,,3.0,,,,,,,,,,,,,,,
502,Snips NLU,snipsco/snips-nlu,nlp,,https://github.com/snipsco/snips-nlu,https://github.com/snipsco/snips-nlu,Apache-2.0,2017-02-08 16:16:36.000,2023-05-22 16:10:15.000000,2021-05-03 12:18:31,2154.0,,509.0,138.0,649.0,65.0,197.0,3808,Snips Python library to extract meaning from text.,22.0,24,False,2020-01-15 09:51:41,0.20.2,58.0,snips-nlu,,,,,,,https://pypi.org/project/snips-nlu,1715.0,1715.0,,,,,,,,3.0,,,,,,,,,,,,,,,
503,keras-vis,raghakot/keras-vis,interpretability,,https://github.com/raghakot/keras-vis,https://github.com/raghakot/keras-vis,MIT,2016-11-11 23:27:34.000,2022-02-07 16:06:07.000000,2020-04-20 01:03:12,195.0,,652.0,72.0,25.0,113.0,101.0,2960,Neural network visualization toolkit for keras.,10.0,24,False,,,8.0,keras-vis,,,,['tensorflow'],2762.0,2762.0,https://pypi.org/project/keras-vis,1313.0,1313.0,,,,,,,,3.0,,,,,,,,,,,,,,,
504,pytorchvideo,facebookresearch/pytorchvideo,image,,https://github.com/facebookresearch/pytorchvideo,https://github.com/facebookresearch/pytorchvideo,Apache-2.0,2021-03-09 20:39:13.000,2023-06-13 12:50:32.000000,2023-06-13 12:45:58,175.0,3.0,347.0,167.0,77.0,66.0,99.0,2915,A deep learning library for video understanding research.,53.0,24,True,2021-09-10 17:02:20,0.1.3,2.0,pytorchvideo,,,,['pytorch'],,,https://pypi.org/project/pytorchvideo,23564.0,23564.0,,,,,,,,3.0,,,,,,,,,,,,,,,
505,knockknock,huggingface/knockknock,ml-experiments,,https://github.com/huggingface/knockknock,https://github.com/huggingface/knockknock,MIT,2019-03-20 13:08:55.000,2023-06-23 10:52:46.000000,2020-03-16 04:26:47,75.0,,216.0,65.0,42.0,17.0,23.0,2621,Knock Knock: Get notified when your training ends with only two additional lines of code.,20.0,24,False,,,5.0,knockknock,conda-forge/knockknock,,,,670.0,670.0,https://pypi.org/project/knockknock,36377.0,36673.0,https://anaconda.org/conda-forge/knockknock,2023-06-16 16:18:44.705,13047.0,,,,,3.0,,,,,,,,,,,,,,,
506,analytics-zoo,intel-analytics/analytics-zoo,distributed-ml,,https://github.com/intel-analytics/analytics-zoo,https://github.com/intel-analytics/analytics-zoo,Apache-2.0,2017-05-05 02:27:30.000,2023-06-16 00:44:02.000000,2023-06-16 00:44:02,3450.0,8.0,710.0,107.0,3867.0,406.0,855.0,2573,"Distributed Tensorflow, Keras and PyTorch on Apache Spark/Flink & Ray.",108.0,24,True,2022-01-24 01:44:53,0.11.2,15.0,analytics-zoo,,,,['spark'],4.0,4.0,https://pypi.org/project/analytics-zoo,694.0,694.0,,,,,,,,3.0,,,,,,,,,,,,,,,
507,m2cgen,BayesWitnesses/m2cgen,model-serialisation,,https://github.com/BayesWitnesses/m2cgen,https://github.com/BayesWitnesses/m2cgen,MIT,2019-01-13 02:32:55.000,2023-03-18 16:45:36.000000,2022-10-05 16:26:03,376.0,,206.0,48.0,480.0,29.0,70.0,2562,"Transform ML models into a native code (Java, C, Python, Go, JavaScript, Visual Basic, C#, R, PowerShell, PHP, Dart,..",14.0,24,True,2022-04-25 18:51:36,0.10.0,13.0,m2cgen,,,,,137.0,137.0,https://pypi.org/project/m2cgen,13191.0,13192.0,,,,,,,,3.0,52.0,,,,,,,,,,,,,,
508,Enigma Catalyst,scrtlabs/catalyst,financial-data,,https://github.com/scrtlabs/catalyst,https://github.com/scrtlabs/catalyst,Apache-2.0,2017-06-13 22:31:34.000,2022-11-26 14:07:55.000000,2021-09-22 15:31:55,6364.0,,703.0,167.0,94.0,124.0,358.0,2426,An Algorithmic Trading Library for Crypto-Assets in Python.,151.0,24,False,,,,enigma-catalyst,,,,,25.0,25.0,https://pypi.org/project/enigma-catalyst,174.0,174.0,,,,,,,,3.0,,,,,,,,,,,,,,,
509,polyglot,aboSamoor/polyglot,nlp,,https://github.com/aboSamoor/polyglot,https://github.com/aboSamoor/polyglot,,2014-06-30 02:07:45.000,2023-02-24 18:44:15.000000,2020-09-22 22:35:28,271.0,,324.0,79.0,54.0,151.0,68.0,2185,Multilingual text (NLP) processing toolkit.,26.0,24,False,,,,polyglot,,,,,1039.0,1039.0,https://pypi.org/project/polyglot,67348.0,67348.0,,,,,,,,3.0,,,,,,,,,,,,,,,
510,langid,saffsd/langid.py,nlp,,https://github.com/saffsd/langid.py,https://github.com/saffsd/langid.py,,2011-04-29 00:16:56.000,2020-01-01 10:49:30.000000,2017-07-15 02:49:17,242.0,,287.0,66.0,14.0,25.0,46.0,2105,Stand-alone language identification system.,9.0,24,False,,,,langid,,,,,5529.0,5529.0,https://pypi.org/project/langid,319044.0,319044.0,,,,,,,,3.0,,,,,,,,,,,,,,,
511,AmpliGraph,Accenture/AmpliGraph,graph,,https://github.com/Accenture/AmpliGraph,https://github.com/Accenture/AmpliGraph,Apache-2.0,2019-01-09 14:52:05.000,2023-03-09 09:14:59.000000,2023-03-08 18:29:46,1478.0,,230.0,66.0,58.0,30.0,185.0,1955,Python library for Representation Learning on Knowledge Graphs https://docs.ampligraph.org.,20.0,24,True,2023-03-08 18:54:25,2.0.0,12.0,ampligraph,,,,['tensorflow'],39.0,39.0,https://pypi.org/project/ampligraph,847.0,847.0,,,,,,,,2.0,,,,,,,,,,,,,,,
512,checklist,marcotcr/checklist,interpretability,,https://github.com/marcotcr/checklist,https://github.com/marcotcr/checklist,MIT,2020-03-09 17:18:49.000,2023-06-16 19:24:18.549000,2022-08-12 15:43:09,249.0,,186.0,30.0,57.0,2.0,82.0,1910,Beyond Accuracy: Behavioral Testing of NLP models with CheckList.,13.0,24,True,,,2.0,checklist,conda-forge/checklist,,,['jupyter'],257.0,257.0,https://pypi.org/project/checklist,6018.0,6220.0,https://anaconda.org/conda-forge/checklist,2023-06-16 19:24:18.549,5862.0,,,,,3.0,,,,,,,,,,,,,,,
