,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,npm_id,npm_url,npm_monthly_downloads,helm_id,updated_github_id,brew_id,apt_id,yum_id,snap_id,maven_id,maven_url,dnf_id,yay_id
406,Elephas,maxpumperla/elephas,distributed-ml,,https://github.com/maxpumperla/elephas,https://github.com/maxpumperla/elephas,MIT,2015-08-13 12:09:19.000,2022-03-30 23:22:34.000000,2022-03-30 23:22:31,502,1.0,295.0,104.0,46.0,18.0,138.0,1541,Distributed Deep learning with Keras & Spark.,27.0,26,True,2021-08-17 01:14:44,3.0.0,9.0,elephas,conda-forge/elephas,,,"['keras', 'spark']",56.0,56.0,https://pypi.org/project/elephas,92275.0,92521.0,https://anaconda.org/conda-forge/elephas,2021-06-02 18:33:53.270,8124.0,,,,,3.0,,,,,,,,,,,,,,,
407,bt,pmorissette/bt,financial-data,,https://github.com/pmorissette/bt,https://github.com/pmorissette/bt,MIT,2014-06-19 16:06:28.000,2022-05-26 02:33:08.000000,2022-05-26 02:33:08,463,9.0,311.0,78.0,79.0,56.0,227.0,1384,bt - flexible backtesting for Python.,25.0,26,True,2021-04-21 02:49:56,0.2.9,2.0,bt,conda-forge/bt,,,,112.0,112.0,https://pypi.org/project/bt,4433.0,4764.0,https://anaconda.org/conda-forge/bt,2022-01-18 18:09:55.903,4304.0,,,,,2.0,,,,,,,,,,,,,,,
408,ogb,snap-stanford/ogb,graph,,https://github.com/snap-stanford/ogb,https://github.com/snap-stanford/ogb,MIT,2019-11-22 22:13:57.000,2022-05-14 18:25:00.000000,2022-05-14 18:24:18,585,2.0,287.0,38.0,32.0,8.0,203.0,1347,"Benchmark datasets, data loaders, and evaluators for graph machine learning.",19.0,26,True,2021-09-29 04:42:13,1.3.2,13.0,ogb,conda-forge/ogb,,,,297.0,297.0,https://pypi.org/project/ogb,10669.0,11062.0,https://anaconda.org/conda-forge/ogb,2022-02-23 11:52:44.440,7860.0,,,,,2.0,,,,,,,,,,,,,,,
409,PyCUDA,inducer/pycuda,gpu-utilities,,https://github.com/inducer/pycuda,https://github.com/inducer/pycuda,,2011-04-06 02:53:31.000,2022-05-05 00:39:41.933000,2022-03-03 19:44:39,1519,1.0,254.0,54.0,118.0,56.0,158.0,1307,"CUDA integration for Python, plus shiny features.",75.0,26,False,,,2.0,pycuda,conda-forge/pycuda,,,,1318.0,1318.0,https://pypi.org/project/pycuda,30213.0,35027.0,https://anaconda.org/conda-forge/pycuda,2022-05-05 00:39:41.933,67406.0,,,,,2.0,,,,,,,,,,,,,,,
410,fairlearn,fairlearn/fairlearn,interpretability,,https://github.com/fairlearn/fairlearn,https://github.com/fairlearn/fairlearn,MIT,2018-05-15 01:51:35.000,2022-05-24 07:15:00.000000,2022-05-20 18:02:00,702,34.0,301.0,33.0,703.0,139.0,212.0,1276,A Python package to assess and improve fairness of machine learning models.,67.0,26,True,2021-07-07 08:16:09,0.7.0,11.0,fairlearn,conda-forge/fairlearn,,,['sklearn'],,,https://pypi.org/project/fairlearn,95722.0,96384.0,https://anaconda.org/conda-forge/fairlearn,2021-07-07 15:56:16.605,17896.0,,,,,2.0,,,,,,,,,,,,,,,
411,Mesh,tensorflow/mesh,distributed-ml,,https://github.com/tensorflow/mesh,https://github.com/tensorflow/mesh,Apache-2.0,2018-09-20 20:23:34.000,2022-05-12 18:44:46.000000,2022-05-12 18:44:41,652,5.0,210.0,41.0,303.0,64.0,14.0,1265,Mesh TensorFlow: Model Parallelism Made Easier.,48.0,26,True,2018-12-11 00:09:43,0.0.5,4.0,mesh-tensorflow,,,,['tensorflow'],679.0,679.0,https://pypi.org/project/mesh-tensorflow,21747.0,21747.0,,,,,,,,3.0,,,,,,,,,,,,,,,
412,metric-learn,scikit-learn-contrib/metric-learn,others,,https://github.com/scikit-learn-contrib/metric-learn,https://github.com/scikit-learn-contrib/metric-learn,MIT,2013-11-02 08:29:47.000,2022-04-07 21:15:18.000000,2022-03-11 06:00:21,281,1.0,219.0,49.0,180.0,45.0,117.0,1238,Metric learning algorithms in Python.,22.0,26,True,2020-07-02 12:55:51,0.6.2,10.0,metric-learn,conda-forge/metric-learn,,,['sklearn'],204.0,204.0,https://pypi.org/project/metric-learn,13989.0,14208.0,https://anaconda.org/conda-forge/metric-learn,2020-07-02 13:51:25.681,5719.0,,,,,3.0,,,,,,,,,,,,,,,
413,arq,samuelcolvin/arq,data-pipelines,,https://github.com/samuelcolvin/arq,https://github.com/samuelcolvin/arq,MIT,2016-07-21 18:24:42.000,2022-05-19 13:53:06.000000,2022-03-28 11:37:46,328,10.0,102.0,27.0,173.0,37.0,101.0,1199,Fast job queuing and RPC in python with asyncio and redis.,39.0,26,True,2021-09-02 12:45:02,0.22,52.0,arq,conda-forge/arq,,,,226.0,226.0,https://pypi.org/project/arq,22615.0,22784.0,https://anaconda.org/conda-forge/arq,2021-09-03 10:08:17.446,2197.0,,,,,3.0,,,,,,,,,,,,,,,
414,openTSNE,pavlin-policar/openTSNE,data-viz,,https://github.com/pavlin-policar/openTSNE,https://github.com/pavlin-policar/openTSNE,BSD-3-Clause,2018-06-08 18:42:09.000,2022-03-18 13:03:32.000000,2022-03-18 13:03:22,603,25.0,114.0,25.0,107.0,4.0,100.0,995,"Extensible, parallel implementations of t-SNE.",10.0,26,True,2022-03-18 13:55:30,0.6.2,16.0,opentsne,conda-forge/opentsne,,,,335.0,335.0,https://pypi.org/project/opentsne,15564.0,18927.0,https://anaconda.org/conda-forge/opentsne,2021-11-13 15:59:24.399,137897.0,,,,,3.0,,,,,,,,,,,,,,,
415,avalanche,ContinualAI/avalanche,others,,https://github.com/ContinualAI/avalanche,https://github.com/ContinualAI/avalanche,MIT,2020-03-05 11:32:13.000,2022-05-25 15:50:37.000000,2022-05-25 15:50:37,2649,259.0,146.0,27.0,380.0,66.0,436.0,932,Avalanche: an End-to-End Library for Continual Learning based on PyTorch.,56.0,26,True,2021-12-16 11:04:28,0.1.0,2.0,avalanche-lib,,,,,9.0,9.0,https://pypi.org/project/avalanche-lib,695.0,695.0,,,,,,,,3.0,,,,,,,,,,,,,,,
416,empyrical,quantopian/empyrical,financial-data,,https://github.com/quantopian/empyrical,https://github.com/quantopian/empyrical,Apache-2.0,2016-03-18 10:22:52.000,2020-10-14 13:28:13.625000,2020-10-14 13:22:39,167,,287.0,71.0,83.0,23.0,26.0,925,Common financial risk and performance metrics. Used by zipline and pyfolio.,22.0,26,False,2020-10-13 21:28:25,0.5.5,9.0,empyrical,conda-forge/empyrical,,,,878.0,878.0,https://pypi.org/project/empyrical,34756.0,35067.0,https://anaconda.org/conda-forge/empyrical,2020-10-14 13:28:13.625,15889.0,,,,,2.0,,,,,,,,,,,,,,,
417,Neural Structured Learning,tensorflow/neural-structured-learning,tensorflow-utils,,https://github.com/tensorflow/neural-structured-learning,https://github.com/tensorflow/neural-structured-learning,Apache-2.0,2019-08-27 21:48:16.000,2022-05-25 10:18:07.000000,2022-05-09 17:53:21,513,3.0,170.0,44.0,55.0,3.0,59.0,923,Training neural models with structured signals.,33.0,26,True,2020-08-18 00:30:03,1.3.1,6.0,neural-structured-learning,,,,['tensorflow'],228.0,228.0,https://pypi.org/project/neural-structured-learning,15947.0,15947.0,,,,,,,,3.0,,,,,,,,,,,,,,,
418,responsible-ai-widgets,microsoft/responsible-ai-toolbox,interpretability,,https://github.com/microsoft/responsible-ai-toolbox,https://github.com/microsoft/responsible-ai-toolbox,MIT,2020-07-06 20:46:53.000,2022-05-26 00:24:09.000000,2022-05-26 00:24:08,1051,157.0,116.0,16.0,1188.0,35.0,208.0,492,"This project provides responsible AI user interfaces for Fairlearn, interpret-community, and Error Analysis, as well..",24.0,26,True,2022-05-18 21:34:02,0.18.2,20.0,raiwidgets,,,,"['pytorch', 'tensorflow', 'jupyter']",29.0,29.0,https://pypi.org/project/raiwidgets,11188.0,11188.0,,,,,,,,2.0,,,,,,,,,,,,,,,
419,EarthPy,earthlab/earthpy,geospatial-data,,https://github.com/earthlab/earthpy,https://github.com/earthlab/earthpy,BSD-3-Clause,2018-02-20 03:02:42.000,2022-05-21 18:28:14.000000,2021-12-20 23:24:01,1186,,135.0,21.0,546.0,18.0,207.0,360,A package built to support working with spatial data using open source python.,40.0,26,True,2021-10-01 22:50:41,0.9.4,14.0,earthpy,conda-forge/earthpy,,,,143.0,143.0,https://pypi.org/project/earthpy,7824.0,8998.0,https://anaconda.org/conda-forge/earthpy,2021-10-04 19:35:49.510,43474.0,,,,,3.0,,,,,,,,,,,,,,,
420,Dopamine,google/dopamine,reinforcement-learning,,https://github.com/google/dopamine,https://github.com/google/dopamine,Apache-2.0,2018-07-26 09:58:36.000,2022-05-20 19:48:41.000000,2022-05-20 19:48:41,296,14.0,1285.0,447.0,43.0,65.0,85.0,9807,Dopamine is a research framework for fast prototyping of reinforcement learning algorithms.,15.0,25,True,2019-09-26 14:58:33,2,2.0,dopamine-rl,,,,['tensorflow'],,,https://pypi.org/project/dopamine-rl,46111.0,46111.0,,,,,,,,2.0,,,,,,,,,,,,,,,
421,cortex,cortexlabs/cortex,model-serialisation,,https://github.com/cortexlabs/cortex,https://github.com/cortexlabs/cortex,Apache-2.0,2019-01-24 04:43:14.000,2022-04-24 20:38:41.000000,2022-04-23 04:02:53,2321,7.0,580.0,147.0,1345.0,107.0,983.0,7748,Production infrastructure for machine learning at scale.,24.0,25,True,2022-01-10 17:48:15,0.42.0,62.0,cortex,,,,,,,https://pypi.org/project/cortex,1915.0,1915.0,,,,,,,,3.0,,,,,,,,,,,,,,,
422,OCRmyPDF,ocrmypdf/OCRmyPDF,ocr,,https://github.com/ocrmypdf/OCRmyPDF,https://github.com/ocrmypdf/OCRmyPDF,MPL-2.0,2013-12-20 08:26:28.000,2022-05-26 07:59:23.000000,2022-05-26 07:59:14,3204,38.0,563.0,123.0,110.0,88.0,774.0,6442,"OCRmyPDF adds an OCR text layer to scanned PDF files, allowing them to be searched.",67.0,25,True,2016-02-17 09:22:48,4.0,32.0,ocrmypdf,conda-forge/ocrmypdf,,,,,,https://pypi.org/project/ocrmypdf,22737.0,23445.0,https://anaconda.org/conda-forge/ocrmypdf,2022-05-25 12:12:55.863,10627.0,,,,,3.0,,,,,,,,ocrmypdf,ocrmypdf,,,,,,
423,SpeechRecognition,Uberi/speech_recognition,audio,,https://github.com/Uberi/speech_recognition,https://github.com/Uberi/speech_recognition,,2014-04-23 04:53:54.000,2022-05-26 01:12:26.000000,2022-05-26 01:12:26,390,5.0,2012.0,284.0,101.0,225.0,281.0,6279,"Speech recognition module for Python, supporting several engines and APIs, online and offline.",45.0,25,False,2017-12-05 14:05:14,3.8.1,23.0,SpeechRecognition,conda-forge/speechrecognition,,,,,,https://pypi.org/project/SpeechRecognition,271894.0,273871.0,https://anaconda.org/conda-forge/speechrecognition,2021-12-13 09:59:53.408,136416.0,,,,,3.0,,-6.0,,,,,,,,,,,,,
424,snownlp,isnowfy/snownlp,chinese-nlp,,https://github.com/isnowfy/snownlp,https://github.com/isnowfy/snownlp,MIT,2013-11-26 11:46:56.000,2020-01-19 02:39:05.000000,2020-01-19 02:39:03,57,,1321.0,351.0,14.0,40.0,65.0,5807,Python library for processing Chinese text.,8.0,25,False,,,,snownlp,,,,,879.0,879.0,https://pypi.org/project/snownlp,11550.0,11550.0,,,,,,,,3.0,,,,,,,,,,,,,,,
425,mmdnn,Microsoft/MMdnn,model-serialisation,,https://github.com/microsoft/MMdnn,https://github.com/microsoft/MMdnn,MIT,2017-08-16 08:03:52.000,2021-03-01 14:17:24.000000,2020-08-14 02:32:30,1083,,953.0,185.0,323.0,320.0,289.0,5584,MMdnn is a set of tools to help users inter-operate among different deep learning frameworks. E.g. model conversion..,85.0,25,False,2020-07-24 06:14:52,0.3.1,12.0,mmdnn,,,,,77.0,77.0,https://pypi.org/project/mmdnn,648.0,713.0,,,,,,,,3.0,3560.0,,,,,,,,,,,,,,
426,MMF,facebookresearch/mmf,image,,https://github.com/facebookresearch/mmf,https://github.com/facebookresearch/mmf,BSD-3-Clause,2018-06-27 04:52:40.000,2022-05-19 06:44:28.000000,2022-05-19 06:43:23,1052,19.0,824.0,110.0,633.0,186.0,429.0,4916,A modular framework for vision & language multimodal research from Facebook AI Research (FAIR).,102.0,25,True,2019-08-26 19:04:21,0.3.1,2.0,mmf,,,,['pytorch'],12.0,12.0,https://pypi.org/project/mmf,455.0,455.0,,,,,,,,3.0,,,,,,,,,,,,,,,
427,Augmentor,mdbloice/Augmentor,image,,https://github.com/mdbloice/Augmentor,https://github.com/mdbloice/Augmentor,MIT,2016-03-01 18:29:55.000,2022-05-24 12:15:11.000000,2022-05-24 12:15:11,544,7.0,823.0,127.0,58.0,112.0,72.0,4721,Image augmentation library in Python for machine learning.,22.0,25,True,,,,Augmentor,,,,,456.0,456.0,https://pypi.org/project/Augmentor,15825.0,15825.0,,,,,,,,3.0,,,,,,,,,,,,,,,
428,TensorTrade,tensortrade-org/tensortrade,financial-data,,https://github.com/tensortrade-org/tensortrade,https://github.com/tensortrade-org/tensortrade,Apache-2.0,2019-07-30 21:28:32.000,2022-05-02 02:24:32.000000,2022-03-02 13:05:43,1042,7.0,875.0,231.0,211.0,34.0,194.0,3862,"An open source reinforcement learning framework for training, evaluating, and deploying robust trading agents.",61.0,25,True,2021-05-10 18:04:30,1.0.3,6.0,tensortrade,conda-forge/tensortrade,,,,36.0,36.0,https://pypi.org/project/tensortrade,552.0,634.0,https://anaconda.org/conda-forge/tensortrade,2021-05-10 20:10:14.115,1066.0,,,,,3.0,,,,,,,,,,,,,,,
429,vaderSentiment,cjhutto/vaderSentiment,nlp,,https://github.com/cjhutto/vaderSentiment,https://github.com/cjhutto/vaderSentiment,MIT,2014-11-17 16:31:45.000,2022-04-01 13:57:36.000000,2022-04-01 13:57:36,131,4.0,859.0,139.0,29.0,32.0,75.0,3595,VADER Sentiment Analysis. VADER (Valence Aware Dictionary and sEntiment Reasoner) is a lexicon and rule-based..,11.0,25,True,2014-11-17 16:34:37,0.5,1.0,vadersentiment,conda-forge/vadersentiment,,,,3822.0,3822.0,https://pypi.org/project/vadersentiment,190156.0,190772.0,https://anaconda.org/conda-forge/vadersentiment,2021-03-22 07:41:03.629,8634.0,,,,,3.0,,,,,,,,,,,,,,,
430,xLearn,aksnzhy/xlearn,ml-frameworks,,https://github.com/aksnzhy/xlearn,https://github.com/aksnzhy/xlearn,Apache-2.0,2017-06-10 08:09:31.000,2021-01-28 14:17:44.000000,2020-03-03 10:12:35,1340,,511.0,109.0,70.0,181.0,114.0,3001,"High performance, easy-to-use, and scalable machine learning (ML) package, including linear model (LR), factorization..",30.0,25,False,2019-04-25 02:10:05,0.4.4,15.0,xlearn,,,,,85.0,85.0,https://pypi.org/project/xlearn,4037.0,4102.0,,,,,,,,3.0,3250.0,,,,,,,,,,,,,,
431,facenet-pytorch,timesler/facenet-pytorch,image,,https://github.com/timesler/facenet-pytorch,https://github.com/timesler/facenet-pytorch,MIT,2019-05-25 01:29:24.000,2021-12-13 14:59:32.000000,2021-12-13 12:07:11,235,,618.0,40.0,44.0,58.0,90.0,2877,Pretrained Pytorch face detection (MTCNN) and facial recognition (InceptionResnet) models.,14.0,25,True,2020-09-07 23:53:20,2.4.1,6.0,facenet-pytorch,,,,['pytorch'],771.0,771.0,https://pypi.org/project/facenet-pytorch,14135.0,23991.0,,,,,,,,3.0,295694.0,,,,,,,,,,,,,,
432,analytics-zoo,intel-analytics/analytics-zoo,distributed-ml,,https://github.com/intel-analytics/analytics-zoo,https://github.com/intel-analytics/analytics-zoo,Apache-2.0,2017-05-05 02:27:30.000,2022-05-24 17:24:19.000000,2022-03-29 10:34:59,3426,2.0,701.0,103.0,3831.0,412.0,845.0,2503,"Distributed Tensorflow, Keras and PyTorch on Apache Spark/Flink & Ray.",105.0,25,True,2022-01-24 01:44:53,0.11.2,15.0,analytics-zoo,,,,['spark'],3.0,3.0,https://pypi.org/project/analytics-zoo,4023.0,4023.0,,,,,,,,3.0,,,,,,,,,,,,,,,
433,DeepVariant,google/deepvariant,medical-data,,https://github.com/google/deepvariant,https://github.com/google/deepvariant,BSD-3-Clause,2017-11-23 01:56:22.000,2022-03-07 13:08:05.000000,2022-01-28 17:30:19,1842,,607.0,160.0,52.0,2.0,483.0,2492,DeepVariant is an analysis pipeline that uses a deep neural network to call genetic variants from next-generation DNA..,21.0,25,True,2021-12-10 07:12:31,1.3.0,17.0,,bioconda/deepvariant,,,['tensorflow'],,,,,859.0,https://anaconda.org/bioconda/deepvariant,2021-12-16 06:56:52.044,40888.0,,,,,3.0,3877.0,,,,,,,,,,,,,,
434,Hyperas,maxpumperla/hyperas,hyperopt,,https://github.com/maxpumperla/hyperas,https://github.com/maxpumperla/hyperas,MIT,2016-02-19 14:45:10.000,2021-11-19 13:23:59.000000,2021-11-19 13:23:56,211,,300.0,61.0,37.0,93.0,158.0,2126,Keras + Hyperopt: A very simple wrapper for convenient hyperparameter optimization.,21.0,25,True,,,,hyperas,,,,['tensorflow'],236.0,236.0,https://pypi.org/project/hyperas,13307.0,13307.0,,,,,,,,2.0,,,,,,,,,,,,,,,
435,mtcnn,ipazc/mtcnn,image,,https://github.com/ipazc/mtcnn,https://github.com/ipazc/mtcnn,MIT,2018-01-05 04:08:32.000,2022-03-02 10:05:52.000000,2021-07-09 11:06:18,56,,448.0,41.0,22.0,60.0,38.0,1775,"MTCNN face detection implementation for TensorFlow, as a PIP package.",15.0,25,True,,,2.0,mtcnn,conda-forge/mtcnn,,,['tensorflow'],2249.0,2249.0,https://pypi.org/project/mtcnn,30114.0,30290.0,https://anaconda.org/conda-forge/mtcnn,2021-08-17 17:36:21.436,4756.0,,,,,3.0,,,,,,,,,,,,,,,
436,HyperTools,ContextLab/hypertools,data-viz,,https://github.com/ContextLab/hypertools,https://github.com/ContextLab/hypertools,MIT,2016-09-27 21:31:25.000,2022-02-12 03:29:55.000000,2022-02-12 02:32:06,1636,,154.0,59.0,65.0,69.0,123.0,1725,A Python toolbox for gaining geometric insights into high-dimensional data.,21.0,25,True,2022-02-12 03:29:55,0.8.0,21.0,hypertools,,,,,186.0,186.0,https://pypi.org/project/hypertools,809.0,809.0,,,,,,,,3.0,14.0,,,,,,,,,,,,,,
437,pytorch_geometric_temporal,benedekrozemberczki/pytorch_geometric_temporal,graph,,https://github.com/benedekrozemberczki/pytorch_geometric_temporal,https://github.com/benedekrozemberczki/pytorch_geometric_temporal,MIT,2020-06-27 01:11:33.000,2022-04-24 20:12:59.000000,2022-04-24 20:12:59,1878,20.0,234.0,40.0,63.0,11.0,96.0,1565,PyTorch Geometric Temporal: Spatiotemporal Signal Processing with Neural Machine Learning Models (CIKM 2021).,21.0,25,True,2022-04-04 19:21:59,0.52.0,40.0,torch-geometric-temporal,,,,['pytorch'],,,https://pypi.org/project/torch-geometric-temporal,2256.0,2256.0,,,,,,,,2.0,,,,,,,,,,,,,,,
438,Deep Checks,deepchecks/deepchecks,interpretability,,https://github.com/deepchecks/deepchecks,https://github.com/deepchecks/deepchecks,,2021-10-11 14:48:38.000,2022-05-26 13:27:19.000000,2022-05-26 11:54:13,908,290.0,98.0,9.0,993.0,124.0,389.0,1523,Test Suites for Validating ML Models & Data. Deepchecks is a Python package for comprehensively validating your..,24.0,25,False,2022-05-12 14:13:13,0.6.4,34.0,deepchecks,,,,,7.0,7.0,https://pypi.org/project/deepchecks,29537.0,29561.0,,,,,,,,2.0,169.0,,,,,,,,,,,,,,
439,NiftyNet,NifTK/NiftyNet,medical-data,,https://github.com/NifTK/NiftyNet,https://github.com/NifTK/NiftyNet,Apache-2.0,2017-08-30 07:55:43.000,2020-04-21 19:54:52.000000,2020-04-21 19:54:51,3284,,390.0,90.0,165.0,100.0,224.0,1308,[unmaintained] An open-source convolutional neural networks platform for research in medical image analysis and image-..,59.0,25,False,2019-10-09 19:33:30,0.6.0,8.0,niftynet,,,,['tensorflow'],38.0,38.0,https://pypi.org/project/niftynet,2772.0,2772.0,,,,,,,,3.0,,,,,,,,,,,,,,,
440,pyts,johannfaouzi/pyts,time-series-data,,https://github.com/johannfaouzi/pyts,https://github.com/johannfaouzi/pyts,BSD-3-Clause,2017-07-31 09:23:16.000,2022-03-02 08:31:33.000000,2022-03-02 08:31:33,380,1.0,130.0,22.0,68.0,35.0,26.0,1269,A Python package for time series classification.,11.0,25,True,2021-10-31 13:50:40,0.12.0,7.0,pyts,conda-forge/pyts,,,,204.0,204.0,https://pypi.org/project/pyts,138151.0,138484.0,https://anaconda.org/conda-forge/pyts,2021-10-31 15:13:32.850,10992.0,,,,,2.0,,,,,,,,,,,,,,,
441,sklearn-porter,nok/sklearn-porter,model-serialisation,,https://github.com/nok/sklearn-porter,https://github.com/nok/sklearn-porter,BSD-3-Clause,2016-06-22 22:21:34.000,2022-05-22 23:59:55.000000,2022-05-22 23:59:48,1219,17.0,158.0,34.0,21.0,33.0,34.0,1151,"Transpile trained scikit-learn estimators to C, Java, JavaScript and others.",12.0,25,True,2019-01-20 13:14:03,0.7.2,15.0,sklearn-porter,,,,['sklearn'],43.0,43.0,https://pypi.org/project/sklearn-porter,274.0,274.0,,,,,,,,3.0,,2.0,,,,,,,,,,,,,
442,whylogs,whylabs/whylogs,data-pipelines,,https://github.com/whylabs/whylogs,https://github.com/whylabs/whylogs,Apache-2.0,2020-08-14 23:25:32.000,2022-05-25 22:59:29.000000,2022-05-24 20:08:35,974,77.0,56.0,21.0,425.0,56.0,95.0,1111,Open standard for end-to-end data and ML monitoring for any scale in any infrastructure.,32.0,25,True,2022-05-24 19:04:22,0.7.9,53.0,whylogs,,,,,,,https://pypi.org/project/whylogs,16408.0,16410.0,,,,,,,,3.0,50.0,,,,,,,,,,,,,,
443,fancyimpute,iskandr/fancyimpute,sklearn-utils,,https://github.com/iskandr/fancyimpute,https://github.com/iskandr/fancyimpute,Apache-2.0,2015-11-05 23:39:34.000,2021-10-21 17:45:20.000000,2021-10-21 17:45:17,202,,165.0,25.0,35.0,1.0,111.0,1068,Multivariate imputation and matrix completion algorithms implemented in Python.,12.0,25,True,2021-03-30 16:22:41,0.5.5,5.0,fancyimpute,,,,['sklearn'],1183.0,1183.0,https://pypi.org/project/fancyimpute,14314.0,14314.0,,,,,,,,2.0,,,,,,,,,,,,,,,
444,PySAL,pysal/pysal,geospatial-data,,https://github.com/pysal/pysal,https://github.com/pysal/pysal,BSD-3-Clause,2013-02-19 17:27:42.000,2022-05-26 02:48:57.000000,2022-01-30 22:27:10,4173,,262.0,79.0,626.0,8.0,598.0,1025,PySAL: Python Spatial Analysis Library Meta-Package.,75.0,25,True,2022-01-30 19:37:34,2.6.0,23.0,pysal,conda-forge/pysal,,,,,,https://pypi.org/project/pysal,18878.0,25138.0,https://anaconda.org/conda-forge/pysal,2022-01-31 17:47:09.921,438258.0,,,,,3.0,,,,,,,,,,,,,,,
445,audiomentations,iver56/audiomentations,audio,,https://github.com/iver56/audiomentations,https://github.com/iver56/audiomentations,MIT,2019-02-12 16:36:24.000,2022-05-23 07:32:21.000000,2022-05-23 07:32:18,743,71.0,123.0,15.0,79.0,29.0,89.0,980,A Python library for audio data augmentation. Inspired by albumentations. Useful for machine learning.,21.0,25,True,2022-03-18 08:05:18,0.24.0,24.0,audiomentations,,,,,134.0,134.0,https://pypi.org/project/audiomentations,4518.0,4518.0,,,,,,,,3.0,,,,,,,,,,,,,,,
446,PyKEEN,pykeen/pykeen,graph,,https://github.com/pykeen/pykeen,https://github.com/pykeen/pykeen,MIT,2020-02-24 07:26:03.000,2022-05-26 12:17:03.000000,2022-05-25 23:25:32,2669,93.0,117.0,23.0,527.0,100.0,281.0,855,A Python library for learning and evaluating knowledge graph embeddings.,27.0,25,True,2022-05-24 15:35:40,1.8.2,16.0,pykeen,,,,,,,https://pypi.org/project/pykeen,1604.0,1610.0,,,,,,,,2.0,144.0,,,,,,,,,,,,,,
447,scikit-lego,koaning/scikit-lego,sklearn-utils,,https://github.com/koaning/scikit-lego,https://github.com/koaning/scikit-lego,MIT,2019-01-21 15:30:15.000,2022-04-21 06:02:52.412000,2022-04-20 19:42:54,429,8.0,85.0,16.0,271.0,21.0,218.0,822,Extra blocks for scikit-learn pipelines.,50.0,25,True,2022-04-20 19:44:06,0.6.11,29.0,scikit-lego,conda-forge/scikit-lego,,,['sklearn'],48.0,48.0,https://pypi.org/project/scikit-lego,14811.0,15401.0,https://anaconda.org/conda-forge/scikit-lego,2022-04-21 06:02:52.412,18319.0,,,,,2.0,,,,,,,,,,,,,,,
448,GPyOpt,SheffieldML/GPyOpt,hyperopt,,https://github.com/SheffieldML/GPyOpt,https://github.com/SheffieldML/GPyOpt,BSD-3-Clause,2014-08-13 09:58:25.000,2020-11-17 10:32:02.000000,2020-11-05 15:16:04,514,,246.0,42.0,72.0,100.0,186.0,814,Gaussian Process Optimization using GPy.,49.0,25,False,2020-03-19 21:21:18,1.2.6,1.0,gpyopt,,,,,281.0,281.0,https://pypi.org/project/gpyopt,10538.0,10538.0,,,,,,,,2.0,,,,,,,,,,,,,,,
449,bambi,bambinos/bambi,probabilistics,,https://github.com/bambinos/bambi,https://github.com/bambinos/bambi,MIT,2016-05-16 03:21:00.000,2022-05-22 13:54:48.000000,2022-05-18 18:28:11,662,29.0,84.0,27.0,262.0,37.0,209.0,773,BAyesian Model-Building Interface (Bambi) in Python.,25.0,25,True,2022-05-18 18:04:17,0.8.0,15.0,bambi,conda-forge/bambi,,,,28.0,28.0,https://pypi.org/project/bambi,4606.0,4844.0,https://anaconda.org/conda-forge/bambi,2022-05-20 13:52:56.474,7868.0,,,,,3.0,,,,,,,,,,,,,,,
450,scikit-multilearn,scikit-multilearn/scikit-multilearn,sklearn-utils,,https://github.com/scikit-multilearn/scikit-multilearn,https://github.com/scikit-multilearn/scikit-multilearn,BSD-2-Clause,2014-04-30 13:05:44.000,2022-05-24 21:27:10.000000,2019-05-21 11:29:06,487,,140.0,35.0,64.0,80.0,94.0,748,A scikit-learn based module for multi-label et. al. classification.,15.0,25,False,2018-12-10 10:51:36,0.2.0,4.0,scikit-multilearn,,,,['sklearn'],749.0,749.0,https://pypi.org/project/scikit-multilearn,70734.0,70734.0,,,,,,,,2.0,,,,,,,,,,,,,,,
451,NeuPy,itdxer/neupy,ml-frameworks,,https://github.com/itdxer/neupy,https://github.com/itdxer/neupy,MIT,2015-08-24 19:45:11.000,2022-03-11 23:25:33.000000,2019-09-02 19:02:38,1145,,153.0,33.0,23.0,32.0,234.0,709,NeuPy is a Tensorflow based python library for prototyping and building neural networks.,7.0,25,False,2019-04-04 19:44:59,0.8.2,29.0,neupy,,,,,134.0,134.0,https://pypi.org/project/neupy,2802.0,2802.0,,,,,,,,3.0,,,,,,,,,,,,,,,
