,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,updated_github_id,npm_id,npm_url,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,maven_id,maven_url,snap_id,dnf_id,yay_id
465,DALI,NVIDIA/DALI,gpu-utilities,,https://github.com/NVIDIA/DALI,https://github.com/NVIDIA/DALI,Apache-2.0,2018-06-01 22:18:01.000,2022-06-23 13:42:44.000000,2022-06-22 15:45:16,2568,164.0,493.0,82.0,2819.0,173.0,1003.0,3906,A GPU-accelerated library containing highly optimized building blocks and an execution engine for data processing to..,75.0,24,True,2022-06-22 14:31:03,1.15.0,54.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,
466,PyAlgoTrade,gbeced/pyalgotrade,financial-data,,https://github.com/gbeced/pyalgotrade,https://github.com/gbeced/pyalgotrade,Apache-2.0,2012-03-07 01:09:54.000,2022-06-06 23:53:25.000000,2018-08-21 02:42:52,1156,,1225.0,347.0,54.0,39.0,84.0,3701,Python Algorithmic Trading Library.,11.0,24,False,,,,pyalgotrade,,,,,113.0,113.0,https://pypi.org/project/pyalgotrade,604.0,604.0,,,,,,,,3.0,,,,,,,,,,,,,,,
467,Alpha Vantage,RomelTorres/alpha_vantage,financial-data,,https://github.com/RomelTorres/alpha_vantage,https://github.com/RomelTorres/alpha_vantage,MIT,2017-04-29 17:23:00.000,2022-01-04 14:23:20.000000,2021-06-14 05:10:42,518,,640.0,173.0,76.0,6.0,249.0,3661,A python wrapper for Alpha Vantage API for financial data.,39.0,24,True,2020-12-21 02:37:29,2.3.1,5.0,alpha_vantage,conda-forge/alpha_vantage,,,,,,https://pypi.org/project/alpha_vantage,16351.0,16429.0,https://anaconda.org/conda-forge/alpha_vantage,2021-01-14 18:10:30.064,1330.0,,,,,3.0,,,,,,,,,,,,,,,
468,AdaNet,tensorflow/adanet,hyperopt,,https://github.com/tensorflow/adanet,https://github.com/tensorflow/adanet,Apache-2.0,2018-06-28 20:20:24.000,2021-08-30 19:33:24.000000,2021-08-30 19:33:24,440,,522.0,172.0,49.0,64.0,48.0,3410,Fast and flexible AutoML with learning guarantees.,27.0,24,True,2020-07-09 20:53:28,0.9.0,11.0,adanet,,,,['tensorflow'],44.0,44.0,https://pypi.org/project/adanet,377.0,377.0,,,,,,,,2.0,,,,,,,,,,,,,,,
469,MMLSpark,microsoft/SynapseML,distributed-ml,,https://github.com/microsoft/SynapseML,https://github.com/microsoft/SynapseML,MIT,2017-06-05 08:23:44.000,2022-06-23 03:52:42.000000,2022-06-22 19:15:16,1145,60.0,649.0,134.0,994.0,213.0,333.0,3327,Simple and Distributed Machine Learning.,93.0,24,True,2022-01-12 22:42:34,0.9.5,23.0,mmlspark,,,,['spark'],,,https://pypi.org/project/mmlspark,6.0,6.0,,,,,,,,3.0,,,,,,,,,,,,,,,
470,scikit-opt,guofei9987/scikit-opt,sklearn-utils,,https://github.com/guofei9987/scikit-opt,https://github.com/guofei9987/scikit-opt,MIT,2017-12-05 10:20:41.000,2022-06-16 07:04:47.000000,2022-06-16 07:04:47,320,5.0,771.0,41.0,25.0,43.0,106.0,3314,"Genetic Algorithm, Particle Swarm Optimization, Simulated Annealing, Ant Colony Optimization Algorithm,Immune..",15.0,24,True,2021-06-28 12:45:52,0.6.5,20.0,scikit-opt,,,,['sklearn'],79.0,79.0,https://pypi.org/project/scikit-opt,2010.0,2010.0,,,,,,,,2.0,,,,,,,,,,,,,,,
471,TensorForce,tensorforce/tensorforce,reinforcement-learning,,https://github.com/tensorforce/tensorforce,https://github.com/tensorforce/tensorforce,Apache-2.0,2017-03-19 16:24:22.000,2022-06-23 12:44:58.000000,2022-02-10 08:43:04,2099,,507.0,146.0,230.0,20.0,626.0,3145,Tensorforce: a TensorFlow library for applied reinforcement learning.,82.0,24,True,2021-08-30 20:20:58,0.6.5,14.0,tensorforce,,,,['tensorflow'],,,https://pypi.org/project/tensorforce,1357.0,1357.0,,,,,,,,2.0,,,,,,,,,,,,,,,
472,tf-quant-finance,google/tf-quant-finance,financial-data,,https://github.com/google/tf-quant-finance,https://github.com/google/tf-quant-finance,Apache-2.0,2019-07-24 16:09:50.000,2022-06-22 03:52:43.000000,2022-06-15 09:35:54,891,45.0,411.0,159.0,34.0,14.0,25.0,3113,High-performance TensorFlow library for quantitative finance.,39.0,24,True,,,4.0,tf-quant-finance,,,,['tensorflow'],,,https://pypi.org/project/tf-quant-finance,1462.0,1462.0,,,,,,,,3.0,,,,,,,,,,,,,,,
473,keras-vis,raghakot/keras-vis,interpretability,,https://github.com/raghakot/keras-vis,https://github.com/raghakot/keras-vis,MIT,2016-11-11 23:27:34.000,2022-02-07 16:06:07.000000,2020-04-20 01:03:12,195,,630.0,72.0,25.0,113.0,101.0,2932,Neural network visualization toolkit for keras.,10.0,24,False,,,8.0,keras-vis,,,,['tensorflow'],1939.0,1939.0,https://pypi.org/project/keras-vis,3483.0,3483.0,,,,,,,,2.0,,,,,,,,,,,,,,,
474,eli5,TeamHG-Memex/eli5,interpretability,,https://github.com/TeamHG-Memex/eli5,https://github.com/TeamHG-Memex/eli5,MIT,2016-09-15 01:04:57.000,2022-05-14 05:59:23.776000,2020-01-22 07:39:36,1198,,314.0,69.0,167.0,139.0,111.0,2546,A library for debugging/inspecting machine learning classifiers and explaining their predictions.,14.0,24,False,,,11.0,eli5,conda-forge/eli5,,,,,,https://pypi.org/project/eli5,2194879.0,2196759.0,https://anaconda.org/conda-forge/eli5,2022-05-14 05:59:23.776,114718.0,,,,,2.0,,,,,,,,,,,,,,,
475,pytorchvideo,facebookresearch/pytorchvideo,image,,https://github.com/facebookresearch/pytorchvideo,https://github.com/facebookresearch/pytorchvideo,Apache-2.0,2021-03-09 20:39:13.000,2022-06-19 01:05:15.000000,2022-06-19 01:03:50,156,23.0,268.0,51.0,69.0,61.0,78.0,2495,A deep learning library for video understanding research.,38.0,24,True,2021-09-10 17:02:20,0.1.3,2.0,pytorchvideo,,,,['pytorch'],,,https://pypi.org/project/pytorchvideo,14232.0,14232.0,,,,,,,,3.0,,,,,,,,,,,,,,,
476,ipyparallel,ipython/ipyparallel,distributed-ml,,https://github.com/ipython/ipyparallel,https://github.com/ipython/ipyparallel,,2015-04-09 07:43:55.000,2022-06-21 14:24:53.709000,2022-06-20 10:34:29,2676,93.0,857.0,113.0,392.0,52.0,278.0,2215,IPython Parallel: Interactive Parallel Computing in Python.,111.0,24,False,,,24.0,ipyparallel,conda-forge/ipyparallel,,,['jupyter'],,,https://pypi.org/project/ipyparallel,50525.0,58980.0,https://anaconda.org/conda-forge/ipyparallel,2022-06-21 14:24:53.709,625710.0,,,,,3.0,,-8.0,,,,,,,,,,,,,
477,pytorch-nlp,PetrochukM/PyTorch-NLP,nlp,,https://github.com/PetrochukM/PyTorch-NLP,https://github.com/PetrochukM/PyTorch-NLP,BSD-3-Clause,2018-02-25 05:00:36.000,2022-01-22 00:08:57.000000,2021-07-10 15:56:42,447,,250.0,57.0,55.0,18.0,49.0,2078,Basic Utilities for PyTorch Natural Language Processing (NLP).,18.0,24,True,2019-11-04 05:16:00,0.5.0,5.0,pytorch-nlp,,,,['pytorch'],397.0,397.0,https://pypi.org/project/pytorch-nlp,5696.0,5696.0,,,,,,,,3.0,,,,,,,,,,,,,,,
478,AmpliGraph,Accenture/AmpliGraph,graph,,https://github.com/Accenture/AmpliGraph,https://github.com/Accenture/AmpliGraph,Apache-2.0,2019-01-09 14:52:05.000,2022-06-23 08:04:00.000000,2021-05-25 16:49:48,947,,206.0,62.0,58.0,24.0,182.0,1773,Python library for Representation Learning on Knowledge Graphs https://docs.ampligraph.org.,19.0,24,False,2021-05-25 16:57:42,1.4.0,11.0,ampligraph,,,,['tensorflow'],21.0,21.0,https://pypi.org/project/ampligraph,1316.0,1316.0,,,,,,,,2.0,,,,,,,,,,,,,,,
479,modAL,modAL-python/modAL,others,,https://github.com/modAL-python/modAL,https://github.com/modAL-python/modAL,MIT,2017-11-14 14:01:15.000,2022-04-07 20:49:55.000000,2021-01-07 09:40:40,648,,238.0,41.0,33.0,71.0,54.0,1736,A modular active learning framework for Python.,14.0,24,False,,,12.0,modAL,,,,['sklearn'],131.0,131.0,https://pypi.org/project/modAL,9829.0,9829.0,,,,,,,,3.0,20.0,,,,,,,,,,,,,,
480,checklist,marcotcr/checklist,interpretability,,https://github.com/marcotcr/checklist,https://github.com/marcotcr/checklist,MIT,2020-03-09 17:18:49.000,2022-06-01 15:54:27.000000,2021-09-28 21:55:38,247,,160.0,28.0,42.0,2.0,81.0,1671,Beyond Accuracy: Behavioral Testing of NLP models with CheckList.,12.0,24,True,,,2.0,checklist,conda-forge/checklist,,,['jupyter'],135.0,135.0,https://pypi.org/project/checklist,31302.0,31488.0,https://anaconda.org/conda-forge/checklist,2021-07-15 13:35:51.684,3163.0,,,,,2.0,,,,,,,,,,,,,,,
481,TensorFlow Privacy,tensorflow/privacy,privacy-ml,,https://github.com/tensorflow/privacy,https://github.com/tensorflow/privacy,Apache-2.0,2018-12-21 18:46:46.000,2022-06-22 23:09:03.000000,2022-06-17 18:09:29,688,35.0,350.0,59.0,114.0,65.0,87.0,1618,Library for training machine learning models with privacy for training data.,46.0,24,True,2022-02-22 20:37:34,.0.8.0,10.0,tensorflow-privacy,,,,['tensorflow'],,,https://pypi.org/project/tensorflow-privacy,30800.0,30802.0,,,,,,,,3.0,72.0,,,,,,,,,,,,,,
482,CausalNex,quantumblacklabs/causalnex,interpretability,,https://github.com/quantumblacklabs/causalnex,https://github.com/quantumblacklabs/causalnex,Apache-2.0,2019-12-12 15:26:09.000,2022-06-09 10:47:27.000000,2021-11-11 15:06:17,156,,174.0,45.0,50.0,18.0,89.0,1564,A Python library that helps data scientists to infer causation rather than observing correlation.,22.0,24,True,2021-11-11 15:15:24,0.11.0,15.0,causalnex,,,,"['pytorch', 'sklearn']",39.0,39.0,https://pypi.org/project/causalnex,1840.0,1840.0,,,,,,,,2.0,,,,,,,,,,,,,,,
483,garage,rlworkgroup/garage,reinforcement-learning,,https://github.com/rlworkgroup/garage,https://github.com/rlworkgroup/garage,MIT,2018-06-10 21:31:23.000,2022-06-02 03:34:14.000000,2022-05-20 06:22:46,1220,2.0,260.0,54.0,1310.0,193.0,805.0,1467,A toolkit for reproducible reinforcement learning research.,78.0,24,True,2020-09-14 22:30:57,2020.06.3,21.0,garage,,,,['tensorflow'],43.0,43.0,https://pypi.org/project/garage,414.0,414.0,,,,,,,,2.0,,,,,,,,,,,,,,,
484,Orbit,uber/orbit,probabilistics,,https://github.com/uber/orbit,https://github.com/uber/orbit,,2020-01-07 18:20:37.000,2022-06-07 20:20:22.000000,2022-05-20 21:40:57,828,22.0,101.0,31.0,389.0,47.0,309.0,1403,A Python package for Bayesian forecasting with object-oriented design and probabilistic models under the hood.,17.0,24,False,2022-04-28 21:45:14,1.1.2,19.0,orbit-ml,,,,,6.0,6.0,https://pypi.org/project/orbit-ml,302385.0,302385.0,,,,,,,,3.0,,,,,,,,,,,,,,,
485,arq,samuelcolvin/arq,data-pipelines,,https://github.com/samuelcolvin/arq,https://github.com/samuelcolvin/arq,MIT,2016-07-21 18:24:42.000,2022-06-08 14:40:41.000000,2022-03-28 11:37:46,328,2.0,104.0,27.0,175.0,39.0,102.0,1235,Fast job queuing and RPC in python with asyncio and redis.,39.0,24,True,2021-09-02 12:45:02,0.22,52.0,arq,conda-forge/arq,,,,232.0,232.0,https://pypi.org/project/arq,23725.0,23902.0,https://anaconda.org/conda-forge/arq,2021-09-03 10:08:17.446,2485.0,,,,,3.0,,,,,,,,,,,,,,,
486,Explainability 360,Trusted-AI/AIX360,interpretability,,https://github.com/Trusted-AI/AIX360,https://github.com/Trusted-AI/AIX360,Apache-2.0,2019-07-11 07:17:48.000,2022-06-23 11:30:35.000000,2022-06-23 11:29:27,322,2.0,226.0,50.0,90.0,34.0,26.0,1121,Interpretability and explainability of data and machine learning models.,30.0,24,True,2020-10-28 09:32:21,0.2.1,2.0,aix360,,,,,47.0,47.0,https://pypi.org/project/aix360,1204.0,1204.0,,,,,,,,2.0,,,,,,,,,,,,,,,
487,DALEX,ModelOriented/DALEX,interpretability,,https://github.com/ModelOriented/DALEX,https://github.com/ModelOriented/DALEX,GPL-3.0,2018-02-18 03:24:12.000,2022-06-01 09:54:05.000000,2022-06-01 09:54:02,628,12.0,133.0,45.0,151.0,18.0,346.0,1059,moDel Agnostic Language for Exploration and eXplanation.,20.0,24,False,2021-01-04 17:21:32,1.0.0,5.0,dalex,conda-forge/dalex,,,,44.0,44.0,https://pypi.org/project/dalex,11751.0,11970.0,https://anaconda.org/conda-forge/dalex,2021-07-17 15:59:19.192,3728.0,,,,,2.0,,,,,,,,,,,,,,,
488,cuGraph,rapidsai/cugraph,gpu-utilities,,https://github.com/rapidsai/cugraph,https://github.com/rapidsai/cugraph,Apache-2.0,2018-11-15 18:07:11.000,2022-06-23 08:48:41.000000,2022-06-22 19:17:53,5372,137.0,201.0,44.0,1535.0,84.0,749.0,1028,cuGraph - RAPIDS Graph Analytics Library.,87.0,24,True,2022-06-07 20:28:30,22.06.00,19.0,cugraph,conda-forge/libcugraph,,,,,,https://pypi.org/project/cugraph,89.0,644.0,https://anaconda.org/conda-forge/libcugraph,2021-04-29 03:53:20.856,7771.0,,,,,3.0,,,,,,,,,,,,,,,
489,Madmom,CPJKU/madmom,audio,,https://github.com/CPJKU/madmom,https://github.com/CPJKU/madmom,,2015-09-08 08:19:06.000,2022-06-18 17:26:43.000000,2022-01-06 15:08:19,1746,,151.0,39.0,252.0,41.0,201.0,919,Python audio and music signal processing library.,20.0,24,False,2018-11-14 14:57:41,0.16.1,10.0,madmom,,,,,202.0,202.0,https://pypi.org/project/madmom,2610.0,2610.0,,,,,,,,3.0,,,,,,,,,,,,,,,
490,imodels,csinva/imodels,interpretability,,https://github.com/csinva/imodels,https://github.com/csinva/imodels,MIT,2019-07-04 15:38:48.000,2022-06-21 17:19:44.000000,2022-06-21 17:19:44,641,60.0,74.0,23.0,85.0,10.0,24.0,817,"Interpretable ML package for concise, transparent, and accurate predictive modeling (sklearn-compatible).",11.0,24,True,2022-06-15 05:29:16,1.3.0,19.0,imodels,,,,,18.0,18.0,https://pypi.org/project/imodels,2792.0,2792.0,,,,,,,,2.0,,,,,,,,,,,,,,,
491,Prince,MaxHalford/prince,others,,https://github.com/MaxHalford/prince,https://github.com/MaxHalford/prince,MIT,2016-10-22 12:36:06.000,2022-06-03 15:21:39.000000,2021-12-28 17:01:09,209,,143.0,21.0,22.0,38.0,69.0,814,"Python factor analysis library (PCA, CA, MCA, MFA, FAMD).",12.0,24,True,,,5.0,prince,conda-forge/prince-factor-analysis,,,['sklearn'],220.0,220.0,https://pypi.org/project/prince,64311.0,64643.0,https://anaconda.org/conda-forge/prince-factor-analysis,2021-04-30 17:46:15.443,10314.0,,,,,3.0,,,,,,,,,,,,,,,
492,NeuPy,itdxer/neupy,ml-frameworks,,https://github.com/itdxer/neupy,https://github.com/itdxer/neupy,MIT,2015-08-24 19:45:11.000,2022-03-11 23:25:33.000000,2019-09-02 19:02:38,1145,,153.0,33.0,23.0,32.0,234.0,711,NeuPy is a Tensorflow based python library for prototyping and building neural networks.,7.0,24,False,2019-04-04 19:44:59,0.8.2,29.0,neupy,,,,,134.0,134.0,https://pypi.org/project/neupy,3746.0,3746.0,,,,,,,,3.0,,,,,,,,,,,,,,,
493,icevision,airctic/icevision,image,,https://github.com/airctic/icevision,https://github.com/airctic/icevision,Apache-2.0,2020-05-04 01:57:02.000,2022-06-22 13:27:39.000000,2022-06-22 13:22:27,1222,10.0,102.0,22.0,567.0,37.0,503.0,709,"An Agnostic Computer Vision Framework - Pluggable to any Training Library: Fastai, Pytorch-Lightning with more to come.",39.0,24,True,2022-02-10 15:53:08,0.12.0,41.0,icevision,,,,,,,https://pypi.org/project/icevision,3831.0,3831.0,,,,,,,,3.0,,,,,,,,,,,,,,,
494,snowballstemmer,snowballstem/snowball,nlp,,https://github.com/snowballstem/snowball,https://github.com/snowballstem/snowball,BSD-3-Clause,2013-02-23 07:17:42.000,2022-03-28 04:36:11.000000,2021-12-17 04:08:52,919,,152.0,34.0,108.0,15.0,44.0,570,Snowball compiler and stemming algorithms.,28.0,24,True,,,6.0,snowballstemmer,conda-forge/snowballstemmer,,,,4.0,4.0,https://pypi.org/project/snowballstemmer,8116465.0,8181089.0,https://anaconda.org/conda-forge/snowballstemmer,2021-11-17 09:59:16.947,4523721.0,,,,,3.0,,-7.0,,,,,,,,,,,,,
495,tinytag,devsnd/tinytag,audio,,https://github.com/devsnd/tinytag,https://github.com/devsnd/tinytag,MIT,2014-01-27 15:27:01.000,2022-06-05 22:12:03.000000,2022-03-15 11:16:28,384,,87.0,23.0,59.0,13.0,79.0,531,"Read audio and music meta data and duration of MP3, OGG, OPUS, MP4, M4A, FLAC, WMA, Wave and AIFF files with python 2..",21.0,24,True,,,,tinytag,,,,,531.0,531.0,https://pypi.org/project/tinytag,103950.0,103950.0,,,,,,,,3.0,,,,,,,,,,,,,,,
496,pyvips,libvips/pyvips,image,,https://github.com/libvips/pyvips,https://github.com/libvips/pyvips,MIT,2017-07-28 16:39:43.000,2022-06-12 09:56:26.000000,2022-06-12 09:54:25,434,17.0,38.0,7.0,43.0,108.0,180.0,409,python binding for libvips using cffi.,13.0,24,True,,,4.0,pyvips,conda-forge/pyvips,,,,335.0,335.0,https://pypi.org/project/pyvips,17308.0,17949.0,https://anaconda.org/conda-forge/pyvips,2022-04-18 19:06:05.882,21805.0,,,,,3.0,,,,,,,,,,,,,,,
497,TensorFlow Cloud,tensorflow/cloud,tensorflow-utils,,https://github.com/tensorflow/cloud,https://github.com/tensorflow/cloud,Apache-2.0,2020-02-10 18:51:59.000,2022-03-24 17:54:54.000000,2022-03-24 17:54:49,569,,70.0,23.0,305.0,55.0,26.0,325,The TensorFlow Cloud repository provides APIs that will allow to easily go from debugging and training your Keras and..,27.0,24,True,2021-06-16 20:29:30,0.1.16,17.0,tensorflow-cloud,,,,['tensorflow'],155.0,155.0,https://pypi.org/project/tensorflow-cloud,145951.0,145951.0,,,,,,,,3.0,,,,,,,,,,,,,,,
498,Orion,Epistimio/orion,hyperopt,,https://github.com/Epistimio/orion,https://github.com/Epistimio/orion,,2017-09-07 06:05:21.000,2022-06-22 23:52:57.000000,2022-06-21 19:02:45,3443,214.0,42.0,14.0,597.0,179.0,165.0,230,Asynchronous Distributed Hyperparameter Optimization.,28.0,24,False,,,23.0,orion,,,,,71.0,71.0,https://pypi.org/project/orion,5468.0,5468.0,,,,,,,,2.0,,,,,,,,,,,,,,,
499,TensorLayer,tensorlayer/tensorlayer,reinforcement-learning,,https://github.com/tensorlayer/TensorLayer,https://github.com/tensorlayer/TensorLayer,,2016-06-07 15:55:16.000,2022-04-23 17:46:37.000000,2022-04-23 17:46:37,3352,2.0,1545.0,463.0,697.0,20.0,439.0,7034,Deep Learning and Reinforcement Learning Library for Scientists and Engineers.,132.0,23,False,2021-01-06 07:16:21,2.2.4,76.0,tensorlayer,,,,['tensorflow'],,,https://pypi.org/project/tensorlayer,2262.0,2282.0,,,,,,,,3.0,1393.0,,,,,,,,,,,,,,
500,EfficientNet-PyTorch,lukemelas/EfficientNet-PyTorch,pytorch-utils,,https://github.com/lukemelas/EfficientNet-PyTorch,https://github.com/lukemelas/EfficientNet-PyTorch,Apache-2.0,2019-05-30 05:24:11.000,2022-04-08 12:30:25.000000,2021-04-15 15:16:36,162,,1392.0,131.0,51.0,139.0,139.0,7024,A PyTorch implementation of EfficientNet and EfficientNetV2 (coming soon!).,24.0,23,False,2020-03-01 03:29:43,1.0,1.0,efficientnet-pytorch,,,,['pytorch'],,,https://pypi.org/project/efficientnet-pytorch,105849.0,167171.0,,,,,,,,2.0,1655715.0,,,,,,,,,,,,,,
501,kaggle,Kaggle/kaggle-api,ml-experiments,,https://github.com/Kaggle/kaggle-api,https://github.com/Kaggle/kaggle-api,Apache-2.0,2018-01-25 03:02:39.000,2022-05-12 04:34:56.000000,2021-03-15 15:49:05,145,,924.0,183.0,77.0,204.0,146.0,4807,Official Kaggle API.,36.0,23,False,,,8.0,kaggle,conda-forge/kaggle,,,,,,https://pypi.org/project/kaggle,124692.0,127065.0,https://anaconda.org/conda-forge/kaggle,2021-12-17 19:19:11.878,87829.0,,,,,3.0,,,,,,,,,,,,,,,
502,deep-daze,lucidrains/deep-daze,image,,https://github.com/lucidrains/deep-daze,https://github.com/lucidrains/deep-daze,MIT,2021-01-17 06:00:50.000,2022-03-13 19:09:13.000000,2022-03-13 19:08:59,231,,305.0,75.0,37.0,92.0,73.0,4244,Simple command line tool for text to image generation using OpenAIs CLIP and Siren (Implicit neural representation..,14.0,23,True,2022-03-13 19:09:13,0.11.1,67.0,deep-daze,,,,,40.0,40.0,https://pypi.org/project/deep-daze,1898.0,1898.0,,,,,,,,3.0,,,,,,,,,,,,,,,
503,torchdiffeq,rtqichen/torchdiffeq,pytorch-utils,,https://github.com/rtqichen/torchdiffeq,https://github.com/rtqichen/torchdiffeq,MIT,2018-11-14 17:51:25.000,2022-04-22 15:22:18.000000,2022-04-22 15:21:09,226,1.0,713.0,126.0,33.0,37.0,135.0,4114,Differentiable ODE solvers with full GPU support and O(1)-memory backpropagation.,20.0,23,True,,,4.0,torchdiffeq,conda-forge/torchdiffeq,,,['pytorch'],270.0,270.0,https://pypi.org/project/torchdiffeq,6881.0,7105.0,https://anaconda.org/conda-forge/torchdiffeq,2021-06-03 13:23:15.112,5607.0,,,,,2.0,,,,,,,,,,,,,,,
504,neon,NervanaSystems/neon,ml-frameworks,,https://github.com/NervanaSystems/neon,https://github.com/NervanaSystems/neon,Apache-2.0,2014-10-16 01:00:17.000,2022-05-02 20:25:45.287000,2019-05-22 18:27:54,1118,,806.0,334.0,89.0,83.0,306.0,3859,Intel Nervana reference deep learning framework committed to best performance on all hardware.,108.0,23,False,2018-01-05 21:36:23,2.6.0,32.0,nervananeon,anaconda/neon,,,,,,https://pypi.org/project/nervananeon,28.0,48.0,https://anaconda.org/anaconda/neon,2022-05-02 20:25:45.287,1211.0,,,,,3.0,335.0,,,,,,,,,,,,,,
505,Snips NLU,snipsco/snips-nlu,nlp,,https://github.com/snipsco/snips-nlu,https://github.com/snipsco/snips-nlu,Apache-2.0,2017-02-08 16:16:36.000,2021-11-17 15:23:01.000000,2021-05-03 12:18:31,2154,,483.0,139.0,648.0,60.0,197.0,3668,Snips Python library to extract meaning from text.,22.0,23,False,2020-01-15 09:51:41,0.20.2,58.0,snips-nlu,,,,,,,https://pypi.org/project/snips-nlu,2573.0,2573.0,,,,,,,,3.0,,,,,,,,,,,,,,,
506,MatchZoo,NTMC-Community/MatchZoo,nlp,,https://github.com/NTMC-Community/MatchZoo,https://github.com/NTMC-Community/MatchZoo,Apache-2.0,2017-06-08 08:55:22.000,2021-06-03 02:58:49.000000,2021-06-02 17:38:16,1810,,896.0,178.0,385.0,32.0,429.0,3667,"Facilitating the design, comparison and sharing of deep text matching models.",36.0,23,True,2019-10-09 19:24:22,2.2,2.0,matchzoo,,,,['tensorflow'],11.0,11.0,https://pypi.org/project/matchzoo,81.0,81.0,,,,,,,,3.0,,,,,,,,,,,,,,,
507,LIT,PAIR-code/lit,interpretability,,https://github.com/PAIR-code/lit,https://github.com/PAIR-code/lit,Apache-2.0,2020-07-28 13:07:26.000,2022-06-23 00:15:07.000000,2022-03-15 12:13:11,507,,304.0,72.0,652.0,37.0,66.0,2939,The Language Interpretability Tool: Interactively analyze NLP models for model understanding in an extensible and..,18.0,23,True,2021-12-21 14:29:03,0.4.1,6.0,lit-nlp,conda-forge/lit-nlp,,,,10.0,10.0,https://pypi.org/project/lit-nlp,1187.0,2976.0,https://anaconda.org/conda-forge/lit-nlp,2021-11-09 18:19:30.401,37571.0,,,,,3.0,,,,,,,,,,,,,,,
508,vissl,facebookresearch/vissl,image,,https://github.com/facebookresearch/vissl,https://github.com/facebookresearch/vissl,MIT,2020-04-09 19:40:33.000,2022-06-22 04:05:18.000000,2022-06-10 23:04:56,387,23.0,273.0,55.0,406.0,52.0,98.0,2669,"VISSL is FAIRs library of extensible, modular and scalable components for SOTA Self-Supervised Learning with images.",32.0,23,True,2021-11-02 17:21:02,0.1.6,2.0,vissl,,,,['pytorch'],8.0,8.0,https://pypi.org/project/vissl,475.0,475.0,,,,,,,,3.0,,,,,,,,,,,,,,,
509,pygal,Kozea/pygal,graph,,https://github.com/Kozea/pygal,https://github.com/Kozea/pygal,LGPL-3.0,2011-09-23 10:17:50.000,2022-03-03 16:14:41.000000,2021-11-24 21:04:02,1018,,391.0,137.0,127.0,158.0,244.0,2473,PYthon svg GrAph plotting Library.,71.0,23,False,2015-02-16 16:54:22,1.7.0,2.0,pygal,conda-forge/pygal,,,,,,https://pypi.org/project/pygal,110165.0,110597.0,https://anaconda.org/conda-forge/pygal,2019-06-04 02:55:56.728,15559.0,,,,,2.0,,,,,,,,,,,,,,,
510,knockknock,huggingface/knockknock,ml-experiments,,https://github.com/huggingface/knockknock,https://github.com/huggingface/knockknock,MIT,2019-03-20 13:08:55.000,2022-05-26 16:35:40.000000,2020-03-16 04:26:47,75,,203.0,59.0,39.0,15.0,23.0,2446,Knock Knock: Get notified when your training ends with only two additional lines of code.,18.0,23,False,,,5.0,knockknock,conda-forge/knockknock,,,,330.0,330.0,https://pypi.org/project/knockknock,5315.0,5603.0,https://anaconda.org/conda-forge/knockknock,2020-03-17 01:52:16.317,9232.0,,,,,3.0,,,,,,,,,,,,,,,
511,Enigma Catalyst,scrtlabs/catalyst,financial-data,,https://github.com/scrtlabs/catalyst,https://github.com/scrtlabs/catalyst,Apache-2.0,2017-06-13 22:31:34.000,2021-09-22 15:32:01.000000,2021-09-22 15:31:55,6364,,695.0,166.0,93.0,123.0,358.0,2344,An Algorithmic Trading Library for Crypto-Assets in Python.,148.0,23,True,,,,enigma-catalyst,,,,,25.0,25.0,https://pypi.org/project/enigma-catalyst,619.0,619.0,,,,,,,,3.0,,,,,,,,,,,,,,,
512,Kashgari,BrikerMan/Kashgari,nlp,,https://github.com/BrikerMan/Kashgari,https://github.com/BrikerMan/Kashgari,Apache-2.0,2019-01-19 01:53:28.000,2021-07-09 03:57:16.000000,2021-07-09 03:57:16,955,,435.0,66.0,122.0,43.0,329.0,2303,Kashgari is a production-level NLP Transfer learning framework built on top of tf.keras for text-labeling and text-..,21.0,23,True,2021-07-04 10:44:36,2.0.2,24.0,kashgari-tf,,,,['tensorflow'],52.0,52.0,https://pypi.org/project/kashgari-tf,108.0,108.0,,,,,,,,3.0,,,,,,,,,,,,,,,
513,SRU,asappresearch/sru,pytorch-utils,,https://github.com/asappresearch/sru,https://github.com/asappresearch/sru,MIT,2017-08-28 20:37:41.000,2022-01-04 21:17:53.000000,2021-05-19 15:52:48,400,,302.0,68.0,78.0,60.0,67.0,2048,Training RNNs as Fast as CNNs (https://arxiv.org/abs/1709.02755).,21.0,23,False,2021-05-18 16:12:33,2.6.0,30.0,sru,,,,['pytorch'],18.0,18.0,https://pypi.org/project/sru,1237.0,1237.0,,,,,,,,2.0,,,,,,,,,,,,,,,
