,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,npm_id,npm_url,npm_monthly_downloads,helm_id,trending,updated_github_id,brew_id,apt_id,yum_id,maven_id,maven_url,snap_id,dnf_id,yay_id
475,Alpha Vantage,RomelTorres/alpha_vantage,financial-data,,https://github.com/RomelTorres/alpha_vantage,https://github.com/RomelTorres/alpha_vantage,MIT,2017-04-29 17:23:00.000,2022-01-04 14:23:20.000000,2021-06-14 05:10:42,518.0,,649.0,174.0,76.0,8.0,249.0,3772.0,A python wrapper for Alpha Vantage API for financial data.,40.0,24,False,2020-12-21 02:37:29,2.3.1,5.0,alpha_vantage,conda-forge/alpha_vantage,,,,,,https://pypi.org/project/alpha_vantage,24307.0,24403.0,https://anaconda.org/conda-forge/alpha_vantage,2021-01-14 18:10:30.064,2019.0,,,,,3.0,,,,,,,,,,,,,,,
476,scikit-opt,guofei9987/scikit-opt,sklearn-utils,,https://github.com/guofei9987/scikit-opt,https://github.com/guofei9987/scikit-opt,MIT,2017-12-05 10:20:41.000,2022-10-10 16:20:16.000000,2022-07-15 16:49:30,323.0,,823.0,40.0,27.0,48.0,108.0,3591.0,"Genetic Algorithm, Particle Swarm Optimization, Simulated Annealing, Ant Colony Optimization Algorithm,Immune..",16.0,24,True,2021-06-28 12:45:52,0.6.5,20.0,scikit-opt,,,,['sklearn'],88.0,88.0,https://pypi.org/project/scikit-opt,2954.0,2954.0,,,,,,,,2.0,,,,,,,,,,,,,,,
477,AdaNet,tensorflow/adanet,hyperopt,,https://github.com/tensorflow/adanet,https://github.com/tensorflow/adanet,Apache-2.0,2018-06-28 20:20:24.000,2021-08-30 19:33:24.000000,2021-08-30 19:33:24,440.0,,522.0,172.0,49.0,64.0,49.0,3423.0,Fast and flexible AutoML with learning guarantees.,27.0,24,False,2020-07-09 20:53:28,0.9.0,11.0,adanet,,,,['tensorflow'],46.0,46.0,https://pypi.org/project/adanet,295.0,295.0,,,,,,,,2.0,,,,,,,,,,,,,,,
478,layout-parser,Layout-Parser/layout-parser,image,,https://github.com/Layout-Parser/layout-parser,https://github.com/Layout-Parser/layout-parser,Apache-2.0,2020-06-10 20:22:54.000,2022-09-06 14:31:28.000000,2022-08-06 21:47:18,182.0,1.0,314.0,56.0,47.0,57.0,52.0,3237.0,A Unified Toolkit for Deep Learning Based Document Image Analysis.,8.0,24,True,2022-04-06 04:37:32,0.3.4,10.0,layoutparser,,,,,105.0,105.0,https://pypi.org/project/layoutparser,39234.0,39234.0,,,,,,,,3.0,,,,,,,,,,,,,,,
479,keras-vis,raghakot/keras-vis,interpretability,,https://github.com/raghakot/keras-vis,https://github.com/raghakot/keras-vis,MIT,2016-11-11 23:27:34.000,2022-02-07 16:06:07.000000,2020-04-20 01:03:12,195.0,,641.0,72.0,25.0,113.0,101.0,2950.0,Neural network visualization toolkit for keras.,10.0,24,False,,,8.0,keras-vis,,,,['tensorflow'],2136.0,2136.0,https://pypi.org/project/keras-vis,2324.0,2324.0,,,,,,,,3.0,,,,,,,,,,,,,,,
480,analytics-zoo,intel-analytics/analytics-zoo,distributed-ml,,https://github.com/intel-analytics/analytics-zoo,https://github.com/intel-analytics/analytics-zoo,Apache-2.0,2017-05-05 02:27:30.000,2022-10-19 02:41:38.000000,2022-06-01 01:54:06,3427.0,,700.0,103.0,3837.0,409.0,846.0,2533.0,"Distributed Tensorflow, Keras and PyTorch on Apache Spark/Flink & Ray.",107.0,24,True,2022-01-24 01:44:53,0.11.2,15.0,analytics-zoo,,,,['spark'],3.0,3.0,https://pypi.org/project/analytics-zoo,265.0,265.0,,,,,,,,3.0,,,,,,,,,,,,,,,
481,Enigma Catalyst,scrtlabs/catalyst,financial-data,,https://github.com/scrtlabs/catalyst,https://github.com/scrtlabs/catalyst,Apache-2.0,2017-06-13 22:31:34.000,2021-09-22 15:32:01.000000,2021-09-22 15:31:55,6364.0,,700.0,165.0,93.0,124.0,358.0,2371.0,An Algorithmic Trading Library for Crypto-Assets in Python.,149.0,24,False,,,,enigma-catalyst,,,,,25.0,25.0,https://pypi.org/project/enigma-catalyst,406.0,406.0,,,,,,,,3.0,,,,,,,,,,,,,,,
482,DDSP,magenta/ddsp,audio,,https://github.com/magenta/ddsp,https://github.com/magenta/ddsp,Apache-2.0,2020-01-14 18:38:27.000,2022-10-04 07:04:59.000000,2022-10-04 07:04:54,462.0,5.0,261.0,63.0,305.0,26.0,116.0,2313.0,DDSP: Differentiable Digital Signal Processing.,31.0,24,True,2022-02-10 03:10:14,3.1.0,22.0,ddsp,conda-forge/ddsp,,,['tensorflow'],30.0,30.0,https://pypi.org/project/ddsp,3393.0,3819.0,https://anaconda.org/conda-forge/ddsp,2020-06-08 12:59:15.975,11954.0,,,,,3.0,,,,,,,,,,,,,,,
483,ipyparallel,ipython/ipyparallel,distributed-ml,,https://github.com/ipython/ipyparallel,https://github.com/ipython/ipyparallel,,2015-04-09 07:43:55.000,2022-10-17 23:51:11.000000,2022-10-11 06:49:17,2710.0,24.0,889.0,116.0,409.0,51.0,285.0,2284.0,IPython Parallel: Interactive Parallel Computing in Python.,112.0,24,False,,,24.0,ipyparallel,conda-forge/ipyparallel,,,['jupyter'],,,https://pypi.org/project/ipyparallel,172959.0,181981.0,https://anaconda.org/conda-forge/ipyparallel,2022-06-21 14:24:53.709,703721.0,,,,,3.0,,,,,,-8.0,,,,,,,,,
484,pytorch-nlp,PetrochukM/PyTorch-NLP,nlp,,https://github.com/PetrochukM/PyTorch-NLP,https://github.com/PetrochukM/PyTorch-NLP,BSD-3-Clause,2018-02-25 05:00:36.000,2022-07-16 23:44:23.000000,2021-07-10 15:56:42,447.0,,249.0,56.0,56.0,18.0,49.0,2116.0,Basic Utilities for PyTorch Natural Language Processing (NLP).,18.0,24,False,2019-11-04 05:16:00,0.5.0,5.0,pytorch-nlp,,,,['pytorch'],424.0,424.0,https://pypi.org/project/pytorch-nlp,6368.0,6368.0,,,,,,,,3.0,,,,,,,,,,,,,,,
485,mtcnn,ipazc/mtcnn,image,,https://github.com/ipazc/mtcnn,https://github.com/ipazc/mtcnn,MIT,2018-01-05 04:08:32.000,2022-06-07 08:07:35.000000,2021-07-09 11:06:18,56.0,,460.0,41.0,22.0,62.0,38.0,1872.0,"MTCNN face detection implementation for TensorFlow, as a PIP package.",15.0,24,False,,,2.0,mtcnn,conda-forge/mtcnn,,,['tensorflow'],2690.0,2690.0,https://pypi.org/project/mtcnn,24290.0,24489.0,https://anaconda.org/conda-forge/mtcnn,2021-08-17 17:36:21.436,6378.0,,,,,3.0,,,,,,,,,,,,,,,
486,AmpliGraph,Accenture/AmpliGraph,graph,,https://github.com/Accenture/AmpliGraph,https://github.com/Accenture/AmpliGraph,Apache-2.0,2019-01-09 14:52:05.000,2022-10-16 06:57:44.000000,2021-05-25 16:49:48,947.0,,218.0,63.0,58.0,27.0,182.0,1836.0,Python library for Representation Learning on Knowledge Graphs https://docs.ampligraph.org.,19.0,24,False,2021-05-25 16:57:42,1.4.0,11.0,ampligraph,,,,['tensorflow'],25.0,25.0,https://pypi.org/project/ampligraph,1391.0,1391.0,,,,,,,,2.0,,,,,,,,,,,,,,,
487,modAL,modAL-python/modAL,others,,https://github.com/modAL-python/modAL,https://github.com/modAL-python/modAL,MIT,2017-11-14 14:01:15.000,2022-08-10 23:30:09.000000,2021-01-07 09:40:40,648.0,,266.0,40.0,34.0,72.0,54.0,1821.0,A modular active learning framework for Python.,14.0,24,False,,,12.0,modAL,,,,['sklearn'],153.0,153.0,https://pypi.org/project/modAL,10047.0,10047.0,,,,,,,,3.0,20.0,,,,,,,,,,,,,,
488,Talos,autonomio/talos,hyperopt,,https://github.com/autonomio/talos,https://github.com/autonomio/talos,MIT,2018-05-04 20:36:41.000,2022-09-18 16:01:21.000000,2022-09-18 16:01:20,637.0,2.0,256.0,25.0,182.0,8.0,389.0,1556.0,"Hyperparameter Optimization for TensorFlow, Keras and PyTorch.",22.0,24,True,2022-05-28 10:07:13,1.3,15.0,talos,,,,['tensorflow'],150.0,150.0,https://pypi.org/project/talos,1035.0,1035.0,,,,,,,,2.0,,,,,,,,,,,,,,,
489,Magnitude,plasticityai/magnitude,nn-search,,https://github.com/plasticityai/magnitude,https://github.com/plasticityai/magnitude,MIT,2018-02-24 07:28:16.000,2022-10-15 11:44:16.000000,2020-07-17 20:19:46,350.0,,110.0,37.0,10.0,32.0,51.0,1543.0,"A fast, efficient universal vector embedding utility package.",4.0,24,False,2020-05-25 11:26:09,0.1.143,100.0,pymagnitude,,,,,256.0,256.0,https://pypi.org/project/pymagnitude,2892.0,2892.0,,,,,,,,3.0,,,,,,,,,,,,,,,
490,sense2vec,explosion/sense2vec,nlp,,https://github.com/explosion/sense2vec,https://github.com/explosion/sense2vec,MIT,2016-01-23 22:15:49.000,2022-08-30 14:54:06.000000,2021-08-16 11:44:51,454.0,,225.0,45.0,42.0,20.0,88.0,1428.0,Contextually-keyed word vectors.,17.0,24,False,2021-02-07 06:11:17,2.0.0,16.0,sense2vec,conda-forge/sense2vec,,,,185.0,185.0,https://pypi.org/project/sense2vec,3820.0,5317.0,https://anaconda.org/conda-forge/sense2vec,2021-07-14 13:20:19.752,28566.0,,,,,3.0,39190.0,,,,,,,,,,,,,,
491,Labml,labmlai/labml,ml-experiments,,https://github.com/labmlai/labml,https://github.com/labmlai/labml,MIT,2018-11-16 09:34:48.000,2022-10-12 04:09:21.000000,2022-09-15 10:07:03,1281.0,20.0,82.0,28.0,75.0,16.0,16.0,1213.0,Monitor deep learning model training and hardware usage from your mobile phone.,7.0,24,True,2021-08-27 10:19:56,0.4.132,3.0,labml,,,,,54.0,54.0,https://pypi.org/project/labml,2064.0,2064.0,,,,,,,,3.0,,,,,,,,,,,,,,,
492,DALEX,ModelOriented/DALEX,interpretability,,https://github.com/ModelOriented/DALEX,https://github.com/ModelOriented/DALEX,GPL-3.0,2018-02-18 03:24:12.000,2022-10-11 11:02:06.000000,2022-10-11 10:51:06,642.0,11.0,139.0,43.0,153.0,18.0,355.0,1120.0,moDel Agnostic Language for Exploration and eXplanation.,20.0,24,False,2022-09-10 12:32:33,python-v1.5.0,6.0,dalex,conda-forge/dalex,,,,60.0,60.0,https://pypi.org/project/dalex,4484.0,4746.0,https://anaconda.org/conda-forge/dalex,2022-09-10 12:54:29.083,5509.0,,,,,3.0,,,,,,,,,,,,,,,
493,Streamz,python-streamz/streamz,time-series-data,,https://github.com/python-streamz/streamz,https://github.com/python-streamz/streamz,BSD-3-Clause,2017-04-04 21:45:49.000,2022-09-20 18:03:43.000000,2022-07-27 18:06:48,782.0,1.0,137.0,34.0,212.0,98.0,146.0,1098.0,Real-time stream processing for python.,45.0,24,True,,,16.0,streamz,conda-forge/streamz,,,,336.0,336.0,https://pypi.org/project/streamz,13223.0,20206.0,https://anaconda.org/conda-forge/streamz,2022-07-28 13:12:55.935,425985.0,,,,,3.0,,,,,,,,,,,,,,,
494,openTSNE,pavlin-policar/openTSNE,data-viz,,https://github.com/pavlin-policar/openTSNE,https://github.com/pavlin-policar/openTSNE,BSD-3-Clause,2018-06-08 18:42:09.000,2022-10-12 08:07:41.000000,2022-09-30 09:28:13,606.0,3.0,125.0,26.0,109.0,5.0,105.0,1077.0,"Extensible, parallel implementations of t-SNE.",10.0,24,True,2022-03-18 13:55:30,0.6.2,17.0,opentsne,conda-forge/opentsne,,,,403.0,403.0,https://pypi.org/project/opentsne,19986.0,23552.0,https://anaconda.org/conda-forge/opentsne,2022-05-27 21:10:04.647,164055.0,,,,,3.0,,,,,,,,,,,,,,,
495,PyKEEN,pykeen/pykeen,graph,,https://github.com/pykeen/pykeen,https://github.com/pykeen/pykeen,MIT,2020-02-24 07:26:03.000,2022-10-16 17:18:33.000000,2022-10-03 10:29:35,2754.0,37.0,134.0,23.0,610.0,65.0,376.0,1003.0,A Python library for learning and evaluating knowledge graph embeddings.,31.0,24,True,2022-08-04 15:51:28,1.9.0,17.0,pykeen,,,,,,,https://pypi.org/project/pykeen,1762.0,1767.0,,,,,,,,2.0,144.0,,,,,,,,,,,,,,
496,PySwarms,ljvmiranda921/pyswarms,others,,https://github.com/ljvmiranda921/pyswarms,https://github.com/ljvmiranda921/pyswarms,MIT,2017-07-12 12:04:45.000,2022-08-11 11:20:29.000000,2022-07-03 12:07:58,412.0,,306.0,33.0,293.0,11.0,198.0,988.0,A research toolkit for particle swarm optimization in Python.,44.0,24,True,2020-11-14 05:18:38,.1.2.0,15.0,pyswarms,,,,,190.0,190.0,https://pypi.org/project/pyswarms,8027.0,8027.0,,,,,,,,3.0,,,,,,,,,,,,,,,
497,equinox,patrick-kidger/equinox,jax-utils,,https://github.com/patrick-kidger/equinox,https://github.com/patrick-kidger/equinox,Apache-2.0,2021-07-29 02:21:39.000,2022-10-13 15:56:07.000000,2022-10-13 15:56:07,412.0,101.0,46.0,17.0,108.0,19.0,84.0,835.0,Callable PyTrees and filtered transforms = neural networks in JAX. https://docs.kidger.site/equinox/.,14.0,24,True,2022-09-22 23:17:43,0.8.0,18.0,equinox,,,,['jax'],56.0,56.0,https://pypi.org/project/equinox,5988.0,5988.0,,,,,,,,1.0,,,,,,,,,,,,,,,
498,NeuPy,itdxer/neupy,ml-frameworks,,https://github.com/itdxer/neupy,https://github.com/itdxer/neupy,MIT,2015-08-24 19:45:11.000,2022-03-11 23:25:33.000000,2019-09-02 19:02:38,1145.0,,153.0,33.0,23.0,32.0,234.0,722.0,NeuPy is a Tensorflow based python library for prototyping and building neural networks.,7.0,24,False,2019-04-04 19:44:59,0.8.2,29.0,neupy,,,,,134.0,134.0,https://pypi.org/project/neupy,3511.0,3511.0,,,,,,,,3.0,,,,,,,,,,,,,,,
499,snowballstemmer,snowballstem/snowball,nlp,,https://github.com/snowballstem/snowball,https://github.com/snowballstem/snowball,BSD-3-Clause,2013-02-23 07:17:42.000,2022-03-28 04:36:11.000000,2021-12-17 04:08:52,919.0,,156.0,35.0,108.0,17.0,44.0,598.0,Snowball compiler and stemming algorithms.,28.0,24,True,,,6.0,snowballstemmer,conda-forge/snowballstemmer,,,,4.0,4.0,https://pypi.org/project/snowballstemmer,8553052.0,8624680.0,https://anaconda.org/conda-forge/snowballstemmer,2021-11-17 09:59:16.947,5300498.0,,,,,3.0,,,,,,-7.0,,,,,,,,,
500,mpi4py,mpi4py/mpi4py,distributed-ml,,https://github.com/mpi4py/mpi4py,https://github.com/mpi4py/mpi4py,BSD-2-Clause,2013-09-05 14:44:25.000,2022-10-20 09:37:10.000000,2022-10-19 08:29:02,2669.0,63.0,83.0,15.0,146.0,8.0,80.0,580.0,Python bindings for MPI.,22.0,24,True,2021-11-25 21:00:09,3.1.3,10.0,mpi4py,conda-forge/mpi4py,,,,,,https://pypi.org/project/mpi4py,233605.0,253245.0,https://anaconda.org/conda-forge/mpi4py,2022-08-12 18:28:22.542,1415145.0,,,,,3.0,6894.0,,,,,,,,,,,,,,
501,tinytag,devsnd/tinytag,audio,,https://github.com/devsnd/tinytag,https://github.com/devsnd/tinytag,MIT,2014-01-27 15:27:01.000,2022-09-30 11:59:25.000000,2022-09-30 11:59:25,409.0,17.0,89.0,23.0,66.0,13.0,82.0,562.0,"Read audio and music meta data and duration of MP3, OGG, OPUS, MP4, M4A, FLAC, WMA, Wave and AIFF files with python 2..",23.0,24,True,,,,tinytag,,,,,607.0,607.0,https://pypi.org/project/tinytag,27690.0,27690.0,,,,,,,,3.0,,,,,,,,,,,,,,,
502,lazypredict,shankarpandala/lazypredict,hyperopt,,https://github.com/shankarpandala/lazypredict,https://github.com/shankarpandala/lazypredict,MIT,2019-11-16 09:56:35.000,2022-10-05 02:38:37.000000,2022-09-28 17:12:28,249.0,31.0,77.0,9.0,310.0,34.0,36.0,438.0,Lazy Predict help build a lot of basic models without much code and helps understand which models works better without..,18.0,24,True,2022-09-28 06:56:26,0.2.10,2.0,lazypredict,conda-forge/lazypredict,,,['sklearn'],345.0,345.0,https://pypi.org/project/lazypredict,6863.0,6933.0,https://anaconda.org/conda-forge/lazypredict,2022-09-29 02:32:55.756,982.0,,,,,2.0,,,,,,,,,,,,,,,
503,Popmon,ing-bank/popmon,data-viz,,https://github.com/ing-bank/popmon,https://github.com/ing-bank/popmon,MIT,2020-04-23 11:21:14.000,2022-10-19 14:35:30.000000,2022-10-19 14:33:31,485.0,62.0,31.0,9.0,210.0,11.0,33.0,390.0,Monitor the stability of a Pandas or Spark dataframe.,16.0,24,True,2022-10-19 14:33:39,1.4.0,30.0,popmon,,,,"['pandas', 'spark']",17.0,17.0,https://pypi.org/project/popmon,25249.0,25250.0,,,,,,,,3.0,33.0,,,,,,,,,,,,,,
504,TensorLayer,tensorlayer/tensorlayer,reinforcement-learning,,https://github.com/tensorlayer/TensorLayer,https://github.com/tensorlayer/TensorLayer,,2016-06-07 15:55:16.000,2022-07-20 21:04:11.000000,2022-04-23 17:46:37,3352.0,,1564.0,463.0,698.0,21.0,441.0,7093.0,Deep Learning and Reinforcement Learning Library for Scientists and Engineers.,132.0,23,False,2021-01-06 07:16:21,2.2.4,76.0,tensorlayer,,,,['tensorflow'],,,https://pypi.org/project/tensorlayer,2304.0,2323.0,,,,,,,,3.0,1408.0,,,,,,,,,,,,,,
505,neon,NervanaSystems/neon,ml-frameworks,,https://github.com/NervanaSystems/neon,https://github.com/NervanaSystems/neon,Apache-2.0,2014-10-16 01:00:17.000,2022-05-02 20:25:45.287000,2019-05-22 18:27:54,1118.0,,802.0,335.0,89.0,83.0,306.0,3866.0,Intel Nervana reference deep learning framework committed to best performance on all hardware.,108.0,23,False,2018-01-05 21:36:23,2.6.0,32.0,nervananeon,anaconda/neon,,,,,,https://pypi.org/project/nervananeon,146.0,167.0,https://anaconda.org/anaconda/neon,2022-05-02 20:25:45.287,1371.0,,,,,3.0,335.0,,,,,,,,,,,,,,
506,MMLSpark,microsoft/SynapseML,distributed-ml,,https://github.com/microsoft/SynapseML,https://github.com/microsoft/SynapseML,MIT,2017-06-05 08:23:44.000,2022-10-20 13:22:48.000000,2022-10-20 13:22:46,1234.0,64.0,678.0,140.0,1085.0,238.0,358.0,3806.0,Simple and Distributed Machine Learning.,99.0,23,True,2022-08-23 03:41:02,0.10.1,25.0,mmlspark,,,,['spark'],,,https://pypi.org/project/mmlspark,1.0,1.0,,,,,,,,3.0,,,,,,,,,,,,,,,
507,PyAlgoTrade,gbeced/pyalgotrade,financial-data,,https://github.com/gbeced/pyalgotrade,https://github.com/gbeced/pyalgotrade,Apache-2.0,2012-03-07 01:09:54.000,2022-07-13 19:50:51.000000,2018-08-21 02:42:52,1156.0,,1247.0,348.0,56.0,39.0,84.0,3788.0,Python Algorithmic Trading Library.,11.0,23,False,,,,pyalgotrade,,,,,115.0,115.0,https://pypi.org/project/pyalgotrade,536.0,536.0,,,,,,,,3.0,,,,,,,,,,,,,,,
508,MatchZoo,NTMC-Community/MatchZoo,nlp,,https://github.com/NTMC-Community/MatchZoo,https://github.com/NTMC-Community/MatchZoo,Apache-2.0,2017-06-08 08:55:22.000,2021-06-03 02:58:49.000000,2021-06-02 17:38:16,1810.0,,897.0,178.0,385.0,33.0,429.0,3718.0,"Facilitating the design, comparison and sharing of deep text matching models.",36.0,23,False,2019-10-09 19:24:22,2.2,2.0,matchzoo,,,,['tensorflow'],14.0,14.0,https://pypi.org/project/matchzoo,87.0,87.0,,,,,,,,3.0,,,,,,,,,,,,,,,
509,Snips NLU,snipsco/snips-nlu,nlp,,https://github.com/snipsco/snips-nlu,https://github.com/snipsco/snips-nlu,Apache-2.0,2017-02-08 16:16:36.000,2021-11-17 15:23:01.000000,2021-05-03 12:18:31,2154.0,,495.0,137.0,648.0,61.0,197.0,3712.0,Snips Python library to extract meaning from text.,22.0,23,False,2020-01-15 09:51:41,0.20.2,58.0,snips-nlu,,,,,,,https://pypi.org/project/snips-nlu,2574.0,2574.0,,,,,,,,3.0,,,,,,,,,,,,,,,
510,tf-quant-finance,google/tf-quant-finance,financial-data,,https://github.com/google/tf-quant-finance,https://github.com/google/tf-quant-finance,Apache-2.0,2019-07-24 16:09:50.000,2022-10-20 12:49:11.000000,2022-10-20 12:49:08,916.0,21.0,438.0,158.0,36.0,18.0,25.0,3353.0,High-performance TensorFlow library for quantitative finance.,43.0,23,True,,,4.0,tf-quant-finance,,,,['tensorflow'],,,https://pypi.org/project/tf-quant-finance,1719.0,1719.0,,,,,,,,3.0,,,,,,,,,,,,,,,
511,TensorForce,tensorforce/tensorforce,reinforcement-learning,,https://github.com/tensorforce/tensorforce,https://github.com/tensorforce/tensorforce,Apache-2.0,2017-03-19 16:24:22.000,2022-07-29 23:31:11.000000,2022-02-10 08:43:04,2099.0,,513.0,146.0,233.0,26.0,627.0,3177.0,Tensorforce: a TensorFlow library for applied reinforcement learning.,82.0,23,True,2021-08-30 20:20:58,0.6.5,14.0,tensorforce,,,,['tensorflow'],,,https://pypi.org/project/tensorforce,1104.0,1104.0,,,,,,,,3.0,,,,,,,,,,,,,,,
512,LIT,PAIR-code/lit,interpretability,,https://github.com/PAIR-code/lit,https://github.com/PAIR-code/lit,Apache-2.0,2020-07-28 13:07:26.000,2022-10-20 13:25:19.000000,2022-03-15 12:13:11,507.0,,308.0,73.0,784.0,43.0,69.0,2998.0,The Language Interpretability Tool: Interactively analyze NLP models for model understanding in an extensible and..,18.0,23,True,2021-12-21 14:29:03,0.4.1,6.0,lit-nlp,conda-forge/lit-nlp,,,,11.0,11.0,https://pypi.org/project/lit-nlp,983.0,2806.0,https://anaconda.org/conda-forge/lit-nlp,2021-11-09 18:19:30.401,45596.0,,,,,3.0,,,,,,,,,,,,,,,
513,vissl,facebookresearch/vissl,image,,https://github.com/facebookresearch/vissl,https://github.com/facebookresearch/vissl,MIT,2020-04-09 19:40:33.000,2022-10-12 19:10:02.000000,2022-10-12 19:04:29,398.0,6.0,291.0,53.0,409.0,61.0,103.0,2811.0,"VISSL is FAIRs library of extensible, modular and scalable components for SOTA Self-Supervised Learning with images.",34.0,23,True,2021-11-02 17:21:02,0.1.6,2.0,vissl,,,,['pytorch'],12.0,12.0,https://pypi.org/project/vissl,526.0,526.0,,,,,,,,3.0,,,,,,,,,,,,,,,
514,eli5,TeamHG-Memex/eli5,interpretability,,https://github.com/TeamHG-Memex/eli5,https://github.com/TeamHG-Memex/eli5,MIT,2016-09-15 01:04:57.000,2022-05-14 05:59:23.776000,2020-01-22 07:39:36,1198.0,,314.0,68.0,167.0,142.0,112.0,2601.0,A library for debugging/inspecting machine learning classifiers and explaining their predictions.,14.0,23,False,,,11.0,eli5,conda-forge/eli5,,,,,,https://pypi.org/project/eli5,502311.0,504211.0,https://anaconda.org/conda-forge/eli5,2022-05-14 05:59:23.776,123559.0,,,,,3.0,,,,,,,,,,,,,,,
515,knockknock,huggingface/knockknock,ml-experiments,,https://github.com/huggingface/knockknock,https://github.com/huggingface/knockknock,MIT,2019-03-20 13:08:55.000,2022-05-26 16:35:40.000000,2020-03-16 04:26:47,75.0,,210.0,58.0,39.0,16.0,23.0,2517.0,Knock Knock: Get notified when your training ends with only two additional lines of code.,18.0,23,False,,,5.0,knockknock,conda-forge/knockknock,,,,421.0,421.0,https://pypi.org/project/knockknock,33068.0,33363.0,https://anaconda.org/conda-forge/knockknock,2020-03-17 01:52:16.317,10620.0,,,,,3.0,,,,,,,,,,,,,,,
516,pygal,Kozea/pygal,graph,,https://github.com/Kozea/pygal,https://github.com/Kozea/pygal,LGPL-3.0,2011-09-23 10:17:50.000,2022-03-03 16:14:41.000000,2021-11-24 21:04:02,1018.0,,392.0,135.0,127.0,159.0,244.0,2493.0,PYthon svg GrAph plotting Library.,71.0,23,False,2015-02-16 16:54:22,1.7.0,2.0,pygal,conda-forge/pygal,,,,,,https://pypi.org/project/pygal,111891.0,112475.0,https://anaconda.org/conda-forge/pygal,2019-06-04 02:55:56.728,23375.0,,,,,2.0,,,,,,,,,,,,,,,
517,Kashgari,BrikerMan/Kashgari,nlp,,https://github.com/BrikerMan/Kashgari,https://github.com/BrikerMan/Kashgari,Apache-2.0,2019-01-19 01:53:28.000,2021-07-09 03:57:16.000000,2021-07-09 03:57:16,955.0,,436.0,65.0,122.0,44.0,330.0,2326.0,Kashgari is a production-level NLP Transfer learning framework built on top of tf.keras for text-labeling and text-..,21.0,23,False,2021-07-04 10:44:36,2.0.2,24.0,kashgari-tf,,,,['tensorflow'],56.0,56.0,https://pypi.org/project/kashgari-tf,25.0,25.0,,,,,,,,3.0,,,,,,,,,,,,,,,
518,SRU,asappresearch/sru,pytorch-utils,,https://github.com/asappresearch/sru,https://github.com/asappresearch/sru,MIT,2017-08-28 20:37:41.000,2022-01-04 21:17:53.000000,2021-05-19 15:52:48,400.0,,305.0,68.0,78.0,59.0,68.0,2063.0,Training RNNs as Fast as CNNs (https://arxiv.org/abs/1709.02755).,21.0,23,False,2021-05-18 16:12:33,2.6.0,30.0,sru,,,,['pytorch'],18.0,18.0,https://pypi.org/project/sru,2934.0,2934.0,,,,,,,,2.0,,,,,,,,,,,,,,,
519,polyglot,aboSamoor/polyglot,nlp,,https://github.com/aboSamoor/polyglot,https://github.com/aboSamoor/polyglot,,2014-06-30 02:07:45.000,2022-05-18 09:36:53.000000,2020-09-22 22:35:28,271.0,,308.0,81.0,50.0,147.0,67.0,2062.0,Multilingual text (NLP) processing toolkit.,26.0,23,False,,,,polyglot,,,,,772.0,772.0,https://pypi.org/project/polyglot,61454.0,61454.0,,,,,,,,3.0,,,,,,,,,,,,,,,
520,OpenPrompt,thunlp/OpenPrompt,nlp,,https://github.com/thunlp/OpenPrompt,https://github.com/thunlp/OpenPrompt,Apache-2.0,2021-09-30 09:38:45.000,2022-10-20 13:54:37.000000,2022-10-20 13:54:36,241.0,10.0,212.0,19.0,37.0,26.0,141.0,2011.0,An Open-Source Framework for Prompt-Learning.,17.0,23,True,2022-04-20 04:58:40,1.0.0,4.0,openprompt,,,,,23.0,23.0,https://pypi.org/project/openprompt,1797.0,1797.0,,,,,,,,3.0,,,,,,,,,,,,,,,
521,langid,saffsd/langid.py,nlp,,https://github.com/saffsd/langid.py,https://github.com/saffsd/langid.py,,2011-04-29 00:16:56.000,2020-01-01 10:49:30.000000,2017-07-15 02:49:17,242.0,,283.0,65.0,14.0,25.0,46.0,1999.0,Stand-alone language identification system.,9.0,23,False,,,,langid,,,,,1125.0,1125.0,https://pypi.org/project/langid,412859.0,412859.0,,,,,,,,3.0,,,,,,,,,,,,,,,
522,textacy,chartbeat-labs/textacy,nlp,,https://github.com/chartbeat-labs/textacy,https://github.com/chartbeat-labs/textacy,,2016-02-03 16:52:45.000,2022-10-06 17:56:29.000000,2022-03-06 19:51:43,1716.0,,240.0,89.0,111.0,29.0,224.0,1984.0,"NLP, before and after spaCy.",32.0,23,False,2021-12-06 14:59:26,0.12.0,28.0,textacy,conda-forge/textacy,,,,,,https://pypi.org/project/textacy,36005.0,37794.0,https://anaconda.org/conda-forge/textacy,2022-02-06 16:50:51.205,116317.0,,,,,3.0,,,,,,,,,,,,,,,
