,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,updated_github_id,npm_id,npm_url,npm_monthly_downloads,brew_id,apt_id,yum_id,snap_id,maven_id,maven_url,dnf_id,yay_id
339,deepface,serengil/deepface,image,,https://github.com/serengil/deepface,https://github.com/serengil/deepface,MIT,2020-02-08 20:42:28.000,2022-09-06 08:14:47.000000,2022-08-20 12:40:45,839.0,26.0,976.0,91.0,44.0,3.0,512.0,4535.0,"A Lightweight Face Recognition and Facial Attribute Analysis (Age, Gender, Emotion and Race) Library for Python.",27.0,27,True,,,,deepface,,,,,776.0,776.0,https://pypi.org/project/deepface,31853.0,31853.0,,,,,,,,3.0,,,,,,,,,,,,,,,
340,FATE,FederatedAI/FATE,privacy-ml,,https://github.com/FederatedAI/FATE,https://github.com/FederatedAI/FATE,Apache-2.0,2019-01-24 10:32:43.000,2022-09-15 03:25:59.000000,2022-09-11 12:41:27,11007.0,534.0,1335.0,139.0,2953.0,490.0,852.0,4487.0,An Industrial Grade Federated Learning Framework.,80.0,27,True,2022-08-31 08:40:42,1.9.0,35.0,ETAF,,,,,,,https://pypi.org/project/ETAF,,,,,,,,,,2.0,,,,,,,,,,,,,,,
341,Tesseract,madmaze/pytesseract,ocr,,https://github.com/madmaze/pytesseract,https://github.com/madmaze/pytesseract,Apache-2.0,2010-10-27 23:02:49.000,2022-09-05 20:53:51.000000,2022-08-16 07:38:24,497.0,14.0,611.0,105.0,139.0,15.0,298.0,4406.0,Python-tesseract is an optical character recognition (OCR) tool for python.,41.0,27,True,2022-03-14 19:28:46,0.3.10,23.0,pytesseract,conda-forge/pytesseract,,,,,,https://pypi.org/project/pytesseract,648288.0,662087.0,https://anaconda.org/conda-forge/pytesseract,2022-03-15 01:11:17.076,524369.0,,,,,2.0,,,,,,,,,,,,,,,
342,T5,google-research/text-to-text-transfer-transformer,nlp,,https://github.com/google-research/text-to-text-transfer-transformer,https://github.com/google-research/text-to-text-transfer-transformer,Apache-2.0,2019-10-17 21:45:14.000,2022-09-14 17:31:28.000000,2022-09-14 17:31:22,570.0,10.0,596.0,98.0,547.0,48.0,341.0,4400.0,Code for the paper Exploring the Limits of Transfer Learning with a Unified Text-to-Text Transformer.,51.0,27,True,2020-04-03 19:06:25,0.4.0,1.0,t5,,,,['tensorflow'],114.0,114.0,https://pypi.org/project/t5,11126.0,11126.0,,,,,,,,2.0,,,,,,,,,,,,,,,
343,lightfm,lyst/lightfm,recommender-systems,,https://github.com/lyst/lightfm,https://github.com/lyst/lightfm,Apache-2.0,2015-07-30 08:34:00.000,2022-07-19 05:09:29.000000,2022-07-19 05:09:29,463.0,2.0,630.0,93.0,198.0,112.0,350.0,4126.0,"A Python implementation of LightFM, a hybrid recommendation algorithm.",44.0,27,True,2020-11-27 19:48:30,1.16,8.0,lightfm,conda-forge/lightfm,,,,803.0,803.0,https://pypi.org/project/lightfm,327891.0,330190.0,https://anaconda.org/conda-forge/lightfm,2022-03-09 22:21:56.668,128797.0,,,,,2.0,,,,,,,,,,,,,,,
344,ArrayFire,arrayfire/arrayfire,gpu-utilities,,https://github.com/arrayfire/arrayfire,https://github.com/arrayfire/arrayfire,BSD-3-Clause,2014-10-28 20:58:33.000,2022-09-15 09:31:28.000000,2022-09-12 17:37:41,5847.0,16.0,489.0,154.0,1750.0,249.0,1289.0,3918.0,ArrayFire: a general purpose GPU library.,82.0,27,True,2022-05-19 15:14:26,3.8.2,32.0,arrayfire,,,,,,,https://pypi.org/project/arrayfire,676.0,707.0,,,,,,,,2.0,2752.0,,,,,,,,,,,,,,
345,TensorFlowOnSpark,yahoo/TensorFlowOnSpark,distributed-ml,,https://github.com/yahoo/TensorFlowOnSpark,https://github.com/yahoo/TensorFlowOnSpark,Apache-2.0,2017-01-20 18:15:57.000,2022-08-21 17:05:30.737000,2022-04-21 18:24:14,631.0,,924.0,283.0,222.0,10.0,355.0,3810.0,TensorFlowOnSpark brings TensorFlow programs to Apache Spark clusters.,34.0,27,True,2022-04-21 20:41:22,2.2.5,23.0,tensorflowonspark,conda-forge/tensorflowonspark,,,"['tensorflow', 'spark']",,,https://pypi.org/project/tensorflowonspark,215146.0,215542.0,https://anaconda.org/conda-forge/tensorflowonspark,2022-08-21 17:05:30.737,13087.0,,,,,3.0,,,,,,,,,,,,,,,
346,yellowbrick,DistrictDataLabs/yellowbrick,interpretability,,https://github.com/DistrictDataLabs/yellowbrick,https://github.com/DistrictDataLabs/yellowbrick,Apache-2.0,2016-05-18 14:12:17.000,2022-08-22 23:53:21.096000,2022-08-21 12:54:36,895.0,15.0,509.0,102.0,607.0,79.0,592.0,3733.0,Visual analysis and diagnostic tools to facilitate machine learning model selection.,109.0,27,True,2022-08-21 12:49:43,1.5,24.0,yellowbrick,conda-forge/yellowbrick,,,['sklearn'],,,https://pypi.org/project/yellowbrick,902234.0,903757.0,https://anaconda.org/conda-forge/yellowbrick,2022-08-22 23:53:21.096,38092.0,,,,,2.0,,,,,,,,,,,,,,,
347,Dedupe,dedupeio/dedupe,nlp,,https://github.com/dedupeio/dedupe,https://github.com/dedupeio/dedupe,MIT,2012-04-20 14:57:36.000,2022-09-15 12:44:27.586000,2022-09-14 17:47:08,3189.0,55.0,461.0,121.0,327.0,59.0,709.0,3505.0,"A python library for accurate and scalable fuzzy matching, record deduplication and entity-resolution.",64.0,27,True,,,10.0,dedupe,conda-forge/dedupe,,,,,,https://pypi.org/project/dedupe,276362.0,277655.0,https://anaconda.org/conda-forge/dedupe,2022-09-15 12:44:27.586,11639.0,,,,,2.0,,,,,,,,,,,,,,,
348,causalml,uber/causalml,others,,https://github.com/uber/causalml,https://github.com/uber/causalml,,2019-07-09 02:08:58.000,2022-09-07 18:13:05.000000,2022-09-04 09:00:57,487.0,15.0,539.0,74.0,240.0,63.0,222.0,3438.0,Uplift modeling and causal inference with machine learning algorithms.,44.0,27,False,2022-09-02 21:17:27,0.13.0,10.0,causalml,,,,,53.0,53.0,https://pypi.org/project/causalml,56386.0,56386.0,,,,,,,,2.0,,,,,,,,,,,,,,,
349,nevergrad,facebookresearch/nevergrad,hyperopt,,https://github.com/facebookresearch/nevergrad,https://github.com/facebookresearch/nevergrad,MIT,2018-11-21 00:33:17.000,2022-09-07 15:07:20.000000,2022-08-10 10:13:11,1023.0,9.0,313.0,65.0,1246.0,69.0,156.0,3352.0,A Python toolbox for performing gradient-free optimization.,50.0,27,True,,,18.0,nevergrad,conda-forge/nevergrad,,,,373.0,373.0,https://pypi.org/project/nevergrad,26738.0,27827.0,https://anaconda.org/conda-forge/nevergrad,2021-06-14 12:44:22.518,31593.0,,,,,2.0,,,,,,,,,,,,,,,
350,plotnine,has2k1/plotnine,data-viz,,https://github.com/has2k1/plotnine,https://github.com/has2k1/plotnine,MIT,2017-04-24 19:00:44.000,2022-09-13 18:36:46.000000,2022-09-13 18:30:36,1816.0,13.0,171.0,64.0,108.0,61.0,447.0,3179.0,A grammar of graphics for Python.,96.0,27,True,2021-03-25 12:57:10,0.8.0,11.0,plotnine,conda-forge/plotnine,,,,,,https://pypi.org/project/plotnine,321203.0,324277.0,https://anaconda.org/conda-forge/plotnine,2022-07-02 08:55:06.336,196760.0,,,,,3.0,,,,,,,,,,,,,,,
351,facenet-pytorch,timesler/facenet-pytorch,image,,https://github.com/timesler/facenet-pytorch,https://github.com/timesler/facenet-pytorch,MIT,2019-05-25 01:29:24.000,2022-07-20 00:52:45.000000,2021-12-13 12:07:11,235.0,,655.0,42.0,45.0,62.0,92.0,3084.0,Pretrained Pytorch face detection (MTCNN) and facial recognition (InceptionResnet) models.,14.0,27,True,2020-09-07 23:53:20,2.4.1,6.0,facenet-pytorch,,,,['pytorch'],864.0,864.0,https://pypi.org/project/facenet-pytorch,22016.0,34420.0,,,,,,,,3.0,421766.0,,,,,,,,,,,,,,
352,Hummingbird,microsoft/hummingbird,model-serialisation,,https://github.com/microsoft/hummingbird,https://github.com/microsoft/hummingbird,MIT,2020-03-12 20:27:03.000,2022-09-12 18:40:47.000000,2022-09-12 18:16:03,403.0,26.0,243.0,47.0,381.0,39.0,211.0,3001.0,Hummingbird compiles trained ML models into tensor computation for faster inference.,34.0,27,True,2022-08-05 20:36:45,0.4.5,18.0,hummingbird-ml,conda-forge/hummingbird-ml,,,,41.0,41.0,https://pypi.org/project/hummingbird-ml,4056.0,4838.0,https://anaconda.org/conda-forge/hummingbird-ml,2022-08-05 23:29:51.233,13976.0,,,,,2.0,185.0,,,,,,,,,,,,,,
353,TorchServe,pytorch/serve,model-serialisation,,https://github.com/pytorch/serve,https://github.com/pytorch/serve,Apache-2.0,2019-10-03 03:17:43.000,2022-09-14 23:03:49.000000,2022-09-13 03:02:30,3223.0,39.0,585.0,50.0,858.0,151.0,845.0,2846.0,"Serve, optimize and scale PyTorch models in production.",127.0,27,True,2022-05-16 20:02:45,0.6.0,14.0,torchserve,pytorch/torchserve,pytorch/torchserve,,['pytorch'],,,https://pypi.org/project/torchserve,17094.0,48083.0,https://anaconda.org/pytorch/torchserve,2022-05-13 21:22:14.370,37702.0,https://hub.docker.com/r/pytorch/torchserve,2022-07-19 22:07:31.666907,16.0,1036557.0,2.0,2164.0,,,,,,,,,,,,,,
354,MMOCR,open-mmlab/mmocr,ocr,,https://github.com/open-mmlab/mmocr,https://github.com/open-mmlab/mmocr,Apache-2.0,2021-04-07 13:40:21.000,2022-09-15 11:24:13.000000,2022-09-05 06:29:31,566.0,30.0,503.0,53.0,714.0,89.0,587.0,2768.0,"OpenMMLab Text Detection, Recognition and Understanding Toolbox.",60.0,27,True,2022-08-04 06:03:40,0.6.1,10.0,mmocr,,,,['pytorch'],21.0,21.0,https://pypi.org/project/mmocr,7236.0,7236.0,,,,,,,,2.0,,,,,,,,,,,,,,,
355,Cufflinks,santosjorge/cufflinks,data-viz,,https://github.com/santosjorge/cufflinks,https://github.com/santosjorge/cufflinks,MIT,2014-11-19 20:59:33.000,2022-02-11 16:25:24.000000,2021-02-25 05:05:09,452.0,,606.0,108.0,73.0,86.0,123.0,2657.0,Productivity Tools for Plotly + Pandas.,38.0,27,False,,,,cufflinks,,,,['pandas'],6570.0,6570.0,https://pypi.org/project/cufflinks,302573.0,302573.0,,,,,,,,3.0,,,,,,,,,,,,,,,
356,neuralcoref,huggingface/neuralcoref,nlp,,https://github.com/huggingface/neuralcoref,https://github.com/huggingface/neuralcoref,MIT,2017-07-03 13:04:16.000,2022-03-11 12:17:58.000000,2021-06-22 10:51:48,116.0,,444.0,90.0,46.0,49.0,253.0,2589.0,Fast Coreference Resolution in spaCy with Neural Networks.,21.0,27,False,2019-04-08 11:28:27,4.0.0,5.0,neuralcoref,conda-forge/neuralcoref,,,,529.0,529.0,https://pypi.org/project/neuralcoref,383640.0,384039.0,https://anaconda.org/conda-forge/neuralcoref,2020-02-21 22:10:40.453,12171.0,,,,,2.0,470.0,,,,,,,,,,,,,,
357,Neural Network Libraries,sony/nnabla,ml-frameworks,,https://github.com/sony/nnabla,https://github.com/sony/nnabla,Apache-2.0,2017-06-26 01:07:10.000,2022-09-15 02:25:30.000000,2022-09-15 02:25:27,3152.0,62.0,310.0,162.0,1034.0,23.0,49.0,2555.0,Neural Network Libraries.,67.0,27,True,2022-09-05 09:53:01,1.30.0,62.0,nnabla,,,,,,,https://pypi.org/project/nnabla,3823.0,3831.0,,,,,,,,3.0,535.0,,,,,,,,,,,,,,
358,pytorch-optimizer,jettify/pytorch-optimizer,pytorch-utils,,https://github.com/jettify/pytorch-optimizer,https://github.com/jettify/pytorch-optimizer,Apache-2.0,2020-01-03 03:16:39.000,2022-09-12 10:11:16.000000,2021-11-11 16:56:57,430.0,,244.0,32.0,413.0,21.0,29.0,2537.0,torch-optimizer -- collection of optimizers for Pytorch.,25.0,27,True,2021-10-31 02:57:04,0.3.0,20.0,torch_optimizer,conda-forge/torch-optimizer,,,['pytorch'],684.0,684.0,https://pypi.org/project/torch_optimizer,48070.0,48338.0,https://anaconda.org/conda-forge/torch-optimizer,2021-10-31 17:20:09.384,4563.0,,,,,2.0,,,,,,,,,,,,,,,
359,qdrant,qdrant/qdrant,nlp,,https://github.com/qdrant/qdrant,https://github.com/qdrant/qdrant,Apache-2.0,2020-05-30 21:37:01.000,2022-09-15 13:24:00.000000,2022-09-15 13:24:00,863.0,221.0,114.0,34.0,702.0,26.0,260.0,2505.0,Qdrant - Vector Search Engine for the next generation of AI applications.,28.0,27,True,2022-08-10 19:57:19,0.9.1,23.0,,,,,,420.0,420.0,,,,,,,,,,,2.0,,,5.0,,,,,,,,,,,,
360,StellarGraph,stellargraph/stellargraph,graph,,https://github.com/stellargraph/stellargraph,https://github.com/stellargraph/stellargraph,Apache-2.0,2018-04-13 07:35:51.000,2022-03-12 00:28:06.000000,2021-10-29 06:15:49,2535.0,,378.0,61.0,926.0,273.0,737.0,2488.0,StellarGraph - Machine Learning on Graphs.,36.0,27,True,2020-06-30 05:15:21,1.2.1,25.0,stellargraph,,,,['tensorflow'],159.0,159.0,https://pypi.org/project/stellargraph,22089.0,22089.0,,,,,,,,2.0,,,,,,,,,,,,,,,
361,Mars,mars-project/mars,others,,https://github.com/mars-project/mars,https://github.com/mars-project/mars,Apache-2.0,2018-12-05 16:04:03.000,2022-09-15 11:56:05.000000,2022-09-15 06:08:40,1248.0,41.0,305.0,89.0,2092.0,199.0,936.0,2486.0,"Mars is a tensor-based unified framework for large-scale data computation which scales numpy, pandas, scikit-learn and..",45.0,27,True,2022-06-12 11:19:30,0.9.0,100.0,pymars,,,,,,,https://pypi.org/project/pymars,17180.0,17180.0,,,,,,,,2.0,,,,,,,,,,,,,,,
362,vidgear,abhiTronix/vidgear,image,,https://github.com/abhiTronix/vidgear,https://github.com/abhiTronix/vidgear,Apache-2.0,2019-03-17 02:42:42.000,2022-08-25 13:01:31.000000,2022-07-06 02:29:40,915.0,33.0,190.0,54.0,96.0,5.0,229.0,2399.0,A High-performance cross-platform Video Processing Python framework powerpacked with unique trailblazing features.,13.0,27,True,2022-07-05 15:51:13,idgear-0.2.6,18.0,vidgear,,,,,233.0,233.0,https://pypi.org/project/vidgear,5624.0,5639.0,,,,,,,,3.0,657.0,,,,,,,,,,,,,,
363,Alphalens,quantopian/alphalens,financial-data,,https://github.com/quantopian/alphalens,https://github.com/quantopian/alphalens,Apache-2.0,2016-06-03 21:49:15.000,2021-12-05 06:35:06.000000,2020-04-27 18:40:41,522.0,,890.0,163.0,213.0,38.0,145.0,2397.0,Performance analysis of predictive (alpha) stock factors.,25.0,27,False,2020-04-30 15:42:52,0.4.0,10.0,alphalens,conda-forge/alphalens,,,,571.0,571.0,https://pypi.org/project/alphalens,9598.0,9890.0,https://anaconda.org/conda-forge/alphalens,2020-05-16 13:52:44.922,16101.0,,,,,2.0,,,,,,,,,,,,,,,
364,zenml,zenml-io/zenml,data-pipelines,,https://github.com/zenml-io/zenml,https://github.com/zenml-io/zenml,Apache-2.0,2020-11-19 09:25:46.000,2022-09-15 14:09:33.000000,2022-09-09 09:15:55,4948.0,229.0,201.0,36.0,759.0,25.0,90.0,2379.0,"ZenML : Build portable, production-ready MLOps pipelines. https://zenml.io.",47.0,27,True,2022-09-09 11:33:57,0.13.2,38.0,zenml,,,,,,,https://pypi.org/project/zenml,6803.0,6803.0,,,,,,,,3.0,1.0,,,,,,,,,,,,,,
365,scikit-plot,reiinakano/scikit-plot,interpretability,,https://github.com/reiinakano/scikit-plot,https://github.com/reiinakano/scikit-plot,MIT,2017-02-04 06:22:59.000,2021-08-11 23:58:11.000000,2018-08-19 12:37:47,130.0,,259.0,65.0,57.0,19.0,39.0,2242.0,An intuitive library to add plotting functionality to scikit-learn objects.,13.0,27,False,2018-08-19 12:21:01,0.3.7,17.0,scikit-plot,conda-forge/scikit-plot,,,['sklearn'],2324.0,2324.0,https://pypi.org/project/scikit-plot,613311.0,615310.0,https://anaconda.org/conda-forge/scikit-plot,2019-06-05 14:23:59.043,123999.0,,,,,2.0,,,,,,,,,,,,,,,
366,m2cgen,BayesWitnesses/m2cgen,model-serialisation,,https://github.com/BayesWitnesses/m2cgen,https://github.com/BayesWitnesses/m2cgen,MIT,2019-01-13 02:32:55.000,2022-09-15 11:34:25.000000,2022-09-12 02:43:27,373.0,10.0,199.0,45.0,448.0,24.0,69.0,2195.0,"Transform ML models into a native code (Java, C, Python, Go, JavaScript, Visual Basic, C#, R, PowerShell, PHP, Dart,..",13.0,27,True,2022-04-25 18:51:36,0.10.0,13.0,m2cgen,,,,,63.0,63.0,https://pypi.org/project/m2cgen,53709.0,53709.0,,,,,,,,2.0,38.0,,,,,,,,,,,,,,
367,Essentia,MTG/essentia,audio,,https://github.com/MTG/essentia,https://github.com/MTG/essentia,AGPL-3.0,2013-06-03 14:53:47.000,2022-08-29 13:55:20.000000,2022-08-29 13:55:05,3182.0,32.0,456.0,110.0,310.0,345.0,607.0,2181.0,"C++ library for audio and music analysis, description and synthesis, including Python bindings.",74.0,27,False,2015-03-31 16:33:30,2.0,6.0,essentia,,,,,321.0,321.0,https://pypi.org/project/essentia,3264.0,3264.0,,,,,,,,2.0,,,,,,,,,,,,,,,
368,Fairness 360,Trusted-AI/AIF360,interpretability,,https://github.com/Trusted-AI/AIF360,https://github.com/Trusted-AI/AIF360,Apache-2.0,2018-08-22 20:47:15.000,2022-09-15 03:23:38.000000,2022-09-03 03:17:54,392.0,36.0,581.0,83.0,198.0,125.0,71.0,1822.0,"A comprehensive set of fairness metrics for datasets and machine learning models, explanations for these metrics, and..",55.0,27,True,2022-09-03 03:41:16,0.5.0,10.0,aif360,conda-forge/aif360,,,,175.0,175.0,https://pypi.org/project/aif360,7178.0,7319.0,https://anaconda.org/conda-forge/aif360,2022-09-04 13:59:05.366,3389.0,,,,,2.0,,,,,,,,,,,,,,,
369,lightly,lightly-ai/lightly,image,,https://github.com/lightly-ai/lightly,https://github.com/lightly-ai/lightly,MIT,2020-10-13 13:02:56.000,2022-09-15 12:45:56.000000,2022-09-15 12:45:55,806.0,70.0,142.0,25.0,600.0,66.0,261.0,1787.0,A python library for self-supervised learning on images.,19.0,27,True,2022-08-30 18:11:43,1.2.28,62.0,lightly,,,,['pytorch'],47.0,47.0,https://pypi.org/project/lightly,2667.0,2667.0,,,,,,,,3.0,,,,,,,,,,,,,,,
370,bt,pmorissette/bt,financial-data,,https://github.com/pmorissette/bt,https://github.com/pmorissette/bt,MIT,2014-06-19 16:06:28.000,2022-08-24 17:52:30.000000,2022-08-24 17:52:29,487.0,18.0,326.0,81.0,86.0,63.0,237.0,1490.0,bt - flexible backtesting for Python.,27.0,27,True,2021-04-21 02:49:56,0.2.9,2.0,bt,conda-forge/bt,,,,136.0,136.0,https://pypi.org/project/bt,4408.0,4837.0,https://anaconda.org/conda-forge/bt,2022-06-24 15:03:04.364,7295.0,,,,,2.0,,,,,,,,,,,,,,,
371,chainercv,chainer/chainercv,image,,https://github.com/chainer/chainercv,https://github.com/chainer/chainercv,MIT,2017-02-13 04:15:10.000,2021-07-01 16:54:50.000000,2020-01-07 11:48:31,4930.0,,302.0,73.0,742.0,37.0,168.0,1474.0,ChainerCV: a Library for Deep Learning in Computer Vision.,39.0,27,False,2019-06-12 11:55:02,0.13.1,13.0,chainercv,,,,,304.0,304.0,https://pypi.org/project/chainercv,3776.0,3776.0,,,,,,,,3.0,,,,,,,,,,,,,,,
372,explainerdashboard,oegedijk/explainerdashboard,interpretability,,https://github.com/oegedijk/explainerdashboard,https://github.com/oegedijk/explainerdashboard,MIT,2019-10-30 08:26:16.000,2022-06-16 19:38:58.000000,2022-06-16 19:38:52,1284.0,,168.0,13.0,34.0,16.0,168.0,1308.0,Quickly build Explainable AI dashboards that show the inner workings of so-called blackbox machine learning models.,15.0,27,True,2022-06-15 12:13:19,0.4.0,70.0,explainerdashboard,conda-forge/explainerdashboard,,,,167.0,167.0,https://pypi.org/project/explainerdashboard,73223.0,74284.0,https://anaconda.org/conda-forge/explainerdashboard,2022-02-15 19:55:55.299,22281.0,,,,,2.0,,,,,,,,,,,,,,,
373,pycm,sepandhaghighi/pycm,others,,https://github.com/sepandhaghighi/pycm,https://github.com/sepandhaghighi/pycm,MIT,2018-01-22 19:46:54.000,2022-09-12 01:37:50.000000,2022-08-17 13:15:08,2977.0,13.0,112.0,35.0,269.0,11.0,175.0,1296.0,Multi-class confusion matrix library in Python.,17.0,27,True,2022-08-17 14:09:52,3.6,39.0,pycm,,,,,169.0,169.0,https://pypi.org/project/pycm,34090.0,34090.0,,,,,,,,2.0,,,,,,,,,,,,,,,
374,metric-learn,scikit-learn-contrib/metric-learn,others,,https://github.com/scikit-learn-contrib/metric-learn,https://github.com/scikit-learn-contrib/metric-learn,MIT,2013-11-02 08:29:47.000,2022-08-19 13:16:19.000000,2022-06-21 11:53:05,286.0,5.0,221.0,49.0,183.0,43.0,119.0,1272.0,Metric learning algorithms in Python.,22.0,27,True,2020-07-02 12:55:51,0.6.2,10.0,metric-learn,conda-forge/metric-learn,,,['sklearn'],232.0,232.0,https://pypi.org/project/metric-learn,40884.0,41117.0,https://anaconda.org/conda-forge/metric-learn,2020-07-02 13:51:25.681,6997.0,,,,,2.0,,,,,,,,,,,,,,,
375,avalanche,ContinualAI/avalanche,others,,https://github.com/ContinualAI/avalanche,https://github.com/ContinualAI/avalanche,MIT,2020-03-05 11:32:13.000,2022-09-15 14:32:48.000000,2022-09-15 14:14:33,2810.0,57.0,178.0,29.0,413.0,74.0,470.0,1060.0,Avalanche: an End-to-End Library for Continual Learning based on PyTorch.,58.0,27,True,2022-07-29 08:54:15,0.2.1,4.0,avalanche-lib,,,,,11.0,11.0,https://pypi.org/project/avalanche-lib,456.0,456.0,,,,,,,,2.0,3.0,,,,,,,,,,,,,,
376,Neural Structured Learning,tensorflow/neural-structured-learning,tensorflow-utils,,https://github.com/tensorflow/neural-structured-learning,https://github.com/tensorflow/neural-structured-learning,Apache-2.0,2019-08-27 21:48:16.000,2022-09-13 18:16:49.000000,2022-09-13 18:16:46,535.0,8.0,174.0,44.0,57.0,2.0,63.0,931.0,Training neural models with structured signals.,36.0,27,True,2022-07-29 20:57:47,1.4.0,7.0,neural-structured-learning,,,,['tensorflow'],258.0,258.0,https://pypi.org/project/neural-structured-learning,16124.0,16124.0,,,,,,,,3.0,,,,,,,,,,,,,,,
377,patsy,pydata/patsy,probabilistics,,https://github.com/pydata/patsy,https://github.com/pydata/patsy,,2012-07-10 12:30:06.000,2022-08-16 17:32:35.000000,2022-08-16 04:02:22,541.0,2.0,89.0,29.0,53.0,61.0,71.0,852.0,Describing statistical models in Python using symbolic formulas.,17.0,27,False,2021-09-27 02:10:26,0.5.2,9.0,patsy,conda-forge/patsy,,,,56783.0,56783.0,https://pypi.org/project/patsy,7893984.0,7972149.0,https://anaconda.org/conda-forge/patsy,2021-09-26 14:43:31.594,5706091.0,,,,,3.0,,,,,,,,,,,,,,,
378,pythreejs,jupyter-widgets/pythreejs,data-viz,,https://github.com/jupyter-widgets/pythreejs,https://github.com/jupyter-widgets/pythreejs,,2013-12-23 17:02:11.000,2022-09-06 14:51:41.037000,2022-08-25 13:37:51,1715.0,40.0,172.0,40.0,170.0,51.0,166.0,830.0,A Jupyter - Three.js bridge.,30.0,27,False,2022-08-31 09:02:38,2.4.1,17.0,pythreejs,conda-forge/pythreejs,,,['jupyter'],21.0,21.0,https://pypi.org/project/pythreejs,73263.0,84245.0,https://anaconda.org/conda-forge/pythreejs,2022-09-06 14:51:41.037,414539.0,,,,,3.0,,,,,jupyter-threejs,https://www.npmjs.com/package/jupyter-threejs,5528.0,,,,,,,,
379,Guild AI,guildai/guildai,ml-experiments,,https://github.com/guildai/guildai,https://github.com/guildai/guildai,Apache-2.0,2017-09-27 18:57:50.000,2022-09-14 13:30:52.000000,2022-09-14 13:30:50,5129.0,166.0,66.0,12.0,66.0,172.0,208.0,733.0,"Experiment tracking, ML developer tools.",23.0,27,True,2022-05-11 01:13:36,0.8.1,2.0,guildai,,,,,58.0,58.0,https://pypi.org/project/guildai,2784.0,2785.0,,,,,,,,3.0,7.0,,,,,,,,,,,,,,
380,SALib,SALib/SALib,probabilistics,,https://github.com/SALib/SALib,https://github.com/SALib/SALib,MIT,2013-05-30 13:38:10.000,2022-09-13 23:38:15.000000,2022-09-13 23:38:15,1593.0,54.0,188.0,22.0,251.0,40.0,243.0,629.0,"Sensitivity Analysis Library in Python. Contains Sobol, Morris, FAST, and other methods.",38.0,27,True,2021-09-04 09:49:51,1.4.5,29.0,salib,conda-forge/salib,,,,,,https://pypi.org/project/salib,150457.0,151768.0,https://anaconda.org/conda-forge/salib,2021-09-04 07:03:28.179,91833.0,,,,,3.0,,,,,,,,,,,,,,,
381,TensorFlow I/O,tensorflow/io,tensorflow-utils,,https://github.com/tensorflow/io,https://github.com/tensorflow/io,Apache-2.0,2018-11-09 22:44:05.000,2022-09-08 23:03:47.000000,2022-09-07 14:48:57,1577.0,6.0,216.0,38.0,1174.0,198.0,337.0,575.0,"Dataset, streaming, and file system extensions maintained by TensorFlow SIG-IO.",94.0,27,True,2022-09-08 23:03:47,0.27.0,34.0,tensorflow-io,,,,['tensorflow'],,,https://pypi.org/project/tensorflow-io,472319.0,472319.0,,,,,,,,3.0,,,,,,,,,,,,,,,
382,DIPY,dipy/dipy,medical-data,,https://github.com/dipy/dipy,https://github.com/dipy/dipy,,2010-02-06 11:43:08.000,2022-09-11 15:43:50.000000,2022-08-25 17:19:47,12295.0,21.0,343.0,51.0,1771.0,111.0,670.0,540.0,"DIPY is the paragon 3D/4D+ imaging library in Python. Contains generic methods for spatial normalization, signal..",134.0,27,False,,,13.0,dipy,conda-forge/dipy,,,,610.0,610.0,https://pypi.org/project/dipy,17880.0,22196.0,https://anaconda.org/conda-forge/dipy,2022-03-15 06:15:21.138,328079.0,,,,,2.0,,,,,,,,,,,,,,,
383,datalad,datalad/datalad,others,,https://github.com/datalad/datalad,https://github.com/datalad/datalad,,2013-11-01 19:40:08.000,2022-09-15 14:15:04.000000,2022-09-13 15:15:36,16050.0,283.0,89.0,24.0,3294.0,547.0,3122.0,341.0,"Keep code, data, containers under control with git and git-annex.",49.0,27,False,2022-09-02 01:41:50,0.17.5,83.0,datalad,conda-forge/datalad,,,,,,https://pypi.org/project/datalad,8845.0,13431.0,https://anaconda.org/conda-forge/datalad,2022-09-02 07:37:16.982,247669.0,,,,,2.0,,,,,,,,,,,,,,,
384,baselines,openai/baselines,reinforcement-learning,,https://github.com/openai/baselines,https://github.com/openai/baselines,MIT,2017-05-24 01:58:13.000,2022-06-16 12:24:07.000000,2020-01-31 13:06:18,347.0,,3462.0,596.0,368.0,398.0,432.0,12904.0,OpenAI Baselines: high-quality implementations of reinforcement learning algorithms.,114.0,26,False,,,,baselines,,,,,409.0,409.0,https://pypi.org/project/baselines,1060.0,1060.0,,,,,,,,2.0,,,,,,,,,,,,,,,
