,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_monthly_downloads,brew_id,apt_id,yum_id,updated_github_id,trending,maven_id,maven_url,snap_id,dnf_id,yay_id
420,DALEX,ModelOriented/DALEX,interpretability,,https://github.com/ModelOriented/DALEX,https://github.com/ModelOriented/DALEX,GPL-3.0,2018-02-18 03:24:12.000,2023-02-21 16:10:34.000000,2023-02-16 21:10:25,663.0,18.0,150.0,44.0,159.0,19.0,369.0,1167.0,moDel Agnostic Language for Exploration and eXplanation.,24.0,26,False,2022-09-10 12:32:33,python-v1.5.0,6.0,dalex,conda-forge/dalex,,,,93.0,93.0,https://pypi.org/project/dalex,9440.0,9728.0,https://anaconda.org/conda-forge/dalex,2022-09-10 12:54:29.083,7511.0,,,,,2.0,,,,,,,,,,,,,,,
421,PyKEEN,pykeen/pykeen,graph,,https://github.com/pykeen/pykeen,https://github.com/pykeen/pykeen,MIT,2020-02-24 07:26:03.000,2023-02-27 11:06:30.000000,2023-02-22 18:28:05,2784.0,21.0,151.0,25.0,631.0,74.0,400.0,1150.0,A Python library for learning and evaluating knowledge graph embeddings.,35.0,26,True,2023-02-22 18:28:28,1.10.1,19.0,pykeen,,,,,,,https://pypi.org/project/pykeen,2754.0,2758.0,,,,,,,,2.0,151.0,,,,,,,,,,,,,,
422,fancyimpute,iskandr/fancyimpute,sklearn-utils,,https://github.com/iskandr/fancyimpute,https://github.com/iskandr/fancyimpute,Apache-2.0,2015-11-05 23:39:34.000,2021-10-21 17:45:20.000000,2021-10-21 17:45:17,202.0,,168.0,24.0,35.0,3.0,111.0,1140.0,Multivariate imputation and matrix completion algorithms implemented in Python.,12.0,26,False,2021-03-30 16:22:41,0.5.5,5.0,fancyimpute,,,,['sklearn'],1322.0,1322.0,https://pypi.org/project/fancyimpute,15644.0,15644.0,,,,,,,,2.0,,,,,,,,,,,,,,,
423,arch,bashtage/arch,financial-data,,https://github.com/bashtage/arch,https://github.com/bashtage/arch,,2014-08-29 15:41:28.000,2023-02-20 07:18:11.000000,2022-11-10 15:10:21,1014.0,,222.0,42.0,446.0,20.0,165.0,1071.0,ARCH models in Python.,33.0,26,False,2022-06-22 10:43:23,5.3.1,38.0,arch,conda-forge/arch-py,,,,823.0,823.0,https://pypi.org/project/arch,179923.0,185029.0,https://anaconda.org/conda-forge/arch-py,2022-11-02 11:27:15.758,204271.0,,,,,2.0,,,,,,,,,,,,,,,
424,pyclustering,annoviko/pyclustering,others,,https://github.com/annoviko/pyclustering,https://github.com/annoviko/pyclustering,BSD-3-Clause,2014-02-25 18:59:03.000,2022-11-21 17:15:03.000000,2021-02-12 19:04:59,2079.0,,235.0,39.0,35.0,65.0,590.0,1046.0,"pyclustering is a Python, C++ data mining library.",26.0,26,False,2020-11-25 22:33:07,0.10.1.2,18.0,pyclustering,conda-forge/pyclustering,,,,450.0,450.0,https://pypi.org/project/pyclustering,29441.0,30718.0,https://anaconda.org/conda-forge/pyclustering,2021-09-13 14:29:08.300,49632.0,,,,,3.0,437.0,,,,,,,,,,,,,,
425,empyrical,quantopian/empyrical,financial-data,,https://github.com/quantopian/empyrical,https://github.com/quantopian/empyrical,Apache-2.0,2016-03-18 10:22:52.000,2020-10-14 13:28:13.625000,2020-10-14 13:22:39,167.0,,314.0,72.0,83.0,23.0,26.0,1035.0,Common financial risk and performance metrics. Used by zipline and pyfolio.,22.0,26,False,2020-10-13 21:28:25,0.5.5,9.0,empyrical,conda-forge/empyrical,,,,1068.0,1068.0,https://pypi.org/project/empyrical,24682.0,25025.0,https://anaconda.org/conda-forge/empyrical,2020-10-14 13:28:13.625,20980.0,,,,,2.0,,,,,,,,,,,,,,,
426,Prince,MaxHalford/prince,others,,https://github.com/MaxHalford/prince,https://github.com/MaxHalford/prince,MIT,2016-10-22 12:36:06.000,2023-03-02 09:41:33.000000,2023-03-02 09:41:30,324.0,113.0,160.0,22.0,25.0,1.0,113.0,943.0,"Multivariate exploratory data analysis in Python: PCA, CA, MCA, MFA, FAMD, GPA.",14.0,26,True,,,5.0,prince,conda-forge/prince-factor-analysis,,,['sklearn'],314.0,314.0,https://pypi.org/project/prince,33337.0,33691.0,https://anaconda.org/conda-forge/prince-factor-analysis,2021-04-30 17:46:15.443,14177.0,,,,,3.0,,,,,,,,,,,,,,,
427,bambi,bambinos/bambi,probabilistics,,https://github.com/bambinos/bambi,https://github.com/bambinos/bambi,MIT,2016-05-16 03:21:00.000,2023-03-02 13:46:36.000000,2023-03-01 14:30:22,725.0,25.0,94.0,29.0,325.0,62.0,259.0,879.0,BAyesian Model-Building Interface (Bambi) in Python.,28.0,26,True,2023-02-10 02:07:13,0.10.0,20.0,bambi,conda-forge/bambi,,,,57.0,57.0,https://pypi.org/project/bambi,5821.0,6246.0,https://anaconda.org/conda-forge/bambi,2023-02-10 13:49:00.553,18295.0,,,,,3.0,,,,,,,,,,,,,,,
428,Sentinelsat,sentinelsat/sentinelsat,geospatial-data,,https://github.com/sentinelsat/sentinelsat,https://github.com/sentinelsat/sentinelsat,GPL-3.0,2015-05-22 20:32:26.000,2022-12-13 10:34:08.000000,2022-11-03 07:55:31,1124.0,,207.0,59.0,243.0,14.0,329.0,850.0,Search and download Copernicus Sentinel satellite images.,42.0,26,False,2022-01-05 19:57:25,1.1.1,12.0,sentinelsat,conda-forge/sentinelsat,,,,395.0,395.0,https://pypi.org/project/sentinelsat,18273.0,18857.0,https://anaconda.org/conda-forge/sentinelsat,2022-01-06 09:30:10.449,16850.0,,,,,3.0,241.0,,,,,,,,,,,,,,
429,CellProfiler,CellProfiler/CellProfiler,image,,https://github.com/CellProfiler/CellProfiler,https://github.com/CellProfiler/CellProfiler,,2011-04-05 12:10:12.000,2023-03-01 23:06:36.000000,2023-02-02 21:58:19,15560.0,31.0,334.0,42.0,1571.0,218.0,2937.0,747.0,An open-source application for biological image analysis.,133.0,26,False,2022-12-15 14:53:40,4.2.5,47.0,cellprofiler,,,,,16.0,16.0,https://pypi.org/project/cellprofiler,618.0,659.0,,,,,,,,3.0,4582.0,,,,,,,,,,,,,,
430,EarthPy,earthlab/earthpy,geospatial-data,,https://github.com/earthlab/earthpy,https://github.com/earthlab/earthpy,BSD-3-Clause,2018-02-20 03:02:42.000,2023-02-28 09:35:49.000000,2021-12-20 23:24:01,1186.0,,144.0,21.0,619.0,22.0,207.0,421.0,A package built to support working with spatial data using open source python.,43.0,26,False,2021-10-01 22:50:41,0.9.4,14.0,earthpy,conda-forge/earthpy,,,,203.0,203.0,https://pypi.org/project/earthpy,5789.0,7043.0,https://anaconda.org/conda-forge/earthpy,2021-10-04 19:35:49.510,58945.0,,,,,3.0,,,,,,,,,,,,,,,
431,datalad,datalad/datalad,others,,https://github.com/datalad/datalad,https://github.com/datalad/datalad,,2013-11-01 19:40:08.000,2023-03-02 08:23:16.000000,2023-02-27 14:45:49,16688.0,155.0,101.0,26.0,3449.0,458.0,3317.0,393.0,"Keep code, data, containers under control with git and git-annex.",55.0,26,False,2023-02-27 13:53:05,0.18.2,91.0,datalad,conda-forge/datalad,,,,,,https://pypi.org/project/datalad,10754.0,15846.0,https://anaconda.org/conda-forge/datalad,2023-02-28 05:11:52.909,305563.0,,,,,3.0,,,,,,,,,,,,,,,
432,prettymaps,marceloprates/prettymaps,geospatial-data,,https://github.com/marceloprates/prettymaps,https://github.com/marceloprates/prettymaps,AGPL-3.0,2021-03-05 12:22:05.000,2023-02-18 18:16:34.802000,2023-02-15 20:15:59,196.0,17.0,432.0,74.0,35.0,45.0,25.0,9080.0,"A small set of Python functions to draw pretty maps from OpenStreetMap data. Based on osmnx, matplotlib and shapely..",15.0,25,False,2023-02-15 20:16:12,1.0.0,5.0,prettymaps,conda-forge/prettymaps,,,,13.0,13.0,https://pypi.org/project/prettymaps,1130.0,1212.0,https://anaconda.org/conda-forge/prettymaps,2023-02-18 18:16:34.802,1154.0,,,,,3.0,,,,,,,,,,8.0,,,,,
433,Trax,google/trax,others,,https://github.com/google/trax,https://github.com/google/trax,Apache-2.0,2019-10-05 15:09:14.000,2023-02-15 22:45:56.000000,2023-02-15 22:45:51,1613.0,2.0,751.0,145.0,1551.0,98.0,124.0,7380.0,Trax Deep Learning with Clear Code and Speed.,78.0,25,True,2021-10-26 20:29:38,1.4.1,18.0,trax,,,,,100.0,100.0,https://pypi.org/project/trax,6857.0,6857.0,,,,,,,,3.0,,,,,,,,,,,,,,,
434,Face Alignment,1adrianb/face-alignment,image,,https://github.com/1adrianb/face-alignment,https://github.com/1adrianb/face-alignment,BSD-3-Clause,2017-09-15 20:32:44.000,2022-11-17 00:36:25.000000,2021-08-04 06:54:21,205.0,,1243.0,167.0,42.0,61.0,228.0,6133.0,2D and 3D Face alignment library build using pytorch.,23.0,25,False,2021-04-28 22:15:40,1.3.4,10.0,face-alignment,,,,['pytorch'],,,https://pypi.org/project/face-alignment,22063.0,22063.0,,,,,,,,3.0,,,,,,,,,,,,,,,
435,mmdnn,Microsoft/MMdnn,model-serialisation,,https://github.com/microsoft/MMdnn,https://github.com/microsoft/MMdnn,MIT,2017-08-16 08:03:52.000,2022-09-22 23:59:19.000000,2022-09-22 23:59:07,1084.0,,957.0,185.0,325.0,324.0,289.0,5681.0,MMdnn is a set of tools to help users inter-operate among different deep learning frameworks. E.g. model conversion..,86.0,25,True,2020-07-24 06:14:52,0.3.1,12.0,mmdnn,,,,,103.0,103.0,https://pypi.org/project/mmdnn,398.0,454.0,,,,,,,,3.0,3616.0,,,,,,,,,,,,,,
436,flashtext,vi3k6i5/flashtext,nlp,,https://github.com/vi3k6i5/flashtext,https://github.com/vi3k6i5/flashtext,MIT,2017-08-15 18:03:01.000,2021-07-26 20:38:52.000000,2020-05-03 07:13:22,108.0,,575.0,139.0,30.0,55.0,52.0,5362.0,Extract Keywords from sentence or Replace keywords in sentences.,7.0,25,False,,,1.0,flashtext,conda-forge/flashtext,,,,1089.0,1089.0,https://pypi.org/project/flashtext,725118.0,725548.0,https://anaconda.org/conda-forge/flashtext,2020-07-16 16:37:59.996,13773.0,,,,,3.0,,,,,,,,,,,,,,,
437,DALI,NVIDIA/DALI,gpu-utilities,,https://github.com/NVIDIA/DALI,https://github.com/NVIDIA/DALI,Apache-2.0,2018-06-01 22:18:01.000,2023-03-02 07:19:22.000000,2023-03-02 06:52:51,3015.0,131.0,538.0,86.0,3334.0,219.0,1126.0,4257.0,A GPU-accelerated library containing highly optimized building blocks and an execution engine for data processing to..,81.0,25,True,2023-02-24 15:33:46,1.23.0,63.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,
438,TensorTrade,tensortrade-org/tensortrade,financial-data,,https://github.com/tensortrade-org/tensortrade,https://github.com/tensortrade-org/tensortrade,Apache-2.0,2019-07-30 21:28:32.000,2023-01-11 07:30:37.000000,2022-08-23 22:54:23,1046.0,,923.0,239.0,214.0,45.0,196.0,4103.0,"An open source reinforcement learning framework for training, evaluating, and deploying robust trading agents.",61.0,25,True,2021-05-10 18:04:30,1.0.3,6.0,tensortrade,conda-forge/tensortrade,,,,42.0,42.0,https://pypi.org/project/tensortrade,543.0,641.0,https://anaconda.org/conda-forge/tensortrade,2021-05-10 20:10:14.115,2266.0,,,,,3.0,,,,,,,,,,,,,,,
439,yellowbrick,DistrictDataLabs/yellowbrick,interpretability,,https://github.com/DistrictDataLabs/yellowbrick,https://github.com/DistrictDataLabs/yellowbrick,Apache-2.0,2016-05-18 14:12:17.000,2023-02-27 13:19:50.000000,2023-02-27 13:19:20,898.0,3.0,525.0,101.0,612.0,82.0,602.0,3925.0,Visual analysis and diagnostic tools to facilitate machine learning model selection.,111.0,25,True,2022-08-21 12:49:43,1.5,24.0,yellowbrick,conda-forge/yellowbrick,,,['sklearn'],,,https://pypi.org/project/yellowbrick,882698.0,884442.0,https://anaconda.org/conda-forge/yellowbrick,2022-08-22 23:53:21.096,54089.0,,,,,3.0,,,,,,,,,,,,,,,
440,vaderSentiment,cjhutto/vaderSentiment,nlp,,https://github.com/cjhutto/vaderSentiment,https://github.com/cjhutto/vaderSentiment,MIT,2014-11-17 16:31:45.000,2022-11-11 08:07:23.000000,2022-04-01 13:57:36,131.0,,921.0,140.0,30.0,38.0,77.0,3878.0,VADER Sentiment Analysis. VADER (Valence Aware Dictionary and sEntiment Reasoner) is a lexicon and rule-based..,11.0,25,True,2014-11-17 16:34:37,0.5,1.0,vadersentiment,conda-forge/vadersentiment,,,,6224.0,6224.0,https://pypi.org/project/vadersentiment,205184.0,205657.0,https://anaconda.org/conda-forge/vadersentiment,2021-03-22 07:41:03.629,11362.0,,,,,3.0,,,,,,,,,,,,,,,
441,Lasagne,Lasagne/Lasagne,ml-frameworks,,https://github.com/Lasagne/Lasagne,https://github.com/Lasagne/Lasagne,,2014-09-11 15:31:41.000,2022-03-26 02:58:32.000000,2019-11-20 20:28:30,1161.0,,931.0,216.0,408.0,115.0,402.0,3842.0,Lightweight library to build and train neural networks in Theano.,72.0,25,False,2015-08-13 21:00:09,0.1,1.0,lasagne,,,,,967.0,967.0,https://pypi.org/project/lasagne,2985.0,2985.0,,,,,,,,3.0,,,,,,,,,,,,,,,
442,pytorch-summary,sksq96/pytorch-summary,pytorch-utils,,https://github.com/sksq96/pytorch-summary,https://github.com/sksq96/pytorch-summary,MIT,2018-04-23 13:58:04.000,2022-10-26 06:08:44.000000,2021-05-10 18:34:53,57.0,,406.0,38.0,54.0,97.0,43.0,3756.0,Model summary in PyTorch similar to `model.summary()` in Keras.,11.0,25,False,,,,torchsummary,,,,['pytorch'],8257.0,8257.0,https://pypi.org/project/torchsummary,127865.0,127865.0,,,,,,,,2.0,,,,,,,,,,,,,,,
443,Chartify,spotify/chartify,data-viz,,https://github.com/spotify/chartify,https://github.com/spotify/chartify,Apache-2.0,2018-09-17 14:12:05.000,2023-02-23 12:38:41.000000,2022-12-13 09:35:15,200.0,1.0,292.0,88.0,77.0,41.0,31.0,3288.0,Python library that makes it easy for data scientists to create charts.,23.0,25,True,2022-12-13 09:38:21,3.0.5,18.0,chartify,conda-forge/chartify,,,,71.0,71.0,https://pypi.org/project/chartify,3013.0,3486.0,https://anaconda.org/conda-forge/chartify,2020-11-07 19:52:50.628,24617.0,,,,,3.0,,,,,,,,,,,,,,,
444,xLearn,aksnzhy/xlearn,ml-frameworks,,https://github.com/aksnzhy/xlearn,https://github.com/aksnzhy/xlearn,Apache-2.0,2017-06-10 08:09:31.000,2022-08-23 09:45:09.000000,2022-06-05 10:44:18,1342.0,,515.0,108.0,71.0,184.0,114.0,3039.0,"High performance, easy-to-use, and scalable machine learning (ML) package, including linear model (LR), factorization..",30.0,25,True,2019-04-25 02:10:05,0.4.4,15.0,xlearn,,,,,117.0,117.0,https://pypi.org/project/xlearn,3029.0,3091.0,,,,,,,,3.0,3758.0,,,,,,,,,,,,,,
445,m2cgen,BayesWitnesses/m2cgen,model-serialisation,,https://github.com/BayesWitnesses/m2cgen,https://github.com/BayesWitnesses/m2cgen,MIT,2019-01-13 02:32:55.000,2023-03-01 18:54:37.000000,2022-10-05 16:26:03,376.0,,200.0,46.0,478.0,27.0,70.0,2406.0,"Transform ML models into a native code (Java, C, Python, Go, JavaScript, Visual Basic, C#, R, PowerShell, PHP, Dart,..",14.0,25,True,2022-04-25 18:51:36,0.10.0,13.0,m2cgen,,,,,89.0,89.0,https://pypi.org/project/m2cgen,13652.0,13652.0,,,,,,,,3.0,42.0,,,,,,,,,,,,,,
446,Hyperas,maxpumperla/hyperas,hyperopt,,https://github.com/maxpumperla/hyperas,https://github.com/maxpumperla/hyperas,MIT,2016-02-19 14:45:10.000,2023-01-05 06:02:49.000000,2023-01-05 06:02:49,213.0,1.0,311.0,65.0,38.0,94.0,159.0,2152.0,Keras + Hyperopt: A very simple wrapper for convenient hyperparameter optimization.,22.0,25,True,,,,hyperas,,,,['tensorflow'],286.0,286.0,https://pypi.org/project/hyperas,11953.0,11953.0,,,,,,,,2.0,,,,,,,,,,,,,,,
447,polyglot,aboSamoor/polyglot,nlp,,https://github.com/aboSamoor/polyglot,https://github.com/aboSamoor/polyglot,,2014-06-30 02:07:45.000,2023-02-24 18:44:15.000000,2020-09-22 22:35:28,271.0,,313.0,80.0,54.0,150.0,68.0,2118.0,Multilingual text (NLP) processing toolkit.,26.0,25,False,,,,polyglot,,,,,939.0,939.0,https://pypi.org/project/polyglot,67983.0,67983.0,,,,,,,,3.0,,,,,,,,,,,,,,,
448,IB-insync,erdewit/ib_insync,financial-data,,https://github.com/erdewit/ib_insync,https://github.com/erdewit/ib_insync,BSD-2-Clause,2017-07-12 12:09:24.000,2023-02-15 11:09:17.000000,2023-02-15 11:09:13,705.0,14.0,526.0,170.0,67.0,5.0,464.0,2059.0,Python sync/async framework for Interactive Brokers API.,33.0,25,True,,,21.0,ib_insync,conda-forge/ib-insync,,,,,,https://pypi.org/project/ib_insync,13855.0,14467.0,https://anaconda.org/conda-forge/ib-insync,2023-01-03 03:43:36.548,26961.0,,,,,3.0,,,,,,,,,,,,,,,
449,efficientnet,qubvel/efficientnet,tensorflow-utils,,https://github.com/qubvel/efficientnet,https://github.com/qubvel/efficientnet,Apache-2.0,2019-05-30 20:21:09.000,2022-01-14 10:29:02.172000,2021-07-16 09:03:20,66.0,,452.0,36.0,41.0,55.0,58.0,2005.0,Implementation of EfficientNet model. Keras and TensorFlow Keras.,10.0,25,False,2020-09-15 16:22:45,1.1.1,8.0,efficientnet,anaconda/efficientnet,,,['tensorflow'],1401.0,1401.0,https://pypi.org/project/efficientnet,53803.0,59167.0,https://anaconda.org/anaconda/efficientnet,2022-01-14 10:29:02.172,267.0,,,,,3.0,246368.0,,,,,,,,,,,,,,
450,mtcnn,ipazc/mtcnn,image,,https://github.com/ipazc/mtcnn,https://github.com/ipazc/mtcnn,MIT,2018-01-05 04:08:32.000,2022-06-07 08:07:35.000000,2021-07-09 11:06:18,56.0,,467.0,41.0,22.0,62.0,38.0,1934.0,"MTCNN face detection implementation for TensorFlow, as a PIP package.",15.0,25,False,,,2.0,mtcnn,conda-forge/mtcnn,,,['tensorflow'],3122.0,3122.0,https://pypi.org/project/mtcnn,86012.0,86225.0,https://anaconda.org/conda-forge/mtcnn,2021-08-17 17:36:21.436,7902.0,,,,,3.0,,,,,,,,,,,,,,,
451,Towhee,towhee-io/towhee,ml-frameworks,,https://github.com/towhee-io/towhee,https://github.com/towhee-io/towhee,Apache-2.0,2021-07-13 08:28:50.000,2023-03-02 03:01:46.000000,2023-03-02 03:01:46,1432.0,66.0,189.0,44.0,1855.0,7.0,569.0,1856.0,Towhee is a framework that is dedicated to making neural data processing pipelines simple and fast.,29.0,25,True,,,11.0,towhee,,,,,,,https://pypi.org/project/towhee,1287.0,1359.0,,,,,,,,3.0,1081.0,,,,,,,,,,,,,,
452,pygraphistry,graphistry/pygraphistry,graph,,https://github.com/graphistry/pygraphistry,https://github.com/graphistry/pygraphistry,BSD-3-Clause,2015-06-02 20:28:42.000,2023-03-01 06:52:02.000000,2022-12-23 05:41:55,899.0,4.0,185.0,47.0,195.0,117.0,134.0,1810.0,"PyGraphistry is a Python library to quickly load, shape, embed, and explore big graphs with the GPU-accelerated..",31.0,25,True,2020-08-31 21:05:46,0.11.8,5.0,graphistry,,,,['jupyter'],85.0,85.0,https://pypi.org/project/graphistry,1607.0,1607.0,,,,,,,,2.0,,,,,,,,,,,,,,,
453,HyperTools,ContextLab/hypertools,data-viz,,https://github.com/ContextLab/hypertools,https://github.com/ContextLab/hypertools,MIT,2016-09-27 21:31:25.000,2022-02-12 03:29:55.000000,2022-02-12 02:32:06,1636.0,,157.0,60.0,65.0,65.0,129.0,1761.0,A Python toolbox for gaining geometric insights into high-dimensional data.,21.0,25,False,2022-02-12 03:29:55,0.8.0,21.0,hypertools,,,,,247.0,247.0,https://pypi.org/project/hypertools,761.0,761.0,,,,,,,,3.0,27.0,,,,,,,,,,,,,,
454,Mesh,tensorflow/mesh,distributed-ml,,https://github.com/tensorflow/mesh,https://github.com/tensorflow/mesh,Apache-2.0,2018-09-20 20:23:34.000,2023-01-25 23:36:09.000000,2023-01-25 23:36:03,656.0,1.0,231.0,47.0,308.0,65.0,14.0,1374.0,Mesh TensorFlow: Model Parallelism Made Easier.,49.0,25,True,2018-12-11 00:09:43,0.0.5,4.0,mesh-tensorflow,,,,['tensorflow'],781.0,781.0,https://pypi.org/project/mesh-tensorflow,54206.0,54206.0,,,,,,,,3.0,,,,,,,,,,,,,,,
455,Optimus,hi-primus/optimus,data-pipelines,,https://github.com/hi-primus/optimus,https://github.com/hi-primus/optimus,Apache-2.0,2017-07-13 02:31:18.000,2023-02-28 16:20:17.000000,2022-10-17 20:24:01,6408.0,,218.0,42.0,1028.0,9.0,207.0,1342.0,"Agile Data Preparation Workflows madeeasy with Pandas, Dask, cuDF, Dask-cuDF, Vaex and PySpark.",24.0,25,True,2020-07-19 03:05:40,2.2.32,86.0,optimuspyspark,,,,['spark'],,,https://pypi.org/project/optimuspyspark,18836.0,18836.0,,,,,,,,3.0,,,,,,,,,,,,,,,
456,gplearn,trevorstephens/gplearn,others,,https://github.com/trevorstephens/gplearn,https://github.com/trevorstephens/gplearn,BSD-3-Clause,2015-03-26 01:01:14.000,2022-08-04 10:28:06.000000,2022-08-04 10:15:01,159.0,,226.0,50.0,84.0,19.0,185.0,1281.0,"Genetic Programming in Python, with a scikit-learn inspired API.",10.0,25,True,2022-05-03 10:56:08,0.4.2,2.0,gplearn,conda-forge/gplearn,,,['sklearn'],342.0,342.0,https://pypi.org/project/gplearn,4642.0,4777.0,https://anaconda.org/conda-forge/gplearn,2022-05-04 12:26:24.517,4465.0,,,,,3.0,,,,,,,,,,,,,,,
457,TaskTiger,closeio/tasktiger,data-pipelines,,https://github.com/closeio/tasktiger,https://github.com/closeio/tasktiger,MIT,2015-05-14 00:26:32.000,2023-03-02 08:04:29.000000,2023-03-02 08:01:51,309.0,17.0,66.0,44.0,202.0,26.0,38.0,1242.0,Python task queue using Redis.,25.0,25,True,2023-03-02 08:05:51,0.17.1,11.0,tasktiger,,,,,26.0,26.0,https://pypi.org/project/tasktiger,1111.0,1111.0,,,,,,,,3.0,,,,,,,,,,,,,,,
458,cuGraph,rapidsai/cugraph,gpu-utilities,,https://github.com/rapidsai/cugraph,https://github.com/rapidsai/cugraph,Apache-2.0,2018-11-15 18:07:11.000,2023-03-02 02:32:37.000000,2023-03-01 14:27:23,5791.0,129.0,228.0,44.0,2006.0,260.0,1042.0,1214.0,cuGraph - RAPIDS Graph Analytics Library.,94.0,25,True,2023-02-09 21:21:10,23.02.00,25.0,cugraph,conda-forge/libcugraph,,,,2.0,2.0,https://pypi.org/project/cugraph,141.0,694.0,https://anaconda.org/conda-forge/libcugraph,2021-04-29 03:53:20.856,12727.0,,,,,2.0,,,,,,,,,,,,,,,
459,minisom,JustGlowing/minisom,others,,https://github.com/JustGlowing/minisom,https://github.com/JustGlowing/minisom,CC-BY-3.0,2013-07-03 10:10:06.000,2023-02-28 10:54:27.000000,2023-02-28 10:54:19,511.0,2.0,374.0,32.0,43.0,9.0,109.0,1190.0,MiniSom is a minimalistic implementation of the Self Organizing Maps.,26.0,25,False,2022-02-25 07:50:44,2.3.0,2.0,minisom,,,,,357.0,357.0,https://pypi.org/project/minisom,16553.0,16553.0,,,,,,,,3.0,,,,,,,,,,,,,,,
460,Streamz,python-streamz/streamz,time-series-data,,https://github.com/python-streamz/streamz,https://github.com/python-streamz/streamz,BSD-3-Clause,2017-04-04 21:45:49.000,2022-12-22 14:52:10.000000,2022-12-22 14:52:10,805.0,8.0,142.0,37.0,214.0,101.0,152.0,1145.0,Real-time stream processing for python.,48.0,25,True,,,16.0,streamz,conda-forge/streamz,,,,371.0,371.0,https://pypi.org/project/streamz,16629.0,24908.0,https://anaconda.org/conda-forge/streamz,2022-07-28 13:12:55.935,546470.0,,,,,3.0,,,,,,,,,,,,,,,
461,keras-ocr,faustomorales/keras-ocr,ocr,,https://github.com/faustomorales/keras-ocr,https://github.com/faustomorales/keras-ocr,MIT,2019-09-20 23:08:50.000,2023-01-22 07:25:38.000000,2022-12-24 01:52:28,204.0,3.0,291.0,47.0,42.0,76.0,110.0,1137.0,A packaged and flexible version of the CRAFT text detector and Keras CRNN recognition model.,17.0,25,True,2020-09-13 21:05:45,0.8.4,1.0,keras-ocr,anaconda/keras-ocr,,,['tensorflow'],200.0,200.0,https://pypi.org/project/keras-ocr,9508.0,25167.0,https://anaconda.org/anaconda/keras-ocr,2022-01-14 10:29:35.968,149.0,,,,,3.0,469634.0,,,,,,,,,,,,,,
462,PySAL,pysal/pysal,geospatial-data,,https://github.com/pysal/pysal,https://github.com/pysal/pysal,BSD-3-Clause,2013-02-19 17:27:42.000,2023-01-31 17:29:52.103000,2023-01-28 02:34:15,4194.0,5.0,269.0,81.0,635.0,9.0,604.0,1117.0,PySAL: Python Spatial Analysis Library Meta-Package.,77.0,25,True,2023-01-31 04:15:19,23.01,27.0,pysal,conda-forge/pysal,,,,,,https://pypi.org/project/pysal,14563.0,20510.0,https://anaconda.org/conda-forge/pysal,2023-01-31 17:29:52.103,475762.0,,,,,3.0,,,,,,,,,,,,,,,
463,iNNvestigate,albermax/innvestigate,interpretability,,https://github.com/albermax/innvestigate,https://github.com/albermax/innvestigate,BSD-2-Clause,2017-12-13 18:11:20.000,2023-02-28 14:34:22.000000,2023-01-31 17:24:37,1093.0,17.0,228.0,39.0,62.0,48.0,201.0,1095.0,A toolbox to iNNvestigate neural networks predictions!.,19.0,25,True,2023-01-31 17:28:47,2.0.2,3.0,innvestigate,,,,['tensorflow'],94.0,94.0,https://pypi.org/project/innvestigate,756.0,763.0,,,,,,,,3.0,50.0,,,,,,,,,,,,,,
464,imodels,csinva/imodels,interpretability,,https://github.com/csinva/imodels,https://github.com/csinva/imodels,MIT,2019-07-04 15:38:48.000,2023-03-02 01:07:37.000000,2023-02-12 05:48:48,742.0,55.0,94.0,24.0,102.0,20.0,38.0,1052.0,"Interpretable ML package for concise, transparent, and accurate predictive modeling (sklearn-compatible).",15.0,25,True,2023-01-03 16:35:20,1.3.12,28.0,imodels,,,,,40.0,40.0,https://pypi.org/project/imodels,44052.0,44052.0,,,,,,,,3.0,,,,,,,,,,,,,,,
465,PySwarms,ljvmiranda921/pyswarms,others,,https://github.com/ljvmiranda921/pyswarms,https://github.com/ljvmiranda921/pyswarms,MIT,2017-07-12 12:04:45.000,2023-03-01 01:21:38.000000,2022-07-03 12:07:58,412.0,,311.0,36.0,295.0,17.0,198.0,1040.0,A research toolkit for particle swarm optimization in Python.,44.0,25,True,2020-11-14 05:18:38,.1.2.0,15.0,pyswarms,,,,,233.0,233.0,https://pypi.org/project/pyswarms,7177.0,7177.0,,,,,,,,3.0,,,,,,,,,,,,,,,
