,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,npm_id,npm_url,npm_monthly_downloads,brew_id,apt_id,yum_id,updated_github_id,maven_id,maven_url,snap_id,dnf_id,yay_id
355,data-validation,tensorflow/data-validation,data-viz,,https://github.com/tensorflow/data-validation,https://github.com/tensorflow/data-validation,Apache-2.0,2018-07-02 15:47:02.000,2023-05-11 02:12:22.000000,2023-05-11 02:12:20,897.0,28.0,144.0,47.0,79.0,22.0,137.0,717.0,Library for exploring and validating machine learning data.,25.0,28,True,2023-04-14 17:05:11,1.13.0,42.0,tensorflow-data-validation,,,,"['tensorflow', 'jupyter']",675.0,675.0,https://pypi.org/project/tensorflow-data-validation,433811.0,433818.0,,,,,,,,3.0,413.0,,,,,,,,,,,,,,
356,GeoViews,holoviz/geoviews,geospatial-data,,https://github.com/holoviz/geoviews,https://github.com/holoviz/geoviews,BSD-3-Clause,2016-04-19 16:27:01.000,2023-05-10 14:46:22.000000,2023-05-10 12:47:46,738.0,14.0,66.0,27.0,315.0,104.0,211.0,478.0,"Simple, concise geographical visualization in Python.",28.0,28,True,2023-01-17 10:38:11,1.9.6,28.0,geoviews,conda-forge/geoviews,,,,664.0,664.0,https://pypi.org/project/geoviews,5631.0,8322.0,https://anaconda.org/conda-forge/geoviews,2023-01-17 14:38:14.806,166891.0,,,,,3.0,,,,,,,,,,,,,,,
357,CNTK,microsoft/CNTK,ml-frameworks,,https://github.com/microsoft/CNTK,https://github.com/microsoft/CNTK,,2015-11-26 09:52:06.000,2023-03-11 07:31:35.000000,2022-09-23 14:06:50,16117.0,,4259.0,1265.0,557.0,752.0,2541.0,17374.0,"Microsoft Cognitive Toolkit (CNTK), an open source deep-learning toolkit.",273.0,27,False,2019-04-26 14:13:32,2.7,32.0,cntk,,,,,,,https://pypi.org/project/cntk,644.0,804.0,,,,,,,,3.0,14099.0,,,,,,,,,,,,,,
358,Ciphey,Ciphey/Ciphey,nlp,,https://github.com/Ciphey/Ciphey,https://github.com/Ciphey/Ciphey,MIT,2019-07-16 20:20:39.000,2023-03-10 03:01:44.209724,2022-12-05 17:31:41,1886.0,,782.0,216.0,449.0,44.0,258.0,13367.0,"Automatically decrypt encryptions without knowing the key or cipher, decode encodings, and crack hashes.",46.0,27,True,2021-06-06 17:14:16,5.14.0,29.0,ciphey,,remnux/ciphey,,,,,https://pypi.org/project/ciphey,44029.0,44437.0,,,,https://hub.docker.com/r/remnux/ciphey,2023-03-10 03:01:44.209724,13.0,18811.0,2.0,,,,,,,,,,,,,,,
359,Facets Overview,pair-code/facets,data-viz,,https://github.com/PAIR-code/facets,https://github.com/PAIR-code/facets,Apache-2.0,2017-07-07 14:03:03.000,2023-02-18 14:13:46.000000,2023-02-18 14:13:42,274.0,4.0,863.0,270.0,97.0,78.0,81.0,7128.0,Visualizations for machine learning datasets.,30.0,27,True,2019-07-01 16:35:20,1.0.0,4.0,facets-overview,,,,['jupyter'],176.0,176.0,https://pypi.org/project/facets-overview,157536.0,157536.0,,,,,,,,3.0,,,,,,,,,,,,,,,
360,Perspective,finos/perspective,data-viz,,https://github.com/finos/perspective,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000,2023-05-09 23:49:46.000000,2023-05-08 03:57:00,5597.0,147.0,665.0,110.0,1445.0,81.0,540.0,6245.0,"A data visualization and analytics component, especially well-suited for large and/or streaming datasets.",87.0,27,True,,,35.0,perspective-python,conda-forge/perspective,,,['jupyter'],9.0,9.0,https://pypi.org/project/perspective-python,3621.0,14730.0,https://anaconda.org/conda-forge/perspective,2023-05-08 15:26:01.534,330771.0,,,,,3.0,,,,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,1659.0,,,,,,,,,
361,GluonCV,dmlc/gluon-cv,image,,https://github.com/dmlc/gluon-cv,https://github.com/dmlc/gluon-cv,Apache-2.0,2018-02-26 01:33:21.000,2023-01-19 00:37:33.000000,2023-01-19 00:37:33,900.0,,1172.0,154.0,950.0,42.0,777.0,5535.0,Gluon CV Toolkit.,118.0,27,True,2021-03-09 00:20:06,0.10.0,10.0,gluoncv,,,,['mxnet'],,,https://pypi.org/project/gluoncv,545057.0,545057.0,,,,,,,,3.0,,,,,,,,,,,,,,,
362,geopy,geopy/geopy,geospatial-data,,https://github.com/geopy/geopy,https://github.com/geopy/geopy,MIT,2010-03-04 22:05:28.000,2023-01-27 10:08:02.000000,2022-11-13 09:58:17,1107.0,,589.0,93.0,259.0,25.0,242.0,3956.0,Geocoding library for Python.,128.0,27,True,2022-11-13 10:17:11,2.3.0,35.0,geopy,conda-forge/geopy,,,,,,https://pypi.org/project/geopy,3952788.0,3964825.0,https://anaconda.org/conda-forge/geopy,2022-11-13 14:50:04.191,1035266.0,,,,,3.0,,,-7.0,,,,,,,,,,,,
363,layout-parser,Layout-Parser/layout-parser,image,,https://github.com/Layout-Parser/layout-parser,https://github.com/Layout-Parser/layout-parser,Apache-2.0,2020-06-10 20:22:54.000,2023-03-17 03:25:57.000000,2022-08-06 21:47:18,182.0,,360.0,62.0,51.0,71.0,54.0,3640.0,A Unified Toolkit for Deep Learning Based Document Image Analysis.,8.0,27,True,2022-04-06 04:37:32,0.3.4,10.0,layoutparser,,,,,262.0,262.0,https://pypi.org/project/layoutparser,64266.0,64266.0,,,,,,,,3.0,,,,,,,,,,,,,,,
364,opencv-python,opencv/opencv-python,image,,https://github.com/opencv/opencv-python,https://github.com/opencv/opencv-python,MIT,2016-04-08 13:36:40.000,2023-04-28 03:05:39.000000,2023-03-16 07:00:43,900.0,7.0,669.0,86.0,173.0,75.0,583.0,3474.0,"Automated CI toolchain to produce precompiled opencv-python, opencv-python-headless, opencv-contrib-python and opencv-..",43.0,27,True,2023-02-22 13:15:05,72,68.0,opencv-python,,,,,,,https://pypi.org/project/opencv-python,7823351.0,7823351.0,,,,,,,,3.0,,,-7.0,,,,,,,,,,,,
365,Sumy,miso-belica/sumy,nlp,,https://github.com/miso-belica/sumy,https://github.com/miso-belica/sumy,Apache-2.0,2013-02-20 12:56:48.000,2023-04-11 15:38:48.000000,2023-02-21 07:39:45,433.0,1.0,498.0,110.0,80.0,17.0,95.0,3147.0,Module for automatic summarization of text documents and HTML pages.,26.0,27,True,2022-10-23 16:40:03,0.11.0,15.0,sumy,conda-forge/sumy,,,,1915.0,1915.0,https://pypi.org/project/sumy,30067.0,30278.0,https://anaconda.org/conda-forge/sumy,2022-10-25 07:50:19.767,4859.0,,,,,2.0,,,,,,,,,,,,,,,
366,Hummingbird,microsoft/hummingbird,model-serialisation,,https://github.com/microsoft/hummingbird,https://github.com/microsoft/hummingbird,MIT,2020-03-12 20:27:03.000,2023-05-09 17:27:08.000000,2023-05-09 16:57:54,435.0,9.0,259.0,48.0,417.0,49.0,233.0,3145.0,Hummingbird compiles trained ML models into tensor computation for faster inference.,37.0,27,True,2023-02-28 17:31:57,0.4.8,21.0,hummingbird-ml,conda-forge/hummingbird-ml,,,,75.0,75.0,https://pypi.org/project/hummingbird-ml,6689.0,7726.0,https://anaconda.org/conda-forge/hummingbird-ml,2023-02-28 20:55:58.392,26820.0,,,,,2.0,240.0,,,,,,,,,,,,,,
367,TextDistance,life4/textdistance,nlp,,https://github.com/life4/textdistance,https://github.com/life4/textdistance,MIT,2017-05-05 08:46:10.000,2022-09-18 19:00:35.403000,2022-09-18 07:45:53,376.0,,238.0,61.0,45.0,,,3100.0,"Compute distance between sequences. 30+ algorithms, pure python implementation, common interface, optional external..",13.0,27,True,2022-09-18 07:47:16,4.5.0,11.0,textdistance,conda-forge/textdistance,,,,4054.0,4054.0,https://pypi.org/project/textdistance,353643.0,359976.0,https://anaconda.org/conda-forge/textdistance,2022-09-18 19:00:35.403,379157.0,,,,,2.0,898.0,,,,,,,,,,,,,,
368,ploomber,ploomber/ploomber,data-pipelines,,https://github.com/ploomber/ploomber,https://github.com/ploomber/ploomber,Apache-2.0,2020-01-20 20:13:06.000,2023-05-04 15:10:37.000000,2023-04-26 17:14:17,3005.0,15.0,206.0,28.0,266.0,132.0,702.0,3067.0,"The fastest way to build data pipelines. Develop iteratively, deploy anywhere.",73.0,27,True,,,66.0,ploomber,conda-forge/ploomber,,,,79.0,79.0,https://pypi.org/project/ploomber,4872.0,7406.0,https://anaconda.org/conda-forge/ploomber,2023-04-14 13:59:08.113,58295.0,,,,,3.0,,,,,,,,,,,,,,,
369,aubio,aubio/aubio,audio,,https://github.com/aubio/aubio,https://github.com/aubio/aubio,GPL-3.0,2009-12-04 21:07:44.000,2022-11-05 17:56:10.000000,2022-01-25 17:32:20,4123.0,,352.0,82.0,59.0,144.0,186.0,2955.0,a library for audio and music analysis.,24.0,27,False,2019-02-27 09:00:43,0.4.9,8.0,aubio,conda-forge/aubio,,,,371.0,371.0,https://pypi.org/project/aubio,4865.0,13044.0,https://anaconda.org/conda-forge/aubio,2022-11-02 07:43:43.337,605269.0,,,,,3.0,,,,,,,,,,,,,,,
370,DeepVariant,google/deepvariant,medical-data,,https://github.com/google/deepvariant,https://github.com/google/deepvariant,BSD-3-Clause,2017-11-23 01:56:22.000,2023-04-10 11:32:04.424000,2023-02-28 07:05:02,2087.0,43.0,666.0,165.0,55.0,8.0,582.0,2800.0,DeepVariant is an analysis pipeline that uses a deep neural network to call genetic variants from next-generation DNA..,26.0,27,True,2023-02-28 18:11:51,1.5.0,19.0,,bioconda/deepvariant,,,['tensorflow'],,,,,886.0,https://anaconda.org/bioconda/deepvariant,2023-04-10 11:32:04.424,52169.0,,,,,3.0,4634.0,,,,,,,,,,,,,,
371,Cufflinks,santosjorge/cufflinks,data-viz,,https://github.com/santosjorge/cufflinks,https://github.com/santosjorge/cufflinks,MIT,2014-11-19 20:59:33.000,2022-02-11 16:25:24.000000,2021-02-25 05:05:09,452.0,,638.0,111.0,73.0,86.0,123.0,2798.0,Productivity Tools for Plotly + Pandas.,38.0,27,False,,,,cufflinks,,,,['pandas'],8201.0,8201.0,https://pypi.org/project/cufflinks,146732.0,146732.0,,,,,,,,3.0,,,,,,,,,,,,,,,
372,Alphalens,quantopian/alphalens,financial-data,,https://github.com/quantopian/alphalens,https://github.com/quantopian/alphalens,Apache-2.0,2016-06-03 21:49:15.000,2023-04-07 02:31:39.000000,2020-04-27 18:40:41,522.0,,947.0,166.0,214.0,38.0,146.0,2648.0,Performance analysis of predictive (alpha) stock factors.,25.0,27,False,2020-04-30 15:42:52,0.4.0,10.0,alphalens,conda-forge/alphalens,,,,619.0,619.0,https://pypi.org/project/alphalens,2865.0,3155.0,https://anaconda.org/conda-forge/alphalens,2020-05-16 13:52:44.922,18332.0,,,,,2.0,,,,,,,,,,,,,,,
373,Neural Network Libraries,sony/nnabla,ml-frameworks,,https://github.com/sony/nnabla,https://github.com/sony/nnabla,Apache-2.0,2017-06-26 01:07:10.000,2023-05-10 09:57:38.000000,2023-05-10 09:57:38,3362.0,54.0,324.0,159.0,1115.0,21.0,57.0,2618.0,Neural Network Libraries.,72.0,27,True,2023-04-25 02:08:35,1.35.1,70.0,nnabla,,,,,,,https://pypi.org/project/nnabla,3614.0,3622.0,,,,,,,,3.0,587.0,,,,,,,,,,,,,,
374,mljar-supervised,mljar/mljar-supervised,hyperopt,,https://github.com/mljar/mljar-supervised,https://github.com/mljar/mljar-supervised,MIT,2018-11-05 12:58:04.000,2023-05-11 09:55:50.000000,2022-12-30 13:38:57,1019.0,,336.0,44.0,56.0,111.0,424.0,2586.0,"Python package for AutoML on Tabular Data with Feature Engineering, Hyper-Parameters Tuning, Explanations and..",20.0,27,True,2022-12-30 13:43:48,0.11.5,50.0,mljar-supervised,conda-forge/mljar-supervised,,,,71.0,71.0,https://pypi.org/project/mljar-supervised,11495.0,11848.0,https://anaconda.org/conda-forge/mljar-supervised,2022-12-30 21:59:46.130,8141.0,,,,,2.0,,,,,,,,,,,,,,,
375,TextAttack,QData/TextAttack,adversarial,,https://github.com/QData/TextAttack,https://github.com/QData/TextAttack,MIT,2019-10-15 00:51:44.000,2023-04-12 03:10:20.000000,2022-12-21 19:51:12,2582.0,,299.0,33.0,486.0,35.0,211.0,2339.0,"TextAttack is a Python framework for adversarial attacks, data augmentation, and model training in NLP..",58.0,27,True,2022-11-02 19:43:17,0.3.8,14.0,textattack,conda-forge/textattack,,,,164.0,164.0,https://pypi.org/project/textattack,5652.0,5827.0,https://anaconda.org/conda-forge/textattack,2021-06-29 21:16:15.345,5607.0,,,,,2.0,,,,,,,,,,,,,,,
376,scikit-plot,reiinakano/scikit-plot,interpretability,,https://github.com/reiinakano/scikit-plot,https://github.com/reiinakano/scikit-plot,MIT,2017-02-04 06:22:59.000,2023-01-31 08:56:28.000000,2018-08-19 12:37:47,130.0,,273.0,65.0,58.0,20.0,39.0,2310.0,An intuitive library to add plotting functionality to scikit-learn objects.,13.0,27,False,2018-08-19 12:21:01,0.3.7,17.0,scikit-plot,conda-forge/scikit-plot,,,['sklearn'],3305.0,3305.0,https://pypi.org/project/scikit-plot,551384.0,553551.0,https://anaconda.org/conda-forge/scikit-plot,2019-06-05 14:23:59.043,151759.0,,,,,2.0,,,,,,,,,,,,,,,
377,Spektral,danielegrattarola/spektral,graph,,https://github.com/danielegrattarola/spektral,https://github.com/danielegrattarola/spektral,MIT,2019-01-17 11:19:10.000,2023-03-10 01:59:56.000000,2023-02-11 12:27:23,1120.0,4.0,328.0,43.0,56.0,59.0,198.0,2251.0,Graph Neural Networks with Keras and Tensorflow 2.,26.0,27,True,2022-07-22 15:16:38,1.2,3.0,spektral,,,,['tensorflow'],204.0,204.0,https://pypi.org/project/spektral,6430.0,6430.0,,,,,,,,2.0,,,,,,,,,,,,,,,
378,PyFunctional,EntilZha/PyFunctional,data-pipelines,,https://github.com/EntilZha/PyFunctional,https://github.com/EntilZha/PyFunctional,MIT,2015-02-05 17:17:51.000,2023-04-16 11:07:57.000000,2022-10-12 16:46:46,523.0,,118.0,49.0,48.0,8.0,121.0,2164.0,Python library for creating data pipelines with chain functional programming.,27.0,27,True,2021-01-12 19:21:07,1.4.3,11.0,pyfunctional,,,,,603.0,603.0,https://pypi.org/project/pyfunctional,275201.0,275201.0,,,,,,,,3.0,,,,,,,,,,,,,,,
379,Neural Tangents,google/neural-tangents,ml-frameworks,,https://github.com/google/neural-tangents,https://github.com/google/neural-tangents,Apache-2.0,2019-04-08 16:48:48.000,2023-05-08 19:08:58.000000,2023-05-08 19:08:52,605.0,20.0,219.0,64.0,30.0,52.0,81.0,2007.0,Fast and Easy Infinite Neural Networks in Python.,25.0,27,True,2023-02-11 00:45:44,0.6.2,15.0,neural-tangents,,,,,69.0,69.0,https://pypi.org/project/neural-tangents,5721.0,5729.0,,,,,,,,3.0,291.0,,,,,,,,,,,,,,
380,CausalNex,quantumblacklabs/causalnex,interpretability,,https://github.com/quantumblacklabs/causalnex,https://github.com/quantumblacklabs/causalnex,Apache-2.0,2019-12-12 15:26:09.000,2023-04-25 08:40:23.000000,2023-04-25 08:39:10,204.0,18.0,214.0,44.0,80.0,12.0,110.0,1861.0,A Python library that helps data scientists to infer causation rather than observing correlation.,34.0,27,True,2023-04-20 14:10:47,0.12.0,19.0,causalnex,,,,"['pytorch', 'sklearn']",87.0,87.0,https://pypi.org/project/causalnex,3924.0,3924.0,,,,,,,,2.0,,,,,,,,,,,,,,,
381,Norfair,tryolabs/norfair,image,,https://github.com/tryolabs/norfair,https://github.com/tryolabs/norfair,BSD-3-Clause,2020-07-01 20:15:44.000,2023-05-11 14:23:55.000000,2023-02-09 17:16:58,658.0,,179.0,34.0,131.0,2.0,119.0,1828.0,Lightweight Python library for adding real-time multi-object tracking to any detector.,24.0,27,True,2023-01-04 21:22:30,2.2.0,13.0,norfair,,,,,112.0,112.0,https://pypi.org/project/norfair,12853.0,12861.0,,,,,,,,3.0,256.0,,,,,,,,,,,,,,
382,ffn,pmorissette/ffn,financial-data,,https://github.com/pmorissette/ffn,https://github.com/pmorissette/ffn,MIT,2014-06-19 15:54:09.000,2022-12-21 15:54:25.000000,2022-12-21 15:54:25,397.0,,247.0,59.0,81.0,22.0,92.0,1504.0,ffn - a financial function library for Python.,29.0,27,True,2021-04-21 02:47:05,0.3.6,3.0,ffn,conda-forge/ffn,,,,313.0,313.0,https://pypi.org/project/ffn,173557.0,173690.0,https://anaconda.org/conda-forge/ffn,2021-04-22 14:02:56.125,3343.0,,,,,2.0,,,,,,,,,,,,,,,
383,chainercv,chainer/chainercv,image,,https://github.com/chainer/chainercv,https://github.com/chainer/chainercv,MIT,2017-02-13 04:15:10.000,2021-07-01 16:54:50.000000,2020-01-07 11:48:31,4930.0,,302.0,74.0,742.0,37.0,168.0,1478.0,ChainerCV: a Library for Deep Learning in Computer Vision.,39.0,27,False,2019-06-12 11:55:02,0.13.1,13.0,chainercv,,,,,343.0,343.0,https://pypi.org/project/chainercv,1935.0,1935.0,,,,,,,,3.0,,,,,,,,,,,,,,,
384,torchsde,google-research/torchsde,pytorch-utils,,https://github.com/google-research/torchsde,https://github.com/google-research/torchsde,Apache-2.0,2020-07-06 23:13:11.000,2021-07-26 13:59:41.000000,2021-07-26 13:59:38,157.0,,150.0,35.0,66.0,15.0,46.0,1256.0,Differentiable SDE solvers with GPU support and efficient sensitivity analysis.,5.0,27,False,2021-01-05 18:31:38,0.2.4,4.0,torchsde,conda-forge/torchsde,,,['pytorch'],669.0,669.0,https://pypi.org/project/torchsde,1709301.0,1709886.0,https://anaconda.org/conda-forge/torchsde,2021-07-12 23:43:34.083,16399.0,,,,,2.0,,,7.0,,,,,,,,,,,,
385,Model Analysis,tensorflow/model-analysis,interpretability,,https://github.com/tensorflow/model-analysis,https://github.com/tensorflow/model-analysis,Apache-2.0,2018-03-23 19:08:49.000,2023-05-11 06:35:04.000000,2023-05-11 06:35:03,1317.0,27.0,247.0,74.0,101.0,20.0,51.0,1199.0,Model analysis tools for TensorFlow.,54.0,27,True,2023-04-14 19:45:09,0.44.0,55.0,tensorflow-model-analysis,,,,"['tensorflow', 'jupyter']",,,https://pypi.org/project/tensorflow-model-analysis,241436.0,241436.0,,,,,,,,2.0,,,,,,,,,,,,,,,
386,empyrical,quantopian/empyrical,financial-data,,https://github.com/quantopian/empyrical,https://github.com/quantopian/empyrical,Apache-2.0,2016-03-18 10:22:52.000,2023-04-07 02:34:02.000000,2020-10-14 13:22:39,167.0,,318.0,72.0,83.0,23.0,26.0,1053.0,Common financial risk and performance metrics. Used by zipline and pyfolio.,22.0,27,False,2020-10-13 21:28:25,0.5.5,9.0,empyrical,conda-forge/empyrical,,,,1116.0,1116.0,https://pypi.org/project/empyrical,23905.0,24257.0,https://anaconda.org/conda-forge/empyrical,2020-10-14 13:28:13.625,22192.0,,,,,2.0,,,,,,,,,,,,,,,
387,lets-plot,JetBrains/lets-plot,data-viz,,https://github.com/JetBrains/lets-plot,https://github.com/JetBrains/lets-plot,MIT,2019-03-20 16:13:03.000,2023-05-10 10:50:25.000000,2023-05-10 10:50:14,3210.0,197.0,42.0,137.0,399.0,92.0,280.0,871.0,An open-source plotting library for statistical data.,19.0,27,True,2023-05-09 17:00:48,3.2.0,61.0,lets-plot,,,,,32.0,32.0,https://pypi.org/project/lets-plot,4620.0,4630.0,,,,,,,,3.0,446.0,,,,,,,,,,,,,,
388,TensorFlow I/O,tensorflow/io,tensorflow-utils,,https://github.com/tensorflow/io,https://github.com/tensorflow/io,Apache-2.0,2018-11-09 22:44:05.000,2023-05-10 17:26:30.000000,2023-05-08 13:52:53,1595.0,8.0,250.0,42.0,1204.0,240.0,351.0,639.0,"Dataset, streaming, and file system extensions maintained by TensorFlow SIG-IO.",100.0,27,True,2023-03-29 02:39:56,0.32.0,39.0,tensorflow-io,,,,['tensorflow'],,,https://pypi.org/project/tensorflow-io,2479579.0,2479579.0,,,,,,,,3.0,,,,,,,,,,,,,,,
389,ml-metadata,google/ml-metadata,ml-experiments,,https://github.com/google/ml-metadata,https://github.com/google/ml-metadata,Apache-2.0,2019-01-15 21:02:09.000,2023-05-10 18:01:44.000000,2023-05-10 18:01:41,741.0,40.0,107.0,28.0,80.0,24.0,72.0,530.0,For recording and retrieving metadata associated with ML developer and data scientist workflows.,16.0,27,True,2023-04-12 21:00:26,1.13.1,36.0,ml-metadata,,,,,322.0,322.0,https://pypi.org/project/ml-metadata,331635.0,331673.0,,,,,,,,2.0,1900.0,,,,,,,,,,,,,,
390,audioread,beetbox/audioread,audio,,https://github.com/beetbox/audioread,https://github.com/beetbox/audioread,MIT,2011-11-08 19:53:18.000,2022-11-18 23:21:26.000000,2022-11-18 23:21:14,272.0,,100.0,23.0,49.0,32.0,52.0,438.0,cross-library (GStreamer + Core Audio + MAD + FFmpeg) audio decoding for Python.,23.0,27,True,,,6.0,audioread,conda-forge/audioread,,,,12699.0,12699.0,https://pypi.org/project/audioread,1463170.0,1470832.0,https://anaconda.org/conda-forge/audioread,2022-10-29 09:59:12.158,628306.0,,,,,3.0,,,,,,,,,,,,,,,
391,Neptune.ai,neptune-ai/neptune-client,ml-experiments,,https://github.com/neptune-ai/neptune-client,https://github.com/neptune-ai/neptune-client,Apache-2.0,2019-02-11 11:25:57.000,2023-05-11 08:06:55.000000,2023-05-10 07:52:35,1453.0,175.0,39.0,14.0,1153.0,15.0,175.0,387.0,Experiment tracking tool and model registry.,40.0,27,True,2023-05-10 07:50:06,1.2.0,103.0,neptune-client,conda-forge/neptune-client,,,,,,https://pypi.org/project/neptune-client,548999.0,553505.0,https://anaconda.org/conda-forge/neptune-client,2023-05-10 09:38:12.991,180264.0,,,,,2.0,,,,,,,,,,,,,,,
392,Trax,google/trax,others,,https://github.com/google/trax,https://github.com/google/trax,Apache-2.0,2019-10-05 15:09:14.000,2023-03-29 01:15:53.000000,2023-03-29 01:15:47,1614.0,2.0,768.0,144.0,1552.0,98.0,125.0,7523.0,Trax Deep Learning with Clear Code and Speed.,78.0,26,True,2021-10-26 20:29:38,1.4.1,18.0,trax,,,,,108.0,108.0,https://pypi.org/project/trax,8285.0,8285.0,,,,,,,,3.0,,,,,,,,,,,,,,,
393,Face Alignment,1adrianb/face-alignment,image,,https://github.com/1adrianb/face-alignment,https://github.com/1adrianb/face-alignment,BSD-3-Clause,2017-09-15 20:32:44.000,2023-04-15 09:14:42.000000,2023-04-15 09:14:33,211.0,5.0,1256.0,170.0,43.0,65.0,229.0,6259.0,2D and 3D Face alignment library build using pytorch.,25.0,26,True,2021-04-28 22:15:40,1.3.4,10.0,face-alignment,,,,['pytorch'],,,https://pypi.org/project/face-alignment,49823.0,49823.0,,,,,,,,3.0,,,,,,,,,,,,,,,
394,pyAudioAnalysis,tyiannak/pyAudioAnalysis,audio,,https://github.com/tyiannak/pyAudioAnalysis,https://github.com/tyiannak/pyAudioAnalysis,Apache-2.0,2014-08-27 12:43:13.000,2022-11-14 14:53:09.000000,2022-09-18 19:55:03,775.0,,1114.0,213.0,90.0,175.0,120.0,5286.0,"Python Audio Analysis Library: Feature Extraction, Classification, Segmentation and Applications.",27.0,26,True,,,,pyAudioAnalysis,,,,,351.0,351.0,https://pypi.org/project/pyAudioAnalysis,9395.0,9395.0,,,,,,,,3.0,,,,,,,,,,,,,,,
395,T5,google-research/text-to-text-transfer-transformer,nlp,,https://github.com/google-research/text-to-text-transfer-transformer,https://github.com/google-research/text-to-text-transfer-transformer,Apache-2.0,2019-10-17 21:45:14.000,2023-04-28 21:01:00.000000,2023-04-28 21:00:55,588.0,5.0,675.0,104.0,575.0,55.0,343.0,5132.0,Code for the paper Exploring the Limits of Transfer Learning with a Unified Text-to-Text Transformer.,55.0,26,True,2020-04-03 19:06:25,0.4.0,1.0,t5,,,,['tensorflow'],164.0,164.0,https://pypi.org/project/t5,21243.0,21243.0,,,,,,,,2.0,,,,,,,,,,,,,,,
396,FATE,FederatedAI/FATE,privacy-ml,,https://github.com/FederatedAI/FATE,https://github.com/FederatedAI/FATE,Apache-2.0,2019-01-24 10:32:43.000,2023-05-11 09:07:33.000000,2023-04-27 08:22:41,11436.0,102.0,1463.0,142.0,3117.0,703.0,963.0,5012.0,An Industrial Grade Federated Learning Framework.,91.0,26,True,2023-04-21 07:09:32,1.11.1,43.0,ETAF,,,,,,,https://pypi.org/project/ETAF,,,,,,,,,,2.0,,,,,,,,,,,,,,,
397,Tesseract,madmaze/pytesseract,ocr,,https://github.com/madmaze/pytesseract,https://github.com/madmaze/pytesseract,Apache-2.0,2010-10-27 23:02:49.000,2023-05-09 00:35:29.000000,2023-05-06 18:53:54,528.0,9.0,637.0,109.0,153.0,27.0,306.0,4817.0,Python-tesseract is an optical character recognition (OCR) tool for python.,42.0,26,True,2022-03-14 19:28:46,0.3.10,23.0,pytesseract,conda-forge/pytesseract,,,,,,https://pypi.org/project/pytesseract,884469.0,896675.0,https://anaconda.org/conda-forge/pytesseract,2022-03-15 01:11:17.076,561496.0,,,,,3.0,,,-7.0,,,,,,,,,,,,
398,Chartify,spotify/chartify,data-viz,,https://github.com/spotify/chartify,https://github.com/spotify/chartify,Apache-2.0,2018-09-17 14:12:05.000,2023-04-21 09:55:18.000000,2023-04-21 09:54:21,207.0,7.0,295.0,87.0,87.0,42.0,31.0,3327.0,Python library that makes it easy for data scientists to create charts.,25.0,26,True,2023-04-21 09:55:18,4.0.3,23.0,chartify,conda-forge/chartify,,,,71.0,71.0,https://pypi.org/project/chartify,3415.0,3894.0,https://anaconda.org/conda-forge/chartify,2020-11-07 19:52:50.628,25909.0,,,,,3.0,,,,,,,,,,,,,,,
399,OpenPrompt,thunlp/OpenPrompt,nlp,,https://github.com/thunlp/OpenPrompt,https://github.com/thunlp/OpenPrompt,Apache-2.0,2021-09-30 09:38:45.000,2023-05-07 08:34:35.000000,2023-05-06 14:09:10,264.0,14.0,350.0,36.0,48.0,53.0,170.0,3205.0,An Open-Source Framework for Prompt-Learning.,20.0,26,True,2022-04-20 04:58:40,1.0.0,4.0,openprompt,,,,,47.0,47.0,https://pypi.org/project/openprompt,2856.0,2856.0,,,,,,,,2.0,,,,,,,,,,,,,,,
400,Porcupine,Picovoice/Porcupine,audio,,https://github.com/Picovoice/porcupine,https://github.com/Picovoice/porcupine,Apache-2.0,2018-03-08 01:55:25.000,2023-05-09 20:35:16.000000,2023-05-09 20:35:13,980.0,32.0,417.0,60.0,522.0,2.0,439.0,2997.0,On-device wake word detection powered by deep learning.,34.0,26,True,2023-04-13 00:20:36,2.2,13.0,pvporcupine,,,,,18.0,18.0,https://pypi.org/project/pvporcupine,7147.0,7147.0,,,,,,,,3.0,,,,,,,,,,,,,,,
401,PARL,PaddlePaddle/PARL,reinforcement-learning,,https://github.com/PaddlePaddle/PARL,https://github.com/PaddlePaddle/PARL,Apache-2.0,2018-04-25 17:54:22.000,2023-05-05 12:30:05.000000,2023-04-20 17:10:17,506.0,24.0,797.0,63.0,620.0,89.0,391.0,2977.0,A high-performance distributed training framework for Reinforcement Learning.,40.0,26,True,2023-03-10 09:21:02,2.2,9.0,parl,,,,['paddle'],112.0,112.0,https://pypi.org/project/parl,862.0,862.0,,,,,,,,2.0,,,,,,,,,,,,,,,
